src_word	trg_word	src_ctx
cushion	Kissen	In first studying the proposal, I recalled the rather unkind remark about a recent presidency in the United States, which likened the behaviour of the President to a cushion which, it was reported, always bore the marks of the last arse to sit on it.
cushion	abfedern	We can cushion its impact on the most vulnerable in our societies, and we can take decisions now which will stand us in good stead when we come out of this crisis, and we hope that we will come out of this crisis.
cushion	dämpfen	Last spring, the EU adopted a set of comprehensive, timely, targeted and coordinated measures to cushion the human impact of the crisis, boost economic growth in developing countries and protect the most vulnerable.
dam	dämmen	Political and economic water wars are already being waged in several regions, reflected in dam construction on international rivers and coercive diplomacy or other means to prevent such works.
damage	Abbruch	First, any disruption of data sent to the CD-writer will cause irrecoverable damage to the CD.
damage	Schaden	Will the forthcoming regulation ensure that damage sustained through missing connections with other flights receives fair compensation?
damage	Schadenersatz	In everyday life, you can seek restitution for loss or damage suffered, but a human being is not a Golf, a Skoda or a Citroën that you can take to a professional or even an amateur mechanic to tinker about with.
damage	schaden	On the other side are the people responsible, whose faces are obscured behind flags of convenience and legal procedures distorted to this end, and with a view to fraudulently avoiding the rules of the internal market, without caring about possible ecological damage - which is now real - and social and economic harm, and, without wanting to be alarmist, the damage which may also be in store for other coastal areas as the result of a domino effect.
dark	Dunkel	Her dress is dark, legs are short, he is stocky and has a low ridge.
dark	Dunkelheit	Are not bad, I have it from birth, the umbilical cord .. I think it was in the dark.
dark	dunkel	it was cold and dark and they could have made a fortune with instant noodles and tea but no shop was open.
dark	düster	Yes, these are dark times, and all politicians want to protect their voters.
dark	grau	The model is personalized on the temples with the HUGO BOSS logo, discreetly visible against shades of black with shaded grey lenses and dark havana with shaded brown lenses.
date	Jahreszahl	The oldest date 1003 - MXXXIII – decorates the old baptismal stone inside the church.
dawn	Anbruch	But, since the dawn of the Industrial Revolution, part of that system has been a central financial authority that preserves trust that contracts will be fulfilled and promises kept.
dawn	Beginn	GBC SureFlow™ and GBC HighSpeed™ are how we met that challenge - they are the new dawn.
dawn	anbrechen	In the mountains of the Mexican southwest, the collective brown heart who leads is waiting to receive a response that it has known for centuries: it is time for dawn to break, as it does naturally, meaning with pain and with rage. Shadow knows what he will hear from the brown mountain who guides him.
dead	genau	The cult of dead person's skulls is found worldwide in South America, as well as in the European culture.
dead	gestorben	Mr President, the MAI as formulated by the OECD is dead.
dead	langweilig	They thought that this European Council was boring, that the decisions lacked drama and that there were no last-minute solutions hammered out in the dead of night.
dead	tot	To all those people, we have to keep on repeating that yes, we do need common rules, we have to keep on saying that if the countries of Europe were not united, if they were isolated, they would now be dead.
dead	total	Still, the area is very dead during daytime and looks somewhat rundown, but the city center is easily accessible.
dead	völlig	5.7 people of every one thousand were married and the infant mortality rate was 11 dead babies per 1,000 born alive, down from 18.9 in 1980.
dear	hoch	The second reason was specifically because there is no mention in the text of last week' s events in Angola which involved yet another brutal attack on the freedom of expression and freedom of the press, values which are so dear to the European Union.
dear	lieb	2 years of old Labrador mix, female, dear and verschmust.
dear	liebe	Mr President, ladies and gentlemen, my dear Mr Verheugen, we did nothing about Kosovo in the early days.
dear	teuer	Thirdly, it is incomprehensible that, in the twenty-first century, after Chernobyl, after the majority of the current Members of the European Union have decided to stop using nuclear energy, there should be an explicit reference in the European Constitution to the promotion of nuclear energy. This is an error which could cost us dear in terms of public opinion, an error which we can still correct.
dear	wert	Dear Valerio, I join the chorus of compliments I too, deserved, and not because the Festival is always something to learn (I think this is worth more in life) but because the festival is an irreplaceable moment: for the air you breathe, the climate of friendship that is created and the charge that leaves you on, even after days of data compulsive, appointments and nights spent working on strategy, tactics and tools ...
debate	Auseinandersetzung	I believe that, with due regard for Parliament's role, when we choose to engage in controversial debate just for the sake of it, we are not helping either ourselves or the people afflicted by these tragedies.
debate	debattieren	We shall have to debate this.
decay	Zerfall	Although it can be reproduced as a medium, film material itself is threatened by decay.
decree	Verfügung	There has been a legal judgement, a government decree, which has been communicated to us and I believe it falls to the European Parliament to take note of it in accordance with the Treaties and with parliamentary law.
default	Nichterfüllung	At fruitless operational sequence of this term the salesman is entitled to withdraw from the contract or to require compensation because of default.
default	Unterlassung	You accept the inherent security risks of providing information and dealing on-line over the Internet and will not hold us responsible for any breach of security unless this is due to our negligence or wilful default.
default	Voreinstellung	The upstream author noted that this framebuffer is not used by default, though.
defeat	Scheitern	Going against one's own nature doesn't necessarily mean defeat.
defeat	besiegen	You'll work together with your friends to use your powers to defeat Icy, Darcy and Stormy!
defeat	bezwingen	The militants argue that a two-stage strategy is needed to defeat Israel.
defeat	schlagen	A recent poll in the newspaper Reforma found that Calderon would now defeat him by 19 percentage points.
delay	Rückstand	The conclusion reached in this opinion was essentially that while there were no problems in respect to the political criteria for Malta, additional or structural economic reforms were still needed, while the two-year break in Malta's membership preparations had resulted in a delay in adopting the acquis communautaire .
delay	verschieben	But climate models demonstrate that Germany’s $156 billion expense will delay warming by just one hour at the end of the century.
delay	verzögern	I regret that precisely this principle of 'dual criminality' has been rejected in the report, even if I can appreciate that this gives major criminals less opportunity, by means of expensive lawyers, to sabotage and delay the course of justice.
deliberate	bewusst	The fact is that we have, during the Austrian Presidency, put down a deliberate marker to the effect that Europe must, in future, as a matter of fundamental political principle, make better progress where the sustainability of biofuels in concerned.
deliberate	gezielt	Hence as a result of deliberate policies an entire people with its unique culture and identity are facing the threat of extinction.
deliberate	vorsätzlich	We need to combat its exploitation, too, including such deliberate confusion with other markings such as China Export.
delight	Entzücken	Whether you're looking for top-quality mother plants or an assortment of strains to fill a varied gourmet grow-room, the contents of the White Label Mix pack will surprise and delight you!
delight	Wonne	If only the People of the Scripture would believe and ward off ( evil ) , surely We should remit their sins from them and surely We should bring them into Gardens of Delight .
delight	entzücken	Words can’t fully describe the delight I found in being in the presence of this great Immortal being.
delight	erfreuen	Let thy soul delight in thy b husband , and the c glory which shall come upon him.
delight	ergötzen	It is the type of utterly useless report that some Members go crazy about, those same Members who take delight in applying the 'precautionary principle' willy-nilly and who make a big fuss about the slightest 'concern' amongst the public.
detail	Angabe	Providing maximum detail on the precise composition of feedstuffs is right and understandable, but we must not so undermine intellectual property rights as to make them meaningless.
detail	Ausschnitt	A detail of an image is often sufficient to evoke an archetypical vision: St. Florian’s bucket, for example, which the saint emptied over a burning house.
detail	Detail	In this proposal, which was presented in June and will be discussed in detail during the coming months, the Commission has adopted most of the suggestions and ideas contained in its own report and in Parliament's.
detail	Einzelteil	Having in mind a uniqueness of renovation enterprise of the Palace, we paid a great attention not only to its surrounding, but to each, even the smallest detail of it.
differential	Differenzial	The handy date dispenser was promptly awarded a standard position on top of the oddments compartment and was to be displaced only for a quick shift of the 4-wheel or differential.
differential	Unterschied	We should emphasise this difference and draw attention to it through the use of labels so as to put in practice, and explain the reason behind, a price differential that the Eurobarometer respondent – who is also a consumer – must be prepared to pay.
differential	unterschiedlich	I actually wanted to vote in favour of Amendment No 8 to Article 16, rather than against it, as I am of course in favour of differential weighting of living expenses.
dip	Lösung	Hach Company, the manufacturer of AquaChek Pool & Spa Test Strips, has announced three individual one-dip water testers: AquaChek Cyanuric Acid, AquaChek Total Dissolved Solids and AquaChek Total Har...
dip	eintauchen	A brief dip before taking a rest completes the relaxing effect of all the saunas and stimulates the revitalising reaction.
dip	schöpfen	Each Member State demanding its initial bet would thus be free to dip into the Lisbon Strategy, and thus to become an unrivalled competitor - and we know full well that competition generally goes hand in hand with environmental damage - or to claim that sustainable development, which requires a global approach, is the opposite of such competition.
disadvantage	Nachteil	The disadvantage of this system of lubrication is the fact that a portion of oil burned, leading to opacity of exhaust gases.
disadvantage	Schaden	This puts the private temporary work agencies at a severe disadvantage.
disadvantage	Verlust	However, even with the export refund applicable in previous years, the competitive disadvantage to the European chemical industry is demonstrated by the fact that four European production units have already been closed down and six new production units have been set up by European companies in third countries, with the adverse consequences of loss of direct and indirect employment (farmers) and a loss of outlets for European agricultural products.
discount	Diskont	If you buy 10 or more pieces per week, we will be more than pleased to give you 10% or more discount on all of them!
discount	Rabatt	For large documents with many matches, a discount of up to 90% is possible on redundant text passages.
disdain	Missachtung	Such disdain for a Member State strikes me as scarcely tolerable.
disdain	verachten	That thought may lead us to disdain the kind of philanthropic graffiti that leads to donors’ names being prominently displayed on concert halls, art museums, and college buildings.
disdain	verschmähen	"In short, to the undersigned curiosity is so, firstly because I think we both realized that the Guns are among my myths (still not disdain to do a ""ride"" in Use Your Illusion II), then why can I see if Axl Rose yet to pass on the charge that he had 15 years ago and then one can not but be curious to see if i can Guns'N'Roses really exist without Slash's guitar .."
disguise	tarnen	If Alleanza Nazionale were a movement that wished to conceal and disguise its feelings on the subject, it would have made a tactical decision not to speak on this resolution.
disgust	Ekel	Other factors that weaken the immune system are stress, disgust or great tension.
disgust	Empörung	Even among traditional conservatives, there is a whiff of ethical disgust at Sarkozy.
disgust	Entrüstung	Exclusion from the 2010 World Cup would underline international disgust with Mr Mugabe’s regime without hurting the people of Zimbabwe, and yet it would be noticed throughout that football-mad country.
dispute	absprechen	Once again I would appreciate it if we could not dispute the principle and instead work to combat discrimination.
disquiet	Beunruhigung	   . The admission of Romania to the EU in 2007 is quite rightly giving rise to misgivings and disquiet, but sometimes for the wrong reasons.
disquiet	beunruhigen	Is it reasonable to create so much disquiet amongst people who we want to live within our society?
disregard	ignorieren	While the European Parliament, out of the desire to make the European Union more effective, efficient and economical, adopts the Financial Perspective, there are Heads of Government sitting on the Council who disregard their own decisions, ignore treaties, undermine the common goal of developing the European Union further into a political union and fail to abide by the rules of the institutions, believing as they do that they can cope on their own.
distance	Abstand	I believe it is because people see that the incidence of BSE in the UK is falling despite the fact that the number of cases is still the highest in the European Union by some considerable distance.
distance	Entfernung	Every day he is cycling from Russia from my office at half mast to go to school, told the same hearing the stories fun, sad during long distance to school Lang Lang makes me happy so I just had, where aspiring full version power is a party intimates always inspires in me, I wish I moments the Army will not change.
distance	Strecke	Once you run a specific distance away from the monster's original location the monster will stop and return to it.
distance	Weg	This is useful since you can (from a distance) see if the system is behaving properly.
distress	Elend	They do not have the human resources, infrastructure or funds needed to respond to this distress.
distress	Schmerz	Today is International Human Rights Day and I wish to express my distress and horror at the tragic death of the eight refugees, including three children, who suffocated in a container in southern Ireland.
dive	Sprung	Summer in Canazei is a breathtaking dive into the nature of the Dolomites.
dive	springen	You will dive in the warm tropical lagoons of an amusing water-park, jump back in the past in the middle of an exciting medieval tournament, dine in the exclusive and sparkling atmosphere of rock music, and dance under the stars during the hot summer nights.
dive	tauchen	With Jaka , a diving guide from BIDP , I flew from Denpasar (Bali) to north Sulwesi for a week, to visit Bunaken National Park and dive in the Lembeh Strait.
divide	auseinander gehen	(EL) Mr President, the debate on the PNR agreement - SWIFT and secret CIA abductions and flights unfortunately highlights a philosophical divide between America and Europe.
divide	scheiden	6 And the Gods also said: Let there be an a expanse in the midst of the waters, and it shall divide the waters from the waters.
divide	teilen	Divide up the game and first play only one chapter and do the exercises with 1 star.
divorce	Trennung	In many cases these children have witnessed death, divorce, separation or family abandonment.
divorce	scheiden	This is already the case for the rules applicable to binational couples who wish to divorce.
divorce	sich scheiden lassen	This is already the case for the rules applicable to binational couples who wish to divorce.
divorce	trennen	Unmarried couples can separate far more easily and cheaply, while divorce proceedings are always complicated, expensive and painful.
dock	Anklagebank	It is a cruel law that makes women turn to illegal ‘backstreet’ abortions, treats them like criminals, puts them in the dock and can send them to prison for up to three years.
dock	Pier	I believe this is a good idea to dock because this island has always been considered so far only a place of fun and nightlife, giving little importance to a goal instead is full of wonderful places to discover and magical atmosphere by breathing, which in winter could also be enhanced by less inflow of tourists in summer invade the place like locusts.
dock	anlegen	The hotel is 2 km from Ischia Port where the hydrofoils and ferries dock and can easily be reached both by car and by bus (the stop is in front of the hotel).
doctor	Arzt	Visit your doctor or health care professional for regular checks on your progress.
doctor	Doktor	Also in the white sector she is skilled as a doctor and knows masterly how to use catheters, enemas, urethra vibrators, needles, etc.
doctor	Dr.	Doctor Web announced the release of the updated GUI-based scanner incorporated in Dr.Web anti-virus solutions of 5.0 and 6.0 series for Windows.
doctor	Mediziner	Where is there a doctor who will give me individual and personal treatment and guidance?
document	Beleg	The document on a concluded freight contract between the dispatcher and the carrier is the Airway Bill (AWB) – see attachment Nr.6.
document	Dokument	Finally, I welcome the inherent willingness of this document to put into practice the desire of European citizens to see a more transparent and less monopolised energy market.
document	Schrift	A long legal document set in a small size of sans serif might seem inappropriate and difficult to read; whereas a cover design in a self-effacing classical type is unlikely to do the job required of it.
document	Schriftstück	However, the rotating Presidency of the Council - which the Treaty of Lisbon preserves, as you know - the Spanish Presidency, has urged us to draft an initial document that will serve as a basis for discussion.
document	belegen	I would like to point out that it is also essential to protect the financial interests of the Community, and therefore I recommend amending Article 12 of the draft as follows: ‘If a financial aid beneficiary cannot satisfactorily document the use of the aid and, after being urged to do so, cannot demonstrate that the aid has been used in accordance with the Regulation, then there must be clawback provisions in place.
document	dokumentieren	Events that can be recorded include document creation, renaming, reserving or unreserving, adding or deleting versions, viewing and so on.
doom	Schicksal	'Doom' stands for 'ruin, fate, judgement', hence the lyrics treat the entanglement of the spirit in earthly life which, in return, appears not to lack concordial guidance after all.
doom	verurteilen	We really expect the European response, the response of the IGC, to these basic issues to be the right one as we are building Europe because Europe embodies values which respect the human being and does not doom him to be subjugated to the laws of economic competition but which on the contrary, can create a pact of confidence, as the President of the Commission said.
doubt	anzweifeln	Perhaps without Israel's cooperation the only lawful and effective solution for the EU, short of suspending the agreement, is for the Member States to hold in doubt the origin of virtually all Israeli exports.
doubt	zweifeln	It was possible to get a lot of answers, which flew to doubt.
drain	ablassen	The Ultramat UFM-T automatic drain valve has a very compact design for use in small installations.
drain	entwässern	Despite every major study showing that a massive coastal restoration program and higher levees were needed to protect New Orleans, the administration permitted federal agencies to stop protecting 20 million acres of wetlands, allowed developers to drain thousands of acres and in 2004 cut funding for holding back the waters of Lake Pontchartrain by more than 80%.
drain	trockenlegen	How can we drain the public-policy swamp?
dress	Bekleidung	So if you want to order the new bike dress, please send us a mail to the following addresses info(at)dolomitisuperbike.com and andrea(at)bicycle-line.com including your name, desired article and size.
dress	Kleid	Ashley Tisdale wears a white dress with a black belt;, Selena Gomez and a classic black dress.
dress	Kleidung	This is a directory for brand designer outlet fashion men’s and women’s clothing De Puta Madre designer clothes and t-shirts, De Puta Madre jeans, De Puta Madre shoes, De Puta Madre bags, De Puta Madre jackets, De Puta Madre underwear, designer clothes at our designer online outlet fashion men’s and women’s clothing Bape designer clothes and t-shirts, Bape jeans, brands designer outlet fashion men’s clothing Evisu designer clothes and t-shirts, Evisu jeans, Evisu sweatshirt, brands designer outlet fashion men’s and women’s clothing Puma designer clothes and Sweatshirt, Puma t-shirts, Puma shoes, Puma shirts brands designer outlet fashion men’s and women’s clothing Ferre Sweatshirt, Ferre designer clothes and t-shirts, Ferre shoes, Ferre shirts, brand designer outlet fashion clothing CP Company designer clothes and t-shirts, CP Company Jacket, brand designer outlet fashion clothing and footwear designer outlet Cesare Paciotti designer clothes and shoes, Cesare Paciotti designer clothes and t-shirts, brand designer outlet fashion clothing and footwear Costume National designer clothes and shoes, Costume National designer clothes and t-shirts, brand designer outlet fashion women’s Bebe designer clothes and t-shirts, accessories, Bebe designer clothes and bags, Bebe jeans are just some of the fashion brands designer outlet we feature in addition to brand designer outlet fashion men’s and women’s clothing Dolce&Gabbana designer clothes and t-shirt, Dolce&Gabbana designer clothes and shoes, Dolce&Gabbana jeans, Dolce&Gabbana bags, Dolce&Gabbana designer clothes and underwear, accessories, brand designer outlet fashion clothing Armani Exchange designer clothes and t-shirts, Armani Exchange jeans, Armani Exchange designer clothes and shoes, Armani Exchange underwear, brands designer outlet fashion designer outlet clothing Dsquared designer clothes and t-shirt, Dsquared designer clothes and shoes, Dsquared jeans, brand designer outlet fashion men’s and women’s clothing Stone Island t-shirts and Stone Island designer clothes and jackets, brand fashion designer outlet clothing Belstaff designer clothes and t-shirt, brand designer outlet fashion clothing Cocana t-shirts, Cocana jeans, brand fashion designer outlet men’s clothing and footwear Frankie Morello designer clothes, t-shirts, Frankie Morello designer clothes, sweatshirt, Frankie Morello designer clothes, shoes, brand fashion designer outlet clothing Iceberg designer clothes, t-shirt, Iceberg designer clothes, jeans, brand fashion designer outlet men’s and women’s clothing Versace t-shirt, designer clothes, Versace shoes, brand fashion designer, designer clothes at our outlet men’s and women’s clothing Cavalli designer clothes, t-shirt, Cavalli shoes, Cavalli bags, brand fashion designer outlet men’s and women’s designer outlet clothing and designer outlet footwear Gucci shoes, Gucci designer clothes, t-shirts, Gucci jeans, Gucci bags, accessories Ed Hardy designer clothes, t-shirts, Ed Hardy bags, Ed Hardy caps, accessories , brand fashion designer at our outlet men’s and women’s clothing Smet designer clothes, t-shirts, Smet jeans, Smet cap, brand fashion designer outlet men’s and women’s clothing DKNY t-shirts, DKNY jeans, brand fashion designer outlet clothing Von Dutch designer clothes, t-shirts, Von Dutch designer clothes, cap brand designer outlet fashion apparel men’s and women’s clothing Custo Barcelona designer clothes, t-shirts, Custo Barcelona designer clothes, dress, brand fashion designer outlet clothing Guess designer clothes, t-shirts, Guess jeans, Guess bags, accessories brand fashion designer outlet men’s and women’s clothing La Martina designer clothes, t-shirts, La Martina designer clothes, polo shirts, La Martina bags, accessories brand fashion designer outlet Men’s and Women’s clothing and footwear Ralph Lauren designer clothes, t-shirts, Ralph Lauren jeans, Ralph Lauren designer clothes, polo shirts, Ralph Lauren shoes, brand fashion designer outlet men’s and women’s clothing and footwear Hugo Boss designer clothes, t-shirts, Hugo Boss jeans, Hugo Boss designer clothes, polo shirts, Hugo Boss shoes, Hugo Boss designer clothes, underwear, accessories brand fashion designer outlet men’s clothing Joop designer clothes, t-shirts, Joop jeans, brands fashion designer outlet men’s and women’s clothing Balenciaga designer clothes, t-shirts, Balenciaga jeans brand fashion designer outlet men’s and women’s clothing Moschino t-shirts, Moschino jeans, Moschino shoes.
dress	Rock	It all depends on how you dress those curves – for example in a fitted silk blouse and slim pencil skirt with a high corset-waistband that sculpts a first-class wasp-waist and pretty hips.
drift	Lauf	The route is characterised by all important drift characteristics with very fast and slow sections and a topography with invisible curves and is, therefore, virtually predestined for a PRO and perhaps larger international course.
drift	Richtung	I worry about a drift towards green tariffs justified on the basis of such spurious claims.
drift	Strömung	It started to snow again and it was windy and we experienced a slight drift.
drift	Tendenz	Since last September, there has been a real drift towards an authoritarian police state, as the case of Taoufik Ben Brik, who will be tried next Saturday, shows.
drift	Treiben	The heinous attack along with pleasure made me happy since losing the ability to control myself, I let my drift or be absorbed in the whirlwind of destiny?
drift	driften	Only if you know what the road ahead looks like you will be able to drift smoothly through the curves and make it under the strict limits.
drift	treiben	The heinous attack along with pleasure made me happy since losing the ability to control myself, I let my drift or be absorbed in the whirlwind of destiny?
drift	ziehen	The sky appears to drift overhead from east to west, completing a full circuit around the sky in 24 ( Sidereal ) hours.
drill	Drill	"Whether as the Rastafarian ""Dr. Shaggyman"", as the superhero ""Neutronenmann"" (Captain Neutron), as a merciless drill sergeant, as the space hero ""Spacemeier"" or as the man who fell off a high cliff – the over-the-top comic figures and caricatures in ""Mircomania"" are the ideal characters for the unique and twisted comedy of Mirco Nontschew."
drill	Übung	In May 2008, the local fire department conducted an emergency drill at Brenntag’s site in Deerlijk.
drink	Schnaps	Pálinka: Pálinka is an alcoholic drink, which is made of different fruits through the processes of fermentation and distillation. The most frequently used basic materials are plums, pears, cherries, and apricots.
drink	trinken	The losers have to kneel down and drink a glass of Cañazo at each meter. without using their hands.
drug	narkotisieren	Turning briefly to methadone, I would say that it is a substitution substance which does not resolve the problem of drug dependence and, worst of all, does not bring about the recovery of the drug addict: it is a bit like drugging up someone who is ill and administering pain killers without ever giving them an operation.
dry	kühl	The Adriatic sea is mainly swept by two winds: the Bora blowing from north-east, cool and dry , and the Sirocco blowing from south-east, warm and wet.
dry	trocken	As the whole business struck me as a bit too dry, I took the liberty of devising a climax for this sporting year, and my fellow members of the committee went along with me.
dry	trocknen	Put them in a container full of cold water for about 5 minutes, drain and dry.
due	direkt	The programme is designed for DJs; however, due to its ease of use, it is recommended for the general public. KraMixer allows you to mix files in WAV or MP3 format, ...
due	fällig	Also, for the first time we have the responses from the Member States, albeit twelve months after they were due.
dump	lagern	So if Malå commune, which recently held a referendum on the final disposal of radioactive waste in its area, had said yes rather than no, would it also have been permissible to dump foreign waste there?
dump	verschleudern	That cigarette is then in any case of such inferior quality that we do not want to smoke it in Europe and we dump it somewhere else.
each	je	In each case, evidence for increasing aridity and land abandonment coincides with migratory pressures upon settlements with secure water supplies, such as those at oases, or on exotic rivers.
each	jeder	Each State must define its public sectors and services, its suitable financing and its organisation.
each	jeglicher	And thirdly, the European Union must demand that President Pastrana puts an end to all violations of human rights by paramilitary groups in his country, and that the sad world records of thousands of victims that are reached each year should come to an end.
each	pro Stück	apartment has 115 m2 and a 4-6 family can be lodged people; she has 2 rooms with 2 individual beds of 90 cm each one of them, and another one of marriage with bed of 1.5 ms. completely furnished with clothes of bed and towels, an ample hall with design furniture, a kitchen, 2 bathrooms, one of them within the marriage dormitory, and a terrace very extensive of 15 m2.
early	früh	A printed note 10, work quality Kassebaparece early on, fantastic photos, text in Portuguese and English and lots of information for all types of tastes.
early	frühzeitig	Children are orphaned at an early age if their parents die of AIDS, and are then hired as house slaves of those who supposedly take care of them.
early	verfrüht	I must stress that it is, as yet, too early to decide the way forward.
early	zeitig	Although it was re-conquered from the Moors relatively early (1292) Tarifa ’s historic centre is worthy of Andalusia’s most beautiful juderias, the term traditionally used in larger cities like Córdoba to refer to a re-conquered town’s oldest preserved areas showing both Jewish and Arabic influence.
east	Ost-	And then there is even East Timor.
east	nach Osten	Extending east from the Indian Ocean and west via the Pacific, the US is creating a new strategic framework for the twenty-first century.
eat	essen	Look, there is crisis and there are people who will have a tough, so just donate to those who need to eat.
eat	fressen	And eat not up your property among yourselves in vanity , nor seek by it to gain the hearing of the judges that ye may knowingly devour a portion of the property of others wrongfully .
eat	speisen	Children under the age of 12 eat for free when ordering from the Kids' Menu at the hotel's all-day dining restaurant. Children must be accompanied by at least an adult ordering one main course from the full-priced menu.
echo	hallen	We enjoy the echo of the icy walls!
echo	zurückwerfen	The echo rocks near the Dettifoss got their name, because there are rocks of broken basaltic stalks, which would make a fine echo.
edge	Ecke	In a marvellous hedged edge I could enjoy the sun in my corset.
edge	Schneide	For deep holes or difficult materials CrazyDrill Cool with the innovative internal cooling system developed by Mikron Tool provides optimum cooling and lubrication right at the cutting edge, even on machines with low-pressure.
edge	Schnitt	Facing cut is characterized by its extremly smooth cut, the cutting edge is very sharp.
edge	Ufer	Situated on the water's edge of Indonesia's Bintan Island, Nirwana Beach Club welcomes you to the ultimate rustic beach front hideaway.
embrace	annehmen	It is hoped that all people will embrace these graces and be opened to a deeper understanding of what God expects of us in our lives; to forgive and not to seek revenge.
embrace	ergreifen	What led scholars who are putatively the guardians of democratic freedoms to embrace measures so reminiscent of fascist and Stalinist tactics?
embrace	umarmen	We should leave the creationists to their hollow convictions and happily embrace the uncertainties inherent in a truly empirical approach to understanding the world.
embrace	umfassen	The EU strategy on Roma inclusion should embrace measures to ensure the monitoring of the situation of the Roma in relation to the respect and promotion of their fundamental social rights, equality, non-discrimination and free movement in the EU, and also to provide education, training opportunities and job assistance for adults, which are crucial in order to support the recruitment and continued employment of the Roma with the aim of avoiding the perpetuation of social exclusion.
empty	auslaufen	Initial responses to Mr Fischler's proposals on CAP reform, limited as they are, and current reports from Johannesburg suggest that Mr Byrne's words about the phasing-out of agricultural export subsidies may well be an empty promise.
empty	leeren	On the contrary, with a young, well-educated population unable to find suitable work, the regime has created its own cadre of potential protestors, who are aware that it is using empty slogans to keep the state of emergency and stay in power.
empty	unbewohnt	From 1 st July to 24 th August the guests who leave the pitch temporarily empty must pay the price of the pitch + 2 adults.
encounter	Treffen	Despite the fact that these high-level reports are greeted with much appreciation year on year, we in the European institutions sometimes feel as if we are tilting at windmills, since the findings of the reports encounter resistance on the part of the Council, with the result that the Commission has not been able to put the necessary measures in place for years.
encounter	begegnen	Today, European small and medium-sized enterprises, in whose favour a resolution was approved during the last legislature on 5 February 2009 addressing the problems encountered in enabling them to internationalise, continue to encounter difficulties because they suffer from unfair competition from those non-EU producers that can export to Europe without an origin mark and European consumers are denied their right to an informed choice.
entrance	Auftritt	The chancellor of the media, as he is called at home, made his entrance and what came out of the final declaration adopted hours later was obviously a matter of indifference to him.
entrance	Einfahrt	On entrance to Starosele (the street Gasprinsky, 47) settles down the House museum Ismail-beja Gasprinsky - the great educator of the krymsko-Tatar people, the founder of its modern literary language.
entrance	Eingang	The airport Alghero-Fertilia is the nearest to the Royal Hotel Bosa . Driving 50 kms along the panoramic coast-road Alghero-Bosa , you'll find immediately the the entrance of the city; turn left and continue for some hundred meters.
entrance	Eingangshalle	Cash machines at the University of Sofia: It was in the mid-1990s that I first saw ATMs in the entrance hall of the St. Clement of Ochrid University, Sofia.
entrance	Einstieg	The Start page is the entrance to your work with conjectPM.
entrance	Eintritt	You walk up a narrow spiral staircase to this jazz club with subdued lighting and daily live shows (free entrance).
entrance	Zufahrt	Today the redirection of traffic arriving at the emergencies area has been completed, with the reorganization of zones adjoining the entrance.
entrance	Zugang	Although entrance to the on-site health club is free of charge for guests, professional masseuses are available at an extra charge.
entrance	Zutritt	For priority entrance ticket holders, please join the queue at the priority entrance door and present the booking confirmation at admissions to gain entry to the attraction.
equal	ebenbürtig	Special attention must be given to consumers and consumer organisations in the applicant countries, as we think that the internal market can only function at its best when the parties in the market are of equal standing.
equal	gleichen	Entry into the European Union on equal terms is an expression of historical justice.
equal	gleichwertig	So we have to pass the test and use great alternative to traditional species, with results equal or superior.
equivalent	Entsprechung	So, instead of becoming the principal reserve asset of the global system, the proportion of SDRs in global reserves shrank to a tiny fraction, rendering the SDR the monetary equivalent of Esperanto.
equivalent	Gegenstück	At last the affordable equivalent of Canon's EOS 5D was born.
equivalent	Gegenwert	For damages up to a value of SDR 113,100 (equivalent to a value of EUR 123,165.9 as at 04.01.2010), we renounce liability exemption by virtue of proof according to Article 20 of the Convention.
equivalent	gleich	It is blatant intervention in the internal affairs of an independent country, it infringes every concept of international law and it is equivalent to a declaration of war against a people standing up against imperialist barbarity.
esteem	betrachten	   – Mr President, Commissioner, we look at Hungary with the respect and esteem due to a people that hopes to find within our Union not only respect for its national independence and identity but also the collective security and economic prosperity that it was denied by the communist dictatorship, which subjugated it together with so many others for almost 40 years.
esteem	schätzen	The communist Members and the left-wing statist social democrat Members back you, they hold you in esteem and they share your way of thinking, and against you are those who represent the stronghold of Mr Berlusconi and all his allies in Europe: the Group of the European People’s Party (Christian Democrats) and European Democrats and their satellites.
evidence	Aussage	No evidence on further bunkers known to them can be obtained from the captured Jews.
evidence	Beweis	Clients not taking this insurance must provide evidence of adequate alternative insurance at the time of booking.
evidence	Evidenz	It was a notion based on moralistic preaching rather than on scientific evidence by the WHO and, thankfully, it was rejected by the Commission.
evidence	Zeugnis	Disdain not to reduce to writing (your contract) for a future period, whether it be small or big; it is juster in the sight of Allah, more suitable as evidence, and more convenient to prevent doubts among yourselves but if it be a transaction which ye carry out on the spot among yourselves, there is no blame on you if ye reduce it not to writing.
evidence	zeugen von	Many other projects show evidence of the professionalism of our company and the diversity of our activities, which have included the construction of shopping centres, office, commercial, sports, leisure and residential buildings.
evil	Unglück	evil long texts, either horizontally or vertically.
exact	erfordern	The quality of products resulting from sintering or metallurgical processes requires the exact recording and control of temperatures.
exact	exakt	I welcome the work of the rapporteurs and call for the adoption of this proposal in the exact terms in which it came from the Commission and in which it was adopted in the Committee on the Internal Market and Consumer Protection.
except	als	After the war German citizens were forbidden from flying, except, after a few years, in gliders.
