src_word	trg_word	src_ctx
field	sphère	After all, such people are commonly held to have all the answers in their field of interest.
fight	bagarre	It appears a little cryptic, because the reason why I actually spoke was that I was the rapporteur when the Secretary-General was given the possibility of using force if necessary, but the immediate reason was, of course, the fight that took place in the corridor.
fight	battre	"I have a lot of pride in my country, says Erickson, ""and to be able to go up and defend my country and fight for my country and to train to do that everyday means a lot to me."
fight	combattre	Indeed, it is true that the reductions we had to face — and we will have to face in the future — bring us to the limit of our capabilities and will force us, if it continues, to cut down on our efforts to fight crime.
figure	nombre	Mr. ZAMRAWY (Sudan) noted that the Committee had expressed concern that 40,000 women and children were said to have been abducted in the Sudan, many more than the figure indicated in the periodic report (para.
figure	personnage	This letter is to a political figure. This letter is advocating support for a government program.
figure	silhouette	I looked towards the river, and there by the water was a ghostly figure with wild grey hair and a flowing white gown!
file	dossier	It should be noted that the information would be more detailed if the researchers were able to personally scrutinize the police agency's stranger abduction file, and gather the pertinent details themselves for study purposes.
fill	occuper	The knowledge, skills and abilities required to fill this position include:
fill	pourvoir	Traditionally, the selection process to fill the position of head of office suffered from being highly discretionary, not to say sometimes politicized, rather than openly competitive, with a number of losses and missed opportunities reported to the Inspector.
fill	remplir	Applicants must fill out the funding application form provided by the Canadian Embassy in Algiers.
fill	réaliser	We appeal to the international community to take immediate action, take stock of the existing intangible cultural heritage in all countries and regions, and make a list of all those projects designed to urgently salvage heritage with salient cultural features so as to fill the gap in the preservation of intangible cultural heritage throughout the world.
film	film	"Attended the premiere of the film ""Shake Hands with the Devil"" and meetings with the president of the ""Quebec Community Groups Networks"" Date(s): 2007-09-26 to 2007-09-27 Destination(s):"
film	tourner	Canadian cattle stampede to Hollywood (not in herds, as you might expect – as an ingredient in film used to shoot major motion pictures ) 1
final	dernier	An accused at trial has the right to participate in the court hearing of the criminal matter, and the right of final rebuttal.
final	définitif	The Assembly reaffirms its call for a new fund to be established by the United Nations with a view to financing the forthcoming cost of resettlement: the Palestine Refugee and Displaced Persons Final Status Fund.
final	final	Prescribed Parameters and pH (Cont’d) Effluent Discharge Name 3 Konuto Surface Sump Discharge 2 12 #4 Pond Effluent Polishing Pond – Final Effluent (PP-FE) Tailings Containment Area Final Discharge Point (Station 925-10) 0 12 2 4 WLD 12 Mine Water Treatment Plan #2 88HP Pump Mine Water Treatment Plant 88HP Pump 3 12 5 12 2 4 Final Effluent HS-1 MS-2 Bellot Creek 1 12 7 12 1 Mine Water Treatment Plant Station 2.1 Shaft #3 - Station 2.7 CM01 SUE Water Treatment Plant Effluent (SC01) 5 1 12 1 1 C Dam 5 12 2 10 1
find	atteindre	• Implementing this recommendation will have to be balanced against the earlier findings in the Report to the effect that: 100% of employers found their compliance reports useful and 78% did not find them too complex; 98% of employers found their interim reports useful in helping them achieve  compliance, and 84% did not find them too complex.
find	découverte	These crystals lay buried deep underground for hundreds of millions of years, until earth forces brought them close to the surface and the glaciers finally exposed them to the surface for us to find.
find	retrouver	The chaos, confusion and sometimes, dangerous practices that followed, such as taking along a rifle and antifreeze, made it clear that training and organization were needed, not only to find a lost person, but to keep the searchers themselves in one piece.
find	trouver	And I insist, Mr President, because this evening I had a telegram from Ankara, from the human rights organizations saying that, firstly, there are 150 hunger-strikers in prisons who are in danger of dying, 15 of whom have already been transferred to hospitals and are on their death-beds while the death of others is imminent, and secondly, those organizations are trying to see the Turkish prosecution authorities, to see the detainees and to find a compromise to the conditions so that the hunger-strike can be ended.
fine	amende	The amount of the fine, which may be up to 10% of the worldwide turnover in the business year preceding the adoption of the decision making a finding of infringement of each of the undertakings participating in the infringement, is determined in the light of the gravity and the duration of the infringement.
fine	délicat	However, because of the fine balance of the concessions gained under the single undertaking approach of the Uruguay Round negotiations, extension of the ATC would have had serious implications for the multilateral trading system, including the loss of credibility for the system, as it would have required a reopening and unravelling of the WTO Agreements.
fine	excellent	I would like to take this opportunity to thank them for their fine work in the area.
fine	fin	Fine-grained, turbiditic sandstone becomes more abundant upward, as does the scale and abundance of slope-instability indicators.
fine	raffiné	The Chamberlain has a modern but welcoming sense of style, as well as a refined restaurant and pub-style bar for fine dining, superior ale and relaxation.
fine	uni	In Elevators and Escalators the fines for ThyssenKrupp companies were increased by 50%, in Gas Insulated Switchgear ABB's fine was increased by 50% and in Chloroprene Rubber the fines of Bayer and ENI were increased by 50% and 60% respectively.
finish	achever	I hope that speakers will be very brief so that we may finish our work on this item on time.
finish	conclure	I shall finish by saying that the report by Mr Turmes, on which this House is about to vote, addresses my main concerns sufficiently.
finish	fin	News Releases and Media Advisories : 2006 Media Advisory Canadian Transportation Agency ends public hearing on additional air travel costs paid by persons with disabilities TORONTO - November 29, 2006 - The Canadian Transportation Agency's public hearing involving three complaints with respect to air travel costs, originally scheduled to finish December 1, 2006 will close today November 29 in Toronto with final arguments to be heard Tuesday, December 12 in Gatineau, Quebec.
finish	finir	That's enough for me to pay off the bills and have enough money left over to finish off the project and do the patenting and do the primary market research. Give me a quarter of a million bucks if you believe that this is going to be successful and after that quarter of a million there's going to be a multi-million dollar deal that you are going to be interested in doing later on.
finish	terminer	If there is to be a new international debate on the Balkans, as some have suggested, it should not be on how to redraw maps; it should be on what is required to finish the job and on how to streamline and make our efforts more efficient to that end.
fire	balle	(Ha'aretz, Jerusalem Post, 5 November)  On 6 November, it was reported that two Palestinians, Marwan al Ramari, 27, and Maher a-Sa'idi, 16, had been killed the day before by IDF fire near the Al-Burij refugee camp in the Gaza Strip.
firm	compagnie	During her late teenage years as a stenographer at the T. Eaton Company, Marshall made an unofficial debut as Princess Ida in the Gilbert and Sullivan operetta mounted by that firm's opera society.
firm	ferme	The Committee expresses the firm hope that the Quartet and the international community will intensify their engagement to help the parties to commence implementing their obligations under the road map, which provides for a practical way to achieve a comprehensive, just and lasting settlement of the question of Palestine.
firm	final	the subsidiarity principle, U. suspecting that the agency's work and the funding provided for that work are not consistent with the subsidiarity principle and the principle of sound financial management, V. suspecting that this has led to a serious waste of public funds, W. calling on the Director of the agency to propose, by 1 June 2008 at the latest, practical measures to achieve savings, above all in the area of administrative costs; to explain in detail why administrative costs are unacceptably high; to explain in detail why the subsidy from the Community budget has continued to increase enormously over the period between 2000 and 2008; to explain in detail why staff expenditure per post increased by 9% between the financial year 2006 and the 2008 preliminary draft budget; and to explain in detail why the cost of staff privileges – budget Items 1101, 1102, 1141, 1182 and 1183 – makes up almost 10% of the agency's final budget and is thus much higher than for other agencies, X. calling on the Commission, pending the possible granting of discharge to the agency, and pursuant to the Protocol (No 30) on the application of the principles of subsidiarity and proportionality (1997), to meet, or demonstrate in detail that it has met, the requirement to justify compliance with the subsidiarity principle, Y. calling on the Commission, pending the possible granting of discharge to the agency, and the Council to outline in detail the logic behind the choice of location for the agency, Z. calling on the Commission, pending the possible granting of discharge to the agency, to demonstrate that the agency is being run in accordance with the principle of sound financial management, as laid down, inter alia, in Article 274 TEC; this includes provision of proof of cost-effectiveness, in keeping with the 2000 White Paper on the Reform of the Commission, and a detailed cost-benefit analysis conducted by a competent, independent firm, AA. calling on the Commission, pending the possible granting of discharge to the agency, to put forward a proposal which seeks to amend the Staff Regulations of officials of the European Communities, so that the cost of private travel for staff and members of their family, as governed by Annex VII, Section 3C, Article 8, can no longer be met from public funds, and which seeks to achieve drastic savings in connection with staff privileges, BB. calling the Commission, pending the possible granting of discharge to the agency, to submit a proposal outlining how the unacceptable and frequently criticised overlaps between this agency’s area of activity and that of over agencies can be done away with as quickly as possible, for example through the closure of the agency or its merger with other agencies,
firm	raffermir	A unique hydroxy complex, high levels of vitamin C, and pure-plant extracts combine to hydrate, exfoliate, and firm, leaving your skin glowing and revitalized.
firm	résolu	The Argentine Republic has demonstrated its firm commitment to the eradication of colonialism since the beginning of this process, establishing close cooperation with the Special Committee on decolonization, particularly at the time of the annual consideration of the situation of the Non-Self-Governing Territories.
firm	solide	A firm and lasting peace requires not only an end to conflict but also economic and social development, as well as universal access to food, housing, education, work and basic public services.
fit	convenable	Training includes proper assembly, forming and fitting the aluminium stays and testing the fit, and adjusting for load carrying.
fit	préparer	Generally speaking, older offenders tend to be low profile and fit in quite well.
fit	prêt	'Health check' of EU farming policy to make sure the sector stays fit for the new challenges and opportunities ahead How is the EU's common agricultural policy (CAP) dealing with new environmental challenges such as climate change, water management and the protection of biodiversity?
fix	fixer	White clover (Trifolium repens L.) is a forage legume widely used in combination with grass in pastures because of its ability to fix nitrogen.
fix	position	Where the arcs intersect is your fix (position).
fix	réparer	Finally, after a year, they came to fix it.
flat	fixé	The Committee recommended that this arrangement be continued and that the flat annual fee percentage of the Holy See remain fixed at 50 per cent.
flat	étage	From the main bedroom there is access out to another generous terrace from which there are lovely views over the garden and pool and out towards the sea and Nerja below. The house benefits from a new flat-screen TV with international channels.
flood	flot	The extensive shoal water on the landward side of the barrier is due to the landward transport of sand through the inlets and the deposition of this sand as coalescing flood-tidal delta deposits.
flood	inondation	Key words: evolution, flood resistance, intercellular space, leaf anatomy, rheophytic ferns, stenophyll.
flood	submerger	I call here on your memories: On March 13, 1989, an eruption came to flood the Earth and made crash simultaneously the whole electric network of Hydro Quebec, depriving 9 million Canadians of electricity for several hours...
floor	minimum	7.2 Belgium In its policy note 28 July 1995 to the Belgian Parliament, the Belgian Government stated its support for a common minimum floor in social matters, comprising, among other things, the incorporation of the social protocol in the Treaty on European Union, upwards harmonization of social provisions and combating social exclusion.
floor	étage	For more information Canadian Culture Online Canadian Heritage 25 Eddy Street, 3rd Floor (25-3-V) Gatineau, Quebec K1A 0M5
focus	concentration	Daren’s goal is to become a rural family physician with a focus on evidence-based medicine and comprehensive care.
following	arrière	Following the sampling procedure shown in Figure 1 of this annex the conformity of mass-produced rear marking plates shall be contested and the manufacturer requested to make his production meet the requirements (alignment) if the deviations of the measured values of the rear marking plates are:
following	ceci	Let me say the following: there is now a new instrument that has two kinds of voluntary agreements.
following	suite à	Following further informal contacts with DG TREN, FEMA wrote to the Director of the inland transport unit on 9 October 2003, asking for clarifications regarding his letter of 19 September 2003.
following	suivant	The labour market experiences in the first few years following high school are such that significant numbers who initially did not pursue post-secondary education subsequently do so (Andres 1999).
force	contraindre	Several human rights organizations in the Isthmus of Tehuantepec, Mexico, are concerned that the implementation of the Plan in their region will destroy their traditional environment and natural resources, impact negatively on their subsistence agricultural activities and social organization and force them to accept low-paying jobs in export-oriented assembly plants (maquiladoras).
force	forcer	Similarly, Bush recognizes that outsiders cannot force liberty on people.
force	imposer	I must point out to our colleagues and comrades alike, in agreement with Mrs Hermange, that indeed we cannot force one model on all countries across the European Union.
force	obliger	3.5 Counsel alleges that, while Dugin was in detention, he was subjected to pressure by the investigator on several occasions, in an attempt to force him to give false statements in exchange for a reduction in the charges against him.
force	pression	Although the continuing extension of educational participation is a positive development, because of the importance of a highly skilled labour force this development also puts extra pressure on the national budgets.
force	s'efforcer	To urge member States that have yet to ratify the Convention on the Law of the Non-Navigational Uses of International Watercourses or have yet to deposit instruments of ratification with the Secretary-General of the United Nations to so with dispatch and to endeavour to persuade friendly States to take the same action in order to expedite the entry into force of the Convention;
forecast	plan	The Skills Challenge CGA agrees with Government's overall direction, and encourages Government to ensure that Canada's economic conditions will evolve sufficiently to absorb the number of Masters and PhD students forecast to be admitted to Canadian universities by 2010.
forecast	prévision	The top line illustrates accuracy for a 36 hour forecast, the second line for a 72 hour forecast, the third line a 120 hour forecast and the final line for a 168 hour forecast.
forecast	prévoir	The average price is forecast to increase because of the lower supply.
forward	envoyer	◦ In addition, where a patentee sends any notification of a price increase for the medicine which is for human use (see footnote 4) to any class of customer (see footnote 5) in any province or territory, it shall forward a copy of such notification to the Board on the day after.
frame	cadre	UNIDO, as one of the four implementing agencies of the Montreal Protocol since 22 October 1992, continues to assist the developing countries in their national processes within the agreed time frame and modality.
frame	corps	Beside it lay a second, unrelated cancer.   She waited a week for surgery, during which fluid around the large tumour ballooned her slim frame absurdly.
frame	encadrer	Indeed, a comprehensive whole-of-government approach will continue to frame Canada's response to future international operations.
frame	image	Returns the mime type of the image represented by the attached picture frame.
free	gratis	Please note that many of the products are provided free-of-charge or for a small fee.
free	gratuit	"Overall, it can be separated into two types, open source, which is installed at home, on your own hosting and free (or paid) is always active ""systems"" offered by other companies."
free	librement	We urge the political leadership of Cambodia to allow all political parties to operate free of hindrance or intimidation and to allow NGOs and all civil society to play a full part in Cambodia's democratic development.
free	libérer	How can we imagine being able to create the world' s most competitive economic area unless we venture to free up competition within the area?
full	ample	Leadership has emerged as a comprehensive but elusive concept; it includes everything that makes up a director who is not one in name alone, requires him to have mastered the full range of skills, and applies to every management situation.
full	gros	Less than 100 kg gross weight may not require full PE 1 distance.
full	plein	Sweden noted from the national report the more than 20 million Internet users in Viet Nam and recommended that (b) full respect for freedom of expression, including on the Internet, be incorporated in the forthcoming media law reform.
full	rempli	They have strategic plans in place and have a full workload as evidenced in their annual reports and other documents such as minutes of meetings.
function	fonction	Clicking on items within Digikam will open a help window (if one exists for the particular item) explaining the item's function.
function	réception	Persons aged 15 to 17 may only be allowed in a bar if accompanied by a parent or guardian after 9pm on the occasion of a private function at which a substantial meal is served.
fundamental	essentiel	We therefore consider it essential that substantive examination of the international application at the national offices of the Contracting States be retained, in order to preserve the principle of the independence of patents enshrined in Article 4bis of the Paris Convention for the Protection of Industrial Property; this is an established principle in our national legislation, the violation of which would have the effect of calling into question the precepts of the fundamental industrial property convention from which the PCT itself is derived.
fundamental	fondamental	Such topical visibility is a fundamental and integral part of the work of experts.  Recommendations
fundamental	principal	Recalling that, at the 2003 regional seminar in Anguilla, the then Chairman of the Committee had noted that the Committee's role was not to seek to persuade the people of Non-Self-Governing Territories to change their current arrangements, but rather to inform them about their options, he expressed confidence that, with time, the Committee would accept that times had changed and that the remaining Non-Self-Governing Territories had rights under the Charter of the United Nations, the most fundamental of which was the right to self-determination.
further	additionnel	Accordingly, it cannot yet be said that a global slowdown is a sure thing, for it may rely on further monetary tightening in some countries.
further	davantage	The right is not further particularised.
further	favoriser	As the Vienna European Council noted, a policy for more employment has to be embedded in a comprehensive approach encompassing macroeconomic policies directed towards growth and stability, the further development and implementation of the Employment Guidelines and of decisive structural reforms promoting efficiency and competitiveness.
further	nouveau	That gives us confidence that the new Parliament will assist with strategies that will further improve our socio-economic climate for the betterment of the living standards of our people.
further	supplémentaire	This extra step may further improve the effectiveness of this male contraceptive method.
gain	accroissement	It is shown that the rate of mass gain during the oxidation cannot be described by a single oxidation law covering the whole period of oxidation.
gain	augmentation	Second, the ongoing multilateral negotiations are being held in the shadow of the eight previous rounds that have reduced average tariffs in the industrialized countries to about four percent (when Uruguay Round commitments are fully implemented).29 There is simply less protection to work on: based on a survey of recent empirical work, the average estimate of the overall potential gain in economic welfare from full multilateral liberalization was a surprisingly small 2.5 percent of global income.30 Within this average, there was a high degree of variation in the specific estimates for gains from liberalization of trade in agriculture, services and manufactures.31 Obviously only a fraction of that would be derived from the extent of liberalization that could reasonably be forecast for the Doha Round; even such gains would be realized only gradually over a period of years following negotiation and implementation.
gain	gagner	But I would like to stress the temporary nature of these regimes because, since the islands constitute an immense natural heritage of great value for tourism and the environment, they have everything to gain from implementing environmental policies that are not based on dispensations.
game	jouer	Why should we debuff you, take away experience, or make you run around for five minutes as a ghost instead of letting you actually play the game?
game	match	The last game of the competition for Russia and Italy.
game	plan	Stilll I believe I will enjoy this game thought unless it get the same edge as REmake I won't like it like a RE game just as a action game.
game	gibier	They travelled to different areas of Southern Ontario according to season and the movement of the game that sustained them.
game	travail	Although the scholarships afford preferred access to high-quality education, the game really gets underway when the former scholar obtains a responsible job through personal suitability (motivation, determination, self-esteem, initiative) and seizes the opportunity to make meaningful changes in the work environment.
gauge	jauge	To check the battery health using the charge gauge, press and hold the status button on the battery charge gauge for at least 3 seconds.
gauge	mesurer	GSAR training and skill levels difficult to gauge GSAR operations have never been national in scope.
gauge	pas	Although the guide imparts much useful information on good ergonomics practice, like the ISO standards mentioned above, it does not provide assessment criteria by which to gauge whether the device would be safe for use by a driver while driving.
gift	cadeau	This feeble compromise is a gift to the industry.
gift	don	The portion of the consideration for a taxable supply made by a charity or political party, that can reasonably be regarded as a gift or contribution, is that amount for which a receipt for income tax purposes could be issued, or in the case of a donation to a charity, a receipt that could be issued to an individual.
gift	donation	A foreign state is not immune from the jurisdiction of a court in any proceedings that relate to an interest or, in the Province of Quebec, a right of the state in property that arises by way of succession, gift or bona vacantia.  Federal Law-Civil Law Harmonization Act, N° 2, S.C. 2004, c.
give	consacrer	To make this cooperation more effective, it proposed decentralized, partnership-based administration of funding, the creation of a Community legal instrument favouring interregional cooperation, privileging by the Funds of a geographical interregional approach, rather than a sectoral one as before and legislation to give official status to the concept of territorial cohesion.
give	pousser	While further research aimed at identifying more precisely the circumstances that give rise to these perspectives would be of benefit, it would also be advisable for managers to consider whether employment equity groups unnecessarily face obstacles such as the one’s noted above within their work units.
grasp	comprendre	We have to grasp the scale of what has happened this week, but we must move on and forward in a way that meets with the approval of the European people as a whole.
grasp	compréhension	A sound grasp of historic value is essential to ensuring commemorative integrity. This includes a definition of what constitutes the nationally-designated place.
grasp	saisir	As a first step in this process, conservation priorities will be identified so as provide a good grasp of the protection measures to be applied with respect to the natural resources of this historic site.
grass	herbe	The burning in my head subsides as I lie in the grass in the rain.
grass	pelouse	All that remains today are the grass-covered earthworks.
grass	pâturage	Six mixed-grass prairie grazing demonstration sites will be assessed to determine the impacts of twice-over rotation grazing on these sites.
grave	grave	She also expressed grave concern at the fate of Mauritanian prisoners of war and torture victims, and at the situation of all civilian Saharawis, particularly the slaves held by the Frente POLISARIO.
green	couleur verte	In addition to cigarettes, 11 vehicles, a green 20' Roughneck flat-bottom boat and a 2001 50 HP Mercury motor considered to be offence-related property have been seized.
green	naïf	"The Canadian ambassador in Washington, Arnold Heeney, considered that ""Green, the most pleasant of good simple men, is an innocent abroad, and what is more, obstinate and underneath inclined to a sort of pacific-isolationism.""1 On the other hand, Charles Ritchie, Canada's representative at the United Nations, observed, ""Those who think that they have got a nice tame Canadian in the new Minister are very much mistaken."
green	écologique	This document, which was tabled in December 2006, has a more manageable number of commitments that follow a more government-wide approach and are in the areas of: federal governance, greenhouse gas emissions, green stewardship, quality of life, regulatory compliance, and waste and water management.
ground	base	When agreed, write down the ground rules.
ground	ferme	In a typical manour-house farm, Monte Da Serralheira offers apartments for 2 or 4 persons (or more), all on ground floor. Each bedroom has its own bathroom, a living room with a kitchenette, and a terrace overlooking the beatiful garden.
ground	motif	The Working Group may wish to consider whether, for example, there may be circumstances in which it would be appropriate to provide varying rates of return for creditors of different group members, without that treatment constituting a ground upon which the plan might be challenged in accordance with recommendations 152-153 of the Legislative Guide;
ground	raison	They drew attention to the fact that discrimination on the ground of sexual orientation was widely practised and that persons suffering such discrimination were more exposed to human rights violations and were less likely to claim their rights and obtain remedies.
ground	sol	In the rollover test the waistrail may be the second area to contact the ground after initial deformation of the vehicle cross-section.
ground	surface	(II) equipment that is a part of a ground source heat pump system that is used primarily for the purpose of heating a liquid or gas used directly in an industrial process or in a greenhouse, including such equipment that consists of underground piping, energy conversion equipment, energy storage equipment, control equipment and equipment designed to interface the system with other heating equipment, and (B) it is not a building, part of a building (other than a solar collector that is not a window and that is integrated into a building), equipment used to heat water for use in a swimming pool, nor equipment that distributes heated air or water in a building, (5) Subparagraph (d)(vi) of Class 43.1 in Schedule II to the Regulations is replaced by the following: (vi) fixed location photovoltaic equipment that is used by the taxpayer, or a lessee of the taxpayer, primarily for the purpose of generating electrical energy from solar energy if the equipment consists of solar cells or modules and related equipment including inverters, control, conditioning and battery storage equipment, support structures and transmission equipment, but not including (A) a building or a part of a building (other than a solar cell or module that is integrated into a building), (B) auxiliary electrical generating equipment, property otherwise included in Class 10 and property that would be included in Class 17 if that Class were read without reference to its subparagraph (a.1)(i), and (C) distribution equipment,
ground	territoire	From the Battle of Britain in the summer and fall of 1940, to the air bombing raids deep into Nazi territory and over Japanese cities in mid-1945 - the airplanes, pilots and the men and women who kept them flying, all had a profound impact on the outcome of the War and the bitterly fought ground battles thousands of feet beneath them.
group	cercle	"The color of the revolution in Iran is largely the work of the ""soft power"" (Translator's note: supporting a foreign policy of ""low intensity"") inspired by the writings of Joseph Nye, and that includes the circle of Brzezinski at the Rand Corporation as well as the International Crisis Group and other operators to achieve their goals using the left as cover, slogans humanitarian, human rights."
group	famille	Work Permit Note: Work Permit - group of three of more Performing Artists and their staff who apply at the same time and place - Maximum Fee
group	groupe	Let me now turn to the fight against organised crime. Just before the Treaty of Amsterdam was signed the European Council instructed a high-level group on organised crime to work out an action plan to develop a comprehensive approach to this task.
guarantee	gage	I am sure that his experience and wisdom will be the best guarantee for the success of our work.
guard	arrière	To close the Background Guard a combination of numbers must be typed in and affirmed.
guard	garder	South Africa urged States parties to guard against continually reopening the debate on obligations, commitments and undertakings, because, in doing so, they provided others with the grounds for reinterpreting, negating or withdrawing from other parts of agreements reached.
guide	diriger	What exactly do these people want, who are rebelling against regimes which they have voted for, as their guide and governor, for the past 30 or 40 years?
guide	guide	The Commission might wish to note the suggestion that any explanatory material to be prepared, possibly in the form of a guide to enactment and use of the new legislative provisions, make it clear that the wording adopted should not be misinterpreted as taking a stand in respect of the issue as to whether or not an interim measure issued in the form of an award would qualify for enforcement under the New York Convention (see below, para.
guide	orientation	In so doing, IMHA identified three strategic themes that will guide its future direction:
guide	orienter	At its eleventh meeting, the LEG agreed that the main objectives of the stocktaking meeting would be to undertake a comprehensive assessment of the status of NAPA preparation; to facilitate the sharing of experiences in NAPA preparation and implementation; to identify best practices in NAPA preparation; to guide project implementation; and to consider how best to mainstream NAPA activities into national development planning.
gum	gomme	Gum copal is a natural resinous material of plant Bursera bipinnata (family Burseraceae ).
hand	aiguille	Imagine that in the hardest time of your life, if you loved someone for the sake of Allah, they will be saved hand-in-hand with you.
hand	côté	On the other hand, let us help young people and those fighting for human rights and democratic change.
hand	partie	You choose not to meet the required bet to stay in the hand and forfeit your chance to win any of the pot.
hand	surveillance	"It is true that ""review"" is the term used in the CSIS Act, but, on the other hand, ""oversight"" is the word generally used in the Western intelligence community to describe this function."
handle	anse	The only updated aspect was the handle element.
handle	poignée	3.1.16 The ejection handle was cracked through the rubber at the base.
harm	nuire	Please provide information on measures taken to protect children against all forms of exploitation, in particular dangerous work or work liable to harm their health, education or development.
harvest	fruit	"The harvest of righteousness is sown in peace St James writes, ""by those who make peace"" (Jas 3: 18)."
harvest	récolter	Although the trap has been catching fish, they've mostly been from threatened salmon stocks that the T'Sou-ke can't harvest.
head	chef	Sally Barnes Head-RIMU (613) 941-6667 A Day in the Life of...
head	chevet	This model gives you a cent ral bed, double wardrobes in the bed head, under-bed storage, comfor t and lots o f room.
head	esprit	It is a way focus and clear your head, she says.
head	leader	Assiniboia Beauval Big River Biggar Blaine Lake Broadview Buffalo Narrows Canora Carlyle Carnduff Carrot River Coronach Craik Creighton Cumberland House Cutknife Esterhazy Estevan Fond-du-Lac Fort Qu'Appelle Gravelbourg Green Lake Greenwater Hudson Bay Humboldt Ile-à-la-Crosse Indian Head Kamsack Kindersley Kipling Kyle La Loche La Ronge Lanigan Leader Lloydminster Loon Lake Lumsden Maple Creek Meadow Lake Melfort Melville Milestone Moose Jaw Moosomin Morse Nipawin North Battleford Onion Lake Outlook Pelican Narrows Pierceland Pinehouse Ponteix Prince Albert Punnichy Regina Rosetown Rosthern Saskatoon Shaunavon Shellbrook Southend Southey Spiritwood Stony Rapids Swift Current Tisdale Turtleford Unity Wadena Wakaw Warman Waskesiu Watrous Weyburn Wollaston Lake Wynyard Yorkton 3.
head	mousse	Basin Head, Prince Edward Island (2005); To protect and conserve a globally unique strain of Irish Moss and its surrounding habitats.
head	tête	I take advantage of this opportunity to address our Secretary-General, Mr. Kofi Annan, and to express my deepest gratitude for the total and resolute commitment that he has always shown as head of our Organization, in particular, in the promotion of its ideals.
head	épi	Fusarium head blight (FHB), caused by species of the fungus Fusarium, is a worldwide disease of wheat (Triticum aestivum L.). The Chinese T. aestivum 'Ning7840' is one of few wheat cultivars with resistance to FHB.
help	aider	Moreover, these mechanisms should be developed with the active participation of stakeholders, including those living in poverty, to help ensure that they are accessible, transparent and effective.
help	assistance	Amendment by Horst Schnellhardt Amendment 235 Paragraph 14 14. Considers it important, in respect of EU and Member States' employment law, to address drinking problems at the workplace by encouraging persons concerned to seek help, but recalls that this should always be done with due regard for the privacy and the rights of the individual; urges employers to pay particular attention to alcohol abuse within the workplace by running preventive educational programmes and providing assistance to workers with alcohol problems (deletion); Or. de
help	consolider	Training and professionalising of voluntary workers who can now use their skills to help the development of Torino.
help	dépannage	New software is now being used to manage the Corporate Help Desk.
help	renforcer	Through NGOs, it deploys citizens from a wide variety of fields, on the one hand, as it were, to work for the EU and, on the other, to help those in need, or - and this is at least as important - to raise awareness of democracy and the rule of law throughout the world.
help	services	REGINA, April 3, 2003 -- Ralph Goodale, Minister of Public Works and Government Services and Member of Parliament (Wascana), on behalf of Minister of Canadian Heritage Sheila Copps, today announced funding of $10,000 for the Métis Addictions Council of Saskatchewan Inc. to help finance a Métis Youth Leadership Capacity Building project.
help	servir	The RCMP is reminding the public not to hesitate to contact us as all information can help in the fight against crime.
hide	cuir	"George T. Emmons wrote in 1921 that the Tsimshian mirror ""was the property of the women of higher class, and was worn suspended around the neck by a cord of hide or of twisted root…"" Emmons had been a Lieutenant in the U.S. Navy and wrote of his experiences and observations in Alaska and British Columbia."
hit	battre	If you wish to fight in melee combat, make sure you are in range to hit the monster.
hit	frapper	"Care, Treatment And Support Today physicians have turned from a ""hit hard, hit early"" approach to one that emphasizes individualized treatment regimes."
hit	rencontrer	"Focus Showbiz meets Parliament Vaya con Dios - singing in Parliament to defend the Roma Dani Klein - lead singer of Vaya con Dios ""Just a friend of mine"" was a huge hit for Belgian group Vaya con Dios in 1986. In the last 20 years the group - led by singer Dani Klein - have toured the world."
hit	trouver	Employees can be encouraged to identify irritants and quick-hit possibilities.
home	but	Home Honours & Awards Medals Chart General Service Medal (GSM) General Service Medal (GSM) CONTEXT This general service award has been created as a means to recognize in a more timely manner those who provide direct support to operations in the presence of an armed enemy.
home	gîte	In Greece, the main provision of rural tourism product is bed and breakfast with accommodation in traditionally furnished rooms and with traditional breakfasts often based on home-made products.
home	habitation	Paul will be able to participate in the HBP in 2009, as he will not have owned a home that he occupied as his principal place of residence since January 1, 2005. However, Jane is considered a first-time home buyer, since she never owned a home, and she did not live with Paul during the period in which he owned and occupied his home as his principal place of residence.
home	pays	First, external trade and foreign investment on their own cannot lift an economy in the absence of the simultaneous development of productive capabilities at home.
hope	espérer	The special efforts made, and the successes achieved, in Monterrey, Johannesburg and at the special session on children have given us cause for hope.
house	famille	Only a 2-minute drive from Keflavik International Airport and the Blue Lagoon transfer stop, the Guesthouse-Motel Alex is a family owned guest house opened in 2002.
house	manoir	Amédée Papineau, eldest son of LouisJoseph Papineau, lived in the manor house from 1871 to 1903.
house	parlement	That is the information I wanted to pass on to you today and I look forward to listening to the comments here in this House concerning these difficult problems.
house	recevoir	I am new in this Parliament and I regret that the first question whose reply I was expecting to hear in this Parliament cannot be replied to orally due to lack of time, but I doubly regret the fact that this is due to the attitude of some people who, by raising questions in this House which, in my opinion, do not belong here, deprive us of the pleasure of hearing Mr Fischler speak today of the problem of our fishermen' s daily bread, for example.
house	sénat	• Responses to House and Senate findings and recommendations in relation to the review of the Anti-terrorism Act developed.
house	théâtre	Bellevue House National Historic Site of Canada, Ontario Sir John © Parks Canada Enjoy afternoon tea & theatre in the garden of Bellevue House, the former home to Sir John A. Macdonald.
ill	malade	Islamic law also permitted a man whose wife was barren or seriously ill to take a second wife.
ill	souffrant	A close working relationship between probation and mental health and the sharing of treatment methods can lead to a decrease in probation violations for mentally ill offender clients.
