src_word	trg_word	src_ctx
finish	acabar	I would like to finish by pointing out that in tackling the problems raised in Mr Danjean's question, we are, in fact, taking care of our own security.
finish	fin	After they finish the procedures they are entitled to request a temporary visa for another year like all the other victims who chose not to testify.
finish	terminar	If you perform oral sex without a condom, finish up with the hand, or spit semen out and rinse with a dental wash rather than swallowing.
fire	disparar	At 1429 hours, an Israeli gunboat in Lebanese territorial waters off Ras-Naqoura fired several bursts of medium machine-gun fire on the open sea, and at 1954 hours also fired several bursts of medium machine-gun fire on the open sea.
fire	entusiasmar	(Applause) However, and I shall be quite frank, we will never fire people's enthusiasm for the European cause if we are half-hearted.
fire	estufa	Living room is with fire place and TV, there is kitchenette with electrical stove and refrigerator, everything what is needed for cooking.
fire	fuego	The past month witnessed one shooting incident and a subsequent exchange of fire across the Blue Line.
fire	incendiar	Other paragraphs penalized other types of offences, such as setting fire to sugar cane crops, murder and causing damage to agro-industrial installations.
fire	incendio	According to AI, in September 2006 the Board reported on its investigation into the fire; and confirmed earlier concerns about unsafe detention conditions and found that safety recommendations had not been fully implemented, that guards lacked training and intervened inappropriately, and that other detention centres had similar deficiencies.
fit	acceso	By accepting this Agreement you grant a license to Easy-Forex to use your Communications in any way it thinks fit, either on the Web site or elsewhere, with no liability or obligation to you.Easy-Forex is free to use any idea, concept, know-how or technique or information contained in your Communications for any purpose including, but not limited to, developing and marketing products.
fit	adaptar	Standards which were adopted and came into force in the European Community after many years of work cannot be 'bent' to fit a brutal reality for reasons of tradition.
fit	ir	Moreover, where does self-sufficiency fit in the package of often export-oriented measures?
fix	arreglar	Fix something in blue or pink, or sometimes green.
fix	arreglo	line in the pseudo-header of your message when closing a bug, so that the bug tracking system knows which releases of the package contain the fix.
fix	dosis	Every day, tens of thousands of people lose their dignity, personality and basic identity and fall victims to the cure-all 'fix' that shields them from the problems they face.
fix	fijar	Under Article 14 of the Statute of the International Court of Justice, the Security Council is to fix the date for the election to fill the vacancy in the Court.
fix	posición	We support the position of the Non-Aligned Movement that there should be no quick-fix solution to the expansion of the Security Council.
flash	destello	There was a sudden flash of light, and a scowling gray-haired archmage appeared in the hall.
flash	fogonazo	16.7.1.3.4 The donor article should be initiated and observations made on the following: denting or perforation of the witness plate beneath the package, a flash or flame capable of igniting an adjacent material, disruption of the package causing projection of the explosives contents; or full perforation of the packaging by a projection.
flash	relámpago	Turning to persons reported missing following the Flash and Storm operations (code names given to Croat military and police operations carried out in the summer of 1995) he said that data on the number of persons missing differed considerably depending on its source.
flat	apartamento	It's a two-bedroom flat with enough space for four people. If you like to be close to the centre of events, then you'll be glad to know that the New Market and the Dam Square are only a few minutes away from here!
flat	llano	Much of the country is flat with gentle undulations and occasional rocky outcrops.
flat	piso	Flat for sale in Málaga (Málaga) - Brand new - Ref.
flood	flujo	Indeed, it would appear to be clear that it is appropriate for all the countries to contribute if we are to achieve an effective control and monitoring service, particularly in the places where the flow of illegal immigrants is currently greatest - a genuine flood of new illegal immigrants is, even as we speak, pouring into the Union - for this is not just a problem for those who are directly involved in the daily fight against illegal immigration: it is also a problem for all those countries which are the automatic destinations of these illegal flows.
flood	inundación	Holland, without union and army, seems out of state to defend itself; but the requirements of Louis XIV inspire with overcome the courage of despair; Guillaume d' Orange, high with the capacity by a revolution, bursts the dams of Holland, and forces the French to move back in front of the flood.
flood	inundar	The same is true of the Oder, for which there are similar plans; there are nature reserves near the Oder as well, and it threatens to flood villages.
floor	piso	At its 67th meeting, on 25 August 1999, the Assembly approved the Agreement between the International Seabed Authority and the Government of Jamaica concerning the headquarters of the Authority and accepted with appreciation the offer of the Government of Jamaica for a long-term lease of the second floor and such other space as might be required in the building for the use and occupation by the Authority as its permanent headquarters.
floor	pista	• A professional dance floor and stage where renowned Tango artists make their appearance.
floor	solar	Surface 120 m², 150 m² site surface, 2 bedrooms (2 double), 1 bathroom, 1 toilet, kitchen, washroom, dining room, terrace, floor, garage, cupboards, heating, furniture, double glazing, water, electricity, exterior carpentry, interior carpentry, air-conditioned, sunny.
flow	afluencia	Should Western Europe really be worried about an enormous flow of new immigrants?
flow	chorro	FORACON in Bretten is integrated into the Flow family of companies (specialists for system engineering in waterjet technology).
flow	corriente	But one consequence of the progress made in this regard is that much of the increased flow of ODA has been diverted to the financing of debt relief.
focus	centro	(c) The most deprived regions, districts and groups will be the focus of advocacy and support for service delivery and policy development;
focus	enfocar	"(2002) examined factors accounting for progress and successful implementation. In addition to focus (SEE ESTABLISHING VISION AND MISSION) as well as partnership management and operations (SEE DEFINING ORGANIZATIONAL STRUCTURE AND OPERATING MECHANISMS), investigators identified three components of leadership that tended to differentiate sites making the most progress from those making the least progress: (1) committed core leadership, (2) a consistent ""organizational driver,"" and (3) subsidiary leadership."
focus	fijar	Without impinging on established decision-making processes, using the Convention as the common basis for setting pragmatic objectives and developing ways to achieve those objectives is bound to foster better understanding, dispel preconceived notions and sharpen the focus on measurable results.
force	apresurar	Acceptance of CTBT obligations on a regional basis in South Asia will also help to expedite its entry into force.
force	ejército	The Army had begun updating guidance and procedures aimed at preventing such behaviour, in collaboration with the Royal Navy and the Royal Air Force.
force	forzar	Instead, it pulled together a diverse staff of smart young management consultants, activists living with HIV and AIDS, committed outreach workers with extensive public-health experience, and economists and lawyers who had helped to force the prices of medicines down in drug-company lawsuits.&nbsp;Together, they represented an energetic team, convinced that if they worked hard enough, they would continue to raise resources for the hopelessly underfunded global response to AIDS, TB, and malaria.
force	obligar	In the field of public health we have seen that structures have been set up for the future definition and implementation of a European public health policy, and we have at last been able to force the Commission to act.
force	personal	Military Force Generation and Personnel Service
forward	avanzado	At the height of the recent military escalation along our borders, our neighbour's nuclear capable missiles were placed at forward-deployed positions.
forward	enviar	1.2.3 You can use the software to forward to others the information concerning your bets related to our online poker games.
forward	progresivo	In my view, the forward deployment of UNAMSIL troops would serve little purpose if it is not followed up by the well-planned and well-executed extension of State authority and the gradual hand-over of security responsibilities to the country's armed forces and law enforcement agencies.
forward	reenviar	OCLC may return reports to the reporting library for clarification, forward the reports to the inputting library or other holding libraries for verification or discard reports that are completed incorrectly, illegibly or without proper verification.
frame	esqueleto	The lamp representing a sea-shell, projecting just out of a wall, is also fashioned in plaster on a metal frame.
frame	estructura	It is expected that the study would formulate realistic proposals for redesigning, restructuring and refocusing the web sites, including the multilingual aspects, together with the necessary hardware and connectivity requirements, and the time-frame for implementation.
frame	formular	I cannot fail to note that in the United Nations we constantly feel a certain amount of frustration at the gap between our ability to frame proposals and our lack of means to implement them.
freight	carga	Debate about an IATT also includes issues relating to the design of the tax with regard to the tax base: on fuel, passenger tickets and air freight or passenger tickets only; the type of tax: a flat charge per transaction or an ad valorem tax;4 the tax rate; and how the levy would be collected and used.
freight	flete	IS3.34 The requirements of $1,461,500, reflecting an increase of $132,900, provide for general operating expenses at both Headquarters and Geneva for: (a) rental and maintenance of electronic data-processing, office automation and other equipment relating to both the sale of publications and bookshop operations ($98,400); (b) communications requirements to cover pouch, postage and other mailing and shipping costs associated with sales operations at both Headquarters and Geneva ($957,300); and (c) requirements for miscellaneous services to cover freight costs, bank fees and other miscellaneous requirements ($405,800).
freight	transporte	These problems were reflected in the freight expenditure of African countries for 2000, which had totalled US$14.4 billion and had been 1.5 times higher in proportion to their import costs than the estimated expenditures of other developing countries.
fuel	carbón	Data on heating (calorific) values are also provided in order to enable conversions to common units (tera-joules, coal equivalent and oil equivalent) for inter-fuel comparisons.
fuel	combustible	there is the smallest possible amount of HEU and separated Pu; current stocks are, accordingly, destroyed wherever possible; for HEU by blending it to LEU, for Pu by burning it in reactors or finding a real safe system for long-term inaccessible storage; remaining stocks are strongly protected in a limited number of places; if these materials are used, they are transported as little as possible (for example MOX fuel fabrication takes place at the site of the reprocessing plant or storage place); if these materials are transported, they are in forms that are difficult to access (e.g. in a carbon matrix); ownership and management of reprocessing and enrichment facilities are not in the hands of individual countries so that breakout is more difficult; the IAEA has all relevant information to ensure transparency for the international community; full scope safeguards and the Additional Protocol are essential tools for bringing this about, but not necessarily the only ones; it is a political necessity to treat NWS and NNWS as evenhanded as possible.
fuel	energético	Turkmenistan is intensively developing the fuel and power complex of the country.
fund	consolidar	(a) Entrusting the Administrative Systems Directorate with the task of overseeing the technical aspects of developing the strategies required to consolidate the Fund's internal audit system, and establishing within the Directorate the Internal Audit Department as the body in charge of strengthening this area;
fund	pagar	The financial obligation of the Institute to the Pension Fund consists of its mandated contribution at the rate established by the General Assembly together with its share of any actuarial deficiency payments under article 26 of the regulations of the Pension Fund.
game	jugar	What do I need to play the game?
gang	banda	We in Finland had a regrettable example of this last year, when a criminal gang which had entered the country from Estonia emptied bank cash dispensers in Helsinki, and the Estonian police refused to cooperate with the police in Finland.
gang	cuadrilla	People will wait on the rocks, in the bars or on the pens' walls for the twelve bulls to come out, one per gang, surrounded by aplauses, wildness and a lot of running.
gauge	estimar	Overall, the macroeconomic effects of the changeover are likely to have been small and, in any case, difficult to gauge.
gift	obsequio	You may win a gift if your phrase is selected from the best ones.
grade	año	But also at the lower levels the abandonment rate is higher towards the end of the eighth grade, especially after the extension of the primary education for one more year, since in some locations especially in rural areas, due to the lack of the school facilities, teaching is organized in the facilities of secondary schools.
grade	escalón	In particular, it notes that the elimination of step increments, involving the replacement of the current grade structure with a broadbanded structure, would result in the availability of salary amounts that could be applied to salaries distributed on the basis of the pay-for-performance system.
graduate	graduado	Antonio is a graduate of the Universidad Dominicana O&M, in the Dominican Republic, majoring in Computer Systems Engineering.
graduate	universitario	Post-graduate studies in the education for family life are offered, inter alia, by: the Rzeszów University, the Gdańsk University, Studium Generale Sandomiriense in Sandomierz, Akademia Świętokrzyska, the Adam Mickiewicz University in Poznań, the Cardinal Wyszyński University in Warsaw, Academy of Physical Education in Katowice, the Technical University of Radom, the Warmia and Mazury University, the Mazovian Higher School of Humanities and Pedagogy in Łowicz, the Pomerania Universty of Pedagogy, the Alliance of Families University in Warsaw, the Paweł Włodkowic University College in Płock, the Pedagogical University in Kraków, the Witelon University of Applied Sciences in Legnica, the University of Opole, the Pontifical Faculty of Theology in Wrocław and the Pontifical Faculty of Theology in Kraków.
grasp	alcance	Madam President, Commissioner, ladies and gentlemen, European solidarity is within our grasp!
grasp	comprender	It should put the international community's role in a clear perspective and help the Security Council itself fully to grasp the most complex challenge that the United Nations faces in that region, which is particularly critical to international peace and security.
grasp	comprensión	Besides expertise in their own national accounts area, expert group members should have a broad grasp of national accounts, enabling them to significantly contribute to discussions in areas outside their expertise.
grave	sepultura	Ministry of Defence order No. 182 of 9 April 1997 approving and bringing into force the Instructions relating to the procedure for carrying out excavations of battlefields, unregistered military graves and places of burial of defenders of the fatherland and war victims in the process of searches for the purpose of exhumation of the remains of dead persons and their subsequent reburial and grave marking;
grave	tumba	The programme enables everyone to take part in educational programmes virtually from the cradle to the grave.
green	fresco	The hotel has ample car parking space and is located within easy walking distance along the flat green banks of the River Wye into the bustling streets of Ross on Wye ,Guests can dine in the cosy bar with its warm log fire in winter or the light conservatory restaurant with its view of the gardens or enjoy snacks alfresco on the riverbank gardens.
green	nuevo	Many areas have been restored and the Greek capital has a new airport, a modern subway, efficient public transport network and extensive green spaces.
green	pista	41 pistes on 550 hectares, including 5 green, 20 blue, 9 red, 7 black - snow-park on the resort front - luge piste - 17 lifts including 8 chair lift and 9 ski lifts - 27 snow guns - heated picnic room - lockers - E.S.F. ski school.
guarantee	asegurar	Methods employed to promote and guarantee the full development and progress of women with a view to guaranteeing them the exercise and enjoyment of fundamental rights and freedoms in all fields, on the basis of equality with men.
guarantee	fe	The specialist in question went at the appointed time to the place designated for the interview and asked permission to use a tape recorder in order to record the conversation and guarantee his rights.
guarantee	garantizar	Since submitting its previous report, Honduras has undertaken a series of measures to guarantee the country's children access to high-quality education by expanding educational coverage, adjusting education to the needs of the community, creating conditions conducive to reduction of the dropout rate and giving priority to disadvantaged sectors and to the building of an intercultural, participatory education system.
guard	defensa	The Coast Guard has five core missions: maritime security, maritime safety, protection of natural resources, maritime mobility, and national defense.
guard	proteger	Technology and mobility are essential features of today's world, and so personal rights and the right to privacy have become values that we must ensure and guard closely.
guard	vigilar	I think it is of the utmost importance for the credibility of Economic and Monetary Union to guard against the danger of inflation that looms from the overheating of some national economies.
guess	acertar	I remember the time 20 or 30 years ago when we were asked at school to outline what we thought the twenty-first century would be like, and we all imagined Martians, UFOs and flying saucers and ultra-modern trains and cars, including electric cars, yet no one was able to guess what would be the real revolution of this century: the advances in information and communications technology.
guess	adivinar	The wider public in the EU, in fact, does not know that such a thing as the European Ombudsman exists, let alone being able to guess what he does and the issues that they can bring to his attention.
guide	guiar	Therefore, it is tiresome to see that the same mechanisms that are needed to guide those countries that have been lax in their attention to the matter of waste disposal, are forcing the more advanced countries to take a step backwards.
guide	guía	"To reduce conflicts arising from cultural differences and to help employers overcome the language barrier with their FDWs, the guide for employers includes a ""Cultural Guidebook"" on norms and customs as well as everyday vocabulary of workers from the 3 largest source countries: Indonesia, Sri Lanka and the Philippines."
half	a medias	Our citizens may never become fully informed about the details of the Treaties, but they can always be trusted to differentiate between integrity and real commitment on the one hand and half-truths and Realpolitik on the other.
half	medio	In the Netherlands the breadwinner model of the 20th century appears to have been succeeded by a one-and-a-half earner model.
half	mitad	Foreign investors are the lifeline of this military regime, and half of the profit that the Burmese junta makes from investment goes to the army.
halt	alto	Pursuant to Security Council resolutions, Pakistan has developed a legal and practical mechanism effectively to halt financial and other support to terrorist organizations and groups.
halt	interrumpir	On 1 April 2004, when some 40 UNRWA containers had accumulated inside the Gaza Strip, the Agency decided to halt further delivery of containers to the Gaza Strip until a solution could be found for the empty containers.
hand	aplauso	I would like to invite my colleagues to give you and your delegation a big hand for a very successful two days of meetings in Nairobi.
hand	letra	On one hand, they might lead to a distortion of the spirit and a departure from the letter of a key provision of the Rome Statute, thus undeniably and seriously weakening the powers of the ICC to render justice in an independent and impartial manner.
hand	pasar	You then have the opportunity to fold or increase your bet to see if you beat the dealer's hand.
handicap	desventaja	Article 1.  This Act institutes a system of comprehensive protection for persons with disabilities, aimed at providing them with medical care, education and social security, granting them the exemptions and incentives that will enable them, insofar as possible, to overcome the handicap caused by their disability and giving them the opportunity, by their own efforts, to play a role in the community equivalent to that of ordinary individuals.
handle	mango	5.2 The author repeats that the accusations forming the basis of his conviction were initially directed against a fair-haired person, wearing white shoes and carrying a small knife with a pale-coloured handle with which he intimidated a woman to rob her of money.
hard	arduo	We also congratulate the staff of the United Nations Transitional Administration in East Timor (UNTAET) for their continuing commitment, their hard work and their professionalism.
hard	concreto	Some people are indeed working hard for democracy in Turkey, and the AKP deputy Faruk Ünsal spoke out against this particular verdict.
hard	difícil	Given the size of Karabakh, it is hard to imagine that the plan does not also include towns such as Lachin that lie outside Karabakh proper, in the buffer zone connecting the enclave to Armenia.
hard	duro	Some render engines create very good and smooth antialiasing, but others excessively define objects making them appear hard.
hard	fuerte	MONUC has also been able to take advantage of the new financial law of February 2001 that allows all transactions to be conducted in hard currencies.
hard	malo	We have here the result of a hard battle fought in the European Parliament, which has made it possible to emerge with the least evil compromise even if, viewed from France, it may appear bitter to some.
hard	sólido	Despite the setbacks that the Maldives suffered owing to the Asian tsunami in 2004, thanks to careful planning, prudent policies, strong leadership and the hard work of our people, together with the generous assistance and cooperation of our development partners, we are back on track to meet most of the MDG targets by 2015.
harm	dañar	Because of the extent and gravity of the destruction inflicted on the industrial sector, businesspeople and industrialists who spoke to the Mission stated their belief that Israel had as one of its military objectives the destruction of local industrial capacity so as to harm the prospects for an economic recovery in the Gaza Strip.
harm	perjudicar	When you find out that health, education or public security have suddenly become the subject of trade agreements and that they are to be deregulated and privatised, then you begin to suspect that the agreement is for the benefit of the few and will cause harm to many others.
harvest	cosechar	They put their feet on the ground, on the soil that gave birth to them, and assured of regaining our territory — with freedom and democracy — they do not feel tired, they simply walk, as Gandhi did a long time ago and as our migrants and poor have done thousands of times to harvest their simple everyday sustenance.
hide	disimular	His delegation believed that the High Commissioner for Human Rights could further the process by making the terrorists understand that they could not hide their crimes and that they would be pursued everywhere.
hide	escondite	(c) As a result, terrorist organizations and their cadres that are not Egyptian have experienced difficulty in finding within Egyptian territory places in which to hide or organizational stations in which to conduct their terrorist activities or from which to carry out their plans;
hide	ocultar	Moreover, activities where - in an attempt to hide their true feelings - the offenders refrain from showing their allegiance to historical National Socialist ideas may be punishable in the above sense.
high	encumbrado	In our view, the text of the declaration before us fails to reach that high standard.
highlight	realce	To that end, there should be a special session of the Board, preferably at a high level, on a date that would highlight the meeting and maximize the level of participation.
highlight	subrayar	To encourage that support and to highlight the importance of developing domestic judicial and prison capacity in the region to the International Tribunal's Completion Strategy, I participated on 31 March 2006 in the Second Donors' Conference on the funding needs of the State Justice Sector Institutions in Bosnia and Herzegovina held in Brussels.
hire	alquiler	Enjoy your holiday in Noumea. Hire a charter yacht here online!
hole	hoyo	Wright and Farry designed the course with the goal of providing an unforgettable challenge and the 18th hole in particular seems destined to become one of the great finishing holes in the world.
hole	pozo	For many young people in the area, it was a swimming hole by day and a lover's lane by night.
hope	confianza	In addition to being a real improvement for the Mission's operations, I hope that the direct flights will contribute to building much-needed confidence between the two countries.
hope	esperanza	She thanked the Working Group for drawing the matter to the attention of the host country authorities, since her treatment had constituted a violation of the host country's obligations, and expressed the hope that no such situation would recur in the future.
hope	esperar	We can only hope, and the Commissioner must ensure, that it will all be different this time.
hope	expectativa	It is my country's hope that the negotiations will reconvene and conclude as soon as possible so that the developing countries can compete favourably and become integrated into the multilateral trading system.
hope	ilusión	"His nickname is Sencho (""Captain""), and his hope is for the local young people to find work close to home."
hope	pensar	Even though, as I was saying, there are no across-the-board solutions, it is only through regional integration that the developing countries can hope to play a specific, important and autonomous role in international economic and political relations, and that is why it represents a top priority for our cooperation policies.
hope	posibilidad	We hope that the status-of-forces agreement can be signed without further delay, as agreed by the Secretary-General and the President of the Sudan at the margins of the African Union Summit.
host	anfitrión	(i) The Committee anticipates that the host country will enhance its efforts to ensure the issuance, in a timely manner, of entry visas to representatives of Member States pursuant to article IV, section 11, of the Headquarters Agreement to travel to New York on official United Nations business, including to attend official United Nations meetings, and notes that a number of delegations have requested shortening the time frame applied by the host country for issuance of entry visas to representatives of Member States, since this time frame poses difficulties for the full-fledged participation of Member States in United Nations meetings; the Committee also anticipates that the host country will enhance efforts to facilitate participation, including visa issuance, of representatives of Member States in other United Nations meetings as appropriate;
host	multitud	Patrons of BWI Marshall's parking facilities have access to a host of customer services on an as-needed basis.
hunt	búsqueda	The Office of the Prosecutor continued the hunt for the remaining 13 fugitives and particularly 4 high-level accused including Félicien Kabuga.
hurt	daño	The banks must stop behaving like children who have never tried falling down and do not know that they can hurt themselves.
hurt	herir	(i) Anyone who commits abduction of a person or threatens to kill, hurt or keep that person as hostage with the intention of forcing a state or an international organization to do or not to do something, shall be punished by imprisonment for a term of two to ten years.
hurt	lastimado	This master place it lost however at Mario Gomez and was in addition also still hurt.
hurt	mal	... Some screenshots would not hurt for those who want to evaluate before you make any changes that you describe!
hurt	ofendido	As a father, I feel deeply hurt by this statement.
hurt	perjudicar	The work which I have carried out over these months of negotiations therefore had two main objectives: firstly, to not hurt SMEs, small and medium-sized industrial enterprises; and secondly, to protect passengers, especially people with disabilities and reduced mobility, improving efficiency and seeking a greater sense of responsibility.
impact	consecuencias	Other subjects covered included exemptions for the sizeable public sector from competition policy; justifications for the exclusion of some services and goods from the liberalized trade regime of Tunisia; investigative powers of the competition authority; whether cartel investigations were aimed at ascertaining the intentions of the participants or the cartels' anticompetitive impact; and the roles of the courts and other bodies in the enforcement of the competition law.
impact	efecto	It also has a positive impact on efforts to combat climate change and greenhouse gas emissions through a proactive policy of access to and control of energy use.
impact	impacto	For climate change, the focal area strategy has been revised based on extensive consultation with GEF Council members, recipient countries, GEF Agencies, as well as independent experts, with a view to greater emphasis on impact.
implement	implementar	First, the report makes it evident that there is a consensus among the parties on the need to implement phase II of the United Nations Organization Mission in the Democratic Republic of the Congo (MONUC), as provided in resolution 1291 (2000).
import	artículo	Hong Kong, High Court, Jiangxi Provincial Metal and Minerals Import and Export Corp v. Sulanser Company Ltd, 6 April 1995, (Yearbook Commercial Arbitration XXI (1996), p. 546): the court held that the definition of writing in article II(2) was not exclusive and did not bar the application of article 7(2) of the UNCITRAL Arbitration Model Law.
import	sentido	This imparts a greater sense of immediacy and import to the goals of major United Nations conferences and places a greater responsibility on the United Nations development system to play its part in fulfilling its potential as a key instrument for international development cooperation, ensuring that its support to recipient countries is integrated in national processes.
individual	propiedad	In Europe and the United States of America more than 60 per cent of forests are owned and managed by individual families.
influence	incidir	As women's earnings and retirement or disability pensions are generally lower than those of men, a beneficiary's gender may influence indirectly the composition of the community of beneficiaries of earnings-related social security benefits.
influence	influencia	They resolved to seek their own paths and obtain better results when they free themselves from the United States influence.
influence	influenciar	The Committee furthermore noted that the Network provided the United Nations system with an opportunity to influence the international development agenda and policy debate with a positive message in support of the aspirations of the world's young people.
influence	influir	Russia is an extremely important partner that we must bring into international affairs, because that way we can also influence human rights and democracy in that huge country.
initiate	comenzar	UNDP and UNEP have agreed to consult in order to initiate work with Angola and Equatorial Guinea on developing their project proposals.
initiate	empezar	   – Mr President, we wish to initiate the financing of new priorities.
initiate	iniciado	The State party has failed to initiate a thorough inquiry into the author's allegations in areas within which it alone has access to the relevant information, and to provide the Committee with relevant information.
input	aportación	The party leaders and elected representatives started holding meetings during the month of July in preparation for their input to the NLD leadership concerning the party's activities and future plans.
input	aporte	Input of the agencies and organizations
input	contribución	The input of Parliament with regard to the report or guidelines on the internal market for the postal services is thus important to correct the matter.
input	entrada	In general, these three descriptors are associated with the terminal from which the process was started, with the input being the keyboard.
insert	encarte	You may confirm whether your Book or Insert was registered by searching the U.S. Copyright Office Catalog of Copyright Entries, which is the U.S.
insert	intercalar	Concerning the proposal to insert new words before any listing of specific areas in the article, the Chairperson-Rapporteur requested the representatives of the Nordic countries to hold consultations to reach consensus on the matter.
inside	abajo	A native of Puerto Rico, Diaz proved he could get the job done from both inside and out.
inside	corazón	Amsterdam is a wonderful city to visit, especially when you’re staying at Hotel de l’Europe – a peaceful oasis in the heart of the city. Inside the hotel, the atmosphere is refined and serene, outside there’s a pleasant buzz of activity.
inside	dentro	Frequent clashes were reported inside and around refugee camps.
instance	caso	In that instance, UNAMID troops elected not to return fire and took up a defensive position.
instant	camino	Play Game, Set and Scratch Instant Win Scratch card at Ladbrokes Casino!
instant	instante	Date in which that warm moring on Monday of 1535, the old conqueror Francisco Pizarro - natural of Extremadura, Spain -, sheathed in his formal dress, with the discovered head and sword in hand, takes possession of the city, calling it since that instant as the City of the Kings.
instant	segunda	"Curry on rice only became a common household meal after World War II, thanks to an important development, a mixture of curry spices and flour that could be used for ""instant"" cooking. The meal is a snap to prepare-just fry the ingredients you want, add water, simmer, then toss in an instant curry bar and dissolve it in the liquid."
institute	escuela	Spain was one of the first countries to create a diplomatic school (1942). In reality, a training center for members of the diplomatic and consular corps had already been created as far back as 1911, under the sponsorship of the Royal Academy of Jurisprudence and Legislation, which founded the Free Institute of Education for the Diplomatic and Consular Corp and Moroccan Studies, with the assistance of the Ministry of State.
insult	insultar	I think that the second round can succeed if the international community tells both candidates unequivocally that they do not have the right to sabotage the second round because that would be to insult the Congolese people’s passion for democracy.
insult	ofensa	And that is not all, this decision by the Opera harps back to an age when the sciences and arts were only open to men and it is an insult to all female artists and scientists.
interest	beneficio	Furthermore, in the light of the stalled Doha negotiations, its value cannot be underestimated even though we have every interest in seeing the world trade round through to a successful conclusion, with a result that is beneficial to all involved.
interest	estar interesado	I would now like to ask you, President Friedmann, whether it could be of interest to the Court of Auditors to be involved in an office of this kind and to contribute its experience.
interest	interesarse	Of course, for a less problematic country than Turkey, the very fact that the European Parliament intended to take an interest in the matter would be incentive enough to put a stop to any thought of violating its legal and moral obligations.
interest	interés	Pursuant to the cooperation framework agreed upon by the two organizations, consultations have routinely been conducted on matters of common interest, in particular regarding representation at meetings and sessions, exchange of documentation and information, and the identification of areas where the supportive role of AALCC might be most productive.
interest	ofrecer	43, Landing Sites: Some people through the search engine into your blog, this plug-in based on the search keywords to these visitors to provide their articles might be of interest.
interest	participación	That may explain a certain lack of interest in politics on the part of women and their low level of participation in political office or in other positions traditionally reserved for men.
interim	de parte	The Commission was informed that the Working Group intended to complete its review of draft articles 17 and 17 bis of the Model Law, including finalizing its position on how to deal with ex parte interim measures in the Model Law, at its forthcoming two sessions.
interim	interino	Also at the same meeting, the Commission heard lead-off remarks by the following experts: Shehu Yahaya, Principal Industrial Economist, African Development Bank; Thomas Fofung Tata, Chairman, Interim Executive Committee, Forum of African Civil Society for Sustainable Development; and the Under-Secretary-General and Special Adviser on Africa.
interim	ínterin	(NL) Mr President, I am delighted with the European Citizens' Initiative because citizens currently have the chance to indicate their wishes just once every five years, but this way they will be able to play a genuine role in the European Union in the interim, too.
journey	viajar	Should there be information on the plan of arrival of certain individual suspected to be involved in terrorism act, the Directorate-General of Immigration would contact the airlines to check whether such individual is on their pre-manifest or booking list to journey into Indonesia.
juvenile	de menores	The Centre facilitated a study tour for senior officials from Viet Nam to Canada that examined international good practices relating to the protection of children, approaches to juvenile justice and combating the commercial sexual exploitation of children.
juvenile	infancia	A domestic organization which is legally registered and has a legal personality in the form of a foundation or an association such as Children Foundation, Foundation for Children Development, the Council of Children and Juvenile Development Organization and the Child Welfare Association of Thailand;
juvenile	niñez	This extremely low age is particularly discriminatory vis-à-vis women, especially when it is recalled that the Juvenile Code sets 13 years as the age at which a person is considered to be an adolescent.
key	afinar	Haiti now has a priceless opportunity in the high-level donor conference that will take place on 14 April in Washington, D.CThis is essentially an opportunity to secure financial and technological support, as well as to further focus the Government's effort with regard to planning and the necessary identification of key objectives in the areas of food security, steps to create jobs and providing reliable basic services.
kill	acabar con	In demon mode you get into a rage to kill everything and everyone you encounter.
kill	destruir	Toxic substances used to kill organisms on the ship's hull will also harm marine life in the surrounding waters.
kill	matanza	The daily actions of the occupation forces, including the killing and wounding of civilians, the continued confiscation of land, the destruction of property and the construction of the Wall are clearly intended to aggravate the situation, inflame tensions and kill any attempt to restore quiet and revive the peace process.
kill	matar	Even the smallest warheads can kill thousands of innocent people, and, in fact, would inevitably kill tens of thousands if they were ever used.
kill	morir	We women want to die of old age, because there will not be any more conflicts or weapons to kill us and because the money that governments will have saved on military expenditures will be used for education, health and housing programmes.
killing	que mata	Malaria remains one of the deadliest diseases in Africa, killing more than 1 million people each year, mostly children and pregnant women.
kind	clase	By the end of the weekend, a kind of ice had been melted under the Chiapaneco sun.
kind	especie	(d) Resource mobilization, including ensuring that projects are adequately resourced; raising funds as needed; recommending staffing for the projects (e.g., editor for the SEEA revision); and monitoring cash and in-kind budgets.
kind	género	Throughout the year there was a significant increase in reports of crimes of this kind attributed to members of the security forces, especially members of the army and the police.
kind	modo	The national diplomats should also be required to attend courses at a college of this kind, so that they understand how to take joint action at European level.
kind	tipo	That kind of a group is here at the Children's Forum at the United Nations.
labor	labor	It would also use local labor, local management, and local methods to complete projects in foreign countries, in order to provide much-needed employment, make sure most of the aid money stays in the foreign country, spend money efficiently (salaries are lower), draw upon local knowledge, and respect local cultures.
labor	laboral	Perhaps the Europeans are perfectly happy to work less and enjoy more free time, both in terms of having more vacations during their working age, and spending less time in the active labor force.
labor	partido laborista	Indeed, having attracted leading figures from both Labor and Likud, Kadima is now established as the most successful centrist party in Israel’s history.
labor	trabajo	In Europe, they are excluded from employment by labor agreements and in some cases by minimum-wage laws.
lack	ausencia	In Bulgaria the judiciary still shows a lack of determination and the well-known culprits are again preparing pre-election campaigns, while those who sold their votes are now looking for new buyers offering the best bid.
