src	trg	src_ctx
H, it seems our victim cara landry left an online classified open on [pr] desktop.	H, al parecer nuestra víctima clara landry, tenía abierta en su portátil una página de anuncios clasificados. ahora mismo vuelvo, eric.	Be right back, eric. - he uses the internet as a hunting ground. - it's where he targets his female victims.
Did pam kiss another man a few weeks before stevie died?	- ¿pam besó a otro hombre unas semanas antes de morir stevie?	I'm not sure when, but something happened. - tell me what you mean by that. - she was kissing that mexican in our house.
[pr] told me that he'd quit the business and walked out on riley, and i thought, i've got my son back.	Me dijo que dejaría el negocio y que se alejaría de riley y pensé que había recuperado a mi hijo.	The boy that i raised, and he wants to start again. - but then he told you about the insurance scam. - i was just so angry, cos there has to be a line where you say "no".
Bob had kind of an inspired notion, which was to take kurt russell and introduce [pr] to the los angeles lakers' coach, pat riley.	Robert tuvo la buena idea de presentar kurt russell a pat riley, el entrenador de los lakers de los angeles.	And kurt and pat hit if off and kurt began to construct a character that borrowed a lot of the stylistic trademarks of pat riley. - the suits and hair and attention to personal detail. - kurt hit a gym and lost 20 ibs. and pulled himself together.
Rob. top five musical crimes perpetrated by stevie wonder in the'80s and'90s.	Los 5 grandes crímenes musicales de stevie wonder en los años 80 y 90.	Go. sub-question: is it, in fact, unfair to criticize a formerly great artist for his latter-day sins? - is it better to burn out than to fade away? - - barry, i'm fucking broke, man! - jesus!
I thought you said that james' letter named riley as [pr] killer.	Pensé que dijo que la carta de james nombraba a riley como su asesino.	Aren't you arresting him for james' murder? - riley's four months behind on his pickup payment. - his mortgage is upside down.
That's why i'm not going to let riley lose [pr] greatest gift [pr] knew [pr] had.	Pero riley debe conocer el mayor regalo que ha tenido. pero éste es mi regalo para él!	But that is my gift to him. and i'll not let you destroy that. - only people jacob allowed sarah jean to know were the family she cleaned for. - sarah jean worked for wealthy families all over hampton.
'no longer a possible replacement for robbie or gary.	Ya no era posible reemplazar a robbie o gary.	'his face was etched with all the wrong he'd done. - 'all the pain he'd caused.' - oh, they're here!
I think... i think maybe the campbell boy did it.	Creo... ..que lo pudo hacer el chico de los campbell.	Oh, i know you're upset. - allison... - he was mad at me.
My name is patrick michaels. uh, i'm here because my son peyton was murdered, and i can't stop thinking about it.	Estoy aquí porque mi hijo peyton fue asesinado, y no puedo dejar de pensar en ello.	I can't stop thinking about his little body laying there... and h... how he's never gonna smile at me again, and i can't stop thinking about the woman that did it and... - all the things that i want to do to her, all the ways that i want to hurt her. - okay.
I get a concerned call from principal campbell that you didn't show up for school today.	Recibí una llamada preocupada del director campbell diciendo que no habías aparecido hoy por la escuela.	And you expect me to believe that you were at the library? - you saw her at dinner. - she's disturbed.
Stevie skipped school, and she's not returning my calls	Stevie no fue a colegio, y no me está devolviendo las llamadas	- or my texts, so... - - well... - are we more worried about her than ostrov?
You know, [pr] was helping with robbie's charity.	Estaba ayudando con la beneficencia de robbie.	I didn't even ask him to-- he just showed up and donated his time and helped us raise money. - hey, did robbie ever get that... - replica ncis badge?
[pr] told me that campbell asked [pr] to bless [pr] briefcase full of cash.	Me ha contado que campbell le pidió que bendijera su maletín lleno de dinero.	And he said that he told the priest that he was cursed. - cursed? - like how?
[pr] mother was kin with governor carlin.	Su madre, era pariente del gobernador carlin.	- i remember priscilla flood. - - and his father served with me in the illinois state legislature. - a democrat, but a friend and a good man, despite his fervent support of my opponent for the presidency.
But i found out later that george had gotten that record [pr] and that [pr] and john had chanted the hare krishna mantra while sailing somewhere in the mediterranean sea, for so long that [pr] said that [pr] jaws were aching.	Más tarde, descubrí que george tenía esa grabación y que había cantado con john el mantra hare krishna mientras navegaban por el mediterráneo. la cantaron tanto tiempo que les dolía la mandíbula.	I think that chanting helped george a lot to overcome feelings of distress and anger. - he once said to me... george once said that, - "once you start chanting, you don't want to stop."
You see, miss arden is very attractive and temperamental.	Verá, la srta. arden es muy atractiva y temperamental.	Yes, i read somewhere that she's very susceptible. - that's one name for it. - so, the studio sends me along to see that she doesn't "suscept" too easily.
Mrs campbell is my church sister, you know.	La sra. campbell es mi hermana de iglesia, ¿sabes?	She'll never see her son again. - i'll buy some flowers and bring them down tomorrow. - listen, i'll be up in a minute, yeah, mum?
The bartender said the unsub may have struck up a conversation with campbell there that night.	El camarero dijo que el sujeto puede que entablara una conversación con campbell esa noche.	That's ballsy. - the same way he walked into carlos' store to exchange the muffler. - and for some reason, he feels the need to interact with his victims in the hours before they die. aah! aah!
Blair, darling, why is dorota carrying your life history?	Blair, querida. ¿por qué dorota sostiene la historia de tu vida?	Suffice it to say that i apologize in advance if any of your meetings today are negatively affected by the publication of my intimate musings. - thank you. - "my mother considers herself an arbiter of parisian style, but the only french she is intimate with are fries."
Oh. serena told you about blair and chuck.	Serena te dijo lo de blair y chuck.	Yeah. yeah, she did. - look, i... i sent that invitation out last week, before you and i got together. - but it's blair and chuck.
Yes, i have to take care of your business, i managed to naomi campbell for tomorrow.	Si, me tengo que ocupar de tus asuntos, he conseguido a naomi campbell para mañana.	Sorry? - that's it, rick. - he intoxication.
So, stevie wrote dreams, which was about [pr] boyfriend lindsey.	Stevie compuso dreams, basado sobre su novio lindsay.	Yeah. - and then he wrote you can go your own way. - yes.
Excuse me, but the last time i looked, you were hanging out with a lesbian named peyton.	Perdóname, pero la última vez que te vi tú estabas saliendo con una lesbiana llamada peyton.	Well, yeah, but peyton's not really-- - yeah, yeah, i know. - she could pass for straight.
Campbell wanted me to cut [pr] open.	Campbell quería que lo partiera en dos.	Oh, my, that's very urban. - i wouldn't do it. i dropped out. and i vowed never to go back to that place. - campbell was actually mr. campbell, his science teacher.
- so maybe now's the time to tell you we have security footage of you in the premier club elevator kissing marc landry.	Quizás es tiempo de revelarles que tenemos una grabación de seguridad de usted en el elevador del premier club besando a marc landry.	- you know, he really could have been just giving him mouth-to-mouth resuscitation. - - are they making this up, adam? - - okay...
Doug lives year-round alla with [pr] wife kris.	Doug vive todo el año alla con su esposa kris.	And yvon will be there, helping in his great project in which they work for almost 2 decades. - yvon also told me that the ice of the corcovado could be completely melted - if i get there after december, and that could actually do difficult to reach the summit, which leads me another small detail:
Remy danton. was [pr] here?	Remy danton. ¿era él aquí?	He was. - just checking on your progress. - go ahead, make that fist for me.
I think i understand what sutton is saying.	Creo que entiendo lo que dice sutton.	And in her own way, she's, she's just trying to look out for me. - why do you think that? - well, sutton's always been strong-willed, and while it hasn't made it easy being her mom,
Blair, did you know [pr] was coming?	Blair, ¿sabías que él venía?	I'm sorry. i stopped listening as soon as i heard the word "dan. - " excuse me. - i can't believe it. she just lied to my face, even after i gave her the opportunity to tell me.
Your mother's there, doing a little dance to [pr] stevie wonder tape.	Tu madre está allí, haciendo un pequeño baile con su cinta de stevie wonder.	She looks calm. - she cooked you some rice and beans. - she lives alone now.
Kerry's character was hopefully shocking how badly [pr] got it and most of that was your imagination because you didn't actually see it.	Impactaba la muerte cruel del personaje de kerry. y ante todo era tu imaginación, porque en realidad no ves nada.	But you certainly saw the bloody aftermath. - i remember the little girl that runs out, and she's in the woods, and she's scared and, myself as the policeman, goes to calm her down and tell her everything's okay. - what scary man?
Is it the office of... mr bartholomew scott blair?	¿es la oficina del sr. bartholomew scott blair?	Yes. but he isn't in at the moment. - can i help, or would you like to leave a message? - no, thank you.
Let's change the subject. what can you tell me about capt. campbell?	Cambiemos de tema. ¿qué puede decirnos de la capitana elizabeth campbell?	She was raped and killed. - you know what rape usually is? - it's a woman who changes her mind afterward.
Tell the fbi i will meet with jack landry.	Dile al fbi que me reuniré con jack landry.	Anna's off the ship. - she took the bait and went after lisa. - how's my daughter doing?
Police hope the reconstruction of the last movements of lauren parris will help them catch [pr] killer, lt's now two weeks since the body of the singer was found floating in a canal,	La policía espera que una reconstrucción de los últimos movimientos de lauren parris ayude a encontrar a su asesino. hace dos semanas que el cuerpo de la cantante fue encontrado flotando en un canal al este de londres y hasta ahora pareciera que la policía no avanzó mucho con la investigación.	So far the police have made little progress in their investigation, where she went next is still unknown, that's the mystery police believe this reconstruction could help solve, - police are anxious to trace this man - seen in the market when lauren disappeared, - he was wearing a beige parka, and witnesses reported he seemed unsettled and agitated, i've got pictures of the murder scene, mate.
As i write these very words, the witch, margaret morgan, gathers with [pr] coven of six deep within the woods surrounding our beloved salem.	Como está escrito en algunas palabras, la bruja, margaret morgan reunió a su séquito de seis en lo profundo de nuestros bosques que rodean nuestro amado salem.	The blasphemous music echoes in my mind driving me to the point of insanity. - i, jonathan hawthorne, swear before the eyes of god on this day in the year of our lord 1696, to destroy all persons which choose to pledge allegiance to the demon satan and his spectral army. - in the name of satan... ruler of the earth... the king of the world... open wide the gates of hell and come forth... from your blessed abyss.
[pr] had a practice on harley street.	Tenía consulta en harley street.	Please, don't mention it to him. - he gets very upset. - i can't imagine why.
Governor alva sends [pr] son don fadrique de toledo to lead an army.	El gobernador alva envía a su hijo, don fadrique de toledo, para liderar un ejército.	He advances from the south and takes city after city. - prince william of orange leads a revolt. - zutphen goes up in ames.
- krishna is on [pr] way. - krishna?	- krishna viene en camino.	He comes in embassy, sent by yudhishthira. - this is the perfect moment. - let's seize krishna and put him in irons! yes.
Tell [pr] she has to be different with jessie.	Dile que tiene que ser diferente con jessie.	She can't have it happen again. - he wants you to be different with jessie. - she really needs you.
Why not just tell [pr] blair's pregnant?	¿por qué no le dices que blair está embarazada?	Nothing would make her happier than a grandchild by golden boy. - i just have to find another way to get louis out of monaco for good so my mother will finally see i was the right choice all along. - vengeance becomes you.
Kiran forgets all [pr] pains and sorrows and [pr] becomes a child with him.	Kiran olvida todo su dolor y su pena y se convierte en una niña con él.	She is after all just 19 years old. - this is kiran -who had had come here to laugh and love... hope she gets her share of happiness. - i promise you khan baba she will definitely get her share of happiness.
Nothing turns [pr] upside down like losing blair waldorf.	Nada pone su mundo patas arriba como perder a blair waldorf.	Uh, someone called me from the building and...and told me that chuck bass was up here. - he was threatening to jump and asking for me. - well, at least now we know why
Happy new year, heroes! milan, that frigging doctor's not to blame.	Ay milan mío, ese marica de médico no tiene la culpa.	He might have been just like you if they'd butchered his mother. instead, she's walking around belgrade now, and he was lucky enough to stay the same refined frigging doctor. - we can only envy him! - you and i and that kid over there can only envy him!
You know it was stevie's big surgery yesterday.	Tú sabes que la cirugía mayor que le hicieron a stevie fue ayer.	They just moved him out of intensive care and i really want to go visit him. - damn! - see you tonight.
So doesn't emerson have a shower at [pr] place?	¿emerson no tiene ducha en su casa?	Yes, he does, and it is amazing. uh-huh. - so, well, i'm just gonna grab a few more things and then i will be out of your way. - oh, no.
- i'm good. - peyton, i know you have a big day today.	Peyton, sé que hoy tienes un día ocupado.	- okay, well, then tomorrow will just be a bigger day. - i don't even know his first name. - dr. copeland.
I have a feeling that the real blair waldorf is a lot closer than you think.	Tengo el sentimiento de que la verdadera blair waldorf está mucho más cerca de lo que crees.	Wasn't all that long ago that she and i were working side-by-side at "w," and i totally fell for her. - and what was that girl like? - that girl is, uh, fiercely strong, independent, outspoken, beautiful, capable of anything, and no man or magazine should be able to take that away from her.
Sutton, i know it's a limo, but you might want to buckle that seat belt.	Sutton, sé que es una limusina, pero puede que quieras ponerte el cinturón.	Do i look okay? - i have to be identical to sutton just in case - rebecca saw what she was wearing.
-and what did [pr] say to you, this arden?	¿y qué le dijo a ud. ese arden?	- he didn't seem surprised. - he tried it on with me, the bugger. - how much will we pay for proof that underhay's still alive?
Ms. finley, what happened after mr. willis realized he'd hurt [pr] wife?	¿sra. finley, que pasó cuando el sr. willis vio que había golpeado a su esposa?	-he became very upset. - -upset. despondent, even? - i think.
The armani suits, the damien hirst in the front room.	El traje de armani, el damien hirst en el salón.	Oh, it isn't in your notes, officer, but mr. farr is available if you require further information on his assets. - high tightrope in a high wig, marth. your idea or jody's? - "why would you come clean about everything if he's guilty?"
That's the real reason campbell went after him.	Esa es la verdadera razón por la que campbell se fue después que él.	So the 25 grand wasn't for swan's freedom. - it was for his friend's. - this guy's testimony could help us nail campbell.
Stevie... a guy we don't know, with alison in the house?	Stevie... ¿un tipo al que no conocemos, con alison en la casa?	Oh, come on, he's a guy that i know. - from the restaurant. - he just wanted to drop by.
Sutton sent over all the dock surveillance footage.	Sutton envió las imágenes de la cámara de vigilancia de los muelles.	Found melissa leaving. - so she did leave in the middle of her shift. - i wonder why.
Whatever riley was doing, [pr] was doing it in [pr] own room, reed.	Lo que riley hacía, lo hacía en su propio cuarto, reed.	She has a right to privacy. - she has the right to privacy, but you can go through my stuff all the time? - yeah, because there's something wrong with you.
I think the point is, riley got over [pr] shyness.	Eh, creo que el punto es, que riley superó su timidez.	I mean, i know that i would never have had the nerve to go up to someone as beautiful as her. - but i'm so damn glad that she came up to me and... - and made the guy with the most amazing girl on his arm.
Jeffries: josh, can you explain why your dna was found inside ms. blair?	Josh, ¿puedes explicar por qué tu adn fue encontrado dentro de la srta. blair?	Because we had sex. - the night of the party? - no. that morning. in her apartment.
All right, love. your virtue's safe with me. i may need glasses, but i'm not totally stevie wonder.	Tu virtud está a salvo conmigo, es posible que necesite lentes, pero no soy totalmente stevie wonder.	(slurred) where the fuck has carmen got to? - we won't see her now. - this always happens when he shows up and she falls for it every time.
Mather did all but promise to lead a crusade against the witches of salem, and they would treat you far worse than the inquisition treated galileo.	Mather hizo todo pero prometió liderar una cruzada contra las brujas de salem, y ellos te tratarían mucho peor que la inquisición trató a galileo.	They would burn you like bruno. - well, then unless you wish to see me martyred for our science, there can be nothing that leads back to me. - it is not my papers that will lead him back to you but what we saw in the crags.
Yeah, and nate's family, and i'm sure blair and chuck will be there, if the murder-suicide i predicted hasn't happened yet.	- sí, y la familia de nate. y estoy seguro de que blair y chuck estarán allí. si el asesinato-suicidio que predije aún no ha ocurrido	Well, why don't you just call his dad? - from what you've said, you sound pretty close to him. - say you haven't seen a lot of dan lately and you'd like to go.
The only way for blair to move on is if [pr] thinks i never will.	La única manera para blair de seguir adelante es que ella piense que nunca lo haré.	I had to kiss her to set her free. - that may be the most selfless thing you've ever done. - i've never been more good and less happy about it.
- well, riley doesn't want to be scared.	- bueno, riley no quiere asustarse.	Okay, whatever, just put her on the phone for me, please? - riley, telephone! - it's your fairy godmother.
[pr] is in the forest of arden and many merry men with him.	Está en el bosque de arden y muchos hombres felices están con él.	And there they live like the old robin hood of england. - they say many young gentlemen flock to him every day and fleet the time carelessly as they did in the golden world. - dost thou believe, orlando that the boy can do all this that he hath promised?
So we jumped in t.k.'s benz and hightailed it to [pr] place so [pr] could show us [pr] new harley.	Así que nosotros nos fuimos hacia casa de t.k. así el podría enseñarnos su nueva harley.	T.k. has a harley? - had a harley. - until he started popping wheelies in the driveway and crashed it into a wall.
Uh, listen, peyton said [pr] was sorry.	Escucha, peyton dijo que lo sentía.	He really wanted to meet you, but he had a plane to catch. - pey-peyton? - mm-hmm.
I think you might be right about sutton.	Creo que podrías tener razón sobre sutton.	I think she knows something. - you keep on her. - it's not important what she thinks she knows.
[pr] told me [pr] was going to the library with sutton to study, and i believed [pr] until sutton called the house looking for her.	Me dijo que iba a ir a la biblioteca con sutton para estudiar, y la creí hasta que sutton llamó a casa buscándola.	Did you actually see sutton in her room last night? - yeah, around 9:00. i brought her a snack. - the police pulled them over just before 9:00.
The last time i saw her, riley, [pr] was dead, d-e-d, and not breathin'.	La ultima vez que la vi, riley, ella estaba muerta, y no respiraba.	But you saw her sneezing, huh? - -hmm? - -yeah.
Did peyton leave the meal for a significant time, either to go to the cellar for something or out for a crafty smoke?	¿peyton dejó la cena durante el tiempo suficiente, como para ir a la bodega por algo o para un cigarro escondido?	Anything that might suggest either he or wifey had a window of opportunity. - -ma'am. -what have we got? - the pages from the notebook the victim was writing.
Jim campbell might be alive today if [pr] hadn't have said to me:	Jim campbell podría estar vivo hoy en día si no me hubiera dicho:	"heffron, you stay here with your gun. - i'm going up." - all your life you gotta remember what one guy did because he thought it was his job to do. and he took a shot for you.
[pr] husband, russell, got laid off right after jessie got pregnant, so [pr] was supporting the whole family.	Su esposo russell, fue despedido al poco tiempo de que jessie quedara embarazada, por lo tanto ella soportaba toda la familia.	She went back to work two weeks after elissa was born. - did the defendant ever tell you how this made her feel? - she resented it.
[pr] wrote, "charles and riley good friends," but [pr] underlined the words "good" and "friends."	"charles y riley buenos amigos" y subrayó las palabras "buenos amigos".	That mean something to you? - yeah. he used to do that when we were kids. - usually when something really irritated him.
Csi finley's going to stay with you here, okay?	Csi finley se va a quedar contigo, ¿de acuerdo?	Mrs. kravitz, can you show me where he hit you with the gun? - find anything interesting? - found a little of everything:
Dade reilly put a cop in a coma.	Dade reilly ha puesto a un poli en coma.	Dade reilly just got out of jail. so you think he scooped out old people's houses, set it up, found a guy to help him out, even though he always works alone? - someone planned it for when he got out. - - he works alone.
Um... blair has to follow a socialite around on valentine's day.	Blair tienes que seguir a una socialité todo el día de san valentín.	It's for work, she figured you wouldn't mind since everything with raina is, you know... - i know what? - oh. blair was wrong.
Can you describe your relationship with the deceased, austin blair?	¿podría describir su relación con el fallecido, austin blair?	Austin worked for me at different venues across the country and from what you said earlier, it now seems obvious he was going off dealing drugs on the side. - may i follow up? - did you actually see austin blair leave the hell-a party on the night he disappeared?
Hello, i'm looking for a man named harry finley.	Hola, estoy buscando a un tal harry finley.	He was a scientist. - his wife's name was blanche. - he was from chicago.
When i asked you whether krishna possessed the powers rohit had..	Cuando le pregunté si krishna poseyó los poderes que rohit tuvo	You said he didn't. - but i was told.. that the son was better than his father - that he possesses all of rohit's powers.
Riley's not down.  [pr] doesn't like her.	Pero a riley, que no es tonto, no le gusta.	I don't dislike her. - she just... she never feels like she's really there when you talk to her. - - i like girls i can get a grip on.
Riley made you [pr] manager?	- ¿riley te hizo su manager?	Yes, she will. - okay. - you guys just fight that on out, and i'm gonna go sing.
[pr] is isa's father.	Es el padre de isa.	- so you're ready to give her away? - - that's not what i'm saying.
The bnd's had a team on laura sutton ever since	El servicio de inteligencia alemán tiene un equipo sobre laura sutton...	- she came to berlin. - - a test? - my source wanted to see what i would do.
Jacob figured riley would slow them down so [pr] ordered sarah jean to kill [pr] and dispose of the body.	Que riley los retrasaría y ordenó a sarah jean que lo matase, y se deshiciera del cuerpo.	Sarah confessed to killing riley but never admitted her role on the deaths of the girls. - ya, but she never denied it either. - well according to jacob, sarah jean was fully complicit in the targeting abduction, and murder of all 12 and well, now 13 victims.
Sutton had secrets of [pr] own.	Sutton tenía secretos propios.	Part of me wanted just to run, but i couldn't leave my new family, even when i found out they were keeping the truth about our birth mother a secret. - the woman's dead. - what are we going to tell her when she finds out that isn't true?
I'm talking about when [pr] was with the bullets down at winston-salem stadium... before that game, with 42 points a game the whole season.	Yo digo de cuando estaba con los bullets en el estadio salem antes de ese juego, con 42 puntos por juego en toda la temporada.	41.6... the whole season. - but the knicks, they put the shackles on him, man, you know, on his whole game. - they locked him up, like in a straitjacket or something.
Hey. riley dawson.  [pr] all right?	- riley dawson, ¿está bien?	That depends. who are you? - john's her boyfriend. - have you notified the family? she's in foster care, but i don't think that we should call them.
And now [pr] was to finally see [pr] beloved estella ...again at a grand ball held by the king of england, tony blair.	Y ahora debe ver a su amada estella de nuevo en un gran baile. dado por el rey de inglaterra tony blair.	It was here that pip would finally and formally ask estella to be his girlfriend. - and all would be right with the world. - hello, estella. pip.
The pills campbell gave [pr] aren't working.	Las píldras que campbell le dio no están funcionando.	He's burning up, michael. - we have to get him help. - there's a doctor in coral gables got into some trouble, lost his license.
[pr] runs the most dangerous gang in sutton.	Usted habría pensado... pero él conduce a la pandilla más peligrosa de sutton.	Yes! it's okay. - i got it. - he gets excited.
Frankie was called out to robbie preston just after i'd spoken to [pr] about dr evans' concerns.	Frankie fue llamada para que vaya a ver a robbie preston justo después que le hablé sobre las preocupaciones de la dra. evans.	And she went? - and apparently, yes, there are some drugs missing. - i was hoping the incident would be resolved by now, but...
I think if jessie and maddy weren't so close i wouldn't hang out with [pr] as much.	Creo que si jessie y maddy no fueran tan unidos yo no andaría tanto con ella.	Did she buy an expensive stereo? - mid-range. - where'd you go after you dropped her off?
Blair, [pr] almost died holding onto that ring and to the hope of you.	Blair,el casi muere reteniendo ese anillo y la esperanza de ti.	I forgave him for something that no one else in the world would ever get over. - then he turned around and did the one thing he knew i could never let go. - but you don't need to forgive him.
Peyton, the one with motive. but no direct connection to vincent.	Peyton, con motivos pero sin conexión con vincent.	Well, we do have peyton in lara's building, also vincent's building, three days before the murder. - so what, she bumps into him on the elevator and hires him to off her husband and mess up the mistress? - well, the rape kits came back. the same man who raped lara raped peyton.
Remy's not in [pr] office.	Remy no está en su oficina.	I left word there and on his cell. - look, you need to call me the moment you know where he is. - okay.
You don't think that when john kerry kicked off... in [pr] acceptance speech... at the democratic national convention [pr] said, "i'm here under old glory"... that [pr] wasn't trying to wrap [pr] in the flag, too?	¿no crees que john kerry, en su discurso de investidura en la convención nacional democrática,	No, i don't think he was trying to wrap himself in the flag. - i think he was trying to defend the people in the battleground states. the ones who 1942, the us 1st marine division stormed the shore at guadalcanal... seizing a nearly complete airfield at lunga point... which was renamed henderson field... and an anchorage at nearby tulagi... that would later be known as iron bottom sound... because of the number of ships sunk there in battle. - the landings of the first day put nearly 11,000 marines... on the island. minimal resistance...
And kurt and pat hit if off and kurt began to construct a character that borrowed a lot of the stylistic trademarks of pat riley.	Kurt y pat se cayeron bien y kurt construyó un personaje con las características de pat riley.	The suits and hair and attention to personal detail. - kurt hit a gym and lost 20 ibs. and pulled himself together. - and i think it's one of his best roles.
Kiran, madhu has come for [pr] session now	Kiran, madhu acaba de llegar para su sesión.	Whatever she says can't be made into a game - she is rambling about a kali, kalyani and ravi - radhi, what state is madhu in now?
Jessie and damien picked [pr] up and put a bucket where [pr] was bleeding.	Jessie y damien lo levantaron y pusieron un cubo donde sangraba.	Then they poured it in a glass and made me drink it. - they poured his blood in a glass and made you drink it? - yes, sir.
[pr] moved on to wichita to attack the most opulent saloon in town, the bar in the hotel carey.	Carry nation siguió a wichita, para atacar la taberna más opulenta del pueblo, el bar del hotel carey.	When a policeman arrested her there for defacing property, she shouted at him, "i am defacing nothing! i am destroying!" - "you put me in here a cub," she said from behind bars, "but i will go out a roaring lion, and i will make all hell howl!" - her exploits were front-page news.
I thought i'd go to... to peyton's school and get [pr] things.	Creo que iré a-- a la escuela de peyton y recoger sus cosas.	Thought maybe we could go together. - your dad called earlier. he... - he was wondering when you'd be back in the office.
Robbie is enjoying [pr] favorite pastime.	Robbie está disfrutando de su pasatiempo favorito.	So what's this bold experiment of yours? - if robbie has been watching the building since he moved in, that's two months of watching people in their most private moments, right? - two months of learning their secrets.
This is the news at the top of the 10:00 hour. dominating the news again here and across the nation is the increasingly urgent search for the internet killer now known to be owen reilly of portland.	Dominando las noticias, en toda la nación, la policía busca a un ...asesino por internet, de nombre owen reilly.	His most recent victim, an fbi cyber-crimes agent, griffin dowd was discovered dead in reilly's fairview home basement this morning. - in what the fbi is describing as the most serious internet crime wave since the computer age began... - shit!
There's a big new story in the papers this afternoon... about the police suspecting somebody besides mrs. sutton.	Hay una nueva historia en los periódicos, la policía sospecha de alguien próximo a la sra. sutton.	- who? - - they don't give any names... but seems there are recordings of mrs. randolph's accusing somebody. - they say these recordings would show who the real murderer was... no matter what alibi he has.
Gen. campbell is being considered for the vice-presidency.	Habiendo anunciado su retiro, el general joseph campbell está siendo considerado para la vicepresidencia.	Sources say presidential candidate "bill post is poised to select him" "as his running mate. - earlier this" year, campbell spoke at west point. meant as a non-partisan appearance, it played like a stump speech. - leading this country, that is your destiny.
Anyways, me and sol are sure grateful you and mr. utter are taking the time to help.	Como sea, sol y yo les estamos agradecidos a ud. y al sr. utter por tomarse el tiempo para ayudar.	Man #2: go ahead about your work, mr. hickok. - he won't bother you no more. - charlie encourages me being in your company.
Years later, private investigator emerson cod was less successful in another venture... aspiring pop-up-book author.	Años después, el investigador privado emerson cod fue menos exitoso en otra empresa... la de escritor en ciernes de libros pop-up.	"lil' gum shoe" was based on the detective's childhood adventures. - more importantly, it was a map designed to bring his missing daughter back to him, if only he could get it published. - "complex plot, lack of theme, child endangerment."
How about that one with matt dillon where [pr] has that really outstanding threesome with neve campbell and that chick from starship troopers?	¿qué tal el filme en que matt dillon forma un trío con neve campbell y la chica de starship troopers?	Yeah. oh, hey, one more thing. - my brother, he gave you the laundromat speech, didn't he? - yeah.
I think the last time i saw riley was about three months ago.	Creo que la última vez que vi a riley fue más o menos hace tres meses.	I was hiking out by lake desmet, and he nearly caused me to jump out of my sneakers. - why? - well, he shouted at me from the lake.
Ian will be grievously missed by [pr] wife, adah... and [pr] daughters, valerie and lori... and [pr] mother, chrissie campbell.	A ian le extrañarán mucho adah, sus hijas valerie y lori, y su madre, chrissie campbell.	And he also will be missed by his fellow officers. - ian james campbell has completed his tour of duty. - may the love of god be with you all.
Schniggly is here, so come on robbie, tell the...tell the man what's going on	'schniggly' está aquí, vamos robbie, dile que está pasando.	He doesn't care - - tell him - gloria and i are thinking about having a baby together
You see, remy, at that hideout i wasted an italian named giovanni.	Mira, remy dentro de ese agujero tiré a un italiano que se llamaba giovanni.	Well, this is a warning from his brother. - i knew he'd turn up someday, but it's just a warning. - don't worry, valerie, just burn it and forget about it.
In fact, the one particular block of ice you used to kill stevie smith.	De hecho, en el bloque de hielo que usó para matar a stevie smith.	'earlier in the morning at ten o'clock, 'knowing that stevie would take his daily swim at noon. - 'you used one of the caterer's blocks of ice 'to rest one of the legs of the lighting stand on, 'and as the sun was at its midday height... - '.. the ice would melt, the support would fail... '..
Funny that isa remembered the shoe scene, it's at the beginning.	Extraño que isa recuerde la escena del zapato,que es al inicio.	She said they missed the beginning. - and the title flashes on and off the screen during the film. - if they saw it, they should know the name.
And then [pr] goes all... linda blair hell spawn on us and --	Y entonces se puso en plan... las semillas infernales de linda blair con nosotros y...	I don't think i'm exaggerating here -- tries to kill us like you do when you're a hell spawn. - right, so we dispersed her with a fire iron, she pops up here on the landing where she died, and here we are, lights out. - idiot.
They find the bloody clothes, so landry first tries to frame mrs. o'dell's ex-husband, and then, when [pr] was arrested...	Encontraron la ropa ensangrentada, así que landry lo primero que hizo fue intentar culpar al ex-marido de la srta. o'dell, y despues, cuando fue arrestado-- en esta sala, como recordareis -- se inventó una coartada.	He fakes an alibi. how? - he called a woman whose son he oversaw in the juvenile probation board. - it might have worked, actually, if the phone he had called them with hadn't been found.
Drove in to see you about jessie sturgis?	¿manejo hasta ahí para hablarte de jessie sturgis?	Pay no attention to ms. james's icy demeanor. - underneath, she's all steel. - so why is she rushing to charge jessie?
You wouldn't be related to arnold blair, would you?	-¿no será pariente de arnold blair, no?	He was my father, sir. - he married a pilgrim woman, didn't he? - yes, sir.
Whatever craziness you're cooking up these days, jessie adam can do without.	Cualquier locura que tengas en mente en estos días, jessie adam puede prescindir de ello.	I'm a man trying his best to enjoy his golden years. - just keep my son away from your criminal schemes. - criminal schemes.
Tony blair waving to the crowds, people waving to them there...	Tony blair saluda a la multitud. y la multitud le responde	I guess most of them do know it's the... the prime minister waiting... - the prime minister is on his way, ma'am. to be, robin.. - the prime minister to be...
Now, don't you worry. just leave jessie to me.	No te preocupes, bea, tú déjame a jessie.	I'll be so nice to her that by the time we're ready to break the news, she'll be begging you to marry me. - i'm sure she will. - - hello, jarvis.
2000 employees work in ndc.. ..so why did agnes take milan damji's name?	2.000 empleados trabajan en ndc ¿por qué agnes iba a tomar el nombre de milan damji?	She wasn't wrong? - and you know, agnes never said anything.. ..until she hadn't seen arnab's photo properly. - what happened?
Kerry's got anspaugh wrapped around [pr] finger.	Kerry tiene a anspaugh en el bolsillo.	He loved her project. - - he wants me to do one on pus. - - pus?
Obviously, jessie didn't handle things as well as [pr] might have.	Obviamente, jessie no manejó las cosas como debiera haberlo hecho.	He didn't tell me that he'd been fired at first. - i think perhaps he was embarrassed. - be that as it may, it's our understanding that things got a bit emotional.
