src	trg	src_ctx
I was the friend and admirer of [pr] mother, the great American actress, Linda Arden.	J'étais une amie de sa mère, la grande actrice américaine Linda Arden.	Why did you bring these daggers from the place? - Is that a quotation or a question? - A quotation. I saw her twice as Lady Macbeth in London.	 
Yeah, um, but Blair's not gonna like that.	Ouais, mais ça ne va pas plaire à Blair.	Blair? - Yeah, it's actually why I called. - Your knowledge of premier league football is integral to one of her schemes.	 
Riley thinks he's found the address for home. RUSH:	Riley pense avoir trouvé l'adresse.	His understanding of Ancient is marginal at best. RILEY: - With respect, Doctor, I know enough to recognize a reference to Earth. - He says the address wasn't that hard to find, Rush. No, no.	 
Look at Stevie Wonder, been blind for 40-something years... got all the money in the world.	Regarde Stevie Wonder, aveugle depuis 40 piges... de l'argent plein les poches.	Don't know if he got hundreds or ones! - It's just a stack to Stevie. - They don't got.... Stevie can't see shit.	 
And on behalf of myself and my husband, I want to extend our deepest gratitude to all the servicemen and -women watching at Fort Campbell and around the world and to your families, who share in your sacrifice.	Et en mon nom et celui de mon mari, je veux étendre notre gratitude à toutes les soldats hommes et femmes de Ford Campbell et partout au monde et à leurs familles, qui partage votre sacrifice.	You all are serving our country so bravely, and my husband and I strongly believe that when your active duty ends... - Is this how it's gonna be from now on? - Me and you and Maddie and him... her dad?	 
What was the first day you ever talked to Peyton?	Quand as-tu rencontré Peyton pour la première fois ?	- Lindsey... - Her car broke down. - "That's me inside your head. "	 
Stevie is very excited about me as an artist as well.	Stevie crois vraiment en mon potentiel d'artiste.	He's really shown that. - But it's just an honor to just be able to... I don't really care. - I mean, I just love singing with him regardless, you know.	 
Tressoldi might not like the fact it's us that take action in Milan.	Le fait que ce soit nous qui agissions à Milan risque de déplaire à Tressoldi.	If he can't look after his own men, we'll teach him how! - First, you'll go to him to ask him to cooperate. - He has to hand Luca Canali over to you, but you are the ones that must kill him.	 
You scored me a prime spot walking in Blair Waldorf's fashion show tonight.	Tu m'a eu une place d'honneur pour faire partie du défilé de mode de Blair Waldorf ce soir.	(Sighs) I did, and it's just so exciting. - Who better for me to learn from than a young businesswoman like Blair, running her own company? - I do applaud entrepreneurship.	 
Mrs. Emerson, try and think of mr. Bill.	Mme Emerson, pensez à M. Bill.	Think of his feelings if it had been you. - You know bill best, eben. You talk to her. - Right.	 
I'd like to make sure Dr. Sutton doesn't follow suit.	J'aimerais m'assurer que le Dr Sutton ne fasse pas de même.	The bail will be set at half a million dollars. - My client will post bond tonight so she can get back to the business of saving lives. - And given that she's doing God's work.	 
I told Clark to replace my authorship credit with Dr. James Sutton-- that way, one day	J'ai dit à Clark de remplacer mon nom par celui du Dr. James Sutton ; Comme ça, un jour	Sutton's son will see what a great discovery he made. - You're right: it was very nice. - I don't want to pass my failings onto Christine, Booth.	 
Mrs. Sibley, until George may speak for himself, clearly and audibly as a man, let us at least admit it is you, Mrs. sibley, who lead the select men of Salem.	Mme Sibley, jusqu'à ce que George puisse parler lui-même, à haute et intelligible voix comme une homme, admettez que c'est vous, Mme Sibley, qui dirigez les conseillers de Salem.	I submit it is high time that the select men of Salem either elect a new leader or explicitly affirm that they choose to be led by Mary Sibley under the name of her incapacitated husband, George. - If you think this pox cares whether you be led by a woman or a man, you will all die.	 
Tell me, are the people of Milan happy?	Dites-moi, la population de Milan est-elle heureuse ?	- Is the Emperor adored? - - Adored? - Yes, as much as he deserves to be.	 
Hmm. Look, I like you, Char, always have, but eventually you're gonna get hurt because once Sutton decides she's over you, she's over you.	Écoute, je t'aime bien, Char, ça a toujours été le cas, mais un jour ou l'autre tu vas être blessée parce qu'une fois que Sutton a décidé qu'elle en a fini avec toi, c'est fini.	I don't think Sutton hates you as much as you think she does. - Well, I don't know. - Look, I know you have this whole conspiracy theory about us, but Mads and I never set out to replace you as Sutton's best friend.	 
And now I would like to get to know Peyton... with your blessing, of course.	Et maintenant, j'aimerais apprendre à connaître Peyton... avec ta bénédiction, bien sûr.	That is not going to happen. - You gave her up. - You have to live with that.	 
By now, Colin Campbell was in graduate school at Cornell University, which had one of the most prestigious nutritional science departments in the country.	À cette époque, le Dr. Campbell poursuivait ses études à l'université de Cornell, qui était réputée pour son prestigieux département de science.	His research was on animal nutrition and biochemistry. - But it was focused more on feeding animals for their ability to be able to produce meat, milk, and eggs, protein containing. - And so my own research was focused on protein, making sure we got enough.	 
But on the bright side, at least Mr. Carey's still here.	M. Carey est toujours là.	Great. We got Carey doing his weekly looky-loo. - We need paying customers. - Yes.	 
Peyton in [pr] office?  [pr] was.	Peyton est dans son bureau ?	Just took off. - Looked likeshe was on a mission. - She wasn't armed, was she?	 
I'm calling from the medical group at Sutton Place.	Bonjour, j'appelle de la part du cabinet médical Sutton Place.	One of our patients, Daniel Meade, thought we should give you a call. - You can't imagine what it was like seeing that woman holding my Christmas present in that magazine. - Do you know that she actually called the house several times and played the music from that box on the phone?	 
I want babies, Zoe, with Lavon, big... football- playing babies.	Je veux des bébés avec Lavon. De grands bébés footballeurs.	I know. - I want that for you, too, a whole team of 'em. - (laughs) I really don't want to have to hurt Joel, so, Zoe, can you please take him home?	 
It goes past that to the death of Kris Barden's son.	Et ça ne s'arrête pas là. Le fils de Kris Barden a été tué. Et enfin,	with Reardan waitin' outside to see if I go with you or he shoots me in the back. - I've seen dogs that wouldn't claim you for a son, Tate. - All right, get off.	 
Obviously, Jessie didn't handle things as well as [pr] might have.	Evidemment, Jessie n'a pas gérer les choses au mieux.	He didn't tell me that he'd been fired at first. - I think perhaps he was embarrassed. - Be that as it may, it's our understanding that things got a bit emotional.	 
[pr] murdered Robbie by himself.	Il a tué Robbie tout seul.	When we took him into the woods and strangled him... I've never seen you so exhilarated. - The look on your face, you can't deny that, Harvey. - But afterwards, something changed.	 
In it you'll find a death certificate... made out by Dr. Arden before [pr] disappeared.	Vous trouverez un certificat de décès fait par Dr Arden avant qu'il ne disparaisse.	Frank McCann signed it as a witness. - Her death certificate? - Officially, if anybody ever asks...	 
Word is, there's something big going on-- maybe a turf war or a power struggle within the O'Reilly family.	Le truc, c'est que quelque chose d'important est entrain de se passer, peut-être une guerre de territoire. ou une lutte de pouvoir au sein de la famille O'Reilly.	There may be bloodshed, so they figure that Dolan went underground. - The guy took out a priest. - We can't just let him disappear.	 
Sister Virginia de Leyva will be condemned for life to a small cell in the convent of Santa Valeria in Milan.	Soeur Virginia de Leyva sera condamnée à vie dans une petite cellule dans le couvent de Santa Valeria à Milan.	There she shall dwell for the duration of her earthly life. And there she shall seek repentence for her sins. - I think this house will be exactly right for you. - That's what she said about all the wrong ones she showed us yesterday!	 
I just wanted to thank you for a great first day, and for, you know... standing up for me with Mr. Campbell.	Je voulais vous remercier pour cette bonne 1re journée. Et pour, vous savez... m'avoir défendu avec M. Campbell.	First of all, Peggy, I'm your boss, not your boyfriend. - Second of all, you ever let Pete Campbell go through my trash again, and you won't be able to find a job selling sandwiches in Penn Station. - He said he left his fountain pen in here.	 
Mr. Arden, as I understand it your wife, Ellen, was aboard a yacht in a trans-Pacific yacht race... -... when it was lost in a storm. -Yes, sir.	M. Arden, si je comprends bien... votre femme ìtait a bord d'un yacht lors d'une course transpacifique... et il s'est perdu dans une tempete.	What's she doing in a yacht race, a mother of two infants? - You'll find the circumstances set forth in my brief, Your Honor. - Why did you let her go?	 
This guy... Harley... what kind of drugs was [pr] dealing?	Quelles drogues vendait Harley ?	Heroin, why? - Because the only heroin story Burns ever chased was the one that he could never finish, about a high-end distribution ring in New York that sets up shop inside legitimate businesses. - When someone needed product, they'd use a code word.	 
These injuries are consistent with a form of punishment used during the Salem Witch Trials.	Ces lésions sont cohérentes avec une forme de punition... utilisée pendant les procès des sorcières de Salem.	She was a witch? - You know what I think? I think Cam sent us both SO MANY FAVORITES, ALL DAY, EVERY DAY. - to the crime scene because of the tension between us. "Tension"?	 
You, Lavon Hayes, and Alabama state recreation Supervisor Billy Greene.	toi, Lavon Hayes, et Billy Greene, délégué à la culture de l'État d'Alabama.	Now, you don't need anything from Supervisor Greene. - But he needs... Bluebell. - And you are the answer to his prayers.	 
I don't know if Harvey's the best friend in the world to be selling you out like that. I mean, after you killed Robbie Shaw together, you probably thought that you guys had an unbreakable bond.	Je sais pas si Harvey est vraiment un ami, pour vous trahir comme ça, après avoir tué Robbie Shaw, vous pensiez que vous étiez liés.	He murdered Robbie by himself. - When we took him into the woods and strangled him... I've never seen you so exhilarated. - The look on your face, you can't deny that, Harvey.	 
[pr] was Harley Chase's half-brother, a big stock-broker in New York.	C'est le demi-frère d'un boursier de New York : Harley Chase.	- Harley Chase? And think about the coincidence of Harley Chase being on holidays in Casa's bay, on his yacht,"Le Sorcier de L'Atlantique". - A strange yacht if I may say so. - - You've been there?	 
Josh, can you explain why your DNA was found inside Ms. Blair?	- Expliquez votre ADN dans Mlle Blair.	- Because we had sex. - - Night of the party? No. - That morning, in her apartment.	 
Emerson felt flushed with a post-coital sense of achievement and renewed powers of mental clarity.	Emerson se sentait exalté par un sens de l'exploit post-coïtal et des pouvoirs de clarté mentale renouvelés. Il vit quelque chose.	He spotted something. Who are you, busboy in every picture? - And, looking more closely... - Meet me at the dim sum.	 
Let's not tell Jessie anything about you and me, not at first.	Ne disons rien à Jessie, pas tout de suite.	Whatever you say. - I want her to know you and like you before she finds out about us. - You see, well, Jessie and I, we've always been together, just the two of us.	 
Oh my God, Riley. What are you doing?	Riley, qu'est-ce que tu fais ?	You're so irresponsible. - Any chance we can cut to the dad stuff? - Oh my God. You brought him in here too?	 
Since Peyton invited me to go skiing with [pr] family.	Depuis que Peyton m'a invité à aller skier avec sa famille.	I don't know anything about this. - Because she just asked me. - All right, well, we'll talk about it later.	 
Hey. Jessie says they left you in one too many pitches.	Jessie dit qu'ils t'ont fait lancer une balle de trop.	Jessie needs to learn how to keep a secret with her father. - -How are things going? - -Things are good.	 
Hey. Talked with O'Riley. The neighbor's alibi does check out.	O'Riley a vérifié l'alibi de la voisine.	She was at her sister's in L.A. During the time of the murder. - Well, there goes our only suspect. - Not so fast.	 
Natividad is not a prize ship, Mr. Bush.	Le Natividad n'est pas une prise de guerre.	- I beg your pardon, sir. - - She's to be used by our ally, Don Julian. - You're giving her away, sir?	 
And Santana, [pr] came all the way down here to tell me that [pr] could pull it from the system.	Et Santana est venu jusqu' ici pour me dire qu'il pouvait la retirer du système.	Santana said he could pull it from the system? - Yeah. Friends in high places. - I don't know, brother.	 
Whatever Sutton brought back from Russia must have been very valuable.	Quoi que Sutton ait ramené de Russie ça devait avoir beaucoup de valeur.	Let's go find out. - Okay... - It looks like he worked here, Booth.	 
I found a lot of parents Who complained about mr. Sutton.	J'ai trouvé pas mal de parents qui se plaignent de Mr Sutton.	Here's a sample. - "He ignores male students and caters to the girls, - Even though the boys are better at science."	 
I'm Sol, but if it's easier for you to call me Robert right now, I support that.	Je suis Sol, mais si tu préfères m'appeler Robert pour le moment, ça me va très bien.	I'm wearing his tie anyway. - Just a sec. - - So, are you getting rest?	 
The man calls [pr] Kris Kringle. Thinks he's Santa Claus.	Il s'appelle Kris Kringle et pense qu'il est le père Noël.	Come in. A Mr. Gailey to see you, Your Honor. - He represents Mr. Kringle. - Better show him in. Good morning.	 
Drove in to see you about Jessie Sturgis?	Elle a conduit jusqu'ici pour vous voir à propos de Jessie Sturgis ?	Pay no attention to Ms. James's icy demeanor. - Underneath, she's all steel. - So why is she rushing to charge Jessie?	 
You seen that son of a bitch Riley?	Vous avez vu ce connard de Riley ?	Nope. - I'ma book his ass. - He been here at all?	 
Lucas and Peyton's story is all about romance and destiny and fate.	L'histoire entre Lucas et Peyton, c'est un mélange de romance et de destin.	But you're different. - Um, thanks? - Brooke Davis writes her own story, like with your career and your company and with Sam.	 
Terry and Kerry are at my mother's. Why don't you pick them up?	Terry et Kerry... sont chez grand-mère.	Where's Sherry? - - Sherry is with her boyfriend. - - What?	 
Well, I may have a few spare bottles, uh, at Riley's, under [pr] sink.	Je peux avoir quelques bouteilles de rechange, chez Riley, sous son évier.	Well, isn't that nice to know? - Thank you. - Apparently, Linette has her own secret stash at Riley's for her own touch-ups under her sink.	 
Elisha, if you don't come out now I'm gonna burn this place down!	Elisha! Si tu sors pas, je fais tout brûler!	Yo, bro! - You sent Zohar down here too? - - He wanted to come.	 
I got Elisha to tell you about the club, didn't I?	J'ai fait parler Elisha pour le club, non ?	I don't appreciate getting tips from girls that are overdosing in my bathtub. - You're acting like it was me. - When she comes to, just get her thumb print for me, all right?	 
- Well, it's nice of you to put this together, getting all of our friends here, especially since you've only known Campbell a little while.	- C'est gentil à toi d'avoir fait ça, réunir tous ses amis ici, surtout que tu ne connais Campbell que depuis peu.	Well, it's a big birthday, so I'm just glad everyone could be here. - No, you're... you're sweet. - I can see what he sees in you.	 
So then why don't just get Landry to help you?	Pourquoi tu demandes pas à Landry ?	It's not like he has anything better to do. - It's an idea. - All right, I'll see you later.	 
Karan, just a minute, this is our younger daughter in - law Kiran and... this is Karan Chaudhry, Ayush's piano teacher.	Karan, un instant, je te présente notre belle-fille Kiran et je te présente Karan Chaudhry, le professeur de piano d'Ayush.	Karan, if you do not mind, can you teach her too, along with Ayush. - Sister-in-law! Hold on, she loves music infact she has learnt classical dance. - Sister-in-law!	 
[pr] worked there as a messenger for 3 months during the same time that Mark Riley was there.	Il travaillait comme coursier pendant 3 mois en même temps que Marc Riley était là–bas.	They knew each other. - They fired Anthony 6 months ago when he stopped showing up for work. - He's our inside man.	 
My sister Georgie just flew in, and Riley's meeting [pr] for the first time.	Ma soeur Georgie vient d'atterrir, et Riley va la rencontrer pour la première fois.	Oh, I actually just promised her a round of super Emma. - You got two seconds? - - Yeah.	 
Emerson Cod was the sole keeper of the pie-maker's secret	Emerson Cod était le seul à connaître le secret du pâtissier.	And this ishow he came to be the sole keeper of the pie-maker's secret - A private investigator, Mr. Cod met the pie-maker when his Pie Hole was on the verge of financial ruin. - Mr. Cod proposed a partnership.	 
And you're telling me this is the guy? This is the guy that discovered Naomi Campbell?	Et tu crois que c'est lui qui a découvert Naomi Campbell ?	He did not discover her. - His bredren did. What's wrong with you? - So you're tellin' me his bredren's comin' here to see us?	 
Tell [pr] Martin Blair.	- Annoncez monsieur Martin Blair.	I'm sorry. - Miss Marlowe left instructions she doesn't want to see you. - She'll see me.	 
Robbie sees it, storms over, [pr] grabs both kids by the hair, hurls them into a snow bank, knocks them senseless.	Robbie le voit, se rue dessus, attrape ces enfants pas les cheveux, les jettes sur un tas de neige... et il perdent connaissances.	- Jesus. - -I know. Yeah, he was my protector for years. - I don't mind being his for a while.	 
That's true, but none of them took Joe Campbell home the other night.	Mais ce n'est pas avec eux que Joe Campbell est sorti.	This Helena was wandering around the harbor. I thought you might know about it. - Normally, yeah, but I've never seen her before. - Think she might have something to do with your John Doe? Well, we don't know yet.	 
Blair, you knew how important that job was to me, and... and I was on the verge of getting another one.	Blair, tu savais à quel point le job était important pour moi, et j'étais sur le point d'en obtenir un autre.	Summer job on a film set versus exposing all my secrets. - No, I'm not sorry. - "I'll never love Chuck again after what he did tonight.	 
Yes, you in the camouflage jacket and Mariah Carey hairdo.	Oui, toi avec la veste camouflage et la coupe Mariah Carey.	Yeah, just pop a squat, thank you. - You're lucky your dad's here, but he won't be here all day. - Leave me alone.	 
Wait, so before [pr] was a Campbell maybe [pr] was a DiLaurentis.	Attend, avant c'etait un Campbell peut être que c'est un DiLaurentis.	You probably heard, my dad is trying to decide how many people he can sue at one time. - It's the kinda challenge he enjoys. - I wanted to talk to you about him.	 
You did right by Riley -- keeping this to yourself, and that's the way it's got to stay.	Tu fais bien pour Riley, de garder ça pour toi-même, et ça doit continuer ainsi.	I don't like secrets. - Neither do I, but Riley's marriage is hers to work on with Kyle. - And telling her what Kyle said won't fix that.	 
And when the moon was full, this Krishna would play [pr] flute by the river and call the gopis to him.	A la pleine lune, Krishna jouait de la flûte près de la rivière et appelait les " gopis " à lui.	Then he would multiply himself 16,000 times... - one for each gopi... and make love to each one the way she most desired. - There they were... 16,000 gopis balling Krishna on the riverbank and the energy of their merging was so great, that it created a huge oneness, a total union of love, and it was God.	 
[pr] parents brought Harley so we could spend Father's Day together.	Et ses parents avaient amene Harley pour qu'on soit ensemble.	He said, "Okay." - I'm like, "Ladies and gentlemen: Prince." - He sits down, starts talking and we start shooting.	 
He's gonna find the note, and go straight to Riley.	Il va trouver le message et foncer vers Riley.	Yeah, I'm not sure you're using the word "aha" correctly. - Then, he'll tell her he found the note, she'll say "what note?" He'll say "the note you left in my pocket." - She'll say, "I didn't leave a note in your pocket."	 
Gabriel, Riley and I are going to San Francisco.	Gabriel, Riley et moi-même allons à San Francisco.	Wheels up in an hour. - Lillian's coming? - Her daughter lives in San Francisco.	 
As I write these very words, the witch, Margaret Morgan, gathers with [pr] coven of six deep within the woods surrounding our beloved Salem.	Au moment où j'écris ces lignes, la sorcière Margaret Morgan rassemble son clan des six, au plus profond du bois autourant notre bien-aimé Salem.	The blasphemous music echoes in my mind driving me to the point of insanity. - I, Jonathan Hawthorne, swear before the eyes of God on this day in the year of our Lord 1696, to destroy all persons which choose to pledge allegiance to the demon Satan and his spectral army. - In the name of Satan... ruler of the earth... the king of the world... open wide the gates of hell and come forth... from your blessed abyss.	 
As for Mrs. Emery, I myself will make the necessary arrangements concerning her.	Quant à Mme Emery, je m'en occuperai personnellement.	Under the circumstances, I think it only fitting. - Olaf. - Take him out.	 
I´m sorry, Mr. Santana. It´s all because of her...	Excusez-moi, M. Santana, c´est à cause d´elle !	-What? - Because of her? - -Yes, "´Because of Her"´... It´s a samba I asked him to find for a variation of our scene together...	 
Spotted--Blair Waldorf at Charles de Gaulle homeward bound.	Repérée... Blair Waldorf sur le chemin du retour à Charles de Gaulle/	What could possibly make queen B. abandon her two dads before labor day? - We bet Chuck Bass wants to know. - Mr. Chuck.	 
Landry went down to the police station and confessed the murder last night.	Landry s'est rendu au poste de police et a avoué le meurtre, hier soir.	We're meeting with a lawyer, and you'll need one too. - This guy's a... good criminal defense attorney. - Just have your mom call me when she gets home	 
Are you saying Mrs.Campbell knew it was gonna happen?	Etes-vous en train de dire que Mme Campbell savait ce qui allait se passer ?	I'm saying she wrote those words herself. - Melanie and cherise were best friends. - That's right.	 
Mrs. Sutton, I know this is difficult, but telling us what happened to your husband might help us find who killed him.	Mme.Sutton ,je sais c'est difficile, mais dites nous ce qui est arriver a votre mari ça nous aiderait a savoir qui l'a tué.	Are you in danger? - No, no, no. - You know, he was flogged.	 
It was Remy who alerted them to the footage.	C'est Remy qui les a prévenus pour les images.	His going-away gift. - Read the back. - - What do you think he's trying to say?	 
Lennie and George just got a job at a ranch.	Lennie et Georges ont trouvé un job dans un ranch.	They're meeting a guy named Curley, and Lennie is making friends with Curley's wife. - Oh, good. He found a friend. Oh, my gosh. - I didn't believe in myself, but after reading your poster, I totally do.	 
Okay, look, Riley, we're not dealing with a room full of first graders here.	Riley, on ne parle pas d'une classe de CP là.	This is Hollywood. - And today your boyfriend has the opportunity to hand over his film to a three-time Oscar-winning producer. - Wait. At his daughter's 18th birthday party?	 
You're saying you think Craig was seeing Robbie's girlfriend?	Vous dites que vous pensez que Craig voyait la copine de Robbie ?	I know he was. - I went over to Craig's... - (Exhales) - (Pen clicks) Listen, I...	 
Officer Landry, you'll partner up with officer Rinaldi for the time being.	Landry, tu te mets avec Rinaldi.	Meanwhile, there's a grief counselor who will be here all day for any of you who want to use her services. - That is all. - I always had you pegged for a dim, roly-poly chicken pants, but after what you showed me, you might just be the most loyal, upright, and honest officer I've ever had the pleasure to work with.	 
Oughta keep you alive till we get to Salem.	Si t'arrives en vie à Salem.	Here she comes. - Stay back from the train till it stops. - Hurry up, dear. It only stops for a few minutes.	 
We named [pr] Elisha.	On l'a appelé Elisha.	And we've been going by her middle name, Grace. - But you and Eleanor should make her your own. - I'm sure you have ones in mind.	 
It says that Peyton was at the church an hour before Aaron was killed.	Cela dit que Peyton était à l'église une heure avant le meurtre d'Aaron.	And being at the prison farm also gave him access to sodium nitrite. - - But he doesn't have motive. - - Oh, he has motive.	 
I'm the attorney representing Mr. Emerson Ray, seated over there beside Bobby Donnell, who I know you have already met.	Je représente M. Emerson Ray, ici présent, à côté de Bobby Donnell que vous connaissez déjà.	We will be setting out to prove that cigarettes manufactured by the defendant, T.L. Michaels caused Mr. Ray's wife, Margaret, to develop lung cancer and vascular disease which then caused her death in 1994. - I was instructed not to do that. To drink water. - Mr. Donnell told me, since none of you have water it's possible you could resent me for having it.	 
Ah, yes. Blair did jump at the chance to sleep with me again, didn't she?	Blair a laissé passer sa chance de coucher une nouvelle fois avec moi, non?	Hey! Hey! Hey! - What the hell's going on? - Get ahold of yourself. Look who rode in on his high horse to tell me I told you so.	 
I think this man killed Jane McKenna and Arlyn Page. I think [pr] drowned them.	L'homme a tué Jane McKenna et Arlyn Page.	I you should prepare yourself for the fact that Tom is possibly dead. - The only way I'll find out is to find him. I need the money before tomorrow night. - - You're meeting him tomorrow night?	 
Blair, here is the list of it girls walking in tonight's show.	Blair, voici une liste de it girls qui défileront au show de ce soir.	(Gasps) I am so glad Charlotte Casiraghi agreed to be our centerpiece girl. - She is a veritable style icon and the only Monegasque who doesn't hold a grudge. - That is the genius of our strategy.	 
For our sins, individual and collective, [pr] has signed the seal of Satan, a message straight from hell to herald the arrival of the devil in Salem.	Pour nos péchés, individuels et collectifs, il est signé du sceau de Satan, un message tout droit de l'enfer pour annoncer l'arrivée du diable à Salem.	And who delivered his message for him? - Did you or did you not deliver this monster from that girl? - Yes, but...	 
Yeah, and I'll sneak in and take Blair away when you least expect it. This will go on for years.	Je viendrai discrètement te prendre Blair quand tu t'y attendras le moins.	What? - Be good to her. - She really deserves it.	 
Drove around everywhere that night, looking for Robbie.	J'ai conduis partout toute cette nuit-là, à la recherche de Robbie.	He was supposed to be home before 11:00. - Sir, when we originally interviewed you, you strongly encouraged us to talk to Robbie's friend Craig Francis. - Yes.	 
You know, I'll kill you if you tell anybody this, but I had a crush on Peyton in fifth grade.	Je te tue si tu le dis à quelqu'un, mais j'aimais bien Peyton en cinquième.	Really? - - Did he know? - - Oh, no, no way.	 
Now he's blowing Don off for killing Remy.	Il laisse tomber Don pour tuer Remy.	I'm not blowing him off. - I'm protecting him. - We still don't know who or what we're up against.	 
So, did you hear about Santana's good news?	Tu as entendu la bonne nouvelle de Santana ?	That she doesn't have a yeast infection? - I'm really happy for her. - Okay, what's wrong with you?	 
It's just that I had some business down at the courthouse and met your roommate Peyton.	C'est simplement que j'étais au palais de justice et que j'ai rencontré ta colocataire, Peyton.	- Bit of a spitfire, isn't she? - - Yeah. - - Is she seeing anyone presently?	 
Maybe you should pay for Dr. Sutton's seminar after all.	Vous devriez peut-être payer le Dr Sutton pour le cours après tout.	For someone with an alibi, she got herself an expensive lawyer. - Did you see her reaction? - She was as surprised to see Braden as we were.	 
We open on you, the mayor, Lavon Hayes, just strolling down the road, as you happen upon a stranded tourist, who just wants to pick strawberries.	On commence par vous, le maire, Lavon Hayes, juste errant en bas de la route, quand tu tombes sur une touriste échouée qui veut juste cueillir des fraises.	I'm intrigued. - Her car's broken down. - She's lost.	 
Dante is their source, and, uh... Scott Blair is their problem.	Dante est leur source et Scott Blair est leur problême.	I'll go with that, Russell. - But I want Joe and Larry with him in London. - Friendly observers, OK?	 
And when it breaks, there are going to be pieces of Blair all over the wall.	Et quand il cessera, il y aura des morceaux de Blair sur les murs.	And I really don't want to clean up that mess. - What are she and Serena fighting about this time? - Basically how each one loves the other more than the other loves her.	 
I have been in Salem a fortnight, and I have already hung three witches.	J'ai été à Salem une quinzaine de jours, et j'ai fait pendre trois sorcières.	Is this the price of building heaven on earth? - I have laid my hands upon his most deadly servants... - The witches.	 
Lawrence Crockett is the richest man in Salem's Lot, but the IRS will never know.	Lawrence Crockett est l'homme le plus fortuné de Salem's Lot mais le service des impôts ne le saura jamais !	Like his neighbors, he relies on the community to keep his secrets. - The social pact is the foundation of every small town. - Macy, tell Richard Straker I'll be 10 minutes late.	 
Dean O'Dell's wife, Mindy, And Landry were engaged in an affair.	La femme du doyen, Mindy, entretenait une liaison avec Landry.	The Dean caught them, threatened to ruin them, Destroy Landry's career. - So motives... Pretty much a classic... - Is it true he got the idea From one of our perfect-murder papers?	 
It's like the diminutive of Emerson is Emma.	Tout comme le diminutif d'Emerson est Emma.	It's very original! - Haven't heard that since school. - Doesn't look like she had many friends, just work colleagues.	 
Everyone finally found out about Dan and Blair.	Tout le monde a enfin tout découvert, au sujet de Dan et Blair.	But it isn't true. - They're just putting on an act to protect me. - Maybe that's what she told you, but they've been secretly seeing each other for months.	 
Why did [pr] have you followed all the way to Milan then?	Pourquoi t'a-t-il fait suivre à Milan ?	Who knows? - But he says he's told them to stop. - It'll be easier to meet now.	 
I remember... I remember this little girl just clawing [pr] nails into the side of my friend Jessie's face while [pr] daddy...	Je me souviens... d'une petite fille qui griffait profondément le visage de mon ami Jessie	Her daddy beat him with an ax handle. - Jessie was unconscious, and they just kept beating on him and beating on him. - I must've passed out on the asphalt somewhere.	 
I heard the y tried the same sort of thing in Milan.	Ils font ce genre de trucs à Milan aussi.	The only one who would go out of his mind for an idea like this is Silvestri. - What idea? - I'll kill her for a product, too! Get it?	 
It proves the Sicilian technician now equals [pr] counterpart in Turin or Milan.	Les techniciens siciliens n'ont pas pas d'équivalent ni à Turin ni à Milan.	Even the Germans. - The modern Sicilian, as they say, can hold his head up high in Europe and the world. - Excuse me, sir, are you Sicilian yourself?	 
- Robbie, I'm so sorry. - I don't want to hear it. Well, it looks like you two a-holes are set.	- Robbie, je suis désolé - je ne veux rien entendre hé bien on dirait que les deux connards sont prêts passez une bonne soirée	Robbie! - Robbie, wait! - That night that we met him at the bar, did you two know each other?	 
Blair Elkenn was a waitress turned model turned actress turned billionaire's girlfriend who came home one night to find herself unceremoniously turned out on the street.	Blair Elken était une serveuse devenue tour à tour mannequin, actrice et petite amie d'un milliardaire qui, du jour au lendemain, s'était retrouvée jetée à la rue sans aucune cérémonie.	Oh, my God. And now she was getting the ultimate breakup revenge: - An embarrassing and very public auction of all the jewelry he had given her when they were happy. - There it is.	 
Santana was gonna talk to J.D. Come on, don't punk out on us, ese.	- Santana devait parler à J.D. - Allez... nous laisse pas tomber, ese.	If you can't take care of it, we will. - Anybody that happens to be with him gets to go along for the ride. - One—two—three, five!	 
HAN: Hobbs and Riley went to lock down the base.	Hobbs et Riley sont allés sécuriser la base;	They're going to meet us there. BRIAN: - Where's Dom? - He wasn't going without you.	 
[pr] called the head of the group, it should have been Lennie. But Lennie had been hit by a bus and was in the hospital.	Mais Lennie avait été renversé par un bus, il était à l'Hôpital, il ne pouvait pas y aller.	I don't know how he didn't die. He was leaving TV Globo... - I was chosen. - The bus came and hit him.	 
[pr] was one of the leaders of the town of Salem.	Il était l'un des leader de la ville de Salem.	Salem, as in the Salem witch trials? - His family came to Massachusetts during the Great Puritan Migration. - He grew up a spiritual man, a pillar of the community, beloved by all.	 
Hey, I give you a brand-new Armani suit and you won't even buy me a meal.	Je te donne un costume Armani tout neuf, et tu me refuses un repas!	All right, fine. - Get the soup. - So he just gets soup.	 
If you'd like to stop and find Jessie an attorney, we'll certainly understand.	Si vous préférez arrêter là et chercher un avocat pour Jessie, nous le comprendrions très bien.	But in my opinion, if he has nothing to hide, then it would be a foolish waste of time and money. - But it is up to you. - Go ahead, Jess.	 
And what would [pr] say, Parris?	Et que te disait-elle, Parris ?	She'd say, no one could tell me what is right and what is wrong, except myself. - She must have been a very wise old lady. - But there isn't a right without a wrong, a terrible wrong.	 
What a quaint idea, giving Mrs. Emery a gift on your birthday.	Quelle curieuse idée d'offrir un cadeau à Mme Emery pour votre anniversaire!	Shouldn't she have brought you something? - She brought herself. - I want to see Mrs. Emery.	 
