formality	src	src_ctx	trg
formal	 	Fine. - Yep. - It says it belongs to your wife. - Oh, and good news, you have access. - Want to go take a look?	It's all your Mr. Vance, and I will just be right outside if you need anything.	C'est tout à vous Mr Vance Et je serai juste dehors si vous avez besoin de quoi que ce soit
formal	 	I'm from the American Embassy. - You must be absolutely exhausted. - I flew all the way here to bring you back. - How long have you been down here? - We're putting you in the Grand Hotel. It's comfortable.	It's not good, but it's better than anything in your neck of the woods.	C'est plus confortable que tout ce qu'il y a dans votre coin.
formal	 	Please don't touch it. It's priceless. - Priceless and not for sale? - That's just not you, kassam. - Formaldehyde. The egyptians used natron. - This is new.	- 4,000 years old and you call it new?	- 4000 ans. Vous appelez ça récent?
formal	 	Malcolm Turner, this man who called himself "The Magpie"... he was killed yesterday morning, right? - Sometime between 10:00 and 12:00? - Andrew Donnelly was leading a guided tour of the Triboro Museum of Natural History from 9:00 a.m. until 2:30. - It's something he does every year for people who donate big money to his department. - I've got Instagram photos posted during the tour itself, and more than a dozen millionaires who can vouch for his whereabouts.	I take it you'll be issuing an apology along with Mr. Donnelly's release.	J'imagine que vous présenterez vos excuses en relâchant M. Donnelly.
formal	 	- Jesus. What a mess! - All right. - All right. It's okay. - You're gonna be okay. - He's dead.	He's not gonna hurt you anymore.	Il ne vous fera plus de mal.
formal	 	We'll press our attack from both land and the sea. - Moving into the bay, sir! - We'd better make sure our timing's right. - We won't get a second chance. - We'll wait until Godzilla has been wounded, then we'll attack!	Hey, where are you going?	Où allez-vous?
formal	 	What about language guides, maps? - A kid show interest in something, you have to foster it. - Jonah likes swimming, so I bought him a scuba diving kit. - Vanessa got so mad at me. - So you poisoned her.	And when that didn't work, you killed her.	Et quand ça n'a pas fonctionné, vous l'avez tuée.
formal	 	I want Abigail Hobbs to identify it for us. - - You already have a positive ID. - - Not from Abigail Hobbs. - You can't put her in a room with Nick Boyle's body. - - She already has nightmares about him. - I'm curious about why.	You can't think she has something to do with this.	Vous ne pouvez pas croire qu'elle ait quelque chose à voir avec ça ?
formal	 	- How long have you known? - - Since I was about eight. - - l'm sorry. - - l know the story all right. - How it starts.	How he confuses you and makes you think you're the special one because you're too young to know what he's doing.	Comment il vous fait croire que vous êtes sa préférée car vous êtes trop jeune pour comprendre ce qu'il fait.
formal	 	There's no "we", Ms. Després. - Oh come on, you know what I meant! - Not "we" as in "you and me", - "we" as in "me and my kid," I'm not dumb. - Ms. Després, Steve had his chance here.	If you can't take him back I'll send him to our guarded wing.	Si vous pouvez pas le reprendre, je vais l'envoyer à notre aile sous garde.
formal	 	Impressive. - And yet... - Stand down, cowie. - We've seen 133 soldiers, - A1 fitness, exemplary records.	None of them suits you.	Aucun ne vous convient.
formal	 	And the job here is trying to showcase... who you think you would be or could be most likely to... - So this is more character stuff... and being that character for, like, the "photo shoot"... as you sing the song. - So you're gonna record, perform, and shoot this... as a big group number. - And you're gonna be working with a team of experts... Mostly importantly Zach woodlee, Glee's choreographer, and vocal producer Nikki Anders. - But we will also be assessing you throughout the process, because that's the best way to judge... how you'd fit into the Glee world.	And after the big group number is shot, unfortunately, Zach, Nikki, and I... will be picking three of you... to do the last-chance performance for Ryan Murphy.	Après le tournage, malheureusement, Zach, Nikki et moi choisirons trois d'entre vous pour la chanson de la dernière chance, devant Ryan Murphy.
formal	 	Everybody's gonna want to tell you what to do. - If this were 1972, it would've been a back alley and not my elevator that you would've collapsed in, because back then you didn't have a choice. - Now you do. - But it's still hard. - And even after you make the most difficult and personal decision that there is, it's still not safe, because you have some fanatic who claims to value life who can walk into an abortion clinic and blow it up.	Patty, you are the only one who knows if you're ready to have a child.	Vous êtes la seule à savoir si vous êtes prête.
formal	 	You were born in Texas, Lavery. - Do not use that name to me, senor. - I am a Rubriz. - Suit yourself. - Me, I want some free night air.	Here. I hope you will not have to use this.	J'espère que vous n'aurez pas à vous en servir.
formal	 	The Projet-SG SG-66 Teams - present: - Season 4 Episode 16 Trio (v. 1.00) - Timing by: - Golgi, IceFre@k, Linwelin, Pikes, Shaft.	Don't move... if you feel any shooting pains.	{\pos(192,230)}Ne bougez pas... {\pos(192,230)}si vous ressentez de la douleur.
formal	 	What is that? - -That is a hockey cup. - Yea, we use it to play sand hockey in the desert... - Do you have identification. - -Well, yea...	Ah, prince yaboty of Jabooty, good to see you son, take this, it's me Shitzu...	Ah, prince yaboty de Jabooty, Heureux de te revoir, Prenez ça, c'est moi Shitzu...
formal	 	-Page Mr. Dan Edwards... ... attheairportimmediately. - Paging Mr. Dan Edwards. - Paging Mr. Dan Edwards. - -You called for me? - -Yes.	-Are you Mr. Edwards?	- Vous êtes M. Edwards ?
formal	 	In times of austerity like these, it is the privileged who should lead the way, who should set an example for the rest of the country. - This guy is a real comer. - She's pretty, isn't she? - Yes, very. - Jim, Thank you for coming.	You know Michelle.	Vous connaissez Michelle ?
formal	 	You stole my story. - Well? - I'm sorry. - Do I...? - - I don't know you.	- I know that. That doesn't matter. I know you, Mr. Rainey, that's what matters.	Moi, je vous connais, M. Rainey, c'est ça qui compte.
formal	 	I saw this man... and Dad called him and asked him for a ride to work... - No! - The man you're talking about is not my husband. - He wouldn't kill anyone. - He couldn't kill anyone.	Isn't it true, Mrs. Rossiter, that your husband has a disease of the brain?	N'est-il pas vrai, Madame Rossiter, que votre mari a une maladie au cerveau?
formal	 	I lost one child to autism. - I can't lose another. - Arlene, you won't-- don't you think seeing michael in there like that... - I would do anything for my kids. - I can'T.	Don't you remember when he was 2, that smile?	Vous ne vous souvenez pas quand il avait 2 ans, ce sourire?
formal	 	No, we could do it if we used Baltar's Cylon fighter. - But... - It guarantees the Galactica getting in the first strike. - - You know that's the key to victory. - - Of course I do.	But suppose you did get inside, then what?	Même si vous pouviez entrer, que feriez-vous ?
formal	 	I had every reason to kill the others. - They just had no reason to die. - They never saw me coming unless I wanted them to see me coming. - I could wave at a lady and smile, chew the fat with her in church, knowing I killed her husband. - There is something beautiful about that ball of silence at a funeral. All those people around you, knowing that you made it happen.	Now there's something beautiful about knowing that you'll spend the rest of your life in prison.	Il y a quelque chose de beau au sujet de savoir que vous allez passer le reste de votre vie en prison.
formal	 	You have to live. - Darling... - I have. - Hi. Uh, this is really hard. - Yeah. It is.	Because I got to tell you, I'm really worried.	Sachez que je suis inquiet.
formal	 	Uh, would you get out of the car? - They think you might be manipulating the controls. - Well, I am. - That is very good, Bob. - That is very, very good.	I think we should get you a copy of our specs.	On devrait vous donner une copie de nos spécifications.
formal	 	Who's Vanessa, Charlie? - Vanessa Drake. - She's a student. - A grad student. - Psychology.	I can give you her number.	Je peux vous donner son numéro.
formal	 	Give me a cigarette. - And what about us? - My husband worked here for eight years. - And every month you were sending us his military pay. - As I've said, circumstances have totally changed.	I'm very sorry your husband died on the front.	Je regrette beaucoup que votre mari soit mort au front.
formal	 	But yours has much more amusing things on it. - ~ You should go. - ~ Do you really want me to? - Yes. - I don't believe you.	If you want a boyfriend or you're looking for love, I'm a bad bet.	Si vous voulez un petit ami ou l'amour je suis un mauvais pari.
formal	 	Great stuff! - Enough said. - What's he doing there? - I punished him. - Sit back down.	By what right did you punish him?	Et de quel droit vous l'avez puni ?
formal	 	I'm in doubt about a middle ground. - It's either one way or the other. - - Thanks for your help. - - Here you are. - - Thank you.	- Are you the churchwarden today? - Yes.	Vous remplacez le sacristain aujourd'hui ?
formal	 	- Can I? Though it's not very good. - Oh, I wouldn't say that. I think that's... that's wonderful. - - I uh... uh... - It's not very good. - Well, I think that's very good, actually. - I think you can probably make cash.	- Are you an artist?	Êtes-vous artiste ?
formal	 	Then why did you tell a lie? - Because.. my wife doesn't know anything about it. - I didn't want to hurt Neha. - I just want to.. keep her out of this.. that's it. - I see.	I've a suggestion for you..	L've une suggestion pour vous..
formal	 	I got Bach, the Beethoven Emperor Concerto, and the Beethoven sonatas. - All played by Glenn Gould? - Mostly. They didn't have the Gould recording of the Beethoven. - If I asked you for a Mercedes, would you bring me a Lincoln Town Car? - Of course not.	If I ask you to get a Gould recording, it's because I want a Gould recording.	- Si je vous demande du Gould, c'est parce que je veux du Gould.
formal	 	They won't come back again. - They've had enough of Zinderneuf. - But just in case. - Leave my brother's body alone. - Go below and bring me some bread and wine.	If you touch him, I'll kill you.	Si vous le touchez, je vous tue.
formal	 	Don't run away, Felder! - It's your honor I want to salvage! - It turns out the "valiant" Max Felder boasted of his feat to his fiancée. - Then the coward hid among his family, so he didn't have time to torture my son. - As to his father, he'd bite off his tongue rather than cover for his wayward son.	I'll remind you of a fact that most of you may have forgotten.	Je vous rappelle un fait que la plupart ont déjà oublié :
formal	 	- All right. - Thanks. - Hey guys, I want to... I want to say this is for all the things I'm giving up, okay? - Freedom, irresponsibility, and one-night stands. - But I'm getting something better in return.	I don't know what it is but when I find out I'm gonna call all of you and let you know.	Je sais pas trop ce que c'est, mais quand je trouverai, je vous appellerai tous et je vous le dirai.
formal	 	Right this way, sir. - KELLY: Thanks. - Thanks for coming. - I know we're not scheduled. - That's okay.	I don't need your services.	Je n'ai nul besoin de vos services.
formal	 	Now we must concentrate - You believe all this? - Are you here? - Are you here? - Is there anybody you wish to talk to?	Whom would you speak with?	A qui voulez-vous parler ?
formal	 	Stanislav and Arkady will each lead a group. - We will find every dead body on the Volos. - And we will place each of the deceased in a body bag. - And then we will bury our dead. - We need to go now. On Orpheus, now.	Your vessel isn't safe - the hull is leaking, there's flooding...	Votre navire n'est pas sûr. La coque fuit, il y a des inondations...
formal	 	Look, Sarah ... - I know Franks' been right about a few things. - But he's about to cross the line from which there is no turning back. - Right now, you have an opportunity to help him. - You need to tell me everything you know. Because if I can't stop him, I'm going to have to kill him.	Do you know who Frank Moses is?	Vous connaissez Frank Moses ? Je veux dire, vraiment ?
formal	 	If this woman wishes to manipulate me in the dark-- - - Denny. - - Silence! - - The eyes. - This trial will start next week.	Judge, notwithstanding your tightly-corseted mind... no defendant in a murder case can get a fair trial... with an attorney who has had less than a week to prepare.	M. le juge, n'en déplaise à votre esprit étriqué... aucun accusé de meurtre ne peut avoir un procès équitable... avec un avocat qui a eu moins d'une semaine pour se préparer.
formal	 	No discussion as I know. - As to why, well, it is easy to understand that this place does not particularly suit to the patients. - Don't you think that feeling alone she only left to be entertained for a moment? - You talk about a distraction. - Look at her picture.	I see your point.	Je comprends ce que vous dites.
formal	 	Ohh, that's deep. - That is deep for a Dalek. - - What does it mean, though? - - It contains pure Dalek DNA. Thousands were created. - All were lost, save one.	OK, but there's still one thing I don't get, though - if you've got the Progenitor, why build Bracewell?	D'accord, mais il reste une chose que je ne comprends pas. Vous aviez le Progenitor, pourquoi créer Bracewell ?
formal	 	And now, I know I can't trust you. - I want you to trust me, george. - Yeah, well, then, you shouldn't have sent in the cavalry, then, should you have? - You know what? - I was going to give you just less than an hour from here, but now, after what you've done, that's going to be a half an hour.	You don't give me what I want in one-half hour, I'm going to shoot her right here.	Si vous ne me donnez pas ce que je veux dans une demi-heure, je vais la descendre juste ici.
formal	 	A similar solution would be greatly appreciated. - You got it, Mr. Ridley. - How soon you need it done? - Time is of the essence, Anthony. - Time is of the essence.	We didn't find your sister.	Nous n'avons pas trouvé votre sœur.
formal	 	A broad smile, even. - I know what he was looking at. I know who. - As soon as he saw you, he stopped coughing. - Marquis! What a pleasure. - Your husband.	You learned of my mother's passing? I'm sorry. Tragic.	Vous avez appris la mort de ma mère?
formal	 	Mr Oldman. - Mr Oldman. Yes. - What have you decided about the furniture in this wing? - We're only drawing up the inventory. - Later you can tell me what to leave out. Thank you.	Listen, Miss lbbetson, I can't help thinking about your situation.	- Écoutez Mlle Ibbetson... - J'ai pensé à votre situation.
formal	 	You spoiled, ridiculous child. - A horrid little rendezvous in a horrid little hotel. - Is this what you think I am? - The way you deceived Charles. The way you tricked him. - The way I tricked him?	Can't you be ashamed?	Vous n'avez pas honte ?
formal	 	Don't you think that feeling alone she only left to be entertained for a moment? - You talk about a distraction. - Look at her picture. - I see your point. - It will not be difficult to find her.	How do you want her to be considered, "runaway" or "missing person"?	Comment voulez-vous qu'elle soit considérée, "fugueuse" ou "personne disparue"?
formal	 	It's called recovered memory therapy. - I'm going to use a combination of hypnotherapy and pharmaceuticals to put you into a lucid, waking dream state. - My field is in blocking trauma. - Extracting it, there are probable risks. - You don't have to do this.	I'm going to give you a sedative.	Je vais vous donner un sédatif.
formal	 	- Very good. - - Maybe you'd better show them in. - Yes, sir. - A friend of mine once refused to see a young man named Henry Ford. - Mind if I stay, Father? - I'm rather interested in men with ideas like this.	Mr. Prentiss wishes to see you.	M. Prentiss aimerait vous voir.
formal	 	You haven't yet indicated the start of the new Pontificate. - We understand how you feel, but you remember, how, in years past, our beloved Pontiff, even when he was seriously ill, continued his pastoral commitment. - Of course, we can't allow more time to pass. - In fact, I brought you several sketches for the Pontificate coat of arms. - Here they are.	Do any appeal to you?	Vous en préférez un ?
formal	 	Guys... - I'm sorry, but I'm scared. - I want a ticket home right now. And I'm serious. - Me too. - How the fuck can you leave the film?	You can't just dump us.	Vous pouvez pas nous laisser en plan.
formal	 	All right. - Thank you so much. - (gossip girl) what was it we said about appearances? - Yes, they can be deceiving. - But most of the time, what you see is what you get.	Hey. Have you seen that girl i was with?	Vous avez vu la fille avec qui j'étais à l'instant ?
formal	 	Illegal? - Absolutely not. - The woman ran his campaign, worked in his White House. - She had access to things. - He paid her for things.	So don't try and give me your talking points like I'm some senior citizen drooling away in my la-z-boy watching cable news from sunup to sundown.	Alors n'essayez pas de me donner votre point de vue comme si j'étais une personne âgée bavant dans mon fauteuil et regardant les infos du matin au soir.
formal	 	They'll give her a general anaesthetic. - Everything will be easier once she's there. - And the baby? - Is it a boy? - Tell me, what is it?	You have a very beautiful baby daughter, Mr Robbins.	Vou avez un très joli bébé fille, Mr Robbins.
formal	 	No, not my kind of problem. - You're sure a hamster could have rabies? Yes! - I told Konrad to buy a fish, but he went for this bloodthirsty beast. - No one is allowed near him now. - I tell her, "Dear colleague, this is not champagne, it's your urine sample."	See you tonight.	Je vous verrai ce soir.
formal	 	Oh, my God, I can see his face. - Yeah, I can see his face. - This is great. - Could-Could you pick him out of a lineup? - Definitely.	You did it!	Vous l'avez fait !
formal	 	You know my brother very well. - You saved his life. - What can I do for you? - This is the search warrant from the prosecutor. - We have information you have an arms depot here, on the premises.	What arms are you talking about, inspector?	De quelles armes parlez-vous, monsieur le commissaire?
formal	 	Counsel? - Your witness - Mr. Oh Jung-sik? - What is your job title at Ja-ae Academy? - I'm the night guard at the school	- How long have you worked there?	- Depuis combien de temps travaillez-vous là-bas?
formal	 	You mean, Mahoney gets to run the store? - How cool! - What do you mean, your legacy? - You're his heir; you're in his will. - Why is there a will? Why do you know there's a will?	I told you, my sweet.	Je vous l'ai dit, très chère.
formal	 	Coming! - It's the Manager. - Oh, yes... - Everything's all right? - Uh, yes, we're fine.	Make sure you observe the curfew.	Veillez bien à respecter le couvre-feu.
formal	 	You people are pathetic! - Such nobility such a complete waste of time - Tie Xena to the horses! - All right, finish it! - That's Xena's horse,kill it	Don't you ever touch my horse again	Ne retouchez plus jamais à mon cheval !
formal	 	Now it just seems like you've lost your senses. - You're under investigation, councilman. - - For what? - - Your connection with Mackey. - I don't understand how you could be so gung ho to get this guy and yet be in his pocket at the same time. Something I gotta look at.	What, you still think that I helped Vic set you up with that Russian sting?	Vous pensez que j'ai aidé Vic pour les Russes ?
formal	 	- C'mon, give me the keys. - - Which keys? - Don't be afraid to open your mouth wide open. - And then, have a little drink. - It relaxes your larynx and pharynx.	You will relax your vocal cords.	Vous allez décontracter vos cordes vocales.
formal	 	Actually, the partnership was his idea. - That bothers you, doesn't it? - I confess to not understanding it. - But... I'm drawn to things I don't understand. - Same as Sherlock.	Once I've figured you out, I'll move on.	Quand je vous aurai cernée, je passerai à autre chose.
formal	 	Sorry. - I've been listening to a lot of Motown lately. - The point is having a relationship with another Agent just isn't feasible. - You and Mrs. Agent Bloom being the obvious exception, and so successfully the obvious exception. - Well, I'm not feeling so successful right now.	Hey, you want to talk about it?	Vous voulez en parler ?
formal	 	What are you doing? - What´s this guy´s problem? - Hey, stranger. - You´re scaring Yoko. - Stranger?	This is Yoko. You don´t know?	C'est Yoko, vous ne le savez pas ?
formal	 	Besides being grossly underpaid? - Would a $10,000 raise and a benefits package help? - - What? - - Let's make it 20,000... - - ...with some administrative work.	- You're serious?	- Vous êtes sérieux ?
formal	 	I'm Caroline. - Freddie, and I can't talk right now because if I lose my place... - - you'll lose your mind! - - I'm gonna lose... My... Mind... - I know. You say that on your show.	I won't bother you, but I think you'll be excited when I tell you that it's only my second day and I already learned how to make money on the purchase of cake mix.	Je voudrais pas vous déranger, mais j'ai pensé que vous seriez contente de savoir que ça n'était que mon deuxième jour mais que j'avais déjà appris comment se faire de l'argent en achetant des préparations à gâteaux.
formal	 	She is dying to meet you. - She read all the articles I gave her. Looked at the pictures. - She said you were elegant and stylish and dignified and distinguished. - Did he speak to the senator? - He had me speak to the senator.	He authorized me to tell you it was... economically and politically a complete success.	Je suis autorisé à vous dire que ce fut un succès économique et politique.
formal	 	- How old are you? - - Forty-nine. - You told me you were 50. - Don't you remember? - The day my brother introduced us, you said you just had a birthday.	- I met you?	- Je vous ai déjà rencontrée ?
formal	 	Who's that? - He's going to throw the first pitch. - Head of the Songpa district office - What happened to Yoo Harin? - I've had a hell of a time screening these questions	It might help you to review them first	Je devrais vous aider à les revoir d'abord.
formal	 	Though it came to this - She is still your student - I was curious who started such ridiculous lies - Now, that I see - I think I can remember her	Are you saying you don't even remember the girl you molested?	Est-ce que vous dîtes que vous ne vous rappelez même pas de la fille que vous avez agressé sexuellement?
formal	 	So why won't you just leave me alone and let me do it? - Meredith may think she needs you, but I sure as hell don't. - - [George] Dr. Grey... - - Here it is. - Are you OK?	That's something I'm supposed to be asking you.	C'est moi qui devrais vous poser la question.
formal	 	- Well, I certainly won't. - All right. - I'll have them take them off for you. - Sam. - Very well.	- You palmed it, Gutman.	- C'est vous qui l'avez, Gutman.
formal	 	They kept saying: - "A matter of days. " - So, yeah, I made the deal. - And I'd do it again. - I'd have died for her on the spot.	-Did you think about her in all this?	- Avez-vous pensé à elle ?
formal	 	And you're under it. - All three of you, right there. - Okay, here's the mission plan. - Using my expertise at stealthy and covert ops, I'll infiltrate the school where I will watch over you like the Lord almighty himself. - Careful.	Like the good Lord, I'm gonna use some mysterious ways, so you're not always gonna see me, but I'll be there.	Et comme le Seigneur, je serai mystérieux. Vous ne me verrez pas toujours, mais je serai là.
formal	 	Oh yeah, rubber gloves. - Go first. - I will be right back. - Is it her? - I think so.	Are you sure?	Êtes-vous certain ?
formal	 	How does this not look like a payoff? - I consulted an attorney. - It is a check from a father to a daughter. - It is completely out of departmental jurisdiction. - What about conflict of interest?	Not just for you but for this lab.	Pas seulement pour vous mais pour ce labo ?
formal	 	You smell that? - - This area is off limits. - It's fine, it's fine. - You'll have to turn around. - No, no, no, no it's fine. - It's alright, I'm sure I'm allowed.	You'll have go back up Ma'am, or I'll have to treat you as a threat.	Je suis sûre que j'ai le droit. Vous devez remonter, madame, ou je vous considérerai comme une menace.
formal	 	- What do you mean? - - Here. - Somebody put this in the door and fooled around with the gas. - I don't believe it. - Don't tell me you haven't noticed the way he's been acting around Irene Baldwin.	He has 50-million reasons for getting rid of you.	Il a 50 millions de raisons de vous éliminer.
formal	 	I'll get a nurse to do her blood pH asap. - Where's that sexy marine biologist - - you promised me? - - Couldn't fit him in my carry-on. - Her liver's definitely congested, Mel.	Katie, I'm gonna need you to scooch over, okay?	J'ai besoin que vous m'étiez ici, d'accord ?
formal	 	Yes, I see. - This must be the last time. - Then I would not want to burden you with any more anxiety, Katherine. - Perhaps... ..a few moments more. - When I am alone my thoughts are governed by reason.	But when I am with you, it is different.	Mais quand je suis avec vous, c'est différent.
formal	 	I'm Sid . Sid Arbuck. - You like me, remember? - Miss Golightly, I protest! - Oh, darling, I am sorry, but I lost my key. - But that was two weeks ago.	You cannot go on and keep ringing my bell.	Vous ne pouvez pas continuer à sonner chez moi.
formal	 	That's it? - What the hell does that mean? - I don't know. - That's what we need to find out. - Yeah, Jesse?	What the hell's taking you guys so long?	Qu'est-ce qui vous prend autant de temps ?
formal	 	Professor Peter Hoberg? - Screw you. - I'm not a Communist. - How you doing? - Oh, you know.	Listen, I don't want to take up too much of your time, but here's why I'm calling.	Ecoutez, je ne veux pas voler votre temps mais j'ai à vous parler.
formal	 	Hey, Lily, you okay? - Uh, yeah, I'm fine. - Nothing to see here. - Good God, they're mating. - Don't you guys like, uh, knock?	What are you doing?	Vous faites quoi?
formal	 	Get some Surgilube and a fresh pair of gloves. - We'll check next door. - - Tighter so I can't open them up. - Anything we can do? - No sister with no attitude's putting a shot in my head.	Close your eyes, sir.	Fermez les yeux.
formal	 	I figured even if he never used it, it might make him feel better. - I'm 2 hours from here. - I'll go, bring him back. - You'll take me with you. - You can't leave this compound.	You'll only be endangering yourself.	Vous vous mettriez en danger.
formal	 	I don't know, but I'm gonna find out. - You check the damage. - Sir, could you hold this tight? - Every five minutes let it go and then do it again. - Sir, I'm gonna need a little help.	Can you come with me?	Pouvez-vous venir ?
formal	 	About thirty miles, I've often given him a lift there. - What's the matter with you? - Get out of here! - - Well? - - Well? All you have to do now is to get the coat back from the tramp.	I'm glad you took the left fork.	Je suis content que vous ayez tourné à gauche.
formal	 	So... three persons murdered. - First, Peter Van Garrett... and his son, Dirk Van Garrett. - Both of them strong, capable men, found together, decapitated. - One week later, the Widow Winship. - Also... decapitated.	Now, I will need to ask you many questions.	J'aurai beaucoup de questions à vous poser.
formal	 	They've been paid to get the baby out of the country. - And they're moving her tonight. - Their remit doesn't extend south of Jersey. - They'll hand it off to the Mexicans. - They're the people smugglers.	A hand-off like that-- You can find out where it's happening, and you can get me there.	Ce genre d'échange, vous pouvez savoir où ça se passe et vous pouvez m'y envoyer.
formal	 	You knew, didn't you? - He... he... he doesn't have friends. - He fights with kids at school. - He says they pick on him, but the other parents, the guidance counselors... they always swear, Marshall started it. - I knew he was different.	But you don't want to think...	Mais vous ne pensez pas...
formal	 	Salmon... salmon! - SALMON! - Steak for the lady and Salmon for the gentleman, enjoy. - Meera. - Meera listen, I was joking...	Excuse me sir you haven't paid.	Excusez-moi, monsieur, vous n'avez pas payé.
formal	 	So you threw the stapler. - I-I was so sick of her sticking her nose in everything. - Sh-She went over to the phone to report us to Gary, and I threw the stapler. - I didn't, I didn't mean to kill her. - I just wanted to be with Chip.	I see you got your throne.	Je vois que vous avez eu votre trône.
formal	 	I'm gonna need those. - Oh, uh, sam bennett. - I, uh, I called you. - uh, are--are those all the immunization records? Uh, yeah. - Yeah, this is everything.	Okay, I want the vaccination records of all the patients in your practice, and then after I interview all personnel and review their employment certificates, I'll need to inspect your isolation facilities.	Je veux tous les dossiers de vaccination de tous les patients de votre cabinet, et après m'être entretenu avec tout le personnel et avoir revu leurs contrats de travail, je vais devoir inspecter vos chambres d'isolement.
formal	 	You're wasting your time. - No court will uphold this nonsense! - Help me, then. - Are you mad? - Help you to cheat me?	I will tell you this:	Je vais vous dire :
formal	 	I don't know how you make it go away. - You see her again, you discuss it.... - Damn. - I mean, isn't this exactly like what it was the last time? - Woman falls for you, you lead them along--	-You know what, John?	-Vous savez quoi, John?
formal	 	I can see you're determined - Put her on the horse, now! - How long do you think you can keep this up? - The moment your head turns, the moment your eyes flicker, I've got you, and you know it - You don't even know how to hold a sword	You people are pathetic!	Vous êtes lamentables.
formal	 	Just need you to get better, okay? - Sharra, one of your tumors is impinging on your aorta. - If it continues to grow, it could be deadly. - I want to have it removed. - You mean surgery?	Well, the problem is, your oxygen saturation is... it's 89% because of the flu.	Il y a un problème. Votre saturation en oxygène... est à 89 pour cent, à cause de la grippe. C'est très bas.
formal	 	Weapons? - One of them had a stiletto. - No guns yet. - (Raines) keep lookin'. - Hey, I think I found the basement. [Cocks gun] [Groans] [Screaming in pain] Where does it hurt ?	Which one of you killed connie webb?	Lequel d'entre vous a tué Connie Webb ?
formal	 	- But only one who works in the office. - - And he was at Paradise Isle. - We found the murder weapon, Chip. - - A stapler? - - Yep, a stapler.	Picked it up in a Dumpster behind your building.	Trouvée dans une benne derrière votre immeuble.
formal	 	Why does it strike you as incongruous that... two people who look so different... who seem so different would be drawn to one another? - Why do you assume we have nothing in common? - You do understand, Mr. Winant, that I'm gonna have to go back... to Ms. Cullen to corroborate that her version of your, uh... friendship is the same as yours. - And if it isn't, I'm putting you on notice. - We know who you are. We know where you live.	You so much as cross the street against the light in pursuit of Ms. Cullen... you're going to jail.	Si vous grillez un feu en poursuivant Mme Cullen... vous filez en prison.
formal	 	- I never seem to know a man like that. - - Are you going someplace? - - Not unless I get this down. - - Well, here, here. Let me give you a hand. - - Thanks.	Eddie, you're sweet.	Eddie, vous êtes gentil.
formal	 	Now we saw rhe rrurh. - Bonaparre had declared himself emperor and ser our ro conquer rhe world. - He said he broughr freedom from rhe ryranny of kings. - Bur he was Sarurn, gobbling up his children. - His cannon fired nighr and day on rhe ciry of Vienna.	There is a strange gentleman here to see you.	Un homme étrange est ici qui veut vous voir.
formal	 	Yes, but I didn't lie to them. - I wouldn't do that. - Well, you must have said something because she didn't even eat her cupcakes and the chair was here. - No, I just told them why I felt it was important for you to have it, that's all. - Because even a mindless drone deserves some perks?	No, because of how important you are to them.	Non, parce que vous êtes important pour eux.
formal	 	- Kill me and you'll never find huston. - - Then he is alive? - - Yes. Dogati and bockner have him. - - Bockner? It disgusts me. Greedy men trying to force professor huston to translate the map. - - Where is he?	- Your father is stubborn.	- Votre père est têtu.
formal	 	I-I should get back to the Sit Room. - Of course. - It goes without saying, but you are just warming that chair. - Absolutely. - Call if you need anything.	Can you send them in?	Pouvez-vous les faire entrer ?
formal	 	The company is transforming itself, right now. - And we are training the staff for their new functions. - Give me a cigarette. - And what about us? - My husband worked here for eight years.	And every month you were sending us his military pay.	Et chaque mois, vous nous envoyiez la paye du service militaire.
formal	 	You have a nice guitar - It has a good sound - I'll teach you a Russian song - Want to sing along? - I don't know it	I'll show you.	Je vous montre...
formal	 	I think that was a mistake. - I think you used a tool that you and Dr. Donnelly probably shared in the field. - Maybe you brought it with you to destroy the fossil. - I don't know what you're talking about, but you two need to leave. - Yeah, all right.	If that's what you want.	Si c'est ce que vous voulez.
formal	 	Your girl, Moni, just gave us the key to her locker at the Cheetah where she stashed the TEC-9 you did the two hitmen with. - Shooter out of the way, you don't have to pay for the hit. - The businessman in you saw a way to save a buck instead it's gonna cost you three to five dimes in the state pen. - Bitches ain't shit. - Your sister's a church-going woman.	You grow up that way?	Vous avez été élevé comme ça ?
formal	 	- Thank you. - I have never been so tired in my whole entire life. - Thank you guys so much for coming. - - It was a blast, Rox. - - Can't wait to do it again.	Well, I know it wasn't easy for you guys to be here. But you were.	Je sais que ça n'a pas été facile pour vous d'être ici, mais vous êtes venus.
formal	 	I recall that. - You got my message about the Aesop? - Wouldn't miss it. - Although, technically, you'll be assisting me, right? - Well, you got me on that one.	You know, I haven't seen this gadget in action.	Vous savez, je n'ai jamais vu ce robot à l'œuvre.
formal	 	Enough to make love to her in the copy room on the floor? - God, no. - She was my boss. - We also found semen on the floor of the copy room and on her skirt. - The DNA showed it was from an Asian male.	You're the only person of Asian descent in the office, Chip.	Vous êtes la seule personne de type asiatique au bureau, Chip.
formal	 	Good. - So do I. - Have a good night, counselor. - Let the record show that the defendant and his counsel are present and that the jury is seated. - - Mr. Thomas, you may begin.	- Thank you, Your Honor.	- Merci, votre Honneur.
formal	 	You're right, of course. - Go to the apartment rented under Thornhill's name. - See who shows up looking for the man who doesn't exist. - Find out what they know. - 9-1-1 emergency.	What can I do for you, Carter?	Que puis-je faire pour vous Carter ?
