formality	src	src_ctx	trg
formal	 	- No. - All right angels, cosmobile is ready to roll! - THANKS, CHARLIE! - - Greetings, everyone! - Hey, Zo! - Take care of the temple, Truck.	I made this for your trip.	Hice esto para su viaje.
formal	 	- I'm calling about my postal vote. - Social security number, please? - One moment, please. - This election is important, don't you agree? - Yes.	Your vote has been registered.	Su voto fue registrado.
formal	 	! - No. - That was like the Titanic hitting an iceberg. - And we're gonna sink, darling. - We are going to sink. - Turn left!	You know what to do!	¡Usted sabe qué cosa hacer!
formal	 	- What? - I wasn't sure that Corvette would make it, but it turns out the limo ride of the future is the Corvette. - Oh, please. - You know, I may not have won, but I do know I gave Terri a ride she will never forget. - Yes, you did.	- You made her take a cab.	- Usted le hizo a ella tomar un taxi.
formal	 	United States of America special Forces. - Your British Home Secretary has authorised the transfer... ..of prisoner Patrick Smash... ..into the custody of the United States Government. - Our sincerest apologies... ..for the formalities, Mr Smash. - We experienced several administeriaI delays... ..in securing the appropriate papers from your British Home Office. - Somebody untie this boy, goddammit!	Mr Smash, I would Iike to formally request... ..that you accompany us to a place where your unique gifts... ..are very much needed at this present moment in time.	Señor Smash, Me gustaría Formalmente solicitar... ..Que nos acompañe a un lugar Donde sus talentos especiales... ..Son muy necesitados En estos precisos momentos.
formal	 	But I missed the ambulance and the uniform. - You made it useless - And because of you, I broke my shoulder and hipbone - The only success we've had is stealing a car which can be traced - See, what a moronism	If you take that thing out again...	Si usted toma esa cosa de nuevo ...
formal	 	It's good. - Yes, if it tells the story of poverty. - - A drop of milk? - - Thanks. - I'm full up.	Don't you think I'm very old?	¿Usted no cree que soy muy vieja?
formal	 	Men of earth, we of the planet Mars give you this warning. - Listen carefully and remember. - We have known your planet earth since the first creature crawled out of the primeval slime of your seas to become man. - For millenia, we have followed your progress. - For centuries, we have watched you, listened to your radio signals and learned your speech and your culture.	And now, you have invaded our home.	Y ahora, ustedes han invadido nuestro hogar.
formal	 	Why them? - Why not them? - I mean, it's all inconsequential anyway, right? - What are we on this earth for? - Nothing. There's no point.	No matter what you say, it all breaks down to the fact that nothing really matters.	No importa lo que usted dice, todo se derrumba al hecho que nada realmente importa.
formal	 	General Schultz will tell you there is. - He'll tell you we stabilize Astana hold new elections in 10 months, and pull out in 18 but I'm not sure I buy that any more than you do. - What's your exit strategy? - I don't have one. - I suggest you both start giving it some thought.	I appreciate your concerns but I am not in a position to hold off our involvement.	Aprecio su preocupaciones, pero no estoy en posición de evitar nuestra participación.
formal	 	Because when you guys finally do get back together, it'll be because you both want it. - - You think? - - Absolutely. - Take it from a guy who... although he hasn't been in a serious relationship for a long time... has read a lot of romance novels. - - This is very positive.	Really. Look, as soon as you guys get back together, and he tears off his shirt, revealing rippling muscles and a birthmark that proves he's not your brother, it's gonna be great.	En cuanto estén juntos y se arranque la camisa, mostrando sus fuertes músculos, y una marca de nacimiento, que demuestre que no son hermanos, todo irá bien.
formal	 	Kururugi-san? - Yes. - She's... seemed a bit strange lately. - Suddenly saying she wants donuts and running out of the house. - She's gotten absorbed in cooking.	Have you noticed anything as her homeroom teacher?	¿Ha notado algo raro como su tutora?
formal	 	Vedette takes you old machine. - Maybe you have one? - Which brand? - It's over there. - You know the brand?	You've got a Vedette Tambour 008.	Ustedes tienen una Vedette Tambour 008.
formal	 	Hey Kanjibhai raid failed because our police is busy chasing skirts...not bullets! - I should have killed you on Holi itself, bloody outlaw. - Don't call me an outlaw, brother-in-law! - I have a few lines to say about in-laws... - Go on bhai...!	Whilst you were all busy with their guns and triggers.	Mientras estaban ocupados con sus armas y disparos.
formal	 	Here we are. - This is the first home we had, till the children came. - When you wrote us we set right to work readying it. - We sent to Omaha for that bathtub. - - Mr. Taylor!	Let me take your bonnet.	Déme su sombrero.
formal	 	I wonder if I'd listened to you two years ago, would I be president right now? - You ever wonder that? - No, sir. - I know it for sure. - I'm done.	Thank you for your time, sir.	Gracias por su tiempo.
formal	 	The ClA's most valuable assets are held in a vault at our Los Angeles facility. - You'll need to break through 15 levels of security to get there. - - Will Shaw be joining us? - - No, Shaw's in D.C. - Agent Walker, you'll need to catch a later flight to meet him.	You have your orders.	Ya tienen sus órdenes.
formal	 	Oh, and we must thank you again for your gift, must we not, girls? - - Yes. - Indeed. - - Good night, Miss Bessie. - Good night. - Good night, Miss Madeleine. - Your music will be in my ears all night.	- It will spoil your rest.	- Arruinará su descanso.
formal	 	Won't you be seated, sir?	Now, er... now look-a-here, Mr Ruggles. I want you to understand that this wasn't my idea at all, you know.	Espero que usted entienda... que esto no fue idea mia, sino de Effie...
formal	 	Leave it, just give us your car keys - Ah, Julian I got it, he was a jockey - It's Julian LeFebvre - Careful, I just bought it - We wouldn't dare damage it	I respect people of your kind	Yo respeto a las personas de su clase
formal	 	Belay that.	Gaptooth, there's your loot.	Gaptooth, hay su botín.
formal	 	Watch it. She's whipping loose. - Wind us down! - I don't want the money! - Get off! - She's going!	It's all your fault.	Ha sido todo culpa suya.
formal	 	Driving out to McCutching Ranch right now. - Yes, Mr. Briggs. - Buying the property is my top priority. - I will close it asap. Crash job. - Thank you, Mr. Briggs.	Here's your hemorrhoid cream, sir.	Aquí está su crema hemorroidal.
formal	 	My dad kicked me out. - ... where he learned a family secret. - I can't imagine your dad's an easy man to live with, especially after your mother dying. - It was, um... a tragic accident. - Is that what he told you?	You told me she died in a car crash.	Usted me dijo que ella murio en un accidente automovilistico.
formal	 	Do you have any idea how long it took me to get over that? - And it was all a lie. - I understand, and I hope under all that hurt and anger, you will too someday. - We loved each other, Auggie. - It was a long time ago, just like you said.	I can't change what I did, but I can help all of you against Henry-- make him pay for what he's done.	No puedo cambiar lo que hice, pero puedo ayudar a todos ustedes contra Henry - hacerle pagar por lo que se hace.
formal	 	So it seems. - Better as a bracelet. - Will you allow me to buy it for you? - You trying to impress me? - Well, that depends. Is it working?	Sweetheart, it's not your money I'm interested in.	Cariño, no me interesa su dinero.
formal	 	Oh, that's weird. - Holly just texted Ted something about take-out from Generro's. - Wait a second. - -You sons of bitches. - -What?	You're Holly!	Ustedes son Holly!
formal	 	And don't come back. - He wasn't just my brother, he was my best friend. - There you go. - So when Stephanie came out of the bar, and you wouldn't talk to her, where'd she go? - Walked up Crescent.	What about your brother's ex-wife?	¿Y su ex-esposa? ¿Están en contacto?
formal	 	Oh, my God. - What is it, Captain Hastings? - I've got it. - I've got it! - I've got it!	Miss Penn, I can get your miniatures back. You may be able to help, too.	Señorita Penn, voy a recuperar sus miniaturas y ustedes me servirán de ayuda.
formal	 	Worst episode ever. - Oh, not even close. - If these boys hadn't called 911, I'd be wearing that watch right now. - I'm just kidding. - But you would be dead.	You saved my life?	¿Ustedes me salvaron la vida? Sí.
formal	 	Now, if even an unrighteous judge will finally deliver his people, then surely God, who is the most righteous judge of all, will deliver Peter. - Oh, dear Rhoda, you can count on me. - I hope you learned your lesson. - Now, get out of here and don't come back! - Peter... I have news for you.	When are you people going to wake up?	i¿Cuándo van ustedes a despertar? !
formal	 	-It's always sad.	Do you know who murdered him?	¿Ustedes saben quién lo asesinó?
formal	 	And they will draw the only possible conclusion: the unfortunate man leaped from the roof above you. - They will know it's suicide because that envelope you hand him... will contain not money, Mr. Crabtree... but a typed note explaining why he took his own life. - You have until tomorrow morning to decide. - If you carry out this assignment, I shall mail the money to your home. - If you do not... you will never see or hear of me again.	Of course, your salary will automatically cease.	Por supuesto, dejará de recibir su salario automáticamente.
formal	 	Ah, merci beaucoup. - I hope you enjoyed your stay. - Yes, indeed. - Gentlemen. - hastings:	There's something about you here, Japp.	Aquí dice algo de usted, Japp.
formal	 	Yes, Hassan. - You saw the aircraft depart, huh? - But it departed without me, at the suggestion of my friend, Lieutenant Columbo. - A helicopter brought me back here ahead of you. - By tomorrow, Salah, you will be in Suari and subject to Suarian justice.	You wanted to arrest me earlier, Lieutenant.	Usted me quería arrestar desde antes, teniente.
formal	 	This way, sir. - Thank you for your co-operation. - You have yourselves a nice day, now. - Make yourself comfortable, Mr Smash. - We have a short drive ahead of us.	Is there anything we can do for you, sir?	Hay algo que pueda Hacer por usted, señor?
formal	 	He never really accepted Jesus. - If he has any faith at all, we could use it. - Poor Peter! - We're asking everyone, well... to pray for a miracle, that Peter will be released. - Aah, Forgive me for saying it, but I don't think our prayers will do any good.	Do you believe God has the power to work miracles?	¿Cree usted que Dios tiene el poder de obrar milagros?
formal	 	You're not. - Something wrong? - Yes, I think Captain Kass represents a danger for this mission. - This isn't Orange, but Special Missions. - Captain Kass has volunteered.	Her record shows she can work with you to pull this off.	Su historial demuestra que puede trabajar con ustedes para cumplir con la misión.
formal	 	Leave it alone. - Martha, step back. - You're in the picture. - Very good. - Now smile.	Yeah, you.	Usted.
formal	 	She's ten years old. - She lives here with you? - Well, I, uh, share custody with their mom, so half the time they live here-- half the time. - Where's the mother? - I guess she's home.	But she's aware that your daughter's missing?	Pero, ¿sí está enterada de la desaparición de su hija?
formal	 	Start! - Five, Four, Three, - One! - Success! - Jan Di, a present.	Now, you guys have to listen to my wish.	Ahora, ustedes tienen que escuchar mi deseo.
formal	 	Find out? - That your loving husband was murdering women who looked just like you? - I told you, my husband didn't do those things. - He removed the toes from their left feet. - We think that you know why.	You mind taking off your shoe and showing us your left foot?	¿Le importaría quitarse el zapato y mostrarnos su pie?
formal	 	But you have no guarantee that I won't blackmail you... or, better than that, go to the police. - Right now, I mean. - If I told them the proposition you gave me-- - My dear Mr. Crabtree, what could you possibly tell them? - You don't know who I am or where I come from.	As far as you're concerned, I don't even exist.	Para usted, yo ni siquiera existo.
formal	 	Well, paint me intrigued, Pip. - I'm on my way. - So let me get this straight. - I'm gonna O.D. On nail polish... and lan is gonna be embarrassed to death? - You saw what happened to Wendy, right? What's happened to the others?	I mean, you just saw their pictures.	Vieron sus fotos.
formal	 	Mm. Went back to school, huh? - No. I think a relative was ill. - That's, uh- - That's what I wanted to talk to you about, Doc. - Uh, I got a letter from his aunt. - She hasn't heard from him for a couple of months and she's kinda worried.	I went over to the school to check out the records and... nobody over there seen or heard from him since he came to work for you.	Fui a la universidad a comprobar su expediente... pero nadie lo ha visto desde que vino a trabajar para Ud.
formal	 	I believe we've acquitted ourselves with honour. - On that score, I stand by the record. - This is the Asgard planet Othala in the galaxy of Ida. - Why did I come here? - The ancients moved on from our region of space long ago.	But your subconscious mind used their knowledge to find us here, where you could get help.	Su mente usó el conocimiento de ellos para encontrarnos aquí donde podía recibir ayuda.
formal	 	Nadir - Can you wake up? - I'm worried about Sumbul He's disappeared - Halit is over there - Halit	You're looking for me?	¿Usted me anda buscando?
formal	 	"Who else should we go to?" - To the whore house! - - The crime movies are better! - I didn't make those crime movies for a moron like you, idiot! - For the love of God...	What do you know about God?	¿ Que saben ustedes sobre Dios?
formal	 	All right, calm down. - Nothing's different. - Lloyd, listen to me. - Everything has changed. - You've had sex.	Nothing will ever be the same between you two.	Nunca nada será lo mismo entre ustedes dos.
formal	 	Yes. - And what else have i told you? - That i'm just like you. - Correct. - Now eat.	In your presence, my lord, i cannot eat.	En su presencia, mi señor, no puedo comer.
formal	 	- Forever? - - This is Villa. - Hold the thought for... - Wow. - You hear what she said?	Villa, got a woman here who says she wants to talk to you.	Villa, tiene una mujer aquí que dice que quiere hablar con usted.
formal	 	- Why? 'Cause I think of myself first? - Uh, it's called being an American. - I get it, Joan! - You don't want a middle seat! - Nobody wants a middle seat!	Well, maybe your mom shouldn't have died on a Thursday.	Tal vez su madre no debió morir en jueves.
formal	 	Are you happy? - The mad wheel. - Nicola and I were used to make our own wheel with that. - We wanted to make a dough better than Cavalieri's But we never succeeded. - You never meet Nicola.	Your brother in law?	¿Su cuñado?
formal	 	Give me a minute. Can't a man take off his pants? - Have you been smoking? - - A cigar? - - Two! - With some low-end cognac.	Your dad turned my discount furniture store into the Copacabana.	Su padre se volvió mis muebles de descuento almacenar en el Copacabana.
formal	 	Sorry, I cannot tell you. - Why not? - I don't want to tell you my real name. - Give me back the money, then. - But I need the money.	You can take off your clothes in front of strangers, but you can't tell me your real name?	Puede quitarse la ropa delante de extraños, pero usted no me puede decir su verdadero nombre?
formal	 	The Paloma was his thought. - He read of its arrival in the papers and remembered he had heard in Hong Kong that Jacoby and Miss O'Shaughnessy were seen together.... - Well, sir, he saw that notice and putting two and two together guessed the truth. - She had given the bird to Jacoby to bring here for her. - And at that juncture you decided to slip me a Mickey.	There's no place for you in our plan, sir.	Usted no cabe en nuestro plan, señor.
formal	 	They are tied on Earth and the skin is removed you? - Man has three layers of skin, it takes so little. - The time here is like paradise to you occur. - I assume you will not survive the . - Their torture chambers are up to date	And your wife and children are also off.	Y su esposa y sus hijos son también fuera.
formal	 	I've decided, and I want to be with you. - What, now? - Or...? - Both. - Amen.	We honor your husband for all he has done for this agency and for this great country.	Honramos a su marido por todo lo que ha hecho por esta agencia y por este gran país.
formal	 	I think he took the bait. - Good work. - You're sure this whole plan is gonna work, right? - Men like my son and the governor have a lust for control. - I think it's time to remind them exactly who is in control.	- Your coffee, sir.	- Su café, señor.
formal	 	I'm sure you understand; it is not compatible with our position for my wife to accept from you so precious a gift - Mind you, I don't know to what extent she confides in you - Perhaps she did not tell you that they were my present to her the day after our wedding - I wish neither to play the innocent nor close my eyes to the matter - So I suggest and I hope you'll agree that you send these earrings to my jeweller and tell him what to charge me for them	General, your wife has fainted	General, ¡su mujer se ha desmayado!
formal	 	I couldn't let that happen. - He was diseased. - Wasn't a problem for me. - But my sister deserved better. - So you killed him?	Did you see his body?	- ¿Vio su cuerpo?
formal	 	Woman: - We've heard enough. - This board is more than convinced that your deviant behavior clouded your judgment, Mr. Infeld. - I agree, Your Honor. - Wholeheartedly agree.	After you seek the appropriate professional help, we will reinstate you.	Después de que usted busque lo Asigne ayuda del profesional, Le reincorporaremos.
formal	 	Didn't he! - Mr. MurIi. - The dean... come quick! - "Don't protect him, Matron, this is wrong." - I know who was responsible for last night.	"You have ten minutes to either write a complaint against MurIi Prasad,..." or write your resignation letters.	Tienen diez minutos... para que escriban una queja contra Murli Prasad... o escriban su carta de renuncia.
formal	 	Where are you going? - New York, Miami, Irkutsk, anyplace you'd like to go. - I flew in from New York for some party. - I stayed about a half an hour and I'd had it. - I don't like parties.	So you just put on your Superman suit and fly away home.	Así que se pone su traje de Superman y vuelve a casa volando.
formal	 	No further questions. - Mr. Cole, you conned Victor into working with you. - No, no, he knew what he was doing. - Well, you knew he had a sick child, and you played on that, correct? - I guess.	Your girlfriend Nina Lange was at your condominium the night Victor Burke died.	Su novia, Nina Lange, estaba en su departamento la noche que Victor Burke murió.
formal	 	I heard there were witnesses. Did you see anything? - I, uh... - No. - Are you... are you hungry? - I could heat up some frozen dinners.	But your window is... it looks right out onto the courtyard.	Pero su ventana da al patio trasero.
formal	 	Add another $100. - Hey! - I'm taking her with me tonight. - Hey, so where are we going? - I just want to buy you a night of freedom, you may go now.	No, I cannot go, I can massage you.	No, no puedo ir, puedo dar masajes a usted.
formal	 	Felt a bit dead out there, to be honest. - Like there was nothing at stake. - Whereas here... - You're involved. - Exactly.	Mr Powell, telephone call for you.	Señor Powell, una llamada para usted.
formal	 	And you do what there? - I am a UAV operator. - I read and react to real-time on-the-ground alterations as detected by the UAV sensors and control the Predator targeting systems. - The missiles? - Yes, ma'am.	Your commanding officer accuses you of inaccurate and unprofessional reporting as to the presence of 12 unarmed civilians, resulting in their deaths.	Su superior le acusa de informes inexactos y no profesionales de la presencia de 12 civiles desarmados, y del resultado de sus muertes.
formal	 	Do they refuse to march? - I don't think it's right for them to have to take on such a risky expedition with the unit in such bad condition. - - You think we could hold out here for another 12 hours? - Find me 5 volunteers, I'll go and see what it is we're dealing with. - You are to wait for me here for 12 hours.	If this man is telling the truth I will send you a rider and you are to move the company to my location.	Si este hombre ha dicho la verdad, le mandaré un mensajero y usted saldrá en mi busca con la compañía.
formal	 	Than Thomas. - Yes. - Less intelligent. - Yes. - Is that a word you would use about Thomas?	It's your word.	- Son sus palabras.
formal	 	Besides, you're not getting a Medal of Valor for your performance. - Aah. Unbelievable... Carter. - What the hell do you think, Jack? - No. - I mean, I suspected she was hiding something, but not this.	- You?	- Usted?
formal	 	Hey. - Can I see your license and registration? - Will that work? - I'm on the job. Oh. - Evening, Detective.	Good evening to you, too.	Buenas noches a usted también.
formal	 	- All right, there, Dan? - - All right, Jim. - - Hands out, please. - - Stop fucking about... - Look here, don't you use that language in here.	If you're gonna talk like that, make your own suit.	Si piensa hablar así, hágase su propio traje.
formal	 	Morning, sir. - - Good morning, Mr. President. - Morning. - - How are you feeling? - - Unemployed. - Lot of that going around the building.	Dr. McNally is waiting to give you your security briefing.	La Dr. McNally le espera para su informe de seguridad.
formal	 	Hey, hurry up! - Perce, check this out, man. - You're on TV. - ...surrounding the missing boy, Percy Jackson, and his mother, Sally Ugliano. - But their relatives have some interesting theories.	So, Mr. Ugliano, talk to me about your son, Percy Jackson.	Sr. Ugliano, hábleme de su hijo, Percy Jackson.
formal	 	Woman: - Mark Johnson on two. - Mark, we have some outstanding news for you. - You don't have to pay the fine and the misdemeanor charge was dropped. - Mark:	Oh, thanks, you guys.	Oh, gracias, usted los amigos.
formal	 	Take a seat. - So. Tell me a little about yourself. - Er. Well, we met, obviously, you remember me from the, erm... - From the fucking my husband? - Yes.	No, I was thinking more why I should pick you to help me launch a literary press which is going to be so highbrow the readers are going to resemble Dan Ackroyd's famous 'Coneheads'?	Estaba pensando más bien en por qué debería escogerte para ayudarme a lanzar una editorial literaria que habrá que leer con la ceja tan levantada que sus lectores van a parecer los Caraconos de Dan Ackroyd.
formal	 	The witness will answer the question. - Of course not. - Your Honor, these photographs were previously entered into evidence. - Permission to publish? - Granted.	Could you, uh, tell the jury... what's going on in this picture?	¿Podría usted... decirle al jurado... lo que está pasando en esta foto?
formal	 	But I am not! - I will offer you 10,000 crowns. - It's not a question of money. - 20,000! - 30,000!	Whatever you may desire.	Lo que usted desee.
formal	 	No further questions. - Cross? - Thank you, Your Honor. - Mr. Middlebrook, I caution you one more time against defending yourself. - Are you sure you want to continue without an attorney?	Judge... I done spent more time in courtrooms than this here legal secretary you assigned to baby- sit me.	Su Señoría, he pasado más tiempo en los tribunales que esa secretaria que me puso para que me cuidara.
formal	 	Don't forget that Gertrude is still a child. - I will not let you take advantage of her innocence and disability. - I have to take care of Gertrude. - I'd rather see you leaving this house, to prevent you from hurting her. - So, i'm asking you to go with the Casteran tomorrow.	But father, i respect Gertrude just like you do.	Padre, respeto a Gertrude igual que usted.
formal	 	You'll keep this director? - It may be expensive. - I've seen him continue shooting when it was completely dark. - Maybe you should try to finish it with another director. - This director has worked so much on this film that we don't want to risk taking another one.	The result perhaps won't meet your expectations.	Puede suceder que el resultado no satisfaga sus expectativas.
formal	 	What's wrong? - It's exactly what you told us earlier... - Sir, he's been spotted. - By the Eisenbart military camp, near Kronn. - I'm on my way.	Once re-elected, I won't forget you did your duty.	Una vez sea reelegido, no olvidaré que cumplió con su deber.
formal	 	So what size are you interested in? - Does it affect the price? - No, all sizes costthe same. - Please, take this. - It'll help you to understand the services that our company provides.	I think it will make your choice easier.	Creo que facilitará su decisión.
formal	 	I was about to take him out and, um, something went through him, and he was Angel again. - He didn't remember anything that he'd done. - He just held me. - But it was... it was too late and I had to. - So I told him that I loved him, then I kissed him, then I killed him.	I don't know if that helps with your spell or not, Giles.	No sé si eso le ayuda con su hechizo o no, Giles.
formal	 	Shelby's a very obliging fellow. - For some time, also, you've been withdrawing various amounts in cash. - Sometimes 1,500. - Sometimes 1,700 at a clip. - Yes. I needed that money.	The day you took out $1,500, Mr. Carpenter deposited 1,350.	El día que usted retiró 1.500 dólares, el señor Carpenter ingresó 1.350.
formal	 	I told you to get out of here. - You, too, buddy. - Enough is enough. - Just one more. - He was like a brother to me.	I don't know what you boobies call him... but Bebe Jesus calls him one of the greats.	No sé cómo lo llamaban ustedes... pero Bebé Jesús lo llamaba uno de los grandes.
formal	 	Let me ponder. - Short in stature. Diminutive. - No, sorry. - Eft is a young newt. - They rarely put nouns on the SAT.	You knew that word, right?	Usted conocía la palabra, ¿no?
formal	 	(Dan) So how do layoffs and bottom line thinking fit into that? - Dan Foreman. - Sports America. - You ask some excellent questions. - I'm glad you asked them.	And I'm leaving it to you, to all of you, to answer them.	Y voy a dejar que ustedes todos ustedes, las contesten.
formal	 	An unknown girl whom I'd never met before, was giving me... the biggest news of my life. - She very simply told me that... - Zaara is in love with you and she's about to get married - Come to Lahore, take Zaara away - She'll never be able to take this step all by herself	She says that you can give your life for her	Ella dice que usted puede dar su vida para ella
formal	 	We compete for everything: - Power, fame, women. - Everything we desire. - And it is our nature to win. - For proof, I offer you our exploration of this galaxy.	We are aware of your competitive abilities, captain.	Sabemos de sus habilidades competitivas, Capitán.
formal	 	- Lieutenant Drebin. - - Mr Drebin. - The feeling is mutual. - I know this is trying, but we've got to ask you a few questions. - By all means.	Could you tell me, did your daughter receive any threats - on her safety recently?	¿Podría decirme si su hija recibió alguna amenaza recientemente?
formal	 	Because I wouldn't prostrate myself before Lord Yommaraj - All those who refused to grovel to him were dismissed from service - And now you wish to serve the Prince? - To Prince Tien I can submit willingly without a moment's hesitation - An heir to the throne is born!	Your Highness now has a brother	Su Alteza tiene ahora un hermano.
formal	 	Somebody untie this boy, goddammit! - Mr Smash, I would Iike to formally request... ..that you accompany us to a place where your unique gifts... ..are very much needed at this present moment in time. - AII right, then! - (shouts) Let's move out! - This way, sir.	Thank you for your co-operation.	Gracias por su cooperación.
formal	 	There's surprisingly little to betray. - He doesn't want to chop you down. - He admires you very much. - Does he? - That's awfully good of him.	He wishes you valued him more.	Desearía que le valorara usted más.
formal	 	All right, call Gabriel - No call him i don't have enough time. - They probably seen we lied don't you think ? - What's next ? - Hello.	May i help you ?	¿Puedo hacer algo por ustedes?
formal	 	I promise you. - One day, you'll be watching these men on ESPN. - - How you feeling? Oh, peachy. - Nothing broken. - [Slaps Back]	So, all this was your brainchild, Mr.--	Así que todo esto ha sido su idea, Sr...
formal	 	Do order anything you like. - Don't let me put you off. - After passing these wretched people in the streets, - I have very little appetite this evening, so just a little soup and some bread for me, please. - And some water.	Thank you, Your Majesty.	Gracias, Su Majestad.
formal	 	You can't stand out in that crowd of harlots. - You stand out. - You must run into somebody downtown. - I get on the train and it's just us... and then it gets thinner and thinner until about 72nd. - Sometimes it's just me and this old shoeshine-- and he won't even look at me.	Bea Carter says her son Anthony ran into you.	Bea Carter dice que su hijo Anthony se encontró casualmente contigo.
formal	 	Oh, the garden party at Hanbury Court. - We all are. - Are you going? - Most certainly. - On the day itself, all riders and carriages meet by the heath at noon.	It is always done so, and I am sure you'd be welcome to follow the party.	Siempre se ha hecho, y seguro que será usted bien recibido en la comitiva.
formal	 	Give us a few minutes to discuss it. - I'll be right back. - Good job. - Thanks, man. - You got it.	John Ross told me you tried to give us a heads up about your father and Alison.	John Ross me dijo que trató de darnos una mano a mano acerca de su padre y Alison.
formal	 	I did it to save him. - Oh, my dear. - What a charming tableau. - - Sir Robert? - - Yes?	Krull informs me a dog survived your injection.	Krull me informa que un perro ha sobrevivido a su inyección.
formal	 	That's your duty to understand the sensitivity of this bond to spread happiness in good times and bad... to strengthen the bonds of every relationship - And no matter what, safeguard their honour as well as ours - Any small mistake on your part can destroy everything - I hope you understand what I'm saying - Yes	Do you have anything to say?	¿ Usted tiene que decir algo?
formal	 	So soon? - At twenty? - We'll have all the longer to be happy - I thought of you all night, I didn't sleep a wink - I'll never let you go again You're mine, no matter what	I'm trying to understand your feelings	Estoy tratando de comprender sus sentimientos.
formal	 	- I forbid her to answer - - Very prudent - - I'm an old hand - Naturally she believed Gilbert, or she wouldn't be here - That proves her credulity, not that Gilbert was sincere	A question for your client although I know she won't answer	Una pregunta para su cliente aunque se que no contestará.
formal	 	There's nothing you could have done. - But you're get him out, right? - We're doing everything we can. - Okay? Come on. - MAN: Homeless guy found her.	When I got your APB on Sol Flores, I saw the description matched.	Cuando tuve su APB de Sol Flores, vi que la descripción coincidía.
formal	 	The traffic was fucked. - - It was unbelievable. - - Yeah, huh? - Whew! So I brought that kid with me tonight... - Dylan.	I figured you guys could have a little chat.	Pensé que ustedes podrían tener una pequeña charla.
formal	 	Hello. - Welcome to Siripanna. - I have a reservation. - Let me see your passport, please. - Thank you.	Enjoy your tea.	Disfrute de su té.
formal	 	"We have an arrest warrant for him for seducing the people. Everyone who listens to him and follows him will be sent to prison." - Sharp words are exchanged. - Stones are picked up. - The police use tear gas to disperse the masses. - Jesus calls out,	"Whom amongst you not only has a big mouth but also truly is without sin shall fight!	"¡Aquellos que entre ustedes no sólo hablan demás sino que no tienen pecados .... pelearán!
formal	 	After we shut down their operation they continued to steal from an off-world base. - What are they doing? - Taking back what's rightfully theirs, I guess. - Listen up, all of you. - You've got two choices here. As soon as they stop taking stuff, they'll start taking people.	Now, you can go with the Asgard, or you can follow me. lt's your choice.	Puden ir con los Asgard o venir conmigo, ustedes eligen.
formal	 	P-R-A-N. He disappeared in Phnom Penh in 1975. - Any information you can give. - Well, we're hoping for any information at all. - He was last seen in '75. Can you get me that number again? In April 1975. - Pran is a resourceful man. He will wait until he knows that it's safe and then he'll make his move.	Thank you for coming and taking care of her and her family.	Le agradece que haya venido... y que cuide de ella y de su familia.
formal	 	Sam's care as a father had served you well, but you'd outgrown him. - A-and I knew that... eventually my life would jeopardize yours. - So, in an admittedly presumptuous and ultimately futile effort to keep you safe, I hired Tom simply to be there as a friend of a friend to look after you from an arm's length. - When I learned that your relationship had become intimate, I fired him. - I should've removed him, but you were already in love with him.	And Tom, he shifted his allegiance to Berlin in part to protect himself from me, but also because it allowed for an inextricable intimacy and commitment to you.	Y Tom, él cambió su lealtad hacia Berlín en parte para protegerse de mí, pero también porque le permitió una intimidad y compromiso inextricables contigo.
formal	 	"Obscurity." - You're a genius! - "The bigger it is, the less you see it." - Solution: obscurity. - Marvelous.	Did you make that riddle up?	Usted invento ese acertijo?
formal	 	Dr. Hill, hi. - - The faculty told me you'd be here. - - Yes, every Thursday. - - It's in the door. - Yes. I must have -- yes.	Uh, I need to talk to you.	Necesito hablar con usted.
formal	 	Don´t say ""sock,"" darling. - ""Strike"" is quite an ugly enough word. - Who do they think they are, barging in on peaceful people? - -They´ll think you don´t want them. - -l want them out, and you too!	Yes, your majesty.	Sí, su Majestad.
formal	 	- Bobby's boat. - - I don't have Bobby's boat. - - So you sold it? - - Who'd you sell it to? - - I never had it. - Then why'd you run?	- You were chasing me.	- Ustedes me perseguían.
formal	 	- I know what it looks like. - - So do we. - - You're barking up the wrong tree. - Really? - So which tree should we be barking up?	Your brother's?	¿En lo de su hermano?
formal	 	You were right. - The whole speech was on the recorder. - The last tape-- - I think you should listen to it. - Sounds important.	Judge for yourself.	- Júzguela usted mismo.
formal	 	I can't say. - I'm working for a New York lawyer. - Name? - - Come on, man! - Winesap!	You want his number, his address?	¿ Quiere su número, su dirección?
formal	 	My son needs a wife, otherwise the farm cannot be maintained. - In a few years, your little sister is ready, too, ...for my Flori. - Think about your little sister. - She needs a real family again. - I want to see her.	I like that, how you take care of your sister.	Me gusta eso, cómo cuida de su hermana.
formal	 	What do you think about that? - I think that affects Harvey's salary more than anyone else's. - Would it? - - Hadn't realized. - - Bullshit.	You're using your position to take on Harvey.	Usted está utilizando su posición para asumir Harvey.
formal	 	Never forget, I am the fastest man alive. - - He's killing him. - - Barry. - You're next. - Barry.	Look at your hero.	Miren a su héroe.
formal	 	I'll be back by New Year's Day. - He won't last that long, I'm afraid. - Forgive me if I'm casting a gloom. - Don't be silly. - We're all under the shadow of Bates's trial.	Will any of you have to testify?	¿Alguno de ustedes deberá testificar?
