formality	src	src_ctx	trg
formal	 	Oh, for goodness' sake! - We're going to hibernate with them, me and Tony. - Doctor, you must go! - All the time in the world. - But...	Nasreen... you...	- Nasreen, Sie...
formal	 	But I wanted to get your professional opinion on these. - Well, they're made of the cheapest pig iron I've ever seen. - And if the goal is to get as much silver out of the mines as quickly as possible, you'll never reach your quota. - So you understand my problem. - Can you help us?	I can fill your pockets with silver.	Ich kann Ihre Taschen mit Silber füllen.
formal	 	You love him, don't you, Kid? - - Yes, I guess I do. - - Why can't I love him the way you do? - Why couldn't I sneer when he tries to kill himself, feel proud when he doesn't? - Why couldn't I meet him when he gets back?	What do you do when he doesn't come back when you expect him to?	Was machen Sie, wenn er nicht wie erwartet zurückkehrt?
formal	 	Yeah, well, it's not just about the Ripper, is it, Mr. Hunter? - And that's not why you're here, is it? Not really.	What do you mean?	Was meinen Sie damit?
formal	 	And that fear will create a beautiful future. - A world without conflict. - - A world of harmony. - Harmony. - Exactly! - So why do you wish to stop me?	Because I want my life back and you don't have the right.	Ich will mein Leben zurück, und Sie haben nicht das Recht.
formal	 	Imagine a man whose net worth is in excess of $20 billion dollars... and that the same man is currently the third richest man on the planet... superseded only by Mr. Albert Chow of Hong Kong... and Elena Pappas of Athens, Greece. - And when I say currently, I really mean temporarily. - And that the same man... has an additional annual income of over $2 billion... which is approximately $200 million a month, $7 million a day... $300,000 an hour, $5,000 a minute. - How long have we been talking, Max? - That man is me.	I hope you see my point.	Ich hoffe, Sie verstehen, was ich meine.
formal	 	This school was founded in 1829 by Benjamin Corey, one of the descendants of Giles and Martha Corey, who were both executed in Salem in 1692 as part of the Salem Witch Trials. - There are some students who believe that Benjamin started a secret society called The Circle. - A secret society which advanced his ancestors' teachings among the privileged few. - What do you think? - The school has never officially acknowledged the existence of secret societies.	But you as a former student...	Aber Sie als ehemalige Schülerin...
formal	 	I don't know anything about any murders! - Then I'm done talking to you. - Rolex gives you possession of stolen property. - You could at least charge him with that. - As far as accessory to murder goes...	You got nothing.	Haben Sie nichts.
formal	 	My' how I have missed you. - You are exquisite. - Senator Corvus, I don't know what to say. For me? - How kind. - You two have met?	Severus, you're still here.	- Severus, Ihr seid noch hier?
formal	 	I have to do a book report. - And I wanna do it on your book because I wanna be an agent too. - Oh, well, good for you. - Thank you, Priscilla. - - Hi.	Your name is?	Und Sie heißen?
formal	 	Snap it up. - [Quiz Master] Mr. Fauncewater is a burglar by trade, but in this case, his crime was not burglary. - - The answer is no. - [Laughing] - One down, nine to go. - Miss Birdwell?	If your crime wasn't robbery, did you...	Wenn Ihr Verbrechen nicht Diebstahl war, haben Sie dann...
formal	 	I found an unsigned document. - It was given a level of security higher than all the others. - They found out that one of their welders at their nuclear plant had links to an environmentalist group. - And I also found this photo of Ibrahimi with this unknown man. - But if Ibrahimi was a mole, his death may be suspicious.	- You think that Mickelsen...	- Sie glauben, dass Mickelsen...
formal	 	I approached Mike Ross to work with me this morning. - And by the way, he spat in my face. - Jessica... you made your point and I heard you. - If you're just gonna fire me anyway, why give me the chance in the first place? - A joke?	Uh, do you hear me laughing?	Hören Sie mich lachen?
formal	 	Me underwear's on fire! - I'm on fire! - Oh, yeah. - And now, Eugene Krabs, you will... - Wait.	I'm flattered you would do this on my account, but being manager isn't worth killing Mr. Krabs over.	Ich bin geschmeichelt, dass Ihr das meinetwegen tun würdet, aber der Managerposten ist es nicht wert, Mr. Krabs zu töten.
formal	 	- For example, what if he were adopted by uh, well, you know, - wolves? - Wolves would probably eat him alive. - - Which is something I would never do. - - Right. No, of course not.	Adrian, I know you don't want to hear this.	Adrian, es ist mir klar, dass Sie das nicht hören wollen...
formal	 	Is that our men? Why have they stopped? - Why have you stopped? Why aren't you still chasing them? - Have you lost your senses? - Do you want to be stripped of your rank? - Do you want to be thrown into the dungeon?	Do you want to dance?	Wollen Sie tanzen?
formal	 	Bianca. - Bianca, darling. - I have been waiting hours. - - Oh, really? - How nice.	- Are you busy now?	- Sind Sie beschäftigt?
formal	 	No infiltrates or alveolar hemorrhage. - Maggie, i'm gonna remove the scope. - I need you to cough for me, okay? A little harder. - Great. - Maggie, open your eyes.	Why aren't you saying anything?	Warum sagen Sie nichts?
formal	 	I'm not a part of the White House. - Doesn't even have to be a quote, just something... that I can paraphrase, like, - "According to someone close to the administration..." - - Doesn't have to be on the record. - - I'm not commenting on the book.	Tom, you got access no one else has.	Tom, Sie haben Zugang wie sonst niemand.
formal	 	387 that need to be pared down to a final crew of 20. - Maybe I'll just evaluate the tech side while you ask the questions. - Splendid idea. - Dr. Fargo, you're looking rather dapper today. - - Parrish, that was...	- The tie you've picked out almost makes your head look normal-sized.	- Die Krawatte, die sie ausgesucht haben,... lässt Ihren Kopf fast in normaler Größe aussehen.
formal	 	- Yes, how do you know? - Just intuition! - (loud whirring) - (woman) Bertrand, telephone! - Your insurance agent.	Did you find the owner?	Haben Sie die Besitzerin gefunden?
formal	 	But... we know it was a test run, to see if there was any demand. - And after three months we were either going professional or giving the whole thing up. - We're going professional. - Oh, I'm delighted. - And please tell whoever it is that I'm around to impart what little wisdom I...	Evelyn, we want to employ you.	Evelyn, wir möchten Sie einstellen.
formal	 	Isn't that the very best reason to speak with you? - - I'd like to begin recording. - - By all means. - A number of political analysts predict that the House Judiciary Committee will commence with hearings on articles of impeachment. - Let's just stop right there.	So these analysts you speak of, they're making predictions prior to Dunbar's report even being released.	Also diese Analysten, von denen Sie sprechen, sie machen Vorhersagen über Dunbars Bericht, der noch nicht mal veröffentlich ist.
formal	 	Look at me. - Now look at you. - I never did. - I got the weight on that dope, finally. Thanks. - That's all there was?	I'll double check it if you want.	Ich kann es noch mal wiegen, wenn Sie wollen.
formal	 	His bedroom faces the house and he's got a scope. - I didn't spy on them or anything. - I'm sure you didn't, Mr Henderson. - A lot of women came up. - Men, too.	How many different women you see over there?	Wie viele Frauen haben Sie da drüben gesehen?
formal	 	- Hello. - - (woman) It's your wake-up call. - It's 7 am. - Thank you. - Oh, don't hang up.	- It's you.	- Sie sind es.
formal	 	You're out of time, Londo. - Turn around. - I can't. - I don't know what he wants from me. - Yes, you do.	The thing that has eaten away at your heart... until it could not endure the pain a moment longer.	Das Ding hat Ihr Herz zerfressen, bis es den Schmerz nicht länger ertragen konnte.
formal	 	Is this Mr. Black's fantasy? Another one of his whoppers? - Aren't you sick of this asshole lurking around? - Nobody knows who he is. - But one thing everybody does know, he somehow got your ear and has been pouring poison into it ever since. - You're the poison, Drew.	You've operated behind the scenes to suborn the trust of a man... who has stamped you with his imprimatur of class, elegance and stature.	Sie haben das Vertrauen eines Mannes missbraucht, dessen Kraft, Format und Eleganz Sie alles verdanken.
formal	 	- Do you have a photo? - Your spies haven't come up with anything, then? - Oh, what spies? - You know I never listen to gossip. - But Chéri said to me this morning, just as I...	He knew you were coming? Of course.	Weiß er, dass Sie mich besuchen?
formal	 	They catch you with me, you're back in uniform if you're lucky. - They catch me with you, I'll say I'm bringing you in. I get promoted and luck has nothing to do with it. - Fair enough. - Fair enough. - Disposable phone.	Who are you calling?	Wen rufen Sie an?
formal	 	- It's just that the last time this was here it was being signed. - - Ben, there's another tour coming. - - Turn it over. - - Careful. - - Spectacles.	What do you see?	Was sehen Sie?
formal	 	As long as you're passing out these answers... - Why did I follow you? - I knew you were headed for trouble. - So you're the Good Samaritan. - Oh, no, you will get a bill.	I sure am glad you were there to take care of business.	Jedenfalls bin ich froh, dass Sie sich der Sache angenommen haben.
formal	 	- I've been waiting for this call for a while. - - Ari Gold! - - Jerry, how the hell are you? - I'm well. - You're a persistent fella. I haven't gotten to where I am by giving up easily.	You know, either you or your staff have called me 25 times this week.	Entweder Sie oder Ihr Team haben mich 25 Mal diese Woche angerufen.
formal	 	You're asking as a friend, or as an enemy? - I don't think a painter has enemies. - Except for his bad paintings. - What should I think you mean? - Think what you want.	I will always admire you, but... I feel sorry for you, too.	Ich werde Sie immer bewundern, aber... ich bedauere Sie auch.
formal	 	Do you really think that she'll give me safe passage if I make restitution? - If that's what she promised you. Then what? - I have never done anything else. - Captain Janeway let Seven of Nine remain on board, and she was Borg. - Are you saying she'd do the same thing for me? I'd be willing to talk to her.	I cheated you.	- Ich rede gerne mal mit ihr. Ich habe Sie betrogen.
formal	 	This cottage is one of the few things that still connects me to the life that I lost the weekend that I met you. - I hand-picked nearly every piece of decor in this place. - And your taste is impeccable, which is exactly why I paid double the asking price-- to make sure it came fully furnished. - I'm contesting the sale. - I was technically on the deed, and in spite of what you stumbled on to between me and Conrad at the Southfork Inn, My ex-husband had no legal right to sell.	I'm sorry for what happened to you, Lydia.	Es tut mir leid, was Sie erlebt haben, Lydia.
formal	 	To protect herself from what? - Exposure, assassination. - You see, Mr. Thornhill, she's.... - She's one of our agents. - Oh, no!	I know you didn't mean it but I'm afraid you have put her in an extremely dangerous situation.	Sie wollten es nicht, aber ich fürchte, Sie haben sie in eine äußerst gefährliche Lage gebracht.
formal	 	I'm sure any book you wrote would do ten times what mine do. - Not as much as Scorpio. - As any I've written since. - I read it in college. - Did it change your life?	That's what you hear all day long, isn't it?	So etwas bekommen Sie den ganzen Tag zu hören, nicht wahr?
formal	 	- Sorry. - - It's okay. - Keep going up. - Just wait, Harry. - McLeod will calm down. Don't show up for a few days.	- You're throwing me out?	- Ihr schmeißt mich raus? - Come on, Harry.
formal	 	Within a few seconds, he was gone again. - I don't know what to say. - You don't have to say anything. - Just listen, because there isn't much time and there's so much more for me to tell you. - I consulted with Dax, and we realized that the accident must have created some sort of subspace link between my father and myself.	That's why he always appeared somewhere near you even if you were hundreds of light years away from where the accident happened.	Deshalb erschien er immer irgendwo in Ihrer Nähe, auch wenn Sie Lichtjahre vom Unfallort entfernt waren.
formal	 	I'm sorry. - Are they making people disappear? - We have to go. - Hey. - Don't die in my cab.	Thank you for your concern.	Danke für Ihre Sorge.
formal	 	I don't care how you knew all that stuff about Frank, okay? - - I told you, I'm trying to... Maybe you guys were a couple of buddies. - How about that? - - What was the matter with me? - Why didn't he love me? - I did love you. I still do.	He did love you.	- Er hat Sie geliebt.
formal	 	We only wake you up for the important meetings. - -Hello. - -Hello. - Didn't I see you at the pro shop yesterday? - I think so. I'm Patty.	Milos gave me your address.	Milos gab mir Ihre Adresse.
formal	 	- How? - - I thought you were... - - I was, but I could hear the music. - I knew the story the music was telling. - I didn't have to see you dance with my eyes.	Oh, Hans, how very dear you are, and how I love to dance it.	Ach Hans, wie lieb Sie sind, und ich tanze es so gern.
formal	 	- Well, it's the best way. - - All right, now, no coffee, no smoking, no liquor, no emotional excitement. - Well... - The way you've been abusing yourself, I know you need a lot of milk and cream. - I'll put this in the file, and we'll check on it every week.	Now, I'll go get some milk and cream, you wait here.	Ich hole Milch und Sahne und Sie warten hier.
formal	 	Come on. - Tell her. - Yeah. - Freeze! - Freeze!	- Stay where you are!	- Bleiben Sie, wo Sie sind! - Fritzi!
formal	 	If you can't fix that reactor, nobody's going home. - His quiet anger is even angrier than his loud one. - You useless blue moron. - Do you realize what you've done? - I saved millions of innocent aliens, 'cause that's what heroes do.	You failed at your evil plans, 'cause that's what villains do.	Sie haben Ihren bösen Plan vergeigt, denn das ist es was Bösewichte tun.
formal	 	- They won't let you back now. - You've nowhere to go. - I don't care. - Anywhere is better than here. - "Welcome to the Knight Bus emergency transport for the stranded witch or wizard.	My name is Stan Shunpike, and I will be your conductor for this evening."	Mein Name ist Stan Shunpike, ich bin heute Abend Ihr Fahrer."
formal	 	- Jessica, no. - You can't make me work with that man. - I can make you work with the goddamn window washers if I want to. - And if you don't do this, you might find yourself dangling 50 stories above the ground. - - Because I asked Jack to make peace, and you're the one he chose to reach out to, so you're the one to do this.	I guess I meant why don't you just fire him?	Ich schätze, ich meine, warum Sie ihn nicht einfach gefeuert haben?
formal	 	Honey, we've got to go. It's a school night. - You know what? Wait. I... - Mr. Monk, I've just got to say something, and I hope you don't think I'm out of line. - But I'm a single parent, and I can tell you it's hard. - I mean, it's wonderful...	It's just I hope you think about what you're doing.	Ich möchte nur, dass Sie wissen, was Sie tun.
formal	 	(loud whirring) - (woman) Bertrand, telephone! - Your insurance agent. - Did you find the owner? - It's not so simple. The car was rented from Midi Car.	As there is no police report, you'd have to sue Midi Car. It's not easy.	Ohne Polizeibericht müssen Sie Midi Car verklagen.
formal	 	You can't think he did it. - He's not the kind of man... - Do you know why they fought that night he ran away? - I didn't know they had a fight. - Thanks.	We'll call you when we need you.	Wir melden uns bei Ihnen, wenn wir Sie wieder brauchen.
formal	 	- The kiss. - - What? - - The kiss wasn't any good. - You shouldn't waste your time if you want to kiss me again, it won't ever work out. - - I'll always look at you as a friend. - Yeah.	Even though you can't kiss, it doesn't make any difference.	Auch wenn Sie nicht küssen können. Das macht nichts.
formal	 	This is very valuable information, Gabe. It's excellent work. - I told both of you I don't care for this. - You're going too darn far. - Thank you, Reverend Newlin. - I'll put things in motion. Thanks.	- You don't listen to me at all anymore.	Danke. Ihr hört mir nicht einmal mehr zu.
formal	 	Dorothy? No, she isn't here. - Is it something about her father? - Perhaps I can take the message. - Here she is now. - Hello.	I just wanted to relieve your mind.	Ich wollte Sie nur erleichtern.
formal	 	So tell me, Sheridan... do you ever get used to it? - - Used to what? - - Being dead. - I wasn't dead very long, but... - Well, just long enough to know I didn't like it.	You know, I have been dead many times before.	Wissen Sie, ich bin schon oft tot gewesen.
formal	 	Now, we have two other researchers that were discovered unconscious, but they're both alive over at the med center. - Did they collapse here in the lab? - No, ma'am. - Uh, Harold Coogan, 26, passed out while playing frisbee in the quad outside. And Evan Fenster, 27, passed out while driving. - He blew through a crosswalk without taking anyone else down -- thank God.	I'm assuming he's the reason you're here.	Ich gehe davon aus, dass er der Grund dafür ist, das Sie hier sind.
formal	 	Why not at work? - I need grey weather and Parisian light. - Who doesn't need it? - I'd like to ask you a question. - You said you're looking for truth in a painting... Is it always so?	You're asking as a friend, or as an enemy?	Fragen Sie mich das als Freund oder als Feind?
formal	 	Yes, I did. - I was kind of upset by the way everything was happening. - It's all right. - I don't mind. - After all the trouble I made for you, I don't blame you if you don't like me.	It isn't I don't like you, Abigail.	Es ist nicht so, dass ich Sie nicht mag, Abigail.
formal	 	What's this story about a smashed car? - Don't worry, miss. - My car is OK. It's fine. - I needed a pretext to find you. That's the truth. - There never was an accident.	Ever since I saw you in Montpellier I can't stop thinking about you.	Seit ich Sie in Montpellier sah, muss ich ständig an Sie denken.
formal	 	You're right. - I'm probably just being silly. - Sweetie, you have nothing to worry about. - Hey. - Hello.	Who are you?	Wer sind Sie?
formal	 	Am I making myself clear to you people? - Yes, boss. - You want some fast results and no bullshit. - Let me have one Chinese undercover cop and I'll penetrate these fuckers. - What are you talking about?	Have you asked your commanding officer?	Haben Sie das schon beantragt?
formal	 	But, if you are doing this, you must have your reasons. - Thanks, Catherine. - Give her my love. - Of course. - Goodbye.	Mrs. Carlier, you swear to tell the truth, and nothing but the truth, by God?	Schwören Sie die Wahrheit zu sagen und nichts als die Wahrheit?
formal	 	If the Soviets get nuclear missiles into Nicaragua, people won't be talking about the K-19s parked in our doorway much longer anyway. - Excuse me, ma'am. - What are you doing in here? - Oh, I was just going to look something up. - This area is off limits.	Would you come with us, please?	Kommen Sie bitte mit uns?
formal	 	I couldn't save Quell, I couldn't save Moorhouse. - There was a good chance that she'd die too. - At which point, I would have just... ..moved onto the next... ..and the next... until I beat it. - Sometimes, the only choices you have are bad ones. - But you still have to choose.	It's quite a vehicle you have here, Doctor.	Da haben Sie ein ganz schönes Vehikel, Doctor.
formal	 	I need you! I need you! - Don't! You're not my brother! - Stop! - What's wrong? - Can I help you?	Are you sure everything's all right?	- Sind Sie sicher, dass alles OK ist?
formal	 	You can come out of this war alive. - If I shoot you. - Not a serious wound, of course. - I'll tell the Americans I shot you to save their general from being blown up. - I will show them all the hidden explosives, the fuses.	They will take you prisoner.	Sie nehmen Sie gefangen.
formal	 	Pierre Brodsky is mentioned in your personnel file. - So, you've pilfered my personnel file. - You're not playing fairly. - Taking your file was no game, it's about human lives. - And now?	Now you're going to tell me about Pierre Brodsky.	Jetzt erzählen Sie von Brodski.
formal	 	Mr. Homn, spread it. - Knowing my daughter would be passing Betazed again, I manoeuvred a ride and here I am. - Deck eight. - I have a grown daughter. - She has a small son of her own.	Then you're married.	Also sind Sie verheiratet.
formal	 	Tell them to get me the greatest comedian in the world. - That's flattering, but I can think of greater comedians than myself. - For instance, there's, uh... - There's, um... - Oh, uh... You know, maybe you're right.	Mr. Berle, I want you to give serious consideration to my offer.	Mr. Berle, denken Sie ernsthaft über mein Angebot nach.
formal	 	- I wonder why Data's not here. - - He said he wanted to be alone. - Perhaps this is a bigger moment for him than we thought. - - What are you doing? - - Sneezing.	- Have you got a cold?	- Sind Sie erkältet?
formal	 	It's about two star-crossed lovers kept apart by a big feud. - No one knows how this feud started, but it's all quite entertaining. - Unfortunately, before we begin, there is a rather long, boring prologue, which I will read to you now. - "Two households, both alike in dignity, In fair Verona where we lay our scene, From ancient grudge break to new mutiny, - From forth the fatal loins of these two foes..."	Ah, Miss Montague, out you come to ruin my day.	Ach, Miss Montague, Sie wollen meinen Tag ruinieren.
formal	 	Sir. Congressman Gilly's wife has been calling in. - The congressman never made it home after the Wayne Foundation event. - That's a job for the police? - When you and Dent cleaned the streets, you cleaned them good. - Pretty soon we'll be chasing down, uh, overdue library books.	And yet here you are, like we're still at war.	Und doch verhalten Sie sich, als wären wir noch im Krieg.
formal	 	TV NEWS ONE Media Centre, Colombo - Just a second. - - Hello? - - Is this Miss Dilky Thenuwara? - Yeah. Who is this?	Miss Dilky, I have a sensational news story for you today.	-Miss Dilky, ich habe eine sensationelle Story für Sie.
formal	 	The celebration's off. - - Are you sure? - - Yeah. - I'm not in a Goober mood. - Okay, see you.	And here's your Triple Gooberberry Sunrise, sir.	Und hier ist Ihr dreifacher Gooberbeeren-Sunrise, Sir.
formal	 	Nowhere near. - There's a working supper... that will, I fear, last long into the night. - - I'm sorry. - - No, it's fine. - For me, this room is the height of luxury.	- Did you have a good day?	-Hatten Sie einen schönen Tag?
formal	 	You've got 36 hours to crack this bastard or you might want to think about another career. - It's Toretto, Brian. - It always has been Toretto. - Tran and Hector are.... - They're just fumes.	I know you've been lying to me.	Ich weiß, dass Sie mich angelogen haben.
formal	 	- I was leaving tonight. - And your other son? - Is he going with you? - What, Julian? - I haven't had any real contact with Julian since he left America.	But you were there last night.	Aber Sie waren dort letzte Nacht?
formal	 	Have a good time. - - Goodnight, mom. - - Goodnight. - Hello. - Can I help you with something?	We need to talk about your son.	Wir müssen über Ihren Sohn reden.
formal	 	What interests you? - Politics, the economy, culture...? - I'm interested in you. - What are you like? - Can you describe yourself?	What do you want to know?	Was interessiert Sie?
formal	 	I'm sorry, I... - Dana's missing. - Uh, c-come in. - I know it's not appropriate for me to just turn up like this. I - - I literally have nowhere else to go.	What do you mean, Dana's missing?	- Was meinen Sie damit, Dana ist verschwunden?
formal	 	Yes. - No, no. - Do as I say. - Review the merger and acquisition situation. - Mr Fall?	Consider this conversation your last chance.	Betrachten Sie dieses Gespräch als Ihre letzte Chance.
formal	 	Skids down, mag secure. - Welcome aboard, Admiral. - This is a stroke of luck like you read about. - We could use a little luck right now. - Can't argue that.	You know this Admiral Cain?	- Kennen Sie Admiral Cain?
formal	 	Give him what he wants. - Now. - And get some results. - That's it. - Nobody does what you did in here. Nobody.	- Are you sure about this?	- Sind Sie sicher?
formal	 	Stock prices over the ticker, racing results by wire. - Soon radio, I'm told, will transmit news stories within minutes of their occurrence. - It's the age of information. - And a businessman lives and sometimes dies on its value. - Do you know why I'm a successful gambler, Mr. Doyle?	'Cause you're lucky?	Weil Sie Glück haben?
formal	 	And then she laughed. - She laughed. - Why don't you put down your gun. Surrender and I promise you you'II be training with the men in the morning. - Army ain't gonna let you keep that promise. - Oh, yes, they will.	They need me, and I got news for you:	Sie brauchen mich, und ich habe eine Nachricht für Sie:
formal	 	Who? - Ernesto Martel. I know his granddaughter. - So he's dead... - Yes. - Did you know him?	What interests you?	Wofür interessieren Sie sich?
formal	 	You're a cynical son of a bitch, man. - Yeah, that's why we're friends. - Governor, Mr Corelli. - Morning, sir. - David.	Good to see you.	Schön, Sie zu sehen.
formal	 	- Thanks. - Sorry. Was I staring? - Yes. - Oh, I do that sometimes. - Now it's awkward.	What can I do for you, Holly?	Was kann ich für Sie tun, Holly?
formal	 	I may blow up the other half before I'm through. - You represent the U.S. government, you don't do things that way. - Somebody is trying pretty hard to kill this black lady. - I don't know if it's Chen or somebody who's trying to keep me from him but you can bet your ass I'm gonna find out. - Ain't nobody gonna stop me.	Now, Cleo, I am warning you.	Cleo, ich warne Sie.
formal	 	I was pretty toasted. - Is that what's happening here? - Are you getting toasted again? - - Do you have a bottle hiding somewhere? - - No! Of course not.	'Cause I'm there for you.	Ich bin für Sie da.
formal	 	The Gong Show. I love that show. - Thanks. - Hi. - I thought that was you. - It's me.	Well, I'm glad to meet you.	Nett, Sie kennen zu lernen.
formal	 	It does not. Unfortunately. It's the knowledge they accumulated. - Actually, I am deficient in basic human information. - Sneezing, for example. - Approaching close parking orbit. - Assemble your away party, Commander.	This must be exciting for you.	Das muss für Sie aufregend sein.
formal	 	I hope you didn't find me presumptuous. - But I wanted to get your professional opinion on these. - Well, they're made of the cheapest pig iron I've ever seen. - And if the goal is to get as much silver out of the mines as quickly as possible, you'll never reach your quota. - So you understand my problem.	Can you help us?	Können Sie uns helfen?
formal	 	That's the name of her late husband. - Her maiden name was Frolovskaya. - Are you sure there hasn't been a mistake? - This is a great deal of money. - This is the reason Nadezhda Filaretovna preferred not to mail it but ask me to deliver it in person.	Believe me, it's not simply a whim of a rich patroness, but the appreciation of someone who truly respects your work.	Das ist keine Laune einer reichen Dame, sondern die Tat eines Menschen, der Sie hoch einschätzt.
formal	 	- I was just asking a couple of questions.	- I know what you were doing.	- Ich weiß, was Sie wollten.
formal	 	Our law firm represents the building you have your shop in. - We've been sent here to try to arrange bail for you. - -Great. - -That's a nice surprise. - They can only hold you and Mr. Kerew up to 72 hours before an arraignment.	With luck, we'll have you out of here by 5:00.	Mit etwas Glück sind Sie bis fünf Uhr hier raus.
formal	 	I wrote to the head of the Missionary Society. - His reply stated that he would see me if I ever came to London. If he's busy I can wait. - Just one moment, please. - Sit down, won't you? - Doctor Robinson will see you now, Miss Aylward.	How nice of you to drop in so soon.	Nett von Ihnen, dass Sie so schnell hereinschauen.
formal	 	Look, could you text my son? - You handcuffed me right in front of him. - You can type it in, I'll dictate it to you, he just needs to know that I'm OK. - Yeah, but I'm not sure that you are, doc. - In fact, I'm sure that you're not.	Now I'm not going to dick around with you, you are in a shit-storm of trouble here and the best thing you can do for yourself - is to tell me the truth.	Ich werde Ihnen hier nichts vormachen, Sie stecken tierisch in der Scheiße... und das Beste, das Sie jetzt für sich selbst tun können, ist mir die Wahrheit zu sagen.
formal	 	All right. - There you are. - Now put this on. - Like that. - Now, Patrick, keep those lights parallel.	If they become unsteady, I'll know you are in trouble.	Wenn sie unregelmäßig werden, weiß ich, Sie sind in Schwierigkeiten.
formal	 	Yes. - You think this will be yours soon. - I don't want it. - Because of the dream that you will die here? - Because you know you're not worthy of being called emperor?	- Because you are afraid of failure?	- weil Sie Angst haben, zu versagen?
formal	 	Mr Andersen? - Mr Andersen! - How sweet of you to be here the very moment we return. - How did you know we were going to do your ballet? - Never mind.	Your real reward will come tomorrow night when I dance it for you.	Ihre Belohnung kommt morgen, wenn ich's für Sie aufführe.
formal	 	- I'm sick. - - Sick? - Yeah. - Sick from laughing at you cos you're great. Great. - Oh, you're very kind, Mr. Berle, but I don't think I did it right.	Come on, Mr. Clément. You're wonderful.	Mr. Clément, Sie sind wunderbar.
formal	 	And to start off with, you're gonna be a guest judge on American Dreamz. - - Are you sure that's dignified? - - Oh, it will be dignified. - And charming. - And populist and on-message.	Because you'll be wearing this.	Und zwar, weil Sie das hier tragen werden.
formal	 	Oh, I don't know. - I'd say we're very much alike- - resourceful, intelligent, ambitious- - but with just one tiny difference. - And what is that? - I'm not a liar and a thief. You're going to give me a detailed account of everyone you cheated and exactly what you did with their property. - Why would I do that?	Because if you don't, I'm turning you over to Telsian Security.	Tun Sie das nicht, dann übergebe ich Sie der telsianischen Sicherheit.
formal	 	Long distance? - Washington? - I'm pleased to inform you that the War Department is interested in your explosive. - They'd like you to come to Washington as soon as possible. - Splendid.	I hoped that would be your answer when I received your telegram.	Ich habe gehofft, dass Sie das sagen würden... als ich gestern Ihr Telegramm bekam.
formal	 	We looked everywhere and found nobody. - We'll drive to the police station now and take it from there. - There's a little boy in the forest. - Please, believe me. - You have a visitor.	- Have you found Viktor?	- Haben Sie Viktor gefunden?
formal	 	You might be that man, Bohun. - A confidential secretary is another pair of eyes and ears for a congressman. - Now, then. - As intelligence officer of this hospital, it's my duty to know what's going on all over. - Be able to put my fingers on anything, you understand that?	I'm making you my assistant.	Ich mache Sie zu meinem Assistenten.
formal	 	And she is my patient. - I paged you for a consult. - I'm sorry, but if the ventricle ruptures, it could be catastrophic. - I can't sit back and let that happen. - If you go in first, she will die on your table.	If you do, she could come out a brain-dead patient.	Wenn Sie es tun, könnte sie als hirntote Patientin enden.
formal	 	I thought you weren't gonna be back till Monday. - Oh, you two have a lot to talk about. - Could I trouble you for a towel? - So you thought in the meantime you could take over my house, my pool, my pants? - Speaking of clothes, I'd love to be wearing some from that pile right there.	Who are you?	Wer sind Sie?
formal	 	Wolves would probably eat him alive. - - Which is something I would never do. - - Right. No, of course not. - Adrian, I know you don't want to hear this. - I'm not giving him up.	I'm proud of you for taking Tommy.	- Ich bin stolz auf Sie, weil Sie den Jungen genommen haben.
formal	 	It didn't work out for me, staying in the NHL. - But that's okay, I think. - All in all, my life worked out. - I think everything's okay. - When you come from a system where everything is regimented every day of your life, and it was for these hockey players, and then you're...	You go to a completely different environment where you're supposed to be able to organize and run your own life, you become sort of lost.	Dann kamen sie in eine völlig andere Welt. Dort mussten sie ihr Leben selbst in die Hand nehmen. Sie fühlten sich wahrscheinlich verloren.
formal	 	Tell you what. You'll be the frontman, I'll be the power behind the throne. - Just like we work your 4th grader good. Yeah you're right. - This is a good spot to build condominiums. - See, I know I like you, man. - Come on.	May I ask you to step out of the vehicle - What I do?	- Steigen Sie bitte aus dem Wagen.
formal	 	You lied to me! - You said that after tonight-- - I needed your help. - You got it, all right. - Don't be angry.	-You think I'll let you go through with this?	- Denken Sie, ich lasse das zu?
formal	 	And Sunday too, sometimes. - May I? - Why, sure. - You mustn't laugh. - These songs made people cry in 1914.	Are you married?	Sind Sie verheiratet?
formal	 	But just remember to tell Nora that Nick is still grounded, so that means no TV, no video games, and no cookies. - All right. - Bye-bye. - Professor Ramsey, this is my partner, - Detective Sheppard.	I'm so glad you're safe.	Ich bin froh, dass Sie in Sicherheit sind.
formal	 	I can't pay the advance back. I'm overdrawn. - Michel, it's Paul. - Can you get back to me? - You're very nice, but you're timing is awful. - Michel will find you another biography.	I don't want to see you again.	Ich will Sie lieber nicht mehr sehen.
formal	 	Get back! - - Jarek. - - Get back. - Jarek. - What's wrong, Jarek?	This is exactly what you wanted, wasn't it?	Das ist genau das, was Sie wollten!
formal	 	What do we do then? - Let's try to find out where he was when Veronique Legat was shot. - You were on duty? - Yes, like every three weeks. - At the beginning, you didn't suspect me more than anyone else.	You've changed your mind. There must be a reason.	Warum haben Sie Ihre Meinung geändert?
formal	 	Turned me down. - Do you want to spend 30 years in here? - I couldn't take it. - And I know you can't. - We gotta get out of here.	Hello, operator, get me Warden Sampson at Doerin Prison, please. Thank you.	Hallo, verbinden Sie mich mit Direktor Sampson vom Doerin-Gefängnis.
