src_ctx	src	trg
He was also an organizer for the AIA Group Limited. But he soon quit the party for the Hong Kong Association for Democracy and People's Livelihood (ADPL).	[pr] became one of the three Legislative Councillors of the United Democrats of Hong Kong, the first pro-democratic political party when it established in 1990.	Er wurde einer der drei Legislativratsmitglieder der United Democrats of Hong Kong, der ersten politischen pro-demokratischen Partei, als diese 1990 gegründet wurde.
He subsequently gained a medical degree from the Royal University of Malta, a master's degree from University College London, and a doctorate and two professorships from the University of the West Indies where he served as Pro-Vice Chancellor and Dean of the School of Graduate Studies and Research. He has carried out pioneering work in the medical field with a particular interest in diabetes.	[pr] then left the University to become President of the University of Technology, Jamaica.	Dann verließ er die Universität, um Präsident der University of Technology, Jamaica, zu werden.
Carmen Gisele Castillo Taucher (born 1954) is a Chilean surgeon and academic. Carmen Castillo Taucher studied at the University of Chile's Faculty of Medicine, graduating as a surgeon.	[pr] was the Minister of Public Health during the second government of Michelle Bachelet.	Sie war in der zweiten Amtszeit von Michelle Bachelet Ministerin für die öffentliche Gesundheit.
This is the current Asian record. After more than a year's absence due to shoulder surgery, in November 2009, he won his third in a row continental title in Guangzhou.	Because of [pr] good performance over the whole season 2008, [pr] was considered a medal contender entering the 2008 Summer Olympics, but [pr] ranked 17th with a 61.34-meter throw and failed to qualify for the final; Haddadi blamed [pr] poor results on [pr] injuries.	Wegen seiner guten Leistung über die gesamte Saison 2008 galt er zu Beginn der Olympischen Sommerspiele 2008 als Medaillenanwärter, kam aber mit einem Wurf über 61,34 Meter auf den 17. Platz und konnte sich nicht für das Finale qualifizieren. Haddadi machte seine Verletzungen für seine schlechten Ergebnisse verantwortlich.
He then left the University to become President of the University of Technology, Jamaica. In 1982, he pioneered the formation of the Diabetes Association of the Caribbean, which now has 26 member countries, and was its President from 1985 to 1987 and its Vice President from 1989 to 1991.	[pr] has carried out pioneering work in the medical field with a particular interest in diabetes.	Er führte seine Pionierarbeit im Bereich der Medizin mit einem besonderen Interesse an Diabetes durch.
He continued his education in the same department by gaining a scholarship for prospective lecturers in archeology in 2011. There are not many sources that inform the background of the organization, but Alfa Noranda's track record found starting in 2009 is the founder of the Cultural Heritage Advocacy Society which is a collection of communities that fight for conservation Cagar Budaya in Indonesia.	[pr] completed [pr] education in 2013 with a thesis entitled "EVALUASI MANAJEMEN KEBENCANAAN PADA CAGAR BUDAYA STUDI KASUS KOTA PADANG, SUMATERA BARAT".	Seine Ausbildung schloss er 2013 mit einer Abschlussarbeit mit dem Titel „EVALUASI MANAJEMEN KEBENCANAAN PADA CAGAR BUDAYA STUDI KASUS KOTA PADANG, SUMATERA BARAT“ ab.
He was born in Fiji and raised and educated in New Zealand. Baldwin has danced with Royal New Zealand Ballet and Rambert.	[pr] was the Artistic Director of Rambert dance company from 2002-2018.	Er war von 2002–2018 der künstlerische Leiter der Rambert Dance Company.
She started working for Bank of America in the 1970s. She left after working there for 18 years.	[pr] became Vice President of the Malaysian Bank of America and head of its marketing division.	Sie wurde Vizepräsidentin der Bank of America in Malaysia und Leiterin von deren Marketingabteilung.
Kezie Uchechukwu Duru Akabusi, MBE (born 28 November 1958), known as Kriss Akabusi, is a British former sprint and hurdling track and field athlete. He progressed individually in 400 metres hurdles from the late 1980s onwards, taking bronze at the 1989 IAAF World Cup.	[pr] first international successes were with the British 4×400 metres relay team, winning a silver medal at the 1984 Summer Olympics, golds at the 1986 Commonwealth Games and 1986 European Athletics Championships, and another silver at the 1987 World Championships in Athletics.	Seine ersten internationalen Erfolge hatte er mit der britischen 4x400-Meter-Staffel, mit der er bei den Olympischen Sommerspielen 1984 die Silbermedaille, bei den Commonwealth Games 1986 und den Leichtathletik-Europameisterschaften 1986 jeweils die Goldmedaille und bei den Leichtathletik-Weltmeisterschaften 1987 eine weitere Silbermedaille gewann.
Vincenzo Petagna was born in Naples on 17 January 1734; his father was Antonino Petagna, while his mother was Orsola Cuomo; his parents were described as "honest and fearful parents". He later also studied philosophy and medicine and graduated in medicine at about the age of 20.	As a boy, [pr] first studied at the Jesuits, where [pr] learned Latin.	Als Junge lernte er zunächst bei den Jesuiten, wo er Latein lernte.
In 1988, he was asked by Director Uwe Scholz to join the Leipzig Ballet. His body of work includes 12 full-length ballets as well as numerous musicals and solos.	Since 2000, [pr] has toured throughout the world, primarily in Northern Europe, as a guest teacher and choreographer.	Seit 2000 war er als Gastausbilder und Choreograf in der ganzen Welt, überwiegend in Nordeuropa, auf Tour.
Shoichet studied at the Massachusetts Institute of Technology and received her bachelor's degree in chemistry in 1987. After receiving her doctorate, Shoichet joined the faculty of Brown University as an adjunct professor, while simultaneously working in industry.	[pr] attended the University of Massachusetts Amherst for [pr] doctoral studies and earned [pr] PhD in polymer science and engineering in 1992.	Sie besuchte die University of Massachusetts Amherst für ihr Promotionsstudium und erhielt ihren Doktortitel in Polymerwissenschaft und -technik im Jahr 1992.
Shirlaw had operated alone, except for a nurse - Sister Florence Milnes - who had administered the anaesthetic. Menzies Campbell was born in Carfin, North Lanarkshire on 21 July 1893 to Agnes and John Shirlaw.	Margaret Williamson Menzies Campbell FDS FRCSE (née Shirlaw; 21 July 1893 – 1990) was a Scottish surgeon and general practitioner, who is known for [pr] work as an historian of women's medical education and practice and dentistry.	Margaret Williamson Menzies Campbell FDS FRCSE (geborene Shirlaw; 21. Juli 1893–1990) war eine schottische Chirurgin und Allgemeinmedizinerin, die für ihre Arbeit als Historikerin der medizinischen Ausbildung und ärztlichen Tätigkeit der Frauen sowie der Zahnmedizin bekannt ist.
He went on to study at the University of Papua New Guinea, where he obtained a Bachelor of Economics in 1970. After graduating from university he worked as an economist in both the public and private sectors.	[pr] was also an exchange student at Flinders University in South Australia.	Als Austauschstudent besuchte er auch die Flinders University in Südaustralien.
During this time he created additional ballets, Isadora "Sans limites", Choice of Two Mothers, Twins, En Souvenir, and Pictures. Since 2000, he has toured throughout the world, primarily in Northern Europe, as a guest teacher and choreographer.	In 1988, [pr] was asked by Director Uwe Scholz to join the Leipzig Ballet.	1988 wurde er von Intendant Uwe Scholz gefragt, ob er sich dem Leipziger Ballett anschließen wolle.
Ronald Vernie Dellums (November 24, 1935 – July 30, 2018) was an American politician who served as Mayor of Oakland from 2007 to 2011. He was the first African American elected to Congress from Northern California and the first successful openly socialist non-incumbent Congressional candidate after World War II.	[pr] had previously served thirteen terms as a Member of the U.S. House of Representatives from California's 9th Congressional District, in office from 1971 to 1998, after which [pr] worked as a lobbyist in Washington, D.C.Dellums was born into a family of labor organizers, and enlisted in the United States Marine Corps before serving on the Berkeley, California, City Council.	Davor vertrat er den 9. kalifornischen Kongressdistrikt dreizehn Legislaturperioden lang im US-Repräsentantenhaus, wo er von 1971 bis 1998 saß, und anschließend war er als Lobbyist in Washington, D.C. tätig. Dellums stammt aus einer Familie von Arbeitsorganisatoren und trat in das United States Marine Corps ein, bevor er dem Stadtrat von Berkeley, Kalifornien angehörte.
After his PhD, Kamoun worked at the National Science Foundation (NSF) Center for Engineering Plants for Resistance Against Pathogens at the University of California, Davis, and at the Department of Phytopathology (Wageningen University, Netherlands). Sophien Kamoun FRS MAE (born 8 December 1965) is a Tunisian biologist.	[pr] was on the faculty of the Department of Plant Pathology (Ohio State University, Wooster campus) from 1998 to 2007, before joining The Sainsbury Laboratory in 2007.	Er war von 1998 bis 2007 im Lehrkörper des Fachbereichs Pflanzenpathologie (Ohio State University, Wooster Campus), bevor er sich 2007 dem Sainsbury Laboratory anschloss.
In 1978, Cody completed a Bachelor of Science degree in structural engineering at Aryamehr University of Technology (now called Sharif University of Technology). At this point, Cody's brother had completed a Bachelor's of Engineering at Concordia University in Montreal, and arranged for her to meet with the engineering professor Cedric Marsh.	[pr] left Iran for Canada in 1979 with $2,000.	1979 ging sie mit 2.000 $ von Iran nach Kanada.
A month after her graduation, she was appointed as a house surgeon at Doncaster Royal Infirmary in August 1918. One of her cases made the newspapers, showcasing the pressure the medical profession was under at the time, when a young woman, Elizabeth Pawson, died suddenly "whilst under an anaesthetic, during an operation for appendicitis".	[pr] was the first woman to hold this post at the institution.	Sie war die erste Frau, die diese Position an der Einrichtung innehatte.
Due to his short age and good luck, Francisco Solano López authorized him to continue his education in Argentina. Some of the deceased were meritorious soldiers.	This way, [pr] escaped along with two of [pr] brothers, the foulness of a war in which sixteen of the Echagüe family died.	So konnte er gemeinsam mit zwei seiner Brüder vor einem schlimmen Krieg flüchten, in dem sechzehn Mitglieder der Echagüe-Familie ums Leben kamen.
He subsequently was elected a Fellow of the Royal College of Surgeons of Edinburgh. Following his internship, Omaswa worked as a medical officer from 1970 until September 1974, when he left for further studies in the United Kingdom.	[pr] is also a fellow of the College of Surgeons of East, Central and Southern Africa, a college [pr] helped found.	Er ist außerdem Fellow des College of Surgeons of East, Central and Southern Africa, einem Verband, an dessen Gründung er mitwirkte.
Baker saved an estimated 30,000 books from destruction during the Iraq War, including a biography of Muhammad from around 1300. As a child she was told the story of the burning of Baghdad's Nizamiyya library and was horrified.	Baker had worked at the library for 14 years.	Baker arbeitete 14 Jahre lang in der Bibliothek.
He secured a Postgraduate Diploma in Librarianship in 1958 winning the John Duncan Cowley Prize for the best thesis in the process. It formed the first two volumes of his monumental - A Bibliography of Ceylon in eight volumes.	[pr] received [pr] FLA in 1966 obtaining a distinction for [pr] dissertation entitled A Bibliography of Ceylon - A Systematic Guide to the Literature on the land, people, history and culture published in Western languages from the 16th Century to the present day.	Er erhielt seine FLA 1966 und erlangte eine Auszeichnung für seine Dissertation mit dem Titel A Bibliography of Ceylon - A Systematic Guide to the Literature on the land, people, history and culture published in Western languages from the 16th Century to the present day.
He used genomics and molecular biology methods to obtain insights into the biology and evolution of eukaryotic plant pathogens. He demonstrated how antagonistic coevolution with host plants has impacted the architecture of pathogen genomes, accelerated the evolution of effector genes, and drove the emergence of immune receptor networks.	[pr] discovered virulence effector families from plant pathogens and showed how they can modulate plant immunity.	Er hat Virulzenzeffektor-Familien in Pflanzenpathogenen entdeckt und gezeigt, wie diese die Pflanzenimmunität modulieren können.
He twice won the African Championships in welterweight: in 1966 in Lagos, Nigeria, (prevailing over Ghanaian, Eddie Blay in the final) and 1968 in Lusaka, Zambia, where he prevailed in the final fight over the Zambian, Julius Luipa, whom he beat again at the Olympic Games. In the final, he was lost to East Germany's Manfred Wolke.	[pr] won the silver medal at the 1968 Olympic Games in Mexico City.	Er gewann bei den Olympischen Spielen in Mexiko-Stadt 1968 die Silbermedaille.
He is 193 cm and 127 kg. In 2005 he won the Asian Championships in Incheon with a throw of 65.25 metres.	The 2004 Asian Junior Champion, [pr] won a gold medal at the 2004 World Junior Championships in Grosseto, the inaugural Iranian to win a medal at any global athletics competition.	Der Juniorenasienmeister von 2004 gewann bei den Juniorenweltmeisterschaften in Grosseto 2004 die Goldmedaille und ist der erste Iraner, der bei einem globalen Leichtathletik-Wettbewerb eine Medaille gewinnen konnte.
In 2017, she won best actress at the Boston International Film Festival Awards and was nominated as best actress at the Florida Film Festival and Best Actress at the Africa Movie Academy Awards for her role as "Dora" in Dora's Peace. She hosted a BET show Fix My Love and has been known for her role as Maxine on a South African award winning show The Wild.	As of 2017, [pr] plays the role of gangster Nina Zamdela on the SABC 3 soap opera Isidingo.	Seit 2017 spielt sie die Rolle der Gangsterin Nina Zamdela in der Seifenoper Isidingo auf SABC 3.
He played a key role in partnerships between the International Diabetes Federation and the Pan American Health Organization (PAHO/WHO), in responding to the emerging pandemic of type 2 diabetes, by applying the St. Vincent Declaration intervention model to the Americas, in the form of the Declaration of the Americas on Diabetes or DOTA (1996). Errol York St Aubyn Morrison (born 21 September 1945) is a Jamaican scientist who has done extensive work in diabetes and is president of the University of Technology, Jamaica.	In 1999 [pr] was awarded a Musgrave Gold Medal by the Institute of Jamaica.	1999 erhielt der eine Musgrave-Medaille in Gold vom Institute of Jamaica.
Saia Ma’u Piukala is a Tongan politician, surgeon, and former Cabinet Minister. Piukala was trained as a surgeon at the Fiji School of Medicine in Suva, Fiji.	[pr] served as Minister of Health from 2014 to 2019.	Er diente von 2014 bis 2019 als Gesundheitsminister.
Hylton was not the first to work with juveniles, but she was the first to bring her concerns to the government. Sybil Joyce Hylton MBE (25 August 1913 – 1 October 2006) was a Caymanian community volunteer and social advocate who became involved with the juvenile justice system in the 1950s.	Pressing for change in the system, [pr] was instrumental in the passage of several pieces of legislation concerning offenders rights, and was referred to as the "Mother of Probation".	Sie setzte sich für Veränderungen im System ein, war maßgeblich an der Verabschiedung mehrerer Rechtsgesetze für Straftäter beteiligt und wurde „Mutter der Bewährung“ genannt.
She has been married 4 times and has a son. Mekfoula Mint Brahim is President of Pour une Mauritanie Verte et Démocratique (For a Green and Democratic Mauritania), a non-governmental organisation founded in 2009 which works with young people to protect and promote human rights and leads women empowerment projects in rural areas.	[pr] studied to be a molecular biologist and currently works at the National Centre of Oncology.	Sie hat studiert, um Molekularbiologin zu werden, und arbeitet derzeit am National Centre of Oncology.
He was appointed as deputy librarian (1950–52) and then chief librarian (1953–1965) at the University of Tasmania. In 1965 Borchardt was appointed foundation librarian at La Trobe University where he worked until he retired in 1981.	[pr] also tutored in modern languages at that university.	Er gab außerdem Tutorien für moderne Sprachen an dieser Universität.
Pierre Brizon (16 May 1878 – 1 August 1923) was a French teacher, national deputy, internationalist and pacifist. Pierre Brizon was born on 16 May 1878 in Franchesse, Allier, to a poor farming family.	[pr] was subject to violent attacks in the press and parliament for speaking out against the fighting during World War I.	Nachdem er sich gegen die Kampfhandlungen im 1. Weltkrieg aussprach, wurde er von der Presse und im Parlament heftig kritisiert und angegriffen.
On Quaynor's return to Ghana from the United States in the early 1990s he established some of Africa's first Internet connections and was involved in setting up some key organisations, including the African Network Operators Group (AfNOG). Quaynor graduated in engineering science from Dartmouth College in 1972 and received a Bachelor of Engineering degree from the Thayer School of Engineering there in 1973.	Nii Narku Quaynor is a Ghanaian scientist and engineer who has played an important role in the introduction and development of the Internet throughout Africa.	Nii Narku Quaynor ist ein Wissenschaftler und Ingenieur aus Ghana, der bei der Einführung und Entwicklung des Internets in ganz Afrika eine entscheidende Rolle gespielt hat.
Ian Goonetilleke was born on 5 January 1922. He was briefly at St. Thomas' College, Mount Lavinia, as a student and then moved to Richmond College, Galle, where he excelled both at academics and sports.	[pr] early life suffered from some misfortune due to the early death of [pr] father in 1926.	In seinem frühen Leben musste er aufgrund des frühen Todes seines Vaters im Jahr 1926 einiges Unglück ertragen.
Bailey represented Antigua and Barbuda at the 2004 Summer Olympics, the 2006 Commonwealth Games, the 2008 Summer Olympics, the 2012 Summer Olympics and the 2014 Commonwealth Games. In Beijing at the 2008 Olympics, he competed at the 100 metres sprint and placed second in his heat, just four hundredths of a second after Usain Bolt in a time of 10.24 seconds.	Bailey took up running at the age of 11, but preferring cricket and football, [pr] only became a serious athlete at the age of 16.	Mit dem Laufen begann Bailey im Alter von 11 Jahren, doch weil er lieber Cricket und Fußball spielte, wurde erst mit 16 Jahren Leistungssportler.
Following an earlier announcement that the Nationals' sitting member, John Turner would not be seeking re-election, Bromhead was endorsed by the National Party as the candidate in June 2010. The leg was fractured again in September 2011 when Bromhead jumped up to ask a question during question time in parliament.	During the last two weeks of the election campaign, Bromhead was involved in a motor vehicle accident where it was reported that [pr] fractured [pr] leg.	In den letzten zwei Wochen des Wahlkampfs war Bromhead an einem Verkehrsunfall beteiligt, wobei er sich Berichten zufolge sein Bein brach.
Gina Parvaneh Cody is a Canadian-Iranian engineer and business leader. In 2018, following her donation of $15 million, Concordia University renamed its faculty of engineering and computer science after her (the Gina Cody School of Engineering and Computer Science), making it the first university engineering faculty to be named after a woman in Canada, and internationally.	In 1989, Gina became the first woman in Concordia University’s history to earn a PhD in building engineering.	1989 wurde Gina die erste Frau in der Geschichte der Concordia University, die einen Doktortitel in Bauingenieurwesen erhielt.
O'Kane was born in 1954 in Mount Morgan, Queensland, Australia. She then studied at the University of Queensland where she graduated with a Bachelor of Science, majoring in mathematics and physics.	[pr] was educated in Toowoomba, Queensland.	Sie ging in Toowoomba, Queensland, zur Schule.
She started a Hindu widow's training school to train widows to become high school teachers. She established Orissa Nari Seba Sangha in 1941 for social welfare of women.	On the political front, [pr] started several branches of All-India Women's Conference.	Auf politischer Seite baute sie mehrere Niederlassungen der All-India Women’s Conference auf.
He first studied at Hokkaido University, where he completed his Bachelor of Science in 1956 and Master of Science in 1958. Despite finding most of these zoology lectures "quite boring", his interest was piqued by the neurophysiology course taught by Mitsuo Tamashige.	[pr] had initially planned to study agriculture, but changed [pr] mind upon seeing the zoology subjects on offer.	Ursprünglich hatte er Landwirtschaft studieren wollen, änderte seine Meinung jedoch, als der die angebotenen Zoologie-Themen sah.
In 1964, he was admitted to the Makerere University School of Medicine, graduating in 1969 with a Bachelor of Medicine and Bachelor of Surgery degree. He subsequently was elected a Fellow of the Royal College of Surgeons of Edinburgh.	In 1974, [pr] received a Master of Medicine in surgery degree from Makerere University.	1974 erhielt er von der Makerere-Universität seinen Master of Medicine in Chirurgie.
He got his initial education from Army Cantonment schools all over Pakistan and later got his MBA from University of the Punjab. In 1997, then-PM Nawaz Sharif asked Tarin to turn around state-owned Habib Bank, for which he left the $1 million plus job in the United States.	[pr] joined Citibank in 1975 and remained with it for 22 years rising to become its country manager in Thailand.	Er schloss sich der Citibank 1975 an und blieb dort 22 Jahre lang, wobei er bis zu deren Country Manager in Thailand aufstieg.
For example, women cannot be appointed as an aliki (chief). They don't have a say.	[pr] is quoted as saying "\[w]hen it comes to cultures, women they don't \[get] to say anything at all.	Sie sagt dazu: „Wenn es um Kulturen geht, dann haben Frauen nichts zu sagen.
She also performed in David Lichine's Graduation Ball. Dinna Bjørn (born 14 February 1947) is a Danish ballet dancer and choreographer.	[pr] real breakthrough came in 1971 when [pr] danced Clara in The Nutcracker, specially choreographed for [pr] by Flemming Flindt.Bjørn has performed particularly well in a number of Bournonville's ballets, including the title role in La Sylphide and Eleonore and Johanna in Kermes in Bruges.	Ihren richtigen Durchbruch hatte sie 1971, als sie in Der Nussknacker die Clara tanzte, die von Flemming Flindt eigens für sie choreografiert wurde. In mehreren Balletts von Bournonville hatte Bjørn besonders gute Auftritte, darunter die Titelrolle in La Sylphide sowie Eleonore und Johanna in Die Kermesse in Brügge.
Younis was born in Ar'ara and has a bachelor's degree in nursing. Although the party won only 13 seats, Younis entered the Knesset on 9 February 2018 as a replacement for Youssef Atauna as part of a rotation agreement within the alliance.	A member of Ta'al, Younis was placed 18th on the Joint List (an alliance of the four main Arab parties) prior to the 2015 Knesset elections.	Als Mitglied von Ta‘al wurde Younis vor den Wahlen zur Knesset 2015 an 18. Stelle auf die Vereinte Liste (einer Verbindung der vier hauptsächlich arabischen Parteien) gesetzt.
Ehsan Haddadi (Persian: احسان حدادی‎, born 20 January 1985 in Tehran) is an Iranian discus thrower. The 2004 Asian Junior Champion, he won a gold medal at the 2004 World Junior Championships in Grosseto, the inaugural Iranian to win a medal at any global athletics competition.	[pr] is 193 cm and 127 kg.	Er ist 193 cm groß und wiegt 127 kg.
Baldwin has danced with Royal New Zealand Ballet and Rambert. He created over 40 works for his new company and other major dance companies including: The Royal Ballet, Royal New Zealand Ballet, Berlin State Opera House, Phoenix Dance Theatre, Scottish Ballet, London City Ballet and Rambert Dance Company.	[pr] was Resident Choreographer at Sadler's Wells, London, where [pr] established the Mark Baldwin Dance Company (1993–2001).	Er war Hauschoreograf bei Sadler‘s Wells, London, wo er die Mark Baldwin Dance Company (1993–2001) gründete.
In the 1995 election, Paul was reelected to a five-year term for Saint Joseph District and UWP. Doreen Paul (born 1962) was a Dominican banker who served in politics from 1990 to 2000.	Selected by Prime Minister Edison James for [pr] cabinet, [pr] was appointed to serve as the Minister of Health and Social Security.	Sie wurde von Premierminister Edison James für sein Kabinett ausgewählt und berufen, als Minister of Health and Social Security zu dienen.
As a boy, he first studied at the Jesuits, where he learned Latin. Later, animated by interest in medicine, he followed a course of medicina-pratica taught by Luigi Visone.	[pr] later also studied philosophy and medicine and graduated in medicine at about the age of 20.	Später studierte er Philosophie und Medizin und machte seinen Abschluss in Medizin im Alter von etwa 20 Jahren.
Bjarni Ármannsson (born 23 March 1968) is an Icelandic banker who resigned as CEO of Glitnir (formerly Íslandsbanki), a financial group based in Iceland, in May 2007. Later in 1997, Ármannsson was appointed the CEO of FBA (The Icelandic Investment Bank) when four government credit funds were merged.	[pr] worked at the Kaupthing securities firm in 1991 to 1997, first in Asset Custody and then as CEO from the start of 1997.	Er arbeitete von 1991 bis 1997 bei der Wertpapierfirma Kaupthing, zunächst im Bereich Asset Custody und dann ab Anfang 1997 als CEO.
She represents the people of Buvuma Islands county (Buvuma District) in the parliament of Uganda. Engunyu started her primary school education from Natteta primary school where she sat her primary leaving examinations (PLE) in 1990.	[pr] is a member of the National Resistance Movement (NRM) party, the party in political leadership in Uganda under the chairmanship of Yoweri Kaguta Museveni president of the republic of Uganda.	Sie ist Mitglied der aktuellen Regierungspartei National Resistance Movement (NRM) unter dem Vorsitz von Yoweri Kaguta Museveni, dem Präsidenten der Republik Uganda.
Carmen Castillo Taucher studied at the University of Chile's Faculty of Medicine, graduating as a surgeon. She has worked in the public health system as deputy director of the Dr. Luis Gajardo Guerrero Hospital in San Felipe (1988–1989), director of the Aconcagua Health Service (2000–2010), and technical director of the Dr. Jorge Ahumada Lemus Family Health Center in Santa María (2010–2013).	Later, [pr] completed a Master in Public Health degree with a mention in epidemiology at the same university.	Später erwarb sie einen Masterabschluss in öffentlicher Gesundheitspflege mit einer Auszeichnung in Epidemiologie an derselben Universität.
Bessala retired from boxing shortly thereafter. In 1965, Bessala won the All-Africa Games in Brazzaville, Republic of the Congo.	Joseph Bessala (1 January 1941 – 25 April 2010) was a welterweight boxer from Cameroon.	Joseph Bessala (1. Januar 1941–25. April 2010) war ein Weltergewichtsboxer aus Kamerun.
At the 2007 World Championships, he won the gold on the springboard and in the synchro springboard. He also won the individual gold at the 1m Springboard at the same championships.	At the 2008 World Cup, [pr] won the gold in the 3m Synchro Springboard. [pr] is the 2008 Olympic Champion on the 3m Synchronized Springboard with Wang Feng and won bronze in the Men's 3m Springboard.In 2009, [pr] again won the 3m Synchronized Springboard with Wang Feng at the World Championships in Rome.	Beim Weltcup 2008 gewann er im Synchronspringen vom 3-m-Brett die Goldmedaille. Er ist zusammen mit Wang Feng Olympiasieger von 2008 im Synchronspringen vom 3-m-Brett und gewann vom 3-m-Brett der Männer Bronze. 2009 gewann er mit Wang Feng bei den Weltmeisterschaften in Rom erneut das Synchronspringen vom 3-m-Brett.
She is full professor at the Federal University of São Paulo (UNIFESP). Heimar Marin is also the president of Brazilian Society of Health Informatics (2002–2008); editor-in-chief of the International Journal of Medical Informatics; and vice-chair and elected chair (2009–2012) of the International Medical Informatics Association Nursing Informatics Special Interest Group (IMIA NI SIG).	In 2004 [pr] was elected international member at the American College of Medical Informatics.	2004 wurde sie zum internationalen Mitglied des American College of Medical Informatics gewählt.
Born in Caracas and brought up in Anzoátegui, she had her first success at the 2011 South American Junior Championships in Athletics, where she won the high jump. She performed better in higher level competition that year, jumping 1.75 m (5 ft 8 3⁄4 in) to take sixth at the Ibero-American Championships and claiming the bronze medal at the South American Under-23 Championships.	[pr] was defeated by younger opposition at the South American Youth Championships in 2012, managing only fourth.	Bei den Leichtathletik-Jugendsüdamerikameisterschaften 2012 wurde sie von der jüngeren Konkurrenz besiegt und lediglich Vierte.
In 1976 he received his D.Sc. (Eng.) from the University of London in Microwaves, Computer-aided Design, and Optimization of Circuits and Systems. From 1967 to 1969 he was a Postdoctoral Fellow and Sessional Lecturer at the University of Manitoba, Winnipeg, Canada.	[pr] worked as an engineer at Mullard Research Laboratories (later called Philips Research Laboratories), Redhill, Surrey, England, from 1966 to 1967.	Er arbeitete von 1966 bis 1967 als Ingenieur bei Mullard Research Laboratories (später Philips Research Laboratories) in Redhill, Surrey, England.
Lewis was born in Arkansas City, Kansas, into a family of "ardent Democrats". He is the only child of Raymond Ernest Lewis, a porter for the Santa Fe Railroad, and Enna L. Lewis (née Wordlow), a homemaker.	[pr] was named for Franklin Delano Roosevelt (although [pr] name is pronounced "Del-AYE-no".)	Er wurde nach Franklin Delano Roosevelt benannt (obwohl sein Name „Del-AYE-no“ ausgesprochen wird).
Immediately upon his return to Israel in 1987 Goldwasser was appointed the Chairman of the Urology Department at the Chaim Sheba Medical Center and Professor of Surgery at Tel Aviv University. Professor Benad Goldwasser, M.D., MBA (Hebrew: בּנְעָד גוֹלְדוָוסֵר; born 1 November 1950) is a urologic surgeon, inventor, entrepreneur and venture capital investor.	[pr] served in this position until 1996 when [pr] left the practice of medicine to pursuit a business career.	In dieser Position war er bis 1996 tätig, als er seine ärztlichen Tätigkeiten aufgab, um eine unternehmerische Laufbahn einzuschlagen.
For her master's degree she specialized in developmental and reproductive biology under Hameed Al Haj. She credited her family with being supportive of her career in science and her decision to relocate to the United States.	[pr] did [pr] Ph.D. work in the United States at Colorado State University, graduating in 2005, working on migration of embryonic and metastatic cells under James Bamburg.	Sie hat ihre Ph.D.-Arbeit in den Vereinigten Staaten an der Colorado State University durchgeführt, wo sie 2005 ihren Abschluss machte und unter James Bamburg an der Migration von embryonalen und metastasierenden Zellen arbeitete.
After passing his Primary Leaving Exanimations, he joined Holy Angels Junior Secondary School in Soroti District for his Junior One and Two. In 1964, he was admitted to the Makerere University School of Medicine, graduating in 1969 with a Bachelor of Medicine and Bachelor of Surgery degree.	[pr] then studied at St. Mary's College Kisubi, for both [pr] O-Level and A-Level education.	Dann besuchte er sowohl für seine mittlere Reife als auch für sein Abitur das St. Mary‘s College Kisubi.
Barillas-Mury was hired as an assistant professor at Colorado State University’s department of microbiology, immunology, and pathology in 1998. Carolina Barillas-Mury is the chair of the Mosquito Immunity and Vector Competence Section and Director of the Malaria Research Program at the National Institute of Allergy and Infectious Diseases of the National Institutes of Health.	There, [pr] began working to develop a model of cellular invasion of parasites.	Dort begann sie, an der Entwicklung eines Modells zum Eindringen von Parasiten in Zellen zu arbeiten.
She is an Honorary Fellow of the American College of Surgeons (ACS). Sergelen earned a Bachelor of Medicine (BM) in 1982, a Master of Clinical Medicine (MM) in 1983, a Doctor of Medicine (MD) in 1997, and a Doctor of Philosophy (PhD) in 2002 from the Mongolian National University of Medical Sciences (MNUMS).	[pr] is a Professor of Surgery and the Head of Surgery Department at the Mongolian National University of Medical Sciences, and Vice President of the Mongolian Surgical Association.	Sie ist Professorin für Chirurgie und Leiterin des Fachbereichs Chirurgie der Mongolian National University of Medical Sciences sowie Vizepräsidentin der Mongolian Surgical Association.
Lin was exposed to different art forms and culture very early on in his childhood. Lin was born in Xingang, Chiayi.	Lin Hwai-min (Chinese: 林懷民; pinyin: Lín Huáimín; Pe̍h-ōe-jī: Lîm Hôai-bîn; born 19 February 1947) is a Taiwanese dancer, writer, choreographer, and founder of Cloud Gate Dance Theater of Taiwan.	Lin Hwai-min (Chinesisch: 林懷民; Pinyin: Lín Huáimín; Pe̍h-ōe-jī: Lîm Hôai-bîn; geboren am 19. Februar 1947) ist ein taiwanesischer Tänzer, Autor, Choreograf sowie Gründer des Cloud Gate Dance Theater in Taiwan.
Panigrahi was born in Berhampur, Ganjam District, Odisha state, to a traditional Brahmin family of Abhiram Mishra and Shakuntala Mishra. Her mother was from Baripada and belonged to a family, which had been patronising chhau folk dance for long.	When [pr] was a small child, [pr] would start dancing intuitively to any rhythmic sound like the sound of chopping of vegetable or cutting of firewood.	Als kleines Kind begann sie, intuitiv zu jeder Art von rhythmischen Klängen wie dem Zerkleinern von Gemüse oder dem Hacken von Feuerholz zu tanzen.
