src_ctx	src	trg
Initially an a cappella group, guitarist Polycarp Otieno joined before they named themselves Sauti. Their second studio album, Sol Filosofia, was released on 25 February 2011, earning the group a number of accolades and nominations in the process.	Sauti Sol released their debut studio album Mwanzo on 1 November 2008, to critical acclaim.	Sauti Sol lanzó su primer álbum de estudio, Mwanzo, el 1 de noviembre de 2008, y fue muy bien recibido por la crítica.
In September 1958, he arrived at the University of California, Berkeley to undertake his PhD with Alden H. Miller, only to discover that Miller was on sabbatical in South America. Konishi's findings highlighted the important role of auditory feedback in songbird vocal learning, using white-crowned sparrows and other songbird species.	Instead, [pr] completed [pr] PhD under ethologist Peter Marler, who had also recently arrived at the institution.	Completó, entonces, su doctorado bajo la tutela de Pete Marler, quien también se había incorporado a la institución recientemente.
Gina Parvaneh Cody is a Canadian-Iranian engineer and business leader. In 2018, following her donation of $15 million, Concordia University renamed its faculty of engineering and computer science after her (the Gina Cody School of Engineering and Computer Science), making it the first university engineering faculty to be named after a woman in Canada, and internationally.	In 1989, Gina became the first woman in Concordia University’s history to earn a PhD in building engineering.	En 1989, Gina llegó a ser la primera mujer de la historia de la Universidad Concordia en obtener un doctorado en Ingeniería Civil.
She entered politics in 1990 and ran for a seat in the House of Assembly of Dominica, winning the seat for Saint Joseph District for the United Workers Party (UWP). In the 1995 election, Paul was reelected to a five-year term for Saint Joseph District and UWP.	Upon winning a seat, [pr] was dismissed from [pr] position at the bank and took a position at the Roseau Co-operative Credit Union.	Después de ocupar el escaño, dejó su cargo en el banco y ocupó un puesto en la National Co-operative Credit Union, en Roseau.
Bonnelly was born on 10 September 1931 in Santiago de los Caballeros, Dominican Republic. In 1953, she enrolled at Columbia University, graduating with a BS in marine biology in 1956.	Because [pr] wanted to study marine biology and there were no schools teaching biology in the Dominican Republic, [pr] pursued [pr] university studies in New York.	Debido a su deseo de estudiar biología marina y a que en República Dominicana no existían carreras vinculadas a esta ciencia, realizó sus estudios universitarios en Nueva York.
Later he would become mayor of his native town. He was subject to violent attacks in the press and parliament for speaking out against the fighting during World War I. 	Pierre Brizon (16 May 1878 – 1 August 1923) was a French teacher, national deputy, internationalist and pacifist.	Pierre Brizon (16 de mayo de 1878–1 de agosto de 1923) fue un profesor, diputado nacional, internacionalista y pacifista francés.
The awards are sponsored by the AfDB, the EADB,Emerging Markets Payments, MasterCard International, and other leading industry organisations. Vivienne Yeda Apopo is a Kenyan banker and business attorney.	In October 2014, [pr] was named "Business Leader of the Year", by the Africa-America Institute, at an awards ceremony held in New York, in recognition of [pr] contribution to "development banking, finance and business in Africa for over 20 years".	En octubre de 2014, en una ceremonia realizada en Nueva York, el Instituto África-América reconoció a Apopo con el título de "líder empresarial del año" por su aporte "a la banca de desarrollo, las finanzas y los negocios en África durante más de 20 años".
They parted ways in 1979, around the time all of them were busy studying for their vestibular tests, but resumed their musical activity in 1981. Its members since 1982 are Herbert Vianna (guitar and lead vocals), Bi Ribeiro (bass), and João Barone (drums).	Os Paralamas do Sucesso (also known simply as Paralamas) is a Brazilian rock band, formed in Seropédica, Rio de Janeiro, in the late 1970s.	Os Paralamas do Sucesso (también conocidos simplemente como Paralamas) es una banda de rock brasileña, formada en Seropédica, Río de Janeiro, a fines de la década de 1970.
Kamoun grew up in Tunisia. Kamoun is known for his contributions to our understanding of plant diseases and plant immunity.	[pr] studied at the Pierre and Marie Curie University in Paris and then at the University of California, Davis where [pr] obtained a PhD in 1991 for genetic analysis of pathogenicity of the bacteria, Xanthomonas campestris.	Estudió en la Universidad Pierre y Marie Curie en París y luego en la Universidad de California en Davis, donde obtuvo un doctorado en 1991 por el análisis genético de la patogenicidad de la bacteria Xanthomonas campestris.
He reached the peak of his career over the next two years, winning a hurdles bronze medal at the 1991 World Championships and anchoring the British team to a narrow victory over the American team in 2:57.53 minutes – a British record for the 4 × 400 m relay. Since retiring from athletics, he has worked as a television presenter and motivational speaker.	[pr] followed this with a British 400 m hurdles record of 47.82 seconds to take the bronze medal at the 1992 Barcelona Olympics, where [pr] also won bronze with the 4×400 m relay team.	Después de esto, obtuvo un récord británico de 400 m con vallas de 47,82 segundos, para obtener la medalla de bronce en las Olimpiadas de Barcelona de 1992, donde también ganó una medalla de bronce con el equipo de relevos de 4x400 m.
Iris Falcam was a native of Hawaii, but resided in what is now the Federated States of Micronesia for more than forty years. Falcam worked as the librarian and researcher for the College of Micronesia-FSM Pacific Islands collection from 1979 until her death in 2010.	[pr] attended both the University of Hawaii at Manoa and Kapiolani Technical School, which is now called Kapiolani Community College.	Estudió en la Universidad de Hawái en Manoa y en la Kapiolani Technical School, que hoy se conoce como Kapiolani Community College.
Following an earlier announcement that the Nationals' sitting member, John Turner would not be seeking re-election, Bromhead was endorsed by the National Party as the candidate in June 2010. The leg was fractured again in September 2011 when Bromhead jumped up to ask a question during question time in parliament.	During the last two weeks of the election campaign, Bromhead was involved in a motor vehicle accident where it was reported that [pr] fractured [pr] leg.	Durante las dos últimas semanas de la campaña electoral, se vio envuelto en un accidente automovilístico del que se informó que se había fracturado una pierna.
In 1936, Favaloro was admitted into the Colegio Nacional de La Plata. During his third year, he began his medical residency at the Hospital Policlínico San Martín, a medical center that received the most complicated cases from much of Buenos Aires province.	After graduating from high school, [pr] was admitted to the School of Medicine at the National University of La Plata.	Después de graduarse de la escuela secundaria, fue admitido en la Facultad de Medicina de la Universidad Nacional de La Plata.
His politics earned him a place on President Nixon's enemies list. When President Ronald Reagan vetoed Dellums's Comprehensive Anti-Apartheid Act of 1986, a Democratic-controlled House and a Republican-controlled Senate overrode Reagan's veto, the first override of a presidential foreign-policy veto in the 20th century.	During [pr] career in Congress, [pr] fought the MX Missile project and opposed expansion of the B-2 Spirit stealth bomber program.	Durante su carrera en el Congreso, se opuso al proyecto del misil MX y a la expansión del programa de bombarderos B-2 Spirit "Stealth".
He also served briefly with Ballet de France and Ballet du Louvre. During this time he created additional ballets, Isadora "Sans limites", Choice of Two Mothers, Twins, En Souvenir, and Pictures.	In 1988, [pr] joined the National Ballet of Finland with Director Doris Laine, and then worked between 1991 and 1998 in Deutsche Opera Rhein in Düsseldorf with Heinz Spörli and Yuri Vamos.	En 1988 se unió al Ballet Nacional de Finlandia bajo la directora Doris Laine, y luego trabajó de 1991 a 1998 en la Deutsche Opera Rhein, en Düsseldorf, con Heinz Spörtli y Yuris Vamos.
She started a Hindu widow's training school to train widows to become high school teachers. She established Orissa Nari Seba Sangha in 1941 for social welfare of women.	On the political front, [pr] started several branches of All-India Women's Conference.	En el ámbito político, puso en marcha varias ramas de la All-India Women's Conference.
In 2010, the organisation collected and distributed aid for victims of forest fires and in 2012, for those who lost their homes after floods in the Krasnodar region of Krymsk. She was honoured three times with state awards for her work.	Elizaveta Petrovna Glinka (Russian: Елизаве́та Петро́вна Гли́нка, also known as Dr. Liza (Russian: До́ктор Ли́за); 20 February 1962 – 25 December 2016) was a Russian humanitarian worker and charity activist.	Elizaveta Petrovna Glinka (ruso: Елизаве́та Петро́вна Гли́нка, también conocida como la Dra. Liza [ruso: До́ктор Ли́за]; 20 de febrero de 1962–25 de diciembre de 2016) fue una trabajadora humanitaria y activista de la beneficencia.
He entered Imperial College of Science and Technology, University of London, in 1960, graduating in 1963 with First Class Honours in Electrical Engineering; and in 1967 with a Ph.D. in Microwaves. He worked as an engineer at Mullard Research Laboratories (later called Philips Research Laboratories), Redhill, Surrey, England, from 1966 to 1967.	In 1976 [pr] received [pr] D.Sc. (Eng.) from the University of London in Microwaves, Computer-aided Design, and Optimization of Circuits and Systems.	En 1976, obtuvo su doctorado en Ingeniería (Eng.) de la Universidad de Londres en las áreas de Microondas, Diseño Asistido por Computadora y Optimización de Circuitos y Sistemas.
Ohad Naharin (born 1952) (Hebrew: אוהד נהרין) is an Israeli contemporary dancer and choreographer. Ohad Naharin was born in 1952 in Kibbutz Mizra.	[pr] served as artistic director of Batsheva Dance Company from 1990; [pr] stepped down in 2018.	Fue director artístico de la Compañía de Danza Batsheva desde 1990; dejó el cargo en 2018.
Nohl grew up in the Rhineland area of Germany and studied electrical engineering at the Heidelberg University of applied sciences from 2001 to 2004. Since 2010 Nohl has served as the Managing Director and Chief Scientist of the Berlin-based consultancy and think tank, Security Research Labs.	From 2005 to 2008, [pr] earned [pr] PhD at the University of Virginia on Implementable Privacy for RFID Systems.	Entre 2005 y 2008, obtuvo un doctorado en Privacidad Aplicable para Sistemas RFID en la Universidad de Virginia.
Barillas-Mury was born in 1961 in Guatemala. Barillas-Mury graduated from the Universidad del Valle de Guatemala in 1981 with a B.S. in biology.	[pr] learned English when [pr] attended high school run by American nuns.	Aprendió inglés en una escuela secundaria administrada por religiosas.
Hilda Valeria Barnice Bowen was born on 12 October 1923 in Nassau, Bahamas to Jestina (née Johnson) and Irvin Bowen. When she completed her schooling in 1942, she worked as a teacher for grade one elementary students for three years.	Born into a family of six, [pr] attended St. Francis Xavier primary school in New Providence, the Western Junior and Senior Schools, and graduated from the Government High School in a class of fifty students with only around 8 girls.	Nacida en una familia de seis miembros, asistió a la Escuela Primaria St. Francis Xavier en New Providence, a la Werstern Junior y la Senior Schools, y se graduó en la Government High School en una clase de cincuenta estudiantes con solo unas ocho niñas.
Between 1953 and 1956 she was a pupil at Palau Intermediate School. After being accepted into the Central Medical School in Fiji, she attended the Trust Territory School of Nursing until her course began in 1960.	[3]  [pr] then moved up to Pacific Islands Central School, where [pr] was enrolled between 1956 and 1959.	[3] Luego se trasladó a la Escuela Central de las Islas del Pacífico, donde se matriculó entre 1956 y 1959.
Other positions he has held include Managing Director of the government's commercial bank, the Papua New Guinea Banking Corporation (1983–1992), and Governor of the Bank of Papua New Guinea (July 1993 – September 1994), PNG's central bank. Sir Mekere Morauta, KCMG (born 12 June 1946) is a Papua New Guinean economist and political figure.	Morauta was also a successful businessman after [pr] retired from governing the central bank.	Morauta también fue un empresario exitoso después de su período como presidente del banco central.
Thomas Zondo Sakala holds a BSc (Hons) and an MSc in Economics from the University of Ibadan in Nigeria. His early years were spent in rural Zimbabwe where he attended primary and secondary school.	[pr] also undertook research work on the anticipated challenges of land and agricultural transformation in post-independent Zimbabwe at the Institute of Development Studies, University of Sussex in the United Kingdom.	También realizó trabajos relacionados con los desafíos previstos de la transformación de la tierra y la agricultura tras la independización de Zimbabue, en el Instituto de Estudios para el Desarrollo de la Universidad de Sussex, en el Reino Unido.
Hilda Bowen, MBE (12 October 1923 – 2002) was  a Bahamian nurse. In 1962, she was the first Bahamian to become matron of the public hospital and in 1965, was installed as principal matron of the Public Health Department.	Graduating with a degree in ophthalmic nursing and midwifery, [pr] became the first Bahamian trained nurse.	Graduada en enfermería oftálmica y partería, se convirtió en la primera enfermera capacitada de la Bahamas.
He continued his studies at the University of Sciences of Paris XI Orsay. He also received a PhD in molecular pharmacology in 1987.	There [pr] completed a postgraduate diploma in electrophysiology and cardiovascular pharmacology.	Luego, obtuvo un diploma de posgrado en Electrofisiología y Farmacología Cardiovascular.
She also took up acting under Carlos Brussa (1887–1952). Thanks to the methodology she developed for reconstructing extinct dances, she and her husband revived over 20 folk dances from the colonial period, most of which had been completely forgotten.	In 1940, [pr] married the musicologist Lauro Ayestarán with whom [pr] undertook research into Uruguayan dance.	En 1940, se casó con el musicólogo Lauro Ayestarán, con quien se dedicó a la investigación de las danzas uruguayas.
In that capacity he was a member of the Senior Management Team of the Bank led by President Kaberuka, contributing to its overall strategic direction and institutional performance. He is the former Vice-President of the African Development Bank in charge of Country and Regional Programmes (as of October 2014).	Thomas Zondo Sakala (born 3 March 1955) is an experienced Zimbabwean economist and development banker.	Thomas Zondo Sakala (3 de marzo de 1955) es un experimentado economista zimbabuense y banquero de desarrollo.
Manager of Performing Arts. She has been named The Honoured Artist of Ukraine in 2009 by President of Ukraine, in recognition of her dedication as the main soloist of the State Ensemble of songs and dance of the Ministry of Internal Affairs of Ukraine.	[pr] writes [pr] own songs, creates choreography for [pr] performances and traveling around the world to represent Ukrainian culture.	Compone sus propias canciones, crea coreografías para sus actuaciones y giras alrededor del mundo para representar la cultura ucraniana.
Livio Dante Porta (21 March 1922 – 10 June 2003) was an Argentine steam locomotive engineer. He developed the Kylpor and Lempor exhaust systems.	[pr] is particularly remembered for [pr] innovative modifications to existing locomotive systems in order to obtain better performance and energy efficiency, and reduced pollution.	Se lo recuerda en particular por las modificaciones innovadoras que introdujo en sistemas de locomoción para lograr un mejor rendimiento y mayor eficiencia energética, y reducir la contaminación.
He created the exercise fitness program Zumba in the late 1990s which involves dance and aerobic exercise elements with accompanying music, specifically Latin, and associated martial arts moves, squats, lunges, and other aerobic techniques. His passion was dancing, but he could not afford dance lessons.	Pérez was raised in Cali, Colombia by a single mother and was working three jobs by age 14 to support [pr] family.	Fue criado por su madre soltera en Cali, Colombia, y a los 14 años ya tenía tres trabajos para mantener a su familia.
Wassana Winatho (Thai: วาสนา วินาโท; born 30 June 1980, in Prachinburi), also known as Amornrat Winatho and Vassanee Vinatho, is a Thai track and field athlete who specialises in the heptathlon and the 400 metres hurdles. Having won medals internationally in combined events, sprints, hurdles and relays, she is widely regarded as the most versatile athlete in Southeast Asia.	[pr] represented Thailand at the 2008 Summer Olympics and competed at five consecutive editions of the Asian Games (1998 to 2014).	Representó a Tailandia en los Juegos Olímpicos de Verano de 2008 y compitió en cinco ediciones consecutivas de los Juegos Asiáticos (1998 a 2014).
Before his ministerial role, Tarin served as the country manager of Citibank and did tenures as head of Habib Bank, Union Bank, and twice as chairman of Karachi Stock Exchange. Tarin is an ethnic Pashtun born to an army doctor in Multan.	[pr] currently sits on the board of Silkbank.	Actualmente, forma parte de la Junta Directiva del Silkbank.
Thanks to the methodology she developed for reconstructing extinct dances, she and her husband revived over 20 folk dances from the colonial period, most of which had been completely forgotten. In 1975, after Margaret Graham (1931–2004) had founded the National Dance School (Escuela Nacional de Danza), Rodríguez became a co-founder of its Folklore Department where she taught dance theory and history of dance while giving practical training in ballet and dance.	[pr] became one of the most important researchers in the area, writing several books on the subject.	Se convirtió en una de las investigadoras más importante en el área y escribió varios libros sobre ese tema.
Henry Alfred Ian Goonetilleke (known as H. A. I. Goonetileke) was a director of the University of Peradeniya library, the first chairman of the Gratiaen Trust and an eminent scholar in Sri Lanka. His early life suffered from some misfortune due to the early death of his father in 1926.	Ian Goonetilleke was born on 5 January 1922.	Nació el 5 de enero de 1922.
Ernst Rifgatovich Muldashev (Bashkir: Мулдашев, Эрнст Рифғәт улы; born on January 1, 1948, Verkhne-Sermenevo, Beloretsky District, Bashkir Autonomous Soviet Socialist Republic, USSR) - Soviet and Russian surgeon ophthalmologist, surgeon of the highest degree, inventor, general director of the Federal State Budgetary Institution "All-Russian Center for Ophthalmic and Plastic Surgery" Ministry of Health of the Russian Federation in the city of Ufa. Ernst Muldashev was born on January 1, 1948 in a simple family in the village of Verkhne-Sermenevo, Beloretsky District, of the Bashkir Autonomous Soviet Socialist Republic.	In addition, [pr] became famous as the author of a number of esoteric books, newspaper publications and films on mystical themes related to expeditions to Crete, Egypt and Tibet studying ancient civilizations.	Además, se hizo famoso como autor de varios libros esotéricos, publicaciones en periódicos y películas sobre temas místicos relacionados con las expediciones a Creta, Egipto y el Tíbet para estudiar civilizaciones antiguas.
In 1953, Ian Goonetilleke joined the University of Ceylon, Peradeniya, as an Assistant Librarian. He received his FLA in 1966 obtaining a distinction for his dissertation entitled A Bibliography of Ceylon - A Systematic Guide to the Literature on the land, people, history and culture published in Western languages from the 16th Century to the present day.	[pr] secured a Postgraduate Diploma in Librarianship in 1958 winning the John Duncan Cowley Prize for the best thesis in the process.	En 1958, obtuvo un diploma de posgrado en Bibliotecología y recibió el Premio John Duncan Cowley por la mejor tesis del proceso.
In 1985, she became an engineer at the Beijing Research Institution of Communication Technology. A 2011 report by the CIA stated Sun worked for the Ministry of State Security of the People's Republic of China and linked her to the Chinese military.	[pr] began [pr] career with Huawei in 1989 and became chairwoman of the corporation in 1999.	Sun inició su carrera en Huawei en 1989 y llegó a ocupar el cargo de presidenta de la corporación en 1999.
Iris Green Falcam died on Friday, February 19, 2010 in Pohnpei. President Manny Mori called Falcam, "gracious and caring mother of our nation."	[pr] was survived by [pr] husband, former President Leo Falcam.	Su marido, el ex presidente Leo Falcam, aún vive.
Park graduated from Seoul National University with a Bachelor of Arts in Economics and a Master of Arts in political science. Park Neung-hoo (Korean: 박능후; Hanja: 朴淩厚; born 24 June 1956) is a South Korean social welfare scholar currently serving as the Minister of Health and Welfare since his appointment by President Moon Jae-in in July 2017.	In 1998, [pr] earned a PhD in social welfare from the University of California, Berkeley.	En 1998, completó un doctorado en Bienestar Social en la Universidad de California, Berkeley.
Elo was signed by the Finnish National Ballet at 16, and acquired experience not only of stage, but also of opera and ballet production processes. In 1983 he also completed his compulsory military service.	[pr] danced with the Finnish National Ballet from 1978 to 1984.	Fue bailarín del Ballet Nacional Finlandés de 1978 a 1984.
Born in Caracas and brought up in Anzoátegui, she had her first success at the 2011 South American Junior Championships in Athletics, where she won the high jump. She performed better in higher level competition that year, jumping 1.75 m (5 ft 8 3⁄4 in) to take sixth at the Ibero-American Championships and claiming the bronze medal at the South American Under-23 Championships.	[pr] was defeated by younger opposition at the South American Youth Championships in 2012, managing only fourth.	En el Campeonato Juvenil Sudamericano de 2012 fue derrotada por una adversaria más joven y quedó apenas en el cuarto lugar.
He was the first Mexican conservationist. He worked there as the director of a natural history museum.	[pr] was born in Colima, and later travelled to Mexico City with [pr] family.	Nació en Colima y luego viajó a la Ciudad de México con su familia.
He served as governor from November 2009 until March 2017. Since June 2018, he is a member of the Financial Policy Council of the Bermuda Monetary Authority.	[pr] has also served as executive director of the Caribbean Centre for Money and Finance (CCMF).	También brindó servicios como director ejecutivo del Centro Caribeño para las Finanzas y el Dinero (CCMF, por sus siglas en inglés).
In the 1969 Queen's Birthday Honours, she was appointed a Member of the Order of the British Empire, in recognition of her services. A nursing scholarship for trainee nurses from the Hokianga area, the Rene Mary MacLennan Scholarship, was established in her memory.	[pr] remarried (briefly) to George MacLennan in 1944.	En 1944 se volvió a casar (por un corto tiempo) con George MacLennan.
As a professional dancer and choreographer, she has hosted and been a judge on numerous television dance reality shows - SABC 1's Dance Your Butt Off, eTV's Step Up or Step Out. Qubeka, a yoga enthusiast, produced and hosted her own health and fitness show called Gym e'Kasi for eTV and Open View HD.	[pr] also choreographed The Channel O Music Video Awards.	También hizo la coreografía de los The Channel O Music Video Awards (Premios de videos musicales de The Channel O).
She is President of Pour une Mauritanie Verte et Démocratique (For a Green and Democratic Mauritania). She has been married 4 times and has a son.	Mekfoula was born in the late 1960s (she doesn't know [pr] date of birth as [pr] parents were illiterate) in Tawaz, a village in the Adrar region and has 3 sisters and 3 brothers.	Mekfoula nació a finales de la década de 1960 (no sabe su fecha de nacimiento porque sus padres eran analfabetos) en Tawaz, una aldea de la región de Adrar, y tiene tres hermanas y tres hermanos.
In 2009 Noranda completed his undergraduate education at Gadjah Mada University in the Department of Archeology, with a thesis entitled "REKOMENDASI PENGELOLAAN BANGUNAN BERSEJARAH PADA KAWASAN PECINAN KOTA PADANG". He completed his education in 2013 with a thesis entitled "EVALUASI MANAJEMEN KEBENCANAAN PADA CAGAR BUDAYA STUDI KASUS KOTA PADANG, SUMATERA BARAT".	[pr] continued [pr] education in the same department by gaining a scholarship for prospective lecturers in archeology in 2011.	Continuó con su educación en el mismo departamento tras obtener una beca para futuros conferenciantes en arqueología, en 2011.
Joumana Bassil Chelala (born 1966) is the Deputy General Manager and head of Group Consumer Banking at Byblos Bank S.A.L., Lebanon’s third largest listed bank. She also sits on the Board of Directors of the Chamber of Commerce, Industry, and Agriculture of Beirut and Mount Lebanon.	[pr] was featured on Forbes Middle East’s list of Most Powerful Arab Women in 2014, 2015, and 2017, and was featured on the magazine’s 2018 lists of the Middle East’s Most Influential Women  and the top 15 Most Powerful Lebanese businesswomen.	En 2014, 2015 y 2017, figuró en la lista de las mujeres árabes más poderosas de Forbes para Medio Oriente, en sus listas de las mujeres más influyentes de Medio Oriente de 2018 y entre las 15 empresarias libanesas más poderosas.
She rose to the position of managing director. She was also the first woman CEO in all of Barclays Bank's African subsidiaries at the time.	[pr] was the first Zambian and first female chief executive at Barclays Bank of Zambia.	Fue la primera zambiana, y también la primera mujer, en llegar al puesto de directora ejecutiva del Barclays Bank of Zambia.
He studied nursing and got his first job in 1966, staying in this profession until his retirement. He lives in Rufisque, a fishing town about 20 kilometers from Dakar.	In 1968 [pr] married Meriem, a teacher; they have seven children.	En 1968 se casó con Meriem, una maestra, con quien tiene siete hijos.
Courtney Harvey Lyder (born June 8, 1966)  is a Trinidadian-American nurse and educator who is recognized internationally for his work in the field of gerontology. Courtney Lyder was born in Trinidad and Tobago before immigrating to the United States.	Lyder served as dean of the UCLA School of Nursing from 2008 till 2015.	Fue decano de la Escuela de Enfermería de UCLA de 2008 a 2015.
In his career, he has broken two World records and six Asian records. With a background in Badminton and being nominated to represent Singapore in the Youth Olympic Games, Marcus picked up the sport of Powerlifting in and has competed in several international competitions like the Asia & Oceania Championships 2014 held in Melbourne, Australia, the 3rd IPF World Classic Championships held in Salo, Finland, the Asia & Oceania Championships 2016 held in Christchurch, New Zealand and the Asian Championships 2017 held in Kerela, India.	[pr] has led the Singapore team to victory in several Asian Championships as well as coaching [pr] younger brother, Matthew Yap to breaking a total of four world records.	Ha conducido al equipo de Singapur a la victoria en varios campeonatos asiáticos además de fungir como entrenador de su hermano menor, Matthew Yap, para romper un total de cuatro récords mundiales.
He joined then-Governor Yasuo Matsushita in expressing official remorse by leaving the bank. He also became deputy chairman of the Japan Association of Corporate Executives.	[pr] then became chairman of the Fujitsu Research Institute, a private policy group.	Luego, llegó a ocupar el cargo de presidente del Fujitsu Research Institute, un grupo orientado a las políticas privadas.
Her 2013 book entitled "Cleaning as Passion" (German orig. Putzen als Passion) became a biology bestseller in Germany. Since 2010, she is Department Chair and Philosophy Professor at the TU Braunschweig, Braunschweig/Brunswick Institute of Technology (Germany).	Nicole C. Karafyllis (born 22 April 1970 in Lüdinghausen, West Germany), is a German philosopher and biologist.	Nicole C. Karafyllis (nacida el 22 de abril de 1970 en Lüdinghausen, Alemania Occidental), es una filósofa y bióloga alemana.
He has been a dancer at the royal Swedish Ballet and in the Cullberg Ballet, where he danced the Prince in Mats Ek's Sleeping beauty and Romeo in Birgit Cullberg's Romeo and Juliet. In 2010 Bucchieri choreographed his first dance work for Stockholm 59 degree North 1 ballet Cantus: In memory of the dancing queen.	[pr] has been a dancer and actor in the acclaimed choreograph Pontus Lidberg’s movies the Rain (2008) and the Labyrinth Within (2011) together with New York city ballet’s star Wendy Whelan.	Fue bailarín y actor en las aclamadas películas del coreógrafo Pontus Lidberg The Rain (2008) y Labyrinth Within (2011) junto con la estrella del ballet de Nueva York Wendy Whelan.
Shaukat Tarin (Urdu: شوکت ترین‎; born 1953) is a Pakistani banker who served as Finance Minister of Pakistan from 2009 to 2010 in the Gillani cabinet. Tarin resigned from the ministry on 23 February 2010 to "raise equity from the market for Silkbank," which while working at finance ministry was "a clear conflict of interest."	On 7 October 2008, [pr] was appointed as an adviser to the government and was elevated to the post of finance minister after being elected as a senator from Sindh on 27 July 2009.	El 7 de octubre de 2008, fue designado como asesor del gobierno y ascendió al puesto de ministro de Finanzas luego de ser electo senador de Sind, el 27 de julio de 2009.
She has won multiple awards for her work on breast cancer, and is known as an advocate for allowing young women in the Arab world to choose a career in science. Tahtamouni was the third of six children and was raised in Irbid in northern Jordan, a city known for its well-educated residents.	In 2016, [pr] was named one of BBC's 100 Women.	En 2016, figuró en la lista 100 Women de la BBC.
He was born 30 August 1961 in Helsinki, Finland. Jorma Elo's partner since 1994 is Nancy Euverink who has also been assistant to Elo.	[pr] father, Jaakko Elo, is a urological surgeon, mother Ruth Elo née Carlstedt, a dentist.	Su padre, Jaakko Elo, es cirujano urológico y su madre Ruth Elo, nacida Carlstedt, es dentista.
Diana Lobačevskė (born Diana Maciusonytė on 7 August 1980 in Vilnius) is a Lithuanian long-distance runner who specialises in marathon and half marathon races.Her marathon personal record is 2:28:03. She won the Hamburg Marathon in 2013 and the Mexico City Marathon in 2016.	[pr] represented [pr] country in the marathon at the 2012 Summer Olympics and the 2011, 2013 World Championships in Athletics and 2016 Summer Olympics.	Representó a su país en el maratón de los Juegos Olímpicos de Verano de 2012 y en los Campeonatos Mundiales de Atletismo de 2011 y 2013 y en los Juegos Olímpico de Verano de 2016.
After being accepted into the Central Medical School in Fiji, she attended the Trust Territory School of Nursing until her course began in 1960. The following year she was Fijian national champion in women's singles, women's doubles and mixed doubles.	During [pr] time in Fiji [pr] was part of the Fiji table tennis team that won gold at the 1963 South Pacific Games.	Durante su permanencia en Fiji formó parte del equipo de tenis de mesa de Fiji que ganó oro en los Juegos del Pacífico Sur de 1963.
She had five siblings. In 1903, she formed the Utkal Young Men's Association and managed the Utkal Young Women's Association.	Following an untimely demise of [pr] mother, [pr] was adopted by Madhusudan Das.	Tras la inesperada muerte de su madre, fue adoptada por Madhusudan Das.
Formed in August 2006 by four high school girls, they played live street performances until they were noticed and signed to the indie label Kitty Records. In 2008, they released three singles and a mini-album while simultaneously touring the United States, France, and Hong Kong. 	Although all four members have provided lead vocals, their primary roles are Haruna on vocals and rhythm guitar, Mami on lead guitar, Tomomi on bass guitar, and Rina on drums.	Si bien las cuatro integrantes han sido vocalistas líderes, las funciones principales ubican a Haruna en la voz y la guitarra rítmica, a Mami en la primera guitarra, a Tomomi en el bajo y a Rina en la batería.
Ruth-Rolland began her career as the supervisor for the education system of the French territory of Ubangi-Shari in 1956 and the supervised the Central African Republic national education system following independence from France in 1960, continuing to teach until 1964. Ruth-Rolland became an advisor to the government in 1979 and later was appointed as the Minister for the Promotion of Women's Status.	Following this [pr] was employed as a social worker, helping street children, and as the head of army social services in the Central African Armed Forces, leaving the forces with the rank of battalion chief.	Después de esto, fue contratada como trabajadora social, puesto en el que ayudó a niños de la calle, y como directora de servicios sociales del ejército en las Fuerzas Armadas de la República Centroafricana; en el momento en que abandonó el cargo, había alcanzado el rango de líder de batallón.
She has also won three gold medals as a member of the Dutch relay team at the European Championships.As of 2013, ter Mors has one ISU Short Track Speed Skating World Cup victory, coming as part of the Dutch relay team in 2012–13 at Dresden. Her top World Cup ranking is 7th, in the 1500 metres in 2013–14.	[pr] also has four other podium finishes.	También logró otros cuatro podios.
In 1910 she entered Newnham College at the University of Cambridge and was one of the first three women to study Mechanical Sciences there although, like all women until 1948, she could not graduate with a degree or become a full member of the University. Rachel Mary Parsons was born in 1885, to Sir Charles Algernon Parsons and his wife Katharine (d.1933), the daughter of William Froggatt Bethell of Rise Park, East Riding of Yorkshire.	Rachel Mary Parsons (1885–1956), engineer and advocate for women's employment rights, was the founding President of the Women's Engineering Society in Britain on 23 June 1919.	Rachel Mary Parsons (1885–1956), ingeniera y defensora de los derechos laborales de la mujer, fue la fundadora y presidenta de la Women's Engineering Society en Gran Bretaña el 23 de junio de 1919.
He is the chancellor of Busitema University, a public university, one of the 41 licensed universities in the country, as at February 2015. Omaswa was born in Mukula Village, Kumi District, in the Eastern Region of Uganda, circa 1943.	[pr] has served in that capacity since June 2009.	Ha ocupado ese cargo desde junio de 2009.
After a brief stay in Vienna in 1956, he left for England and completed his schooling in London. In 1976 he received his D.Sc. (Eng.) from the University of London in Microwaves, Computer-aided Design, and Optimization of Circuits and Systems.	[pr] entered Imperial College of Science and Technology, University of London, in 1960, graduating in 1963 with First Class Honours in Electrical Engineering; and in 1967 with a Ph.D. in Microwaves.	En 1960, ingresó en la Escuela Imperial de Londres y en 1963 se graduó con altos honores en Ingeniería Eléctrica; en 1967, obtuvo un doctorado en Microondas.
