src	trg	src_ctx	gender
You can see it in their coloring.	Vous pouvez le voir dans leurs couleurs.	No,no,their souls. - You can see their little souls. - I don't understand. - You believe that fish have souls? - Yes.	 
We need to get it together, fast.	Nous devons regarder les choses en face, vite.	A nation of test takers, club presidents and volleyball captains. - But we're losing the innovators, the free thinkers, the dreamers. - We lose our values— honesty, integrity, character. - A bunch of outcome-oriented kids are being led by outcome-oriented teachers who are pushed by goal-driven parents. - And 20% of today's teenagers experience depression, and a large percentage of them, like Ms Rome says, attempt suicide.	 
It was nice finally meeting you.	Heureuse de vous avoir enfin rencontré.	We just,you know, decided to carpool. - Um,actually, I need to get going. - I'll walk you to the car. - We should get together for dinner one night. - That-That would be fun.	 
We need to have it on the record.	On a besoin que ce soit enregistré.	I'm sweet! - They won't even let me go to my wife's funeral. - All I wanted was to be left alone. - We need you to answer a few more questions. - You can't get your partner here to look inside my head?	 
It was great.	Bien.	Mom,thanks. - Well,no need to thank me.The vote was unanimous. - I heard the,uh,shower was exciting. - The shower w more like a thunderstorm. - Talk to you later,honey so how was your first board meeting?	 
I could... I could feel it Vibrating through the floor, you know.	Je pouvais... sentir les vibrations sur le sol.	It makes your head feel very heavy. - Well, I'm really glad That you've been trying to do something different. - Two nights ago - Julia was in her exercise room On the second floor, right? - So I was trying to read, But I could not concentrate Because her music was so loud.	 
- Huh. - Oh, yeah, you should try it some time.	Tu devrais essayer.	Now, are you two up early, or are you going to bed late? - And what's going on here with all this dirt? - - Yeah, well, you know... - - Gardenin'. - We've been doing a spot of late night gardening'.	 
Put it back.	Remets-le à sa place.	I'm going to change. - If we do have kids, are you going to grow up? - Dear, what's this? - Whose is it? - Could it be my present?	 
Go look it up.	Je vais vérifier.	You don't miss having this kind of drama in your life, do ya? - My life is dramatic enough. - Sounds like it's about to get even more dramatic. - Check, please. - I'm not sure about Rue De Lyon.	 
I wasn't done reading it yet.	J'avais pas fini de le lire	Well, how about I come by after? - I can stay the night and then you can take me shopping on Saturday. - - Ah, the lucky girl. - - Okay. Bye. - Hey, Amir! Where's this month's Guitar magazine?	 
Yeah, well, I couldn't have done it without you.	Je n'aurais pas pu le faire sans toi.	I love you, fluffy matzo ball. - And I love you, my yiddish yam. - Wanna get outta here? - Since the moment I walked in. - I can't believe your plan worked!	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
- It was great.	- C'était génial.	- Sure, I do. - Well, you see, they made a choice. - Anthony and Gail made a choice to stay on Baronne Street and keep their hands on what they were serving. - They cooked. - Every day they cooked until they could cook no more.	 
At first it was great.	Au début c'était super.	It was something. - That's not what happened! ? - Well, your story is boring. I'm just trying to spice it up. - There were 15 women there. - And me.	 
I mean, it was great.	C'était génial.	Well, how far do you wanna cross this friendship boundary? - Since when did we have boundaries? - All right. - Why don't you just leave out the details. - Well, everything was fine between Lana and I, when I was human.	 
Shut it down!	Arrêtez-moi ça !	Get Mr Crout! - It's all right, son. - I've got you! - Tommy's hurt! - Move!	 
- She loves us again. - I know. It was great.	Elle nous aime de nouveau.	Ok, probably gonna need, like, um, like a hour and a half, maybe. - I love you, daddy. - - I love you, too, sweetheart. - Good night. - - I know. We did it. - Did you see how happy she was?	 
You must put it back.	Il faut la remettre.	The real evil is keeping such a beautiful work of art locked in a chest. - Chest. - - This sculptor was quite talented. - - Put it back in the chest. - Quickly!	 
I think I can filter it back to its original state.	Je pense pouvoir la filtrer pour retrouver l'originale.	What can you tell me about the voice? - It sounds like this particle physicist I used to date. - He had these tiny little Chiclet teeth, and an Eiffel Tower tattoo right - - You want this or not? Okay. - Obviously, it's being disguised.	 
How long will it take?	Ca prendra longtemps?	She was my snitch, man! - What can I do? - We're fairly sure he beat up on these people unprovoked. - He has an obvious drug problem, plus he was rude to me! - Well, nail his ass!	 
Then let's keep it that way.	Alors, gardons ça pour nous.	Why? - I don't know, just... - Little things she'd say. - Does anyone else know? - I don't think so.	 
I'd have to look it up.	Il faudrait que je vérifie.	The rest of this Ceuti's group. - Do they still work with the Colombians? - I suppose the case went back to Narcotics. - You suppose, or did it go back to Narcotics? - Do you recall the first name of this Ceuti?	 
Let me plug it in for you and see.	Laisse-moi le brancher pour voir.	What are you doing? - Trying to get these clothes to dry. - I left some papers here. - - Why don't you use the heater? - You sure? - Yeah, I told you kids to use whatever you want.	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
Wu is starting to figure it out.	Wu commence à se douter de quelque chose.	She's a criminology student, right? - Yeah. - I'm just having a little problem trying to figure out why she's... you know, we're gonna have to talk about this later. - We're in the middle of an investigation. - We got to go.	 
All you have to do is let it out.	vous devez juste la laisser sortir.	You're you because of your brain. - It's your brain's capacity to process information that makes you who you are. - Relax, and just do what you've always done. - I've never played with these. - The music doesn't come from your fingers, Michael, it comes from your mind.	 
We'll take it from here.	On s'en occupe maintenant.	- But if you're gonna bring God into it... can you do like the Old Testament and the covenant... and keeping your eyes closed or your face will melt... - - and the coins and the fear and the Indiana Jones- - - No. - You know what? - Just sit on the couch.	 
I can be at your office first thing tomorrow morning to pick it up.	Je peux être à votre bureau demain matin pour le reprendre.	I'm glad you arrived safely. - I hate to trouble you, but it seems you have the wrong bottles for Colonel Stieff. - You do still have the package? - Oh, no, no, no. - As it happens, I've been called to Berlin unexpectedly.	 
I need something to pry it open with.	J'ai besoin de quelque chose pour forcer l'ouverture.	And take me with him. - This time you're an accomplice. - Unless you're planning on killing Inspector Robinson yourself, he'll make sure you hang for it. - It's no use. - I can't break the lock and the door weighs a ton.	 
If I have to drive to Oregon and pick it up myself.	J'irai jusqu'en Oregon pour le récupérer.	I'm sorry. - He's just a little scared. - You're damn right I am. - - You don't screw this up. - Dr. Ross, you'll make sure that the liver gets here?	 
I tried to say it with my eyes.	J'ai voulu le dire avec mes yeux.	I never said I liked you. - I said I loved you. - When did you say that? - Before I ever knew your name. - First day I saw you at the institute.	 
It knows I don't want it and I was gonna give it away.	Il sait que je ne veux pas de lui et que j'allais l'abandonner.	You can't stop this. - This is happening. - Your baby is coming, and I need your help. - It's not going to want me. - What?	 
- Honey, you gotta take it easy.	Calme-toi.	- You want some coffee or something? - - No, I just want this to be over with. - I'm gonna lie down. - - Lu, you gonna be okay? - Thanks. Come here, come here.	 
We hope it won't have to be.	Pourvu qu'elle ne serve pas.	- The POW? - - Pulse Operated Weapon. - Creates an aimed impacted equivalent to 10 grenades. - Has it been used yet in combat? - The first set doesn't come off-line until next year.	 
I'm not gonna try to spin it for the press,	Je ne vais pas essayer de me dévoiler à la presse	I'm not gonna jump through hoops for your hot little campaign manager, either. - What's that supposed to mean? - You told her about your affair. - I thought that was private. - Wouldn't you rather she heard it from me than from some tabloid journalist?	 
- It was great.	- Elle a dit que c'était bien.	And it was just sex. - Just sex with Joan fucking Jett. - - Honey, honey, listen to me. - How was it, John? - Honey, you don't want to know. - - How was it, John?	 
They can leave it in the foyer. The front door will be open.	Ils peuvent la laisser dans le hall, la porte sera ouverte.	All save one are to be brought here to the shop. - The largest contains an extremely valuable sideboard a Hepplewhite. - That is to be taken to my house. - The movers will recognize it by its size. - Yes, sir.	 
You don't have to turn it off.	Tu n'es pas obligé de l'éteindre.	Hi, I made them let me off work an hour early. - What's wrong, sweetie, another headache? - Yeah. - The doctor said the headaches will go away soon. - And tomorrow you get your blue lens and it's home sweet home.	 
You can call it whatever you want, General.	Vous pouvez l'appeler comme vous voulez, Général.	I couldn't predict exactly when. - Does it matter? ! - Your soldiers had a chance to save those kids, and they didn't! - Ms. Miller, let me remind you, this is not a legal proceeding. - We are here to gather the facts, not to assign blame.	 
We're doing it again.	- Ça recommence.	No. No, I just tried to get you two to stop arguing. - Blame it on her again? - Man, that's the whole thing. No, I'm not blaming her. - I'm blaming both of you... - You never take responsibility for your own Guys, guys, guys.	 
And nothing evil can ever stand against it again.	Et aucune force maléfique ne pourra plus jamais s'y opposer.	There is no power great enough to keep you from me. - I have won. - You are saved, Andreas. - Because I have taught you... the meaning of goodness. - You hold it now, locked tightly in your heart.	 
I can see there's something on your mind, so spit it out.	Je vois bien qu'il y a quelque chose. Raconte.	Surfing? - - Yes. - Now have a seat, drink that beer and tell me to what I owe this visit. - No reason, I just dropped by. - - Come on, pull the other one.	 
Listen, give it a couple of hours before you handle it, OK?	Écoutez. Attendez deux heures avant de la toucher, d'accord ?	Because I just can't. - Yeah, course you can't. - - I can't say as I blame you. - - That's not the reason. - Well, it's a pretty good reason.	 
It was great.	Génial.	Look at him! - Where have you been all day and night? - How was the concert? - Well, I met some friends on the way there. - It was great.	 
I can't get it out of my head.	Je n'arrive pas à me l'enlever de la tête.	How does that sound? - Anyone want salt? - I can see it sometimes. - When I'm on my own. - I see that man on the ground in the rain.	 
- this interview. - Which is too bad, 'cause it was great. Can you get it back?	Ce qui est dommage, parce qu'elle était géniale.	Well, can't you guys digitally, you know, do whatever it is you do? - The first thing we tried. - Ow. - Hurts my eyes. - - We tried dark, too. - Damn, I have to redo	 
I thought it was great.	Je pense que c'était super.	Was that Rachel's voice I heard or am I just going meshuga? - Mama! - And cut. - Okay, everybody, stay where you are, please. - That's a cut.	 
You can't just throw soda water on it and make it go away.	Vous ne pouvez pas jeter de l'eau dessus et la faire disparaître.	I was until you and your girlfriend ruined the show. - I don't see anything. - Did I say red wine? - I meant white. - It's not like a couch.	 
It was great.	C'était super.	But Gibbs had your phone? Yeah. - I left it in the diner last night. - He said he'd leave it here and I could pick it up. - Sorry I made you sit through dinner. - Oh, no, don't be.	 
You know, in fact, I might encourage it a little.	J'aurais même tendance à l'encourager.	Who is worried about della? - Or is that why you hired me? - I have news. I can pick up as much slack as you leave behind. At the end of the day, she is your daughter and she is your sister. - unless you start giving her the attention that you Iike to save for one another she is gonna rebel like you wouldn't believe. - And I'm not gonna be the one to stop her.	 
Something's just stuck in it and I'm trying to get it out.	Quelque chose est juste coincé dedans et j'essaie de le faire sortir.	Oh, damn it! - Come on! - - Hi. - I got your message. - Are you okay? - What happened to your eye?	 
The battery's fully charged. Please leave it on.	Les batteries sont pleines, laissez-le allumé.	- You're not going alone. - - That's the way I work. - - Take this. - - I don't need it. - Humour me.	 
- Spit it out.	- vas-y crache.	That wouldn't have been a good secret. - - But you did it anyway. - - And I told you about it. - Right way. You did it and told me about it. - - It was nothing. It was...	 
You're so good to me, and you go to all this trouble... and you get me everything I want, then I don't want it anymore.	Tu es tellement bon avec moi, et tu t'es donné tout ce mal et tu m'as pris tout ce que je voulais, et je n'en veux plus	-And grapefruit juice? - Rapini? - -Puke. You're not craving things anymore, are you? - -l'm sorry. - -No. I mean, I'm so frigging impossible.	 
So will you just think about it for us?	Tu veux bien y réfléchir, pour nous ?	That's our only option now. - I don't want to have regrets about us. - And we can make this work if we do that. - I spoke to Harry, and he said it'll only take six months, and then I can come back. - And then we can be together.	 
Don't take it personally.	Ne le prend pas personnellement.	So you're going to protest our inaugural? - That is blackmail. - That is bad faith. - It's not just you, Eli. - We're making a stand across the Midwest.	 
Well, let me put it this way. There are a lot of folks in this world that spend thousands of dollars on material things.	Il ne faut pas oublier que des gens dépensent gros pour des biens matériels.	And believe you me, as they say, it wasn't easy. - But in this life, if you have a desire for anything, you'll get it. - Isn't that true? - - Well, sometimes. "Where there's a will, there's a way." That's what Charlie Gipper says, you know. - You probably heard of him. Notre Dame? The Gipper? - Well, sometimes you can't.	 
And how long will it take?	Et combien de temps cela va prendre ?	No. - But we can use her to find Walter and William Bell. - The frequency at which Olivia is resonating will also be the frequency at the epicenter of the dimensional intersection, meaning we should be able to identify the exact location where the two universes are overlapping. - Now, assuming Bell wants to survive the collapse, that's where he'll be. - The calm at the center of the storm as it were.	 
I first used it when I was 16 and never changed.	Je l'ai découvert à 16 ans et je n'ai jamais changé.	Just confused. - Women after lovemaking, it's always so complicated. - Hey, I love your aftershave. - What is it? - It's Yardley.	 
Get over it just like Sunil did.	Traversez ça comme Sunil l'a fait.	There's one every couple of days you know what they say about shooting stars? - Make a wish on a shooting and it will come true - you guys were worried about what would happen to our Sunil? - He's strong. - There's no need to worry about him.	 
Enjoy it while you can... for soon there will be none.	Profites-en tant que tu peux. Il n'y en aura bientôt plus.	Right, my lad! - - You are coming with me! - - Get off! - And you are in big trouble now! - More Burgundy.	 
- That's why Crawford here is gonna go get it for us. - [ Grunts ]	C'est pour ça que Crawford va aller nous la chercher.	- Think you can jack that thing? - - Piece of cake, man. - Finally, a ride out of this shit-hole. - Wait a minute. - That's the tow truck that ran us off the road.	 
OK, yeah. So let's go over it again.	Bon, reprenons.	- [Alex] Doesn't make sense. - No kid wants to be the loser missing class to go to the hospital, - - l don't care how lame you are. - - l loved the hospital when I was a kid. - No school, lots of cool medical supplies to play with.	 
Look, you know what? Why don't you stay here and enjoy the party, and I'll go get it for you.	Pourquoi ne restez-vous pas ici et profitez de la fête, et j'irai le chercher pour vous.	- Look at that view. - Well, now that we're out to sea, all I need is my captain's hat. - Your captain's hat! - - What's funny about that? - - Nothing, nothing, no...	 
We're gonna use it to make a cure.	On va l'utiliser pour créer un remède.	Roy, you're dangerous. - Some people are broken. - I'm not letting what happened to Slade happen to Roy. - Is that what I think it is? - Mirakuru.	 
Then put it back.	Alors repose-le.	- Yeah. - Well, if you need anything... - You know where to find me. - - Hey, you gotta pay for that. - - I don't have any money.	 
I can't stand it any longer!	Je n'en peux plus ! Faites-nous descendre !	I'm a palaeontologist, not a foreign secretary. - - George, come on. - - It's not knowing that's so awful. - Not knowing where you're going, why, or what's waiting when you get there. - We got above that storm.	 
Look, you can have it back if you want.	Je te la rends, si tu veux.	What the hell is that? - I saw it on your fridge, and I couldn't resist. - You stole a picture from me? - - What the hell were you thinking? - - It was looking right at me.	 
Let's keep it that way.	C'est mieux ainsi.	Did you find anything to explain why there's no progeria? - Maybe you better take a look. - I've never seen anything like it. Just to be sure, - I'll run another series as soon as 494 gets her back here. - - Does anyone else know about this?	 
It'll take some time to sift through it.	Ça va prendre du temps à trier.	You know, you were right, John. - She is exceptional. - You've just received an email from NYPD Research regarding your request for personal information on Claire Mahoney. - What does it say? - It's quite a lot of information.	 
- They had to dig it out.	Ils ont dû aller la chercher.	- Hi. - - Good to see you. - - A well-placed shot afterwards. - - Brilliant. - The bullet entered here and was sticking out of my ass.	 
- It was great.	- Tu m'as épatée.	You're not a postal worker, are you? - Quiet. - - Peter, that was great. - Are you okay? - I can't believe you did that. That was so cool. - - You gave me chills.	 
Well, let me put it this way.	Et bien, en deux mots.	I promise. - Thunder buddies for life. - Thunder buddies for life. - And that was a promise that neither one of them ever forgot. - So, where are John and Teddy today?	 
- You should try it sometime.	- Vous devriez essayer.	Morning, children, what's the poop on the prom? - Ms. DiPesto met a man at the banquet. - No kidding, facial hair and everything? - That explains the smile. - - The smile?	 
Because I'm always turning it back on.	Parce que j'allais tout le temps le réenclencher.	Do you think,uh,anybody could give me description? - Well,the minute I get something,you're my first call. - Can you hold out your index finger for me,please? - Info:****** - Why is your print on the circuit breaker at Ryan's house?	 
♪ it ain't yours to throw away ♪	♪ Ce n'est pas à toi de t'en débarrasser ♪	♪ and worn-out shoes and Broadway blues ♪ - ♪ and any fool will tell you the damn ol' deck is stacked ♪ - ♪ what if you're just a vessel ♪ - ♪ and God gave you something special? - ♪	 
Just enjoy it while it lasts, which isn't very long.	Savourez ce bonheur, il ne durera pas.	- We should just try and enjoy the day. - I don't see why we need to gamble. - That's sweet. - You both look so happy. - It's just an act.	 
I hope it made his cleanup job hell.	Ouais. J'éspère que j'ai fait de son boulot de nettoyage un enfer.	No. I get nosebleeds. - - Nosebleeds. - - From hepatitis C. I got blood to spare. My nose is like Old Faithful. - It finally came in handy. - You expirated blood from your nose all over your apartment walls to get back at your manager? Yeah.	 
Maybe you should give it to charity.	Tu devrais peut-être les donner à une association.	You know, I'm not. - So... - What are you doing? - Just throwing out some old clothing - I've been wanting to get rid of for a long time.	 
- Come on, Simi spit it out.	- Allez, Simi crache.	You've changed, Ray. - Of course, you said a person that can't be successful in Mumbai has no hope. - Look at you now. - Being successful doesn't mean... - Just forget it.	 
It has to be put back.	Il faut la remettre en place.	One day, the doctor forgot to lock the cell. - But the child had a friend a protector who showed the others that this innocence was their redemption. - It was to be prized. - This is Bane's prison now. He wouldn't want this story told. - There's a vertebra protruding from your back.	 
Now remember, the doctors told you to take it easy.	Les médecins t'ont dit d'y aller mollo.	- What? - But just don't hurt yourself in the process. - Lex Luthor is nothing more than a predator. - Well, I don't plan on being anybody's prey. - So we have nothing to worry about.	 
I had to look it up.	J'ai dû le lire.	But... it was the wrong thing to do, and I'm sorry. - Thank you. - I know you're this big fancy writer now, making all this money but... you buying that car without me made me feel superfluous. - "Superfluous"? - I read it in your book.	 
And now you want to return it for him?	Tu veux la rendre ?	It was his most precious possession. - How did your grandfather come to have this? - I don't know. - I know he wanted to give it back but something really bad happened. - He ended up in prison.	 
With it, you can give life or snatch it away.	Grâce à elle, tu peux donner où mettre fin à une vie.	Only a human hand can build a fire and tend a flame. - Control is all. - There is one power above all others, a divine power that comes with the greatest of responsibilities... - That of life and death. - The essence in all things is palpable to you.	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
We'll have to burn it all.	Nous devons tout brûler.	Liv, it's the brains! - They're making you... - You're all right. - You can get your sample now. - All right.	 
- It was great.	Oui, c'était génial.	And, um, I had a lot to drink... and I made out with somebody in the bathroom. - And it was great. - I-- I was so happy to come home after that. - I just knew what I was coming home to, you know? And I knew what I wanted. - But you said it was great. It was.it was.	 
- They've no right to call it a sport.	- Ils devraient même pas avoir le droit d'appeler ça un sport.	Super! - Just super! - - I don't understand a thing. - - I can't take it! - - It's incomprehensible!	 
Well, it 's too late to transfer her.	- Il est trop tard pour la transférer.	And? - Ms. Werther had violent contractions. - The heartbeat of the fetus is very high ... as well as hers. - She didn't make any consultations throughout pregnancy? - No.	 
I haven't figured it out yet.	Je n'y suis pas encore arrivé.	Three million. - We've already spent $5,000 on Ocean Spray. - What about our trip to California? - Was it $5,000? - I have a lot of receipts.	 
Ahmed has valuable information, and we need to get it back.	Ahmed a des informations qui ont beaucoup de valeur, et on a besoin de les récupérer. J'ai compris ça.	Trust me -- it's not for pleasure. - Okay, you've got your cover I.D.s, tickets, traveler's checks. - You're on the 9:25 out of Miami. - Sam will go over the rest when you get there. - And is he going to tell us what this is really about?	 
All right, let's keep it that way.	Très bien, continuons comme ça.	I want it to help me create happiness. - To help all of us. - _ - Does that program have access to texts? - Not yet.	 
- How was the concert? - It was great.	- Comment était le concert ?	What are these tickets from? - We both really like Paul Simon. - And one of our first dates, when we'd met, we went to see him in concert. - - When was that, Jacob? - - Two months after we met.	 
- Then consider it done.	- Alors considérez que c'est fait.	- Nothing. - - Any result? - - Not a dickie bird. - So let me get this right. - You need that crystal?	 
Ever since I had that dream about him, I can't get it out of my head.	Depuis que j'ai rêvé de lui, j'y pense tout le temps !	-Why? Because! - Okay, seriously, did not understand a word you just said. - -In the hall. - -You wanna fool around with Joey? - -Yeah.	 
It's a very complicated and tricky procedure, because you have to get the formula correct, and there's only one chance to get it right.	C'est un procédé complexe. Il faut trouver la bonne formule. Et on n'a pas droit à l'erreur.	She wanted to show them to people. - She may not have had that happen while she was alive, but we're doing it now. - I stopped scanning myself, because I just couldn't keep up with it. - There's a lab in New York with technicians scanning her work, Monday through Friday, nine to five, at a rate of about a few thousand a week. - I've been developing the black and white films, so I have about a couple of hundred left to develop.	 
OK, we're going to put it in this hand.	Bon, nous allons la placer dans cette main.	I see that now. - Let us have ale, Landlord. - The night is younger than I am! - Let me show you this. - You see this coin?	 
Is it too late to cancel?	C'est trop tard pour annuler?	You're running an insurance company, not a rap label. - People aren't looking to you to give them a good time. - They are looking to you to protect their livelihood. - Now let's think about this for a moment. - I mean, how far along is this party?	 
But I don't want it to crash.	Mais je ne veux pas qu'il tombe.	You could always lower your standards and debate this over a drink. - I'm still engaged Mr. Joseph. - So I keep hearing. - Wait for a sec, I've gotta get a good gust here ! - You've gotta pull down on the string son, hard.	 
Must make up for it in speed.	Il doit compenser en vitesse.	We try to make it easy. - Why don't we share a cab over? - - Great. - - Yeah. - A little scrawny for a cornerback, huh?	 
And I wanna mess it up in our own specific way.	Je veux rater son éducation à notre façon.	How do you feel about that? - I think I feel okay about it. - Actually, I think I feel really good about it. - Me too. - I wanna find a baby that needs a home, and I wanna raise it with you.	 
What's it about?	C'est à propos de quoi ?	Yeah, I can tell. - Look, Nick and I straightened things out, okay. - I was being weird and jealous about you two... - That's the thing, Billy. - This isn't even about me and Nick.	 
I think there's one upstairs-- I'll go get it for you.	Il y en a un haut... Je vais te le chercher.	What are you doing in here? - I was playing. - Play somewhere else. - Go play with matches. - Hey, Ma, do you have a pen for Uncle Michael?	 
Keep it safe.	Mets-la en sûreté.	Oriane is your eldest daughter. - She has power and influence at court. - Why not entrust this duty to her? - Oriane thinks too much of her own wealth and comfort. - Only you possess the qualities needed for so great an undertaking.	 
I don't want it anymore.	- Je n'en veux pas.	Why would i? - I care about you. - I care about us. - There is no us. - Since it means so much to you.	 
I just wanted to see it, see it from here.	Je voulais juste le voir, le voir d'ici.	All the greats have been through here. - Must have been amazing. - Still is. - I had a meeting with the sound tech. - Why are you here?	 
But I can't get it out of my mind.	Mais je ne peux pas débarrasser mon esprit de ce souvenir.	It's that I can never forget. - I understand. - Deng, - But you need to remember... - Your family is always your family.	 
Continue to administer it to the humans there.	Continuez de les administrer aux humains là-bas.	They're to report to you for a full medical examination Before I meet them. - As you wish. - Where do we stand with the r-6? - All the doses that we hid in the human flu vaccines Were destroyed by the explosion. - There's still plenty of r-6 in our healing centers.	 
No, really. What's it about?	Sincèrement, c'est pour quoi ?	You didn't prepare the shunt by priming it and soaking it in Gentamicin. - Therefore I can only assume... you didn't do it. - What's all this about? All this testing. - You know we know this stuff. - I can't think of a better way to decide which one I sack.	 
I mean, I can't fix this. I can't make it go away.	Je ne peux pas arranger les choses, je ne peux pas les effacer.	- I try. - - I tried the other night. - At 4 in the morning. - Yeah, and you told me to go back to sleep. - - It's like you pretend it didn't happen. - - Yeah, well, what do you want me to do?	 
Just charge it all to Mitch.	Mettez ça sur le compte de Mitch.	I never go to funerals or weddings. I prefer elopements. - They're more romantic. - What a shame you can't stay for dinner with us. - Yes. - Vicky and I have a million things to do - fittings and odds and ends to buy.	 
And invest it with pride, yes, invest it	Et l'investir avec fierté, oui, l'investir	[Terry] Roberts graduates from Westmoreland Military Academy with honours in 1977 and is selected as a candidate for a master's degree in business at Yale University. - In 1980, Roberts graduates from Yale and begins his phenomenal rise on Wall Street. - Grandma felt guilty about being so rich - And it bothered her until the day she died - But I will take my inheritance	 
It'd be a crime not to put that in the mix.	Ca serait un crime de ne pas le mettre dans le mélange.	Ms. Warren. Yeah? - Brennan doesn't speculate. - We observe, we analyze, we use facts. - As an intern, you should know this already. - Yeah, but my instincts are highly developed.	 
Shut it down!	- Faites-le!	- What is it? - - SG-3 and 8, they're coming in hot. - Open the iris. - - They're right on our tail! Shut the gate! - Shut it down!	 
Well, enjoy it while it lasts.	Profite en tant que tu le peux encore.	Told me about your visit. - I have to admit, even I didn't see that one coming. - You have the disc and the money. - What is she to you? - Life.	 
It was good. Actually, it was... It was great.	Super, je dirais même géniale.	Good for him, you know? - Anyway, have fun tonight. - Oh, we will. - Thank you. - So, James, how was your day?	 
I'd have to look it up...	- Il faut que je regarde...	We can no longer wait for the wedding as planned. - We can deliver our gift at the next crescent. - I lived in several middle eastern countries growing up. - Next crescent? - Muslims sometimes use a lunar calendar.	 
He says he was gonna kill it and eat it.	Il a dit qu'il allait la tuer et la manger.	Already? - Hey, Rose, there better be fire trucks on their way to my house right now. - No fire but it's definitely an emergency. - You have to come home. - This guy was being really mean to his goat.	 
One time, she let me ride it in her driveway.	Une fois elle m'a laissé le conduire dans son allée.	What? - Tamra, one day? - A single day you thought I would last in Haiti? - I was just price-is-righting it. - That's how my cousin sheena won her jet-ski.	 
We were going to swap it for dessert.	On allait l'échanger pour le dessert.	Is the food here yet? - I'm not hungry, but, uh... - - Oh, look, it's butter. - - DeBrie. - DeBrie, that's our butter.	 
I said, "what's it about?"	J'ai dit : "De quoi ça parle ?"	Got two boys walking this earth. - Good guys. - Smart. - One's a teacher. - The other's finishing his second novel in New York.	 
Maybe not, but say it anyway.	Peut-être pas, mais dis-le de toute façon.	You like someone or you don't. - Nothing in between. - Do you understand that? - -No, why? - Never mind, you don't have problems with women.	 
I couldn't have done it without you.	Je n'aurais pas pu le faire sans toi.	- Let me buy you a new toothbrush. - You got it. - See you at home. - Well, it seems like Ryan really went for it. - Seems like it.	 
I thought you were having it fixed!	Je pensais que tu devais la réparer!	Come on, please. - I need you alongside me. - Where's Mo? - Is he with you? - This flaming' door! Always sticking!	 
- No, but I need to use it awhile longer.	Non, mais j'en ai besoin encore un peu	- You wrecked it. - - It's not wrecked. - - I don't see it. - - It's around the corner. - - You wrecked it.	 
Don't take it personally.	Ne le prenez pas personnellement.	Can't wait to meet her. - Well, don't get too excited. - If she loses, you're out of a job in two weeks. - Okay, with the balloon guy-- we're selling America here, not cell phones, people! - Come on!	 
Well, I have the trial coming up, but once that's over, I'll be able to take it easy.	J'ai le procès qui arrive, mais une fois fini, je pourrai y aller doucement.	Shit. - It's Michael. - Michael, it's Ellen. - Scully's all set to testify, so head to my office and we'll leave from there. - The most important thing is rest.	 
Odd is probably underselling it a bit then.	"Bizarre" n'est sûrement pas un mot assez fort.	You know, this might sound a bit strange to you, but... - What? - I think I'm being haunted. - - Metaphorically or...? - - No, literally.	 
I can't find it anywhere.	Je ne la trouve nulle part.	It was like the specter of death. - And then he passed me and he looked at me. - I'm haunted by that look. - Have you seen the, uh, case for the Soprano's DVD? - No.	 
Whatever it is, we'll keep it safe.	Peu importe ce que c'est, on le gardera en sécurité.	I think that makes us even. - The universe is trying to tell us something we both should already know. - We're stronger together than apart. - Now what could possibly be so valuable that it takes a spell that nasty to protect it, huh? - No idea.	 
How did you get it on the plane?	Comment tu l'as emmené dans l'avion?	You serious? - What, you got a better idea, sweetheart? - Where did you get that gun anyway? - What? - The gun.	 
Hopefully we can get through it without any loss of blood.	J'espère qu'on pourra faire affaire sans effusion de sang.	What is wrong with you? - And what's wrong with you? - For $100 you're gonna stab us all? - Where are the hammers? - We'll be back in a couple of weeks.	 
It was great. They just had a real nice breakfast and everything.	Leur petit-déjeuner a l'air bon et tout.	Yes, sir. How'd it go with coach Buckley? - - Good. - - Yeah? - Well, you know, what was said? - Just...	 
We'll take it from here.	Nous prenons le relais.	What do they want? - You. - Agent Frisbee. - Hey, buddy. Missed the shootout. - Well, thanks for taking care of our suspect.	 
But I can't kill it without harming my baby.	Mais je ne peux pas le tuer sans faire de mal au bébé.	Can you feel it inside of you? - I mean, the worm? - I know there is something in there with the baby, some alien thing. - I don't feel it moving, but I know it does. - I wish it were dead and out of my body.	 
I couldn't have done it without you.	Je n'aurais pas pu le faire sans toi.	- Let me buy you a new toothbrush. - You got it. - See you at home. - Well, it seems like Ryan really went for it. - Seems like it.	 
We'll take it from here.	On s'occupe de la suite.	-Hey, Chesley? - -Yeah? - You mind watching the head? - I gotta run back upstairs. - -You go on, then.	 
It's in the Geneva Convention. Look it up.	C'est dans la Convention de Genève.	What was that? - Well, what? I said, "With all due respect." - That doesn't mean you get to say whatever you wanna say to me. - -It sure as heck does. - -No, it doesn't.	 
Don't take it personally.	C'est pas personnel.	What should I do, tell her she's pretty? - Put the gun down. - I'm walking out of here. - Don't try to stop me. - Goddamn it, will you stop this?	 
