src	trg	src_ctx	gender
You want to put it on this end or something?	¿Quieres ponerla en esta punta?	So, our camera hides and bags were much better. - What camera? - So, this is our baby carriage, since I couldn't be trusted with a real baby, - We had birdhouse hides, and we had a shopping cart, we had two shopping carts. - There was a helmet that we shot through.	feminine
- You can't ever use it again.	- No podrás volver a usarla jamás.	- I do. - - You pulled the fire alarm. - - I did. - - That was a one-time thing, Liv, for extreme emergencies. - - I know.	feminine
You are going to sort it out cos you're going to kill her.	Lo vas a resolver porque vas a matarla.	She didn't see anything, man. - I swear to God, she didn't see the... - The bolts and the... I'll sort this out. - Just give me a minute. - I'll go down and sort this shit out.	feminine
You can cut it with the fork.	Puedes cortarla con el tenedor.	No. - Do you want to eat? - Yes. - Cheers! - Not bad.	feminine
You can open it now, Tanna.	Puedes abrirla ahora, Tanna.	Goodnight. - Mrs. Trent ! - Mrs. Trent ! - What's wrong ? - They'll be at the hatch in a moment.	feminine
I can't have it in the house anymore.	Ya no puedo tenerla en la casa.	Actually, we were, um, talking about the gun. - That's not protection, that's evidence. - Yeah, and who are they gonna come right away to, asking questions? - You could have talked to me first. - Don't see why the rush to give it away now.	feminine
Learn of the wedding and then have it undone?	¿Conseguir la boda y luego deshacerla?	He fled. - If Condé and Elizabeth are married, then she has essentially laid claim to France. - She'll rally the Protestants here, a French king at her side. - I am well aware. - Did you do this, Catherine?	feminine
It was easy to defeat it that way.	Así es más fácil golpearla.	They believed in the socialist future of Germany. - They took upon the streets and some of them probably carried similar posters announcing, "Fascism is hunger and war," - Yet local residents still remember the bloody end of such demonstrations. - The wounded and, occasionally, killed were brought here. - German proletariat was divided.	feminine
-Having it and being afraid to write it.	Tenerla, y tener miedo de escribirla.	Now, why would you wanna do that? - Because you were once the kind of reporter that I would like to be. - Though I'm curious how one goes from multiple Pulitzer nominations to walking the Bigfoot beat. - You know the thing that's worse than never landing that story of a lifetime? - -What?	feminine
Sorry, I forgot to put it out.	Perdón, me olvidé de ponerla.	There are no photos of her, only these recordings - Shit! - No stout again - How many times do I have to tell you! - I want stout with my meals	feminine
So fire it back up.	Pues hay que volver a encenderla.	Which means he could be anywhere. - So he can't check in, he's fighting a war. - I'm too cold to care right now, - I swear I just saw my breath. - Mrs. Groot shuts the furnace down April first, come hell or cold weather.	feminine
"Hearing it makes me want to live. "	"Escuchándola me dan ganas de vivir."	My hair is dry. - Try to remember "the three sisters. " - I'm olya. - You're her sister irina. - "The band is playing so merrily, so strongly. "	feminine
It makes me hot listening to it, baby!	¡Me pone cachondo escucharla, cariño!	Nick: 'CAUSE IT'S A GOOD SONG, MAN. - Check out the pizza-face dork with the trombone. - Why doesn't he just pop those things? - I think if he did, he'd die of blood loss. - Hey, your tuba is so big and sexy!	feminine
♪ I wanna put it on both sides	# Quiero ponerla a ambos lados #	♪ For nothing else ♪ Nothing else - ♪ No substitute ♪ Substitute - ♪ On my shelf ♪ On her shelf - ♪ 'Cause you can whip it, spread it, bite it - ♪ Eat it, need it, love it, leave it	feminine
It could destroy her but it can't hurt her.	Podría destruirla pero no herirla.	But only for one night and we wait... - - There is one more secret. - What? - Listen... - That is secret. - Virgins secret.	feminine
-I'm not trying it out on Ashley.	-No voy a probarla con Ashley.	Twelve o'clock. (NATHAN exclaims) - -All right. - Let's put this bible to a test. - -Yes. - -You go talk to her.	feminine
- And I like to make it special.	Y me gusta hacerla especial.	I should really get the bureau to reimburse you for room and board. - - Don't be silly. - This is just a typical meal around here. - - Really? - Bill works so much that supper is usually the only time we see each other.	feminine
Can't we share it together?	¿No podemos compartirla juntos?	Children who have been born in blackouts... seeing the lights of a great city for the first time. - Old people who have given up hopes of ever seeing them again... suddenly coming out of their holes in the ground... and beginning to live like human beings. - That's why I want to learn to fly. - I want to help turn those lights on again... not to be just a butcher up there, killing other men for some empty victory... for a peace that was only the first shot of a new war. - Kay, just now you said...	feminine
- Or you can shoot it from a distance.	- O pueden dispararla desde lejos.	These gentlemen have kindly volunteered to demonstrate how a stun gun is used to subdue a suspect. - - That's right. - Wait a sec. What? - Now, there's two ways to use a stun gun. - Up close and personal. - - What the fuck?	feminine
Is it safe having that broad around?	¿Es seguro tenerla por aquí?	May, get your stuff. - You want the sugar... - Take a hike. - Get the sugar and go, we'll call you. - (Tommy) This broad's big trouble.	feminine
- Want to see it inside.	- Quiero verla por dentro.	Do you remember the window? - Yes. - They have painted them. - How many times we asked them to paint them. - - Where're you going?	feminine
- Change it at least.	- A cambiarla por lo menos.	Those guys over there think we don't even belong on the same field, but somebody thinks they're worth an air-conditioned tour bus. - - One, two, three... - - Coldwater! - Now taking the field, the Coldwater Black Bears! - - Ready to make history?	feminine
Nobody can live it for you.	Nadie puede vivirla por ti.	That's why you studied, why you went to Columbia so that you could play baseball? - After all my plans for you to follow after your Uncle Otto. - Uncle Otto's dead. - Yes, and he'd turn over in his grave if he knew what happened in the family. - People have to live their own lives.	feminine
He said it kept his mind off missing her.	El decía que le ayudaba a olvidarla.	- Is she still in Glenwood? - - No, no. - I'm sorry. - After Mom, he just... - spent all his time in the garage.	feminine
- I asked for it back to save you!	- ¡Pedí recuperarla para salvarte!	That was my consolation prize. - You know I didn't choose this, nate. - - You know I didn't choose any of it! - - Yes, you did, eli! - When you asked for the aneurysm back, you chose it.	feminine
Could you turn it off, please?	¿Puede desactivarla, por favor?	Just press the buttons marked "police" and "alarm" on. - And then off when I trigger the alarm, all right? On, then off. - So, here I am after your original Picasso, your Ming vase and the keys to your Porsche. - I spend half an hour forcing the doubIe-turn lock, tiptoe in... - And hey presto. (High-pitched alarm) - Thanks.	feminine
- We can burn it off in the oven.	- Podemos calentarla en el horno.	Well, at least the ghosts are back. - Something's back. - I'm just not sure what. - Oh, oh, oh. We have to keep this pizza. - - What's wrong with freezer burn?	feminine
- Not as much as watching it not stoned.	No tanto como verla sin fumar nada.	They've been playing Winged Migration for the midnight show all week. - Wiped me out. - Shit hasn't gone this fast since The Passion of the Christ. - People got stoned for The Passion of the Christ? - - That's disturbing.	feminine
You wanna share it with me?	¿Quieres compartirla conmigo?	Is your dad out there hiding' someplace just waitin' to come in here and, uh, filet me like some kind of fish or something? - No. - He doesn't know I'm here. - Can I just get it now? - 'Cause I was just thinkin' about havin' a little taste of this myself.	feminine
I gotta go back and pick it up.	Tengo que volver a recogerla.	Hi. - Hi. - There she is. - I'm sorry, guys. - The order wasn't ready and they made me wait.	feminine
Enjoy it for all of us.	Disfrútala por todos nosotros.	Right. - I'm dyslexic. - You boys have given me back hope. - Thanks. - You deserve a taste of the sweet life, man.	feminine
So, where might he have got it from?	Bueno, ¿en dónde pudo conseguirla?	And yet, you knew nothing about the gun? - No, no, no. Well, why... why? - He wouldn't ask me, would he? - I mean, I'm a doctor, after all, I... - I took an oath to protect life.	feminine
Then we'll take it down.	A continuación, vamos a hacerla caer.	The Kid's brought a porn movie so you can see all the stuff about postures and things. - Let's shape up. - Excuse me. - My mother gets out tomorrow. - I want her to be knocked out when she sees it.	feminine
Oh, I don't think you want to wear it now.	No creo que quieras usarla ahora.	Hey, keep up! - We put nasties in a hat and selectoed out one. - Hey, what kind of Whoo-hoo is this? - Welcome to the most frustrating, befuddling and, yes, erotic book release party you've ever attended. - Sir, are you done with my bird mask?	feminine
- Can't we just bring it down to us?	- ¿No podemos bajarla hacia nosotros?	- What do I do? - - You go into the shaft with me. - - Hello ... What are you doing? - Come on, concentrate! - Sebastian and I enter the shaft, and I climb up to the safe.	feminine
Yes, but remember, turn it off.	Sí, pero acuérdate de apagarla.	Every election year, some politician decides to investigate crime. - Marshal here has a subpoena to serve on you. - You're served, Mr. Wayne. - Let's go. - Get hold of Cheever.	feminine
Can you just put it on a bulletin board?	¿ Puedes colocarla en nuestro boletín ?	Okay, our lawyers in Washington tell us Specific North Wire Cable is questioning our science to the tune of a $125,000,000 suit. - When the lawsuit hits a billion, I'm taking everybody to dinner. - To a soup kitchen. - At least Homeland Security was happy with our work. - They wrote us, "Dear Ms. Morrison, on behalf of all us... "	feminine
And you will not be able to escape it or avoid it.	Y no podrás escapar de ella o evadirla.	One word is enough. - Go. Leave. If this is what you want. - Don't fool yourself, however, Elizabeth. - Don't dream of coming back one day to find a Germany... which was so dear to your heart. - There will be no other Germany but this one.	feminine
There's no problem taking it out.	No hay problema en sacarla.	Okay, once we get that out of the way, then we'll start to lay the tile. - Oh, hi. - Sorry, that can't come down. - Thanks, Marco. - What is the problem?	feminine
I wasn't able to stop it completely.	No soy capaz de pararla completamente.	There's that whole post-victory celebration. - I mean, streamers everywhere. - I'm so tired. - You're still... - You're still losing blood.	feminine
Well, I can't make it skip like you.	No puedo hacerla rebotar como tú.	I'm sorry. - I feel so responsible for what's happened to you. - If I hadn't sent that letter, you'd be back in New York. - You mustn't feel like that. - Try it.	feminine
Can I come pick it up right now?	¿Puedo pasar a buscarla ahora?	Done. - Hungry? - I'm working on a new book now. - And I'll introduce you to this nice guy named Yuji. - Yuji.	feminine
We need it and you can get it.	La necesitamos y puedes conseguirla.	Then we want to find the alien who crash-landed here in Metropolis. - Alien? - What are you talking about? - The meteor. - Classified information.	feminine
We hope it won't have to be.	Esperamos no tener que usarla.	This is the POW. - - The POW? - - Pulse Operated Weapon. - Creates an aimed impacted equivalent to 10 grenades. - The first set doesn't come off-line until next year.	feminine
Well, you might have to live it without me.	Quizá tengas que vivirla sin mí.	I get it. I totally get it. - You feel invincible. - The things we'll be able to do. - Where we'll be a year from now. - The kind of life that we'll finally be able to live.	feminine
And I'm not sure I can get it from her.	Y no estoy seguro de poder ayudarla.	- Thanks. - You know how you get detached? - You tell yourself... these things aren't happening' to you. - But this little girl, she's- - There's something she wants to tell me, but she doesn't know how.	feminine
Are they trying to make it disappear?	¿Están tratando de hacerla desaparecer?	Sweet Jesus. - There's always a tape. - - D'you want to hear this? - Yeah. - Yeah, go on. - There's a tape of all communications between our tanks that night in AI Bathra.	feminine
And then you can move it up...	Y luego puedes moverla hacia arriba...	Sat nav. This is the most amazing thing I've ever seen in my life. - Those cameras you were talking about... - I'd forgotten. - Look at this. - You can see OK. We zoom in, zoom in like this.	feminine
Lieutenant Uhura, I have to hand it to you.	Teniente Uhura, tengo que felicitarla.	So relaxing. - And best of all, no practical jokes. - - What was that? - - I'm not sure. - Come on, there's lots more to see.	feminine
Win the games, and you get it back!	Gana el juego y volverás a verla!	They are the home team. - They will play against your friends and win the quest. - Quest? - What quest? - The hunt for the TARDIS!	feminine
All this anger, you need to let it go.	Todo esa ira, tienes que dejarla salir.	He was out until 3:00 in the morning last night, left the kids with a sitter. - You cannot have people followed. - He leaves the kids with a sitter on his night. - He can't do that perverted during the day? - He's got no job.	feminine
Do you have time to fix it for me?	¿Tiene tiempo de cambiarla?	Dare to come again, I will beat you up! - Stop the car... - Stop the car! - Stop the car! - Sir, the tyre of my car is broken	feminine
In your heart you can hear it now.	Puedes oírla en tu corazón ahora.	But home had changed and I would always be in between south, north east, west peace, war Vietnam, America. - When we resist our fate, we suffer. - When we accept it, we are happy. - We have time in abundance, an eternity to repeat our mistakes. - But we need only once correct our mistake and at last hear the song of enlightenment with which we can break the chain of vengeance forever.	feminine
I think Cloud's found it again though.	Creo que Cloud volvió a sentirla.	This is man talk. - Sexist. - Sexist! - Wheesht, lassie, shut yer geggie! - Some of the men ain't following either.	feminine
Wanna make it better?	¿Quieres ayudarme a mejorarla?	You're supposed to be doing my history report. - I flunk that class, you're in big trouble with Snyder. - Till we graduate, I own your ass. - Bored now. - I'm having a terrible night.	feminine
You need to change it, and change it quick.	Necesitas cambiarla, y rápido.	No, no, no, no, no, no, no. - Well, you're making a face like you got a problem. - Um, I'm sorry that I'm making that face. - I don't mean to make a face that seems like I have a problem. - I don't like that face!	feminine
You can lose it in a second	# Puedes perderla en un segundo #	I need enough juice to keep this place lit up. - Singers I got. - Yeah, I'll bring her around. - In this dirty town - You know your life ain't worth a damn	feminine
We can't go on thinking about it forever.	No podemos tenerla siempre presente.	Try it. - But I fought your war, too, and I saw a world die: my world. - And what destroyed it? - Force, Mr. Warren. - The war is over.	feminine
-You can try it on at home.	- Puedes probarla en casa.	-Do so. - -Yes. - - "Allez." - Well, Dåådh ... This is for you, as a little appreciation. For the party. - -There is too much, Mr. Wåhlstedt.	feminine
Can we see it under a magnifier?	¿Es posible verla aumentada?	Alex. - I owe you another. - OK. - Good luck. - That's as good as we're gonna get.	feminine
It buttons here and here, so you don't have to... undo her or anything.	así que no tienes que... soltarla.	Go ahead in. - Dry as a bone now. - We don't want her coming down with something. - Give me one of those cotton balls and soaked in peroxide, please. - This is gonna hurt.	feminine
They'll do anything to get it back.	Harán cualquier cosa por recuperarla.	There's no way to date the formation. - You can make out the carvings on this one pretty well. - Look familiar? - Where did he get that stone? - He thinks that's why the creatures have been coming around the house.	feminine
No, it took a little bit of persuading.	No, me costó un poco persuadirla.	Oh, my God, are you jealous? - Oh, please, if you want to keep an operation secret, that is your business. - Granger wanted info on Waaldt so I went to Waaldt's club. - I picked up his hostess and got her to look around for me-- that's it. - And just like that, she agreed to spy on her boss for you?	feminine
It would be handled, and not by pulling her off a ladder.	Y no tirándola de una escalera.	And, and why would they do something like that? - Because Maria was pregnant by your son. - What? - Even if that were true, that is not how we would handle the situation. - Yeah, you'd have her deported in the middle of the night.	feminine
Could you repeat it for us, please?	¿podría repetirla, por favor?	No. - That's okay. - Tell me, do you remember anything... Mr. Anderson said to you during that discussion, anything at all? - Well, one thing I remember is that he told an off-color joke. - An off-color joke? - Mr. Anderson told you an off-color joke.	feminine
Would you like to hear it once more?	¿Quiere oírla una vez más?	That's pretty neat, eh? - - What's the matter with it? - "The party of the first part shall be known in this contract... - "as the party of the first part." - Sounds a little better this time.	feminine
I'm not getting up early to lug it out.	Yo no pienso madrugar para sacarla.	I might not be coming back. - Oh, honey, please come back. - You're worried about me, aren't you, babe? - Of course I'm worried. - Tomorrow's garbage day.	feminine
I hear it clearly...	Puedo escucharla claramente...	I don't trust you. - There is no siren. - Only you can hear the siren. - Yuki, hold my hand. - Don't run anymore	feminine
It just wouldn't be right for me to accept it.	No sería correcto para mí aceptarla.	You're not Lisa Simpson. - Okay, what's the story? - This we show up for. - Harper, this bike is wonderful. - Too wonderful.	feminine
I wouldn't have dreamt of leaving it behind.	Ni se me ocurriría dejarla atrás.	I... I wrote you a fan letter first, obviously. - Your reply? - No. - I mean, I'm sure you get tons of dorky kids writing you, so... - Do you still have it?	feminine
He doesn't need to see it again.	No necesita verla nuevamente.	Like he's looking through an issue of "cat lover." Ahem. You're a cat lover? - And I had you down for a poodle. - But your other painter... He's taking his time, soaking up the images. - Yeah, you see that? - Turns to a specific page, then quickly moves on.	feminine
I thought we could listen to it together.	Pensé que podríamos escucharla juntos.	- [All] Mm-mmm. - I've already talked to her for 20 damn minutes. - Hmm? - [Laughing, Chattering] - - Shh. - What is it? - - Bart, I got a cassette from Mom and Dad.	feminine
Want to check it again?	¿Quieres revisarla de nuevo?	No. - A guard's got him. - Come on, we'd better get back. - No, take me over there. - I want to check the machine.	feminine
It could be a lead to identify her, right?	Podría ser la pista para identificarla.	Do i need to? - Maybe you should come to one of my real gigs. - This was one of your real gigs. - Will you give me a hand? - This is good.	feminine
I used to dream about fixing it up.	Solía soñar con arreglarla.	Got it. - Okay boys, take a break. - You got about 10 minutes. - So this is it? - You seem surprised.	feminine
- They're trying to get it open.	- Están tratando de abrirla.	What is that? - All channels. - Snow, can you hear me? - Reactivate the torsion. - What is that?	feminine
- Can you hold it here?	- ¿Puede dejarla aquí unas horas?	- Now, Mr Sulu. lmpulse power, too. - We're breaking free, sir. - All engines stop. - - All engines stopped, sir. - - Engines need work badly, Captain.	feminine
It had to go somewhere.	Debió proyectarla en algún sitio.	Or Einstein or-- - Ok, let's drop the earth mother act. - You went to Vassar, and you were voted most likely to run a Fortune 500 company, yet you never had a career after college. - I chose to stay home and raise my children. - You have a problem with that?	feminine
So, she must have it somewhere.	Así que debe tenerla en algún lado.	-And get that trumpet. - The others are still paying off trying to get it. - -All she's asking for... - -And paying for. - ...is protection.	feminine
- We can use it to go back home.	- Podemos usarla para volver a casa.	I found a spell that may work. - I have what we need but I'll need to... prepare. - I don't think that'll be necessary. - - Wendy... - - This key is the answer to our problems.	feminine
well, it looks like finding her won't be easy.	Parece que será difícil hallarla.	You think she'II reject me again? - I'II do my best, sir. - Life-threatening? She could die from this? Yes. - You only need to be concerned with Lieutenant Torres' situation. - Right.	feminine
I can't get it down.	- No soy capaz de bajarla.	Food. - [Coughs] - Hey,I know a good place to crash. - Up the fire escape Through that window. - Come on. I'll give you a boost.	feminine
Would it be too much trouble if I asked to see her?	¿Es mucho pedir poder verla?	Guys. - -Okay. - Perfect. Dad, no. - There's no boys here. - And Alexa's mom is around here somewhere.	feminine
He's gonna play it with his orchestra.	Va a tocarla con su orquesta.	- Play that music once, and... - He got so excited he couldn't talk. - - Now, will you let me tell you...? - - I knew he'd love it. - Oh, that's wonderful.	feminine
And you never thought you'd see it again.	Y nunca pensaste verla de nuevo.	Uh, your T.M.-- Terribly Mistaken, because this umbrella has always belonged T.M.: - To Me. - Um... so, I went to this dance club... - On St. Patrick's Day. - ...on St. Patrick's Day.	feminine
Had to call it something.	De algún modo había que llamarla.	One day he's gonna take over... - Quit picking on him. - He hasn't bothered us. - Wait and see. - He'll rue the day.	feminine
- I'm just going to take it out now.	Voy a sacarla ahora mismo, ¿de acuerdo?	My guys talked to the friend. - Add that you've got a surgeon next door refusing to leave and a nervous paramedic's hand inside the body cavity. - That's what I'm saying. - [Cristina] Hey, somebody help! - Help here!	feminine
You and me can rough it on the couches.	Tu y yo podemos pasarla en los sofás.	- Hi. - - Hi. - So... where do I sleep? - Uh, well... - How about Michelle takes the bedroom?	feminine
They try to buy it direct.	Tratan de comprarla directamente.	- You better not spend any more. - - Spare me a nickel, will you? - - Out of my way, kids. - The Pacific Coast. - A group of restaurants refuse to buy meat through the racketeers.	feminine
And you're gonna help me and tell me how to get it back.	Tú me dirás cómo recuperarla.	Well, I mean, I kissed a cute guy, but that's hardly unusual. - So does that mean that he took my luck from me? - So he stole it? - That little whack-kissing bandit! - No, that is just my luck, okay?	feminine
Well, I wasn't going to leave it there.	Bueno, no iba a dejarla allí.	Oh, god. - Help me. - I'm so sorry. - I'm sorry. - So, you let her die, but you grabbed your wallet.	feminine
Can't you fix it with your heat vision?	¿No puedes arreglarla con tu visión?	They're in the storage space, under the window in the bedroom. - Dad, what happened to this shirt? - What do you mean? - - I just washed it. - You didn't wash this with my cape, did you?	feminine
No, of course we can't put it off.	- No, claro que no podemos suspenderla.	She'll know she's back at home. - I suppose we can't stop this ghastly dinner tonight. - I don't see how. - Dicky's sons have come from London. - And Atticus was on the same train.	feminine
Develop it further, Leonard.	Siga desarrollándola, Leonard.	Get me a book on the civil war and a complete rundown on Miller. - Family? Will his wife be with him? - What liquor does he drink? What kind of girls does he like? - That's a very good idea. - - Thank you.	feminine
Jeff, you can take it to house?	Jeff, ¿puedes llevarla a casa?	- Not, .pero your returns tonight. - - No, I will only leave you, uncle Felix. - - You do not discuss with me. - I need you please. - I must use your car.	feminine
We cannot let it go, never.	No podemos dejarla ir, nunca.	We must leave here, we go. - - To! - - She knows too much! - We cannot trust in her, Richard. - - No!	feminine
I started wearing it because...	Empecé a llevarla porque...	Is this a wedding ring? - Are you kidding? - What... - Aww, I lost this my first week here. - Oh, who's the lucky...	feminine
- You're going to have to give it back.	- Vas a tener que devolverla.	I don't know about that bike, T-Frank. - Frank, let's just save it, all right? - T - - Frank, I'm think that bike's going to have to go back. - Yeah, well I'll get you one just as good as that one, you know.	feminine
I've been holding it up for 80 years.	Llevo 80 años soportándola.	Will you stop telling her what to play? - I'm not saying a word. - Did I speak, Blanche? - - Not a word. - - You keep shaking your head.	feminine
- I gotta start it up.	- Lo sé, tengo que arrancarla.	Chicks love guys with bikes. - I got mine in the garage. - Your bike? - They let me keep it here. But I haven't run it. - - Your battery's gonna die.	feminine
Now we may lose it forever.	Ahora podemos perderla para siempre.	But, surely, some men can be trusted. - You're too young to remember how... we women were slaves in Rome and Greece. - We found this island... where we could live in harmony... peace, sisterhood. - - Be gone. - - Yes, Your Majesty.	feminine
That could set it off.	Eso podría hacerla estallar.	What do we think? - You're on your own, Mrs. Agent Bloom. - I'm reconnecting the first red wire and disconnecting the other one. - Careful. - Digital circuits are based on discrete voltage levels.	feminine
Enjoy it for a second.	Disfrútala por un momento.	Mazel tov. - Mazel tov. - Congratulations. - This is a good day for us. - Why don't you take a walk around?	feminine
I forget to enjoy it sometimes.	A veces olvido disfrutarla.	Let me know what you find. - Sir. The others? - They don't really come in. - At all. - Despite what you would like the world to think, Colonel Trevor, there is no Justice League.	feminine
Maybe we could share it tonight.	Quizás podamos compartirla esta noche.	And a rider got away. Which means Marston'll know where we are. - Yeah. - And we don't. - I'm cold. - You got the blanket.	feminine
I'll go see if I can shut it down.	Iré a ver si puedo desconectarla.	Come on ! - Jo. - Yeah ? - I forgot. - Sorry.	feminine
It was the opportunity to plant it.	Fue la oportunidad para ponerla.	Of course they didn't, he's out of a job. - Now, where do you think the school board is gonna meet next? - Sagebrush High, school cafeteria. - And the entire school board is gonna be sitting along that very same wall where we found that bomb. - So the reunion was not the bomb's target.	feminine
I tried to buy it once.	Hace tiempo quise comprarla.	Excuse me... - How do you do, old sport? - I'm Gatsby. - Nick Carraway. - You live in the cottage across the lawn.	feminine
You kneeled down to pick it up?	¿Se arrodilló para levantarla?	I'm right here. - No, you're not. - -Why do we have to keep going--? - Because I need to know and understand exactly what happened. - You're standing there, you look down there's the gun.	feminine
My grandfather watched it and I listened to it.	Mi abuelito viéndola y yo oyéndola.	~ That's how children are born. - ~ What? - One day my grandfather and I were watching a movie. - You, you saw a movie? - All right, don't be so picky.	feminine
Or you could save it for later.	O puedes guardarla para luego.	Ask Abed. - You can trust him. He's a friend. - Nope. - Just solid cake. - Then you wouldn't mind if I... Cut the cake?	feminine
No, we gotta kick it in.	No, tenemos que derribarla a patadas.	Blue and red striped shirt. - (Man speaks indistinctly) 111. - - That way! - Alex? - (Pounds on door) Alex!	feminine
- She could've got it from a transfusion.	- Pudo adquirirla tras una transfusión.	Patient throws up on your shoes, do you clean up most of it? - The symptoms rule out the rest. - Serology rules out viruses. - C.S.F. smears rule out parasites. - In the final stage of African trypanosomiasis... almost all the parasites are inside the brain.	feminine
Andy said I could put it here.	Andy me dijo que podía ponerla aquí.	Slut. - Weeds Season03 Episode13 - and where were you last night,young lady? - Sinner. - Why is this cross in my house?	feminine
Hey, use that log to get it in.	Hey, usa ese tronco para agarrarla.	Okay, we'll start talking about the nightmare. - In that dream I saw every night for nearly 20 years - a picture of - a suitcase. - I'm a doctor.	feminine
He said you can take it back.	Dijo que puedes llevarla de regreso.	One not thief. - A thief? - Who's a thief? - We're not stealing, just borrowing. - What he said?	feminine
You sure you wanna play it now?	¿Estás seguro de querer jugarla ahora?	You enjoy being there. - Clemente is going to cut off the funding unless you stop her. - So... stop her. - And the negative goes into the shredder. - You can only play this card once, you know.	feminine
I wanna wear it in Detroit.	Quiero llevarla en Detroit.	- or something. - - Okay. - Do me a favor and put that out in the car. - Okay. - Has anybody seen my green dress shirt?	feminine
Could you please just swipe it again?	¿Podrías pasarla de nuevo, por favor?	Very well. - A bizarre attack at leisure horizons... - Machine is slow tonight. - ...And viciously assaulted his father - - in a corridor outside his room.	feminine
Don't tell me I have to pass it around.	No me digan que tengo que pasarla.	Here, we rehearse. - And fuck. - Ten minutes. - I shouldn't have done it. - I've drawn up an affidavit.	feminine
- You idiot, I can't reach it there.	- Idiota, no puedo alcanzarla.	- Easy, darling. - You hear me? - What do you want? - I've got the key to your chain. - Then I'll pull you up.	feminine
No, I can't fly away and leave it behind.	No, no puedo volar y dejarla atrás.	I've got neither home nor family. - Still, I decided to come back. - We all return to Earth from the stars. - Or shall I stay here with Snout? - We don't know for sure if the ocean gave up the idea of the contact with humans.	feminine
Good night. I shall leave it open.	Buenas noches. Deberé dejarla abierta.	And I won't see you. - I shall run away. lf you can't be there... - And we can have a wedding reception here. - Do I know him? - is he handsome?	feminine
You went over to set it on fire.	Entraste para incendiarla.	Yeah, there's no smoke stain on it. - No. - You know, your accident might have just turned into our biggest lead. - So, you want to tell me why I'm here? - You didn't go over to the Morrison house to help.	feminine
Barbara, you really must go and see it too.	Bárbara, necesito irla a ver también.	So, Mr Wilberforce I understand you have an interest in botany. - Botany, Miss Spooner? - Whatever gives you the idea that I might be interested in something as tedious as botany? - Sorry. - Now, Wilber, I know you're not interested in botany, but there's a fascinating creeping ivy up the far end of the garden.	feminine
To post it on the internet, no doubt.	Para subirla a Internet, sin dudas.	-And usually the ward sister gives them to me. - -Thank you, Mr Gee. - -Just what is this tape, Coop? - Well, we probably see worse on Channel Five. - Sir Ian has gone to get the Lord Chancellor to authorise seizure of the tape.	feminine
- I prefer not to keep it here.	- Porque prefiero no dejarla en casa.	Would you mind driving me to the station before the movie? - I'd like to check this suitcase there. - Why? - - Because. - - But why?	feminine
Right, he can maintain it in jail.	Claro, puede mantenerla en la cárcel.	You've yet to prove anything against my client, so... - He's keeping slaves. Whoa, whoa, whoa, whoa. - Kid, my client believed all of his employees were legal immigrants. - I think we're done here. - He maintains his innocence.	feminine
Then let me answer it for you.	Entonces déjeme responderla.	I think they're deciding on junior associates this week. - Cary: I mean, the thing is, I like alicia. - That just makes good sense. - (thud) Oh. Sorry, your honor. - My client...	feminine
What do you mean I can't bring it back?	¿Cómo que no puedo devolverla?	Get her out of here! - Hey! - Watch out. - And I'm not gonna stand for it. - I wanna return the bike.	feminine
And fill it with my things?	¿Y llenarla con mis cosas?	Neighbors. - Joey says that Duck's in the blind. - This is why I booked a day early. - What did Ricardo in there say? - He's in hourly contact with TWA, and they've offered to buy you new luggage.	feminine
You can see it tomorrow if you like.	Si quieres, mañana puedes verla.	- "Miracolo a Milano" - - Yes, but look there. - Even then there was a boss, a scumbag like yours. - Like all bosses, as a matter of fact. - He persecuted the beggars, the homeless...	feminine
You can sniff it, smoke it or inject it.	Puedes aspirarla, fumarla o inyectarla.	- Booze, whatever. - He's Waxey Gordon's problem now, not mine. - Darmody, hold up I been wanting to show you something. - What are youse looking at? - Get back to work.	feminine
Why would I turn it off?	¿Por qué habría de apagarla?	He hasn't exactly embraced the situation. - SnowbeII! - Thank goodness you're here. - I'm locked in the washer! - Can you help me? Can you turn this thing off?	feminine
- Can you open it in time?	- ¿Pueden abrirla a tiempo?	She will be there soon. - You have no choice. - David, hold on. - - There's a safe. - - We've found a safe in a hidden cellar.	feminine
I can't abandon it too.	No puedo abandonarla también.	You don't get to paint the whole picture yourself, Helen. - I gave birth to a child who I abandoned for all the right reasons, they told me. - But I thought about you. - And I came to realize that by giving you up I'd broken my own heart. - Faith is the only thing that gave me hope gave me courage.	feminine
I would've liked to have seen it again.	Me habría gustado volver a verla.	If we fail, someone has to carry on the fight. - - I come from your planet. - - How is that possible ? - That's a long story. - We're so close to Earth now.	feminine
Perhaps we had better turn it off.	Quizá deberíamos apagarla.	Listening to the music? - No, Aunt Kate, I was just working on my drawings. - Well, keep right on working. - - Miss Arden heard the music and came down to listen to it. - - Oh, a music lover. Well, then, we can all sit down here and enjoy it together.	feminine
I fell in love with it the first time I saw it.	Me enamoré de ella al verla.	That's seven, eight hundred people-- and just drop them right here. - So, if the housing gets built, will you move from here? - I love this house. - I have always loved our little house. - Thank you.	feminine
Try to keep it in the top of the glass.	Trata de mantenerla arriba en el vaso.	- What do you want to hear? - Now, come on. - Don't be like that. - Two Tom Collins. - Okay, you don't smash the cherry on that.	feminine
They don't have to clean it up for me.	No tienen que limpiarla para mi.	Both, okay? - - Yes. - Tell them what happened. - This is my last chance to get them here together. - They are preparing the OR for you right now.	feminine
