src	trg	src_ctx	gender
I said, "Would you please milk it for me?"	Ich sagte, "Würdest du sie bitte für mich melken?"	And uh... - I used to... - I used to have to milk a cow... ..every morning and every night and I liked that. - I remember uh... ..one time I was all dressed up... ..to go out and take this girl to a basketball game. - And I started to go out and my father said, "You have to milk the cow."	 
I have to spit it out.	Dann muss ich es ausspucken.	-You know exactly what I mean. - Sometimes he sits through an entire meal without saying a word. - He just shovels food into his mouth like a machine. - I get so nervous I can't swallow. - I'll sit there with the same piece of food in my mouth.	 
You will not forget it if you tried.	Wenn Sie es probieren können Sie es nicht vergessen.	In Chinese we called it He-shou-wu. - In TCM we use it to treat renal and hepatic illness. - According to the most ancient medical books, our ancestors used their prescription... against the wet dreams of men. - Today, we use it against constipation too. - The taste of its root is bitter as well as sweet.	 
I'm going to ask you this once, and I'll never mention it again.	Ich frage nur einmal, danach nie wieder.	No. - We're just going to have to go it alone, old girl. - Finance it ourselves. - Well, are we going to have to sell the whole house, or just the pool? - I just want to do the film.	 
It'll be far worse not to have her.	Schlimmer wäre es ohne sie.	A better one. - A better one! That one. - What one? - Aye, that one. What say you? - No, no, it's frightful bad luck to bring a woman aboard , sir.	 
You should try it sometime.	Probier's aus.	Even if he is gorgeous. - If he's stupid enough to cheat... the world should know he's dumb enough to get caught. - Exactly. - I'm in the elevator. See you in a minute. - Bitter, party of one.	 
Yes, but I put it back.	Ja, aber ich habe sie wieder zurückgelegt.	- Can I help you with something? - Is there someone down there or not? - I do not know. - But there is something you can help me with. - Did you take Torstenson's watch?	 
Yeah, Nate said it was great.	Ja, Nate meint, es wär genial.	Thank God it's Friday, right? - At least Miranda will be in Miami, so we don't have to be on call this weekend. - You know, my dad's coming in from Ohio. - Yeah, we're gonna go out to dinner, maybe see Chicago. You doing anything fun this weekend? - Yes.	 
You can decorate it however you like.	Du kannst es einrichten, wie du willst.	Like, you'd use this stuff on me? - Yes. - What would I get out of this? - Me. - If we were to do this, this would be your room.	 
Spit it out.	Spuck's aus.	Weren't we just talking about the long haul? - We are,but... - There's just no easy way to say this. - What? - Just say it.	 
You should seriously have it checked out.	Die sollten Sie prüfen lassen.	The Scribbler is still very active. - Yes, but that one can't talk, remember? - "Unzip your head." - What's that? - Uh, the pipes. Bad plumbing.	 
They'll do anything to get it back.	Sie wollen ihn unbedingt wiederhaben.	We don't have the microfilm. - But they think you have it. - What's so important about that damn microfilm? - Lt's a list of their agents operating in France. - With it, we destroy their network.	 
Rom, let me put it another way.	Lass es mich anders ausdrücken.	This is an opportunity to turn everything around. - This is insane, brother. - What if his family comes looking for the killer? - What if they want revenge? - If push comes to shove we tell the truth and no harm done.	 
Shut it down!	Schaltet sie aus!	See, it's my job to get recruits ready to fight fires. - I got a class training on those cutters today and tomorrow, So, uh, you have h.Q. Call me If they've got a problem with this. - What? - You're using them right now? - Shut it off!	 
Wu is starting to figure it out.	- Wu fängt an, es zu durchschauen.	She's a criminology student, right? - Yeah. - I'm just having a little problem trying to figure out why she's... you know, we're gonna have to talk about this later. - We're in the middle of an investigation. - We got to go.	 
And it was great.	Und es war toll.	Don't talk to me, you worm. - There was a time-- - There was a time when I felt like an old rag... with a stain that you couldn't get out. - And you were like-- - You were like a piece of rotting fruit on a windowsill.	 
I don't know. I'd have to look it up.	Ich muß nachsehen.	I can't do it. - I need evidence that the Church would accept as signs of possession. - Like what? - Like her speaking in a language she's never known or studied. - What else?	 
(Chuckles) It Was Great.	Es war großartig.	I Don't Think So. - Listen To Me. - I Would Be Honored If You Would Come And Live With Us. - Having You Around These Past Few Months Was Sort Of... - Fun.	 
It was a bad deed to kill him.	Ihn zu töten war ein Verbrechen.	For our sake and your own. - Your treaty will never be signed. - Violence, and only violence can come of it. - Lord Shijo is dead. - He was a good old man.	 
Indians can pick it up.	Die Indianer können das aufheben.	You'd think it was the 4th of July or something. - They know it's their last weekend to use the mountain before it's ours. - No doubt they'll do their damndest to leave it a holy mess. Oww! - Hey! - You gonna pick that up?	 
I'm sure she didn't take it personally.	Sie hat es sicher nicht persönlich genommen.	Even if B'Elanna was impressed, the others were staring at me. - I'm sure it was just your imagination. - And then, to make matters worse, I started babbling in front of the Captain. - Oh. I used to get pretty nervous around her, too. - Yeah, don't worry.	 
Wouldn't it be more pleasant to share it with me?	Würde es nicht mehr Spaß machen das Geld mit mir zu teilen?	- Funny woman. - You're on a contingency? - Fifty percent of funds recovered. - - So why even give Clay his half? - - Professionalism.	 
It was great.	Das war ganz toll.	I don't know. - From me. - From you! - But I can't anymore. - Thank you.	 
Don't take it personally.	Nehme ihr das nicht persönlich.	She's dead. - At any rate, you seem to be cut out for this kind of work. - Amara clearly responds to you. - She looks at me like she wants to eat me. - She wants to eat everyone.	 
Don't take it personally.	Nimm's nicht, persönlich.	Not likely. - Maybe he should. - We lost 71-12. - Beacontown hasn't won a game in... - It must be three years.	 
How can I make it happier?	Wie kann ich sie glücklicher machen	We become stuck in the sameness of reality. - Because if reality is concrete, obviously, I am insignificant. - I cannot really change it. - But if reality is my possibility-- possibility of consciousness itself-- then immediately comes the question of how can I change it? - How can I make it better?	 
It was an accident, and she had to be revived. Oh.	Es war ein Unfall und sie musste wiederbelebt werden.	I mean, online shopping, takeout, but there was this one night, two weeks ago. - $250 on a bottle of champagne on a Monday night? - Right? I mean, if it was a Tuesday, I'd understand. - The point is she was celebrating, all right? - She probably was out partying, was drinking too much, you know, right?	 
But you might sell it to someone who does. I imagine you'd stand to make quite a profit.	Sie könnten sie teuer verkaufen, an jemanden, der sie benutzen möchte.	Mind if I ask what you expect in return? - The device itself. - I'm not about to hand over a weapon of mass destruction to someone I just met. - Oh, my business is salvage, not war. - I've no intention of deploying it.	 
We did it last year, and we're doing it again.	Wir machten es letztes Jahr und wir machen es wieder. Man bekommt soviel zurück.	Aah! The time when she gets her braces tightened. - Aah! Mike. - Love your sister. - Now bless you all, and we hope to see you next Sunday. - So, Frankie, are you guys gonna host a foreign exchange student?	 
- It would be a pleasure.	- Es wäre mir eine Freude.	I have to go. - I promised my wife to come home for supper. - At least this one time. - Why don't you come to my place for dinner some time? - Together with your wife, of course.	 
Well, let's put it this way.	- Sagen wir mal so.	A hundred million dollars later, they apologized, said they were wrong. - By then it was too late. - I mortgaged our company's future in this thing. - It had to fly! - What were these kinks, exactly?	 
Well, you'd better start finding it then.	Na dann fang mal an, ihn zu suchen.	Jonathan, I thought I said no more wild parties. - Well, when you're popular- - Alex, I'm serious. If you've lost that key, you're grounded. - I haven't lost it. I just can't find it. - There's a difference.	 
Put it in a frame and hang it on my wall?	Einrahmen und an meine Wand hängen?	Cheeseburgers? - Whiskey? - This isn't mine. - It's Arnie's tab. - What am I supposed to do with this?	 
Do try to get it right this time.	Versuch, es diesmal richtig zu machen.	It's a time machine, you idiot. - I had hoped to take over the ship with this. - One of life's little ironies. - Let's try this dance again. - You are the puppet, I am the puppeteer.	 
He had a right to it outside, so why not inside?	Draußen hätte er ein Recht darauf, also sollte er es auch im Gefängnis haben.	We know that a large portion of the prison population in France suffers from such destitution that they have to engage in prostitution to get enough money to buy soap to wash themselves, to wash their clothes and their dishes. - The other reason is that incarceration is very often a heavy financial burden on the families of inmates, who generally come from the most deprived strata. - So it would help lift a heavy economic burden on families which are, as it were, being penalised, although they have committed no crime. - And the last reason, a symbolic one, seems to me to suffice in itself. - To grant this benefit to an inmate, who is entitled to it on the outside, is to express that he continues to be part of the civic community, that he hasn't been excluded from society.	 
It was great.	Sehr schön.	- Be wary of shy. - They rule the world. - Even so, I will arrange dinner - But without you, Jean. - A 32.	 
I have no doubt that your technical expertise will be required at some point, but until Dr Fraiser advises otherwise, I'm ordering you to take it easy.	Ich bin mir sicher, dass lhre technischen Fachkenntnisse bald gebraucht werden, aber bis Dr. Frasier anders entscheidet, befehle ich lhnen, sich zu entspannen.	Otherwise, you're all free to take some time off. - Dismissed. - Sir. - With all due respect, I feel fine. - There's absolutely no reason why I shouldn't help.	 
Let's try it again.	- Versuchen wir es noch mal.	We're having some trouble with the transporter. - Captain... there's a minor glitch in the molecular imaging scanners. - Ensign Kim should have it up and running in a few minutes. - Try narrowing the annular confinement beam. - How's that?	 
You should try it sometime.	Solltest du mal ausprobieren.	The Arcadian is an architecturally significant... - Architecturally significant? - ! Zoey, you're very pretty. - Your hair smells great. - Shampoo.	 
I did that once, it was great.	Oh, das habe ich auch mal getan. Es war toll.	- When is he coming? - - He is not coming. - What happened? - We just ran out of gas... - I guess I mistook sex for love.	 
I was just keeping it warm for you.	Ich hielt sie dir nur warm.	It was a wonderful hospital. - And such nurses, too. - And we were worried about this big lug. - This calls for a celebration. - He came back when he heard how good you were in the centre ring.	 
You must withdraw it spontaneously.	Zieh das Stück zurück, und zwar sofort.	You know what they say? - "Some texts can only favour our class enemies" - But how the truth could favour the enemy? - I repeat, Nikolai. - Think it over, do as I say.	 
We can talk about it later.	Wir können später darüber reden.	You got it. - Clark. - - About the date... - - It's okay. - Take your time.	 
I can't get it out of my head.	Ich kann es nicht fassen, Charlie.	I wonder what sort of telegrams we'll get when it's known that Wilson was an innocent man. - Well, when I gave out the statement I didn't know that. - This story is on every wire in the world right now. - Yeah, yeah. - Now he's innocent. Yeah.	 
I-I had something in my eye, and he was helping me get it out.	Ich hatte etwas in meinem Auge und er hat mir geholfen es raus zu bringen.	- Uh, n-no. - No, I wasn't. - When? - This morning, in the kitchen. - No, no, honey.	 
It was great.	Ach, das warwunderbar.	I got cold feet. - But Mary was a great girl. - We laughed a lot. - All day long. - You should hear her laugh.	 
Let's try it again.	Also noch mal.	- Good night. - # Ooh-ooh, Basin Street - # Boo-boo boo-boo-boo # - Well, get you! - Here.	 
We just broke up and he can't let it go.	Wir haben gerade Schluss gemacht und er kann das einfach nicht akzeptieren.	I'll tell you what I love. - The fact that we're over! - Good-bye. - - You went out with that guy? - - I used to.	 
Don't take it personally.	Nimm das nicht persönlich.	Christmas, family ... I like it! - It might be romantic. - So you'll give me a ride? No, I can't do that. - But good luck. - I'd love to help you, but ...	 
Well, I-I like young women... - let's put it this way... - and I think most of men do, actually.	Also, ich... ich liebe junge Frauen... - lassen Sie es mich so sagen... - und ich denke, die meisten Männer tun das auch.	I hope you don't mind if I just reach across here and grab a couple of these... - of these nuts. - I will too. - Anyway, that's... - that's fiction. - And I think this probably may be still in the land of fiction, edging towards fact. - When the... - when the newspapers and the magazines and the books talk about you and little girls, is there anything in it?	 
I'm trying to figure it out.	Ich versuche es herauszubekommen.	Say a big swell hits Hawaii, and you ride one of those huge waves. - The wave folds back together on the other side of the island. - Then back out across the ocean, to wherever it needs to go. - All you would need to do to ride it again, is find out where it's heading, and beat it there, however you can. - That's what I've been doing.	 
We'd probably have to cut it open.	Vielleicht müssen wir es aufschneiden.	The material, the design, it's completely different. - It's not emitting any radiation, or EM fields. - It's basically dead. - Have you been inside? - We've located what looks like a hatch, but we haven't figure out how to get in.	 
- How long will it take?	- Wie lange dauert das?	I give. - We never make Hong Kong with old iron boiler. - I plenty good engineer. - Know my stuff. - - Now repair yard give us new steel boiler.	 
it was great. She's really cool.	Sie ist wirklich cool.	And the right angle. - Death by shower. - That's a new one. - So, did everything work out with Hannah? - Yeah, yeah. It was...	 
- Yeah, you could call it that.	- So könnte man's ausdrücken,ja.	- Yeah, I'm looking for a Carl Fairbanks. - - I'm sorry, sir, but the Commissioner hasn't set up his voice mail. - May I take a message? - - We done here? - Yeah, we good. - - Found a little trouble tonight, huh, Billy?	 
You don't tell me to take it easy.	Du sagst mir nicht, dass ich mich beruhigen soll.	Can't I say "take it easy" without starting a panic? - I mean, what is going on here? - Mr Fawlty, take it easy. - Now look... - Get one thing clear, all right?	 
I think I'll keep it as a souvenir.	Den behalt ich als Souvenir. Aber...	The final hand. - What a shame. It appears I'm not skillful or lucky either. - Then what are you? - Another Blackjack. - You cleaned me out. All but this one chip.	 
Try to play it slowly first. Then the notes will follow automatically. Then you can create something.	Versuch es zuerst ganz langsam zu spielen, dann kommen die Noten von ganz allein, und ja, dann kann etwas entstehen.	Like you said: Talent is only half of it. - The rest is just practice. - With emotion, Belle. - Try to feel the piece. - Let yourself go.	 
I've tried to fix it, but I can't get it to work.	- Ich kann es nicht reparieren.	I inherited it from my mother. - I'II never sell it. - Listen to it for a while, and I'II be right back. - Do you listen to the radio? - No, ours is broken all the time.	 
But, you know, I... look, I don't take it personally.	Aber weißt du, i..., nimm es nicht persönlich.	Now, hold on. - Whoa, whoops. - Sorry about that. - Here we go. - Hey, I'm just glad I could be here. To, you know, help rescue a woman I've never met before. Or been introduced to.	 
You should try it sometime.	Solltest du auch mal probieren.	But you have been pestering him... - Yeah... just a little difference of opinion. - Thanks for the ticket. - What was worth getting in such a rage about? - Just had to let off some steam.	 
I'm gonna go check it out.	Ich werde mir das anschauen.	Hey. - Everything okay? - Yeah. - That's Parker. - Okay.	 
So let's keep it that way.	Also belassen wir es auch dabei.	Um, you know what I mean. - Can you say why America is the greatest country in the world? - Diversity and opportunity. - Lewis. - Freedom and freedom.	 
I tried to take it back, but it was too late.	Ich wollte es gutmachen, aber es war zu spät.	We keep a few lights burning in the corridor. - The corridor? - Right out there. - You can sit. - I couldn't help it, boss.	 
I don't want to ever see it again.	Ich will sie nie wieder sehen.	We'll get it right. - Come on, we'll try it again. - We'll work till we get it. - Here. - I don't want it.	 
You must never use it for that.	Den darfst du nie nehmen.	It's falling snow. - What other kinds? - Aquilluqqag. - It's wet, wet snow. - It's not firm enough to build a snow house with.	 
You have to take it to the Bakery AS AP.	Du musst ihn schnellstens zur Bäckerei bringen.	No flowers please. - Stebbi, where the fuck have you been? - - Just catching up on some sleep. - - Shut up and listen. - The 100% pure Peru Coke has landed.	 
We'll take it from here.	Wir werden es von hier an übernehmen.	One of them can wipe out an entire village. - [Snarls] Special Agents Kanigher and Durwell, this is Captain Renard, - Detectives Griffin and Burkhardt. - We might be able to be of some help. - That's okay, Detective.	 
Uhh! I have to put it back.	Ich muss es wieder zurücksetzen.	Come on. - - Come on. - I'm still here. - You were right, Jack. - Yeah, well... there's a first time for everything.	 
Well, I'll try not to hold it against you.	Gut, ich werde versuchen, Ihnen das nachzusehen.	You're going to stay in one place from now on? - Sergeant Green. - Marine Corps? - Ah, hell, no. - Army Rangers.	 
It could kill her, Jack.	Es könnte sie töten, Jack.	DOCTOR: - It's going to be next to impossible to communicate with her in the near term unless we essentially attempt to shock her out of this state. - Mike... will they let me speak to Audrey? - The shrink who's treating her doesn't think it's a good idea. - And he's about to try some protocol of his own using big doses of drugs.	 
Put it back.	Stell es wieder hin.	Who are you? - Stroud. - You're lucky to be in this cellblock. - Boss here's a friend of mine. - Picture of your mother?	 
If all goes to plan, we can talk about it later.	Wenn es planmäßig läuft, können wir später darüber reden.	Well, at least we have the vaccine Two Horns wants. - We're almost done. - "Almost" and "done," not the same thing. - Yeah, but when we are done... then no more work for the city's slimiest crime boss, right? - I mean, if all goes to plan.	 
I could not believe my eyes when I saw it was you.	Ich konnte meinen Augen nicht trauen als ich dich sah.	I feel so much better. - Guinevere's life is at stake. - We can't afford to waste a second. - Gwen? - Lancelot!	 
How long will it take?	Wie lange musst du noch sitzen?	Now! - Thanks - According to the latest financial reports... The Li family's net worth is well over $50 billion - See that? He's notjust a mongrel He's a pedigree poodle - It's not regular price anymore I'll jack it up when I get out	 
I can see it so clearly.	Ich seh es ganz deutlich.	Wait... - - Miles? - - Yeah? - It's working. - I've had a vision about the future.	 
And she was driven to it by the acts of vampires.	Und sie wurde durch die Taten von Vampiren dazu gebracht.	But I don't have a human heart anymore. - Yes, you do. - If you've fallen out of love with him, it doesn't mean that you've lost your humanity. - We are, at our core, human. - It's a human's fault we're burnin' like bacon.	 
Zane might be able to shut it down from GD.	Zane könnte in der Lage sein, es von GD aus abzuschalten.	Henry, hey, yeah. - I need the fire department out here on Magnesium Road. - There's a pipe that ruptured at some sort of pumping station. - That's a rocket fuel pumping station, Jack, so stay back. - Even the slightest spark could set it off.	 
How are you gonna make it without your shoes?	Schaffst du es ohne Schuhe?	Why? - This town is more than any man could ask for. - And if I were to end up here, I would consider myself lucky. - But the truth is, I'm just not ready to end up anywhere. - But no one's ever left.	 
Elaine, it has to be stopped.	Elaine, das muss gestoppt werden.	I've been excited before. - Ted, what are you doing here? - - Are you on that shuttle? - - Both of us. - When we return, we're getting married.	 
Like, I can't bear to see it and it makes me feel nauseated.	Ich ertrage es nicht, das zu sehen, und es widert mich an.	I'm going to ask you to try not to turn around and look at me under any circumstances. - Now... - Have you any idea what may have brought on these attacks you suffer from? - Hu... humiliation. - Any kind of... humiliation.	 
I have an idea how to shut it down.	- Ich werde es deaktivieren.	How is she? - A little... suspicious, just like B'Elanna was at first. - How soon can you get back into transporter range? - We'll need a couple more days to finish repairs. - What about the shield grid?	 
I mean, you gotta hang it on a line some time.	Ich meine, man muss sie ja auch mal aufhängen.	- Take your time, Mrs Wells. - This will make beautiful underwear. - The Chicago people say it's from Switzerland. - Seems a shame to cover it up. - It won't be covered up all the time, will it?	 
Yes, I'd like to hear it again.	Ich will es noch mal hören.	Was this something new, for him, taking the boat out alone, at night? Mm-hm. - We had a fight. - Umm... You know, we've had our issues, off and on, that's not exactly a secret. - - And this time? - - I think we covered this.	 
I thought it was great.	Mir gefiel das sehr.	That level of detail is amazing. - - This was the last shot to go in. - Is that right? - Yes, this was hell getting in. - It's tough to get characters to move in rhythm with music, and we're buggy about that. - This is from The Blues Brothers - "Minnie the Moocher".	 
Could we please just settle it after the wedding?	Können wir das nicht nach der Hochzeit klären?	We like him. - Ha, ha. - My God! You must have been a teenager when you had him. - There's no way in hell I'm paying for it. - Look, we're down to just one point.	 
Good, he can pull it up with a cord.	Gut, das kann er an einer Reepschnur hinaufziehen.	You won't die! - We'll come get you... as soon as it's light out. - I'm here, - I won't leave you, Toni. - Do you have the sixty metres rope?	 
We could discuss it on the way.	Wir könnten das unterwegs erörtern.	I want to commend you, Agent Walker, for your work with the Intersect. - He seems to need you less and less. - Yes, Chuck has certainly changed and he's well on his way to becoming the perfect spy. - A while back, you requested a transfer out of Burbank, and I haven't forgotten. - There's an empty seat on my flight back to D.C. if you'd still like to go.	 
We can use it on our down payment.	Den können wir für unsere Anzahlung verwenden.	Or set up for something bigger. - Yeah, definitely. - It's something bigger. - Yeah, well, there's something big. - There's a quarter.	 
Well, let's put it this way.	Na, formulieren wirs mal so:	You wanna know why I didn't return your e-mails? - Your pathetic calls? - You are unattractive. - I said it. - I'm not attractive.	 
I did not wish to stain it with such business.	Ich will es nicht mit solchen Angelegenheiten beflecken.	I had thought to find Crassus himself, the tone so matching. - I am proud reflection of my father. - Jupiter's fucking cock, you were but a child since I last laid eyes. - Apologies. - I am for my own home before we march,	 
And we're going to have to tow it over, I guess.	Und wir müssten es rüberschleppen.	And it'll be 50 for labor. - That's the best you'll find. - I promise that. - Okay. And what about a timing belt? How much is that? - Could be a little bit more, but I won't know until I have a look.	 
You can't bring it into the light... not yet!	Sie dürfen es nicht ans Licht bringen... noch nicht!	The child I'm carrying, it isn't Bajoran... it's human. - It has unique medical needs. - If you force me to give birth now, you risk... - The creature's cries grow louder but no one can hear them. - All that remains is to bring the child into the light and discard the diseased carcass of the mother before it can infect its offspring.	 
Could you share it with anyone?	Konnten Sie mit jemandem darüber reden?	They seemed so... so human... - The first time must be difficult? - I was stressed out. But it was so easy. - I placed an ad. And in no time, I had 50 or 60 emails. - Did you phone anyone to tell them you were pleased?	 
But, Mom, he likes it that way.	Aber Mom, er mag es so.	Since Momma died, I wouldn't mind redoing the whole house. - Knock down a few walls, what do you think? - Somebody should do something. - Macey Douglas, will you please take your gas mask off? - You know that is no way to eat your soup!	 
Now, darling, let's try it again.	Also, versuchen wir's noch mal.	Just absolutely... be yourself. - Hello, John. What can I do for you? - - Let's go back to the hotel, Scott. - Fine. - Fine. - As soon as I get Sheil-o straightened out.	 
I'm not saying it like that.	Ich meine es nicht so.	- Yeah, I am, really. - Well, then, you know, why are we here, if we don't matter to one another? - - Well... - Why are you here? - The food is supposed to be great here. - No, no, no, no.	 
He has a farm around here, if you could call it that.	Er hat hier in der Nähe eine Farm, falls man das so nennen kann.	Do you know who Abby might be? - Abby? - No, I don't think so. - Um, someone that Frank would know. - Oh, you must mean Abner Welles.	 
Just needed to say it out loud.	Ich habe es gebraucht, es laut auszusprechen.	You killed Joe Carroll, and his followers are... mad about it, I guess. - So... why are you really here? - 6 people were killed, and, uh... you're the only one I can say, "I'm sorry," to. - So... - I'm sorry.	 
- I can't use it anymore.	-Ich kann sie nicht mehr gebrauchen.	I took Aron there tonight because I was jealous. - I've been jealous all my life. - Jealous, I couldn't even stand it. - Tonight, I even tried to buy your love. - But now I don't want it anymore.	 
Step up to that rope and get it done.	Steig zu dem Seil und erledige es.	You never were strong, Dell, no matter how much weight you could lift, or how many steel bars you could bend. - You always been weak. - Step up on that chair. - This ain't gonna take much. - You're gonna let the weight of your body do the work.	 
You should leave it just like that.	Du solltest es genau so lassen!	No, he's just a stray. - [speaking Portuguese] - Come here, I want to show you something. - Now that is marvelous. - It looks like a modern sculpture.	 
You really must try it sometime.	Du musst es wirklich einmal versuchen.	He wanted a... a real lab, real equipment. - I don't know. - Maybe he just finally pushed them too far. - This is new. - Complete inversions allow the human body to flush and detoxify the adrenal glands, which studies have linked to more positive thinking and an increase in reasoning skills.	 
But by the same token, it means everything.	Aber es bedeutet auch alles.	Reverse thrusters, full impulse. - Captain's Log, Stardate 53301.2. - The away team collected over 60 teraquads of data on the anomaly. - Before we begin to analyze them, we've decided to pay our respects to an old colleague. - Space... literally, it means "nothing"... a vacuum between stars and planets.	 
You can't take it personally.	-Nehmen Sie das nicht persönlich!	Gentlemen! I will remind you you've all taken an oath of secrecy. - You have been chosen to become members of America's most secret society. - For over a hundred years Skull and Bones members have included a president, vice presidents, - Supreme Court justices, congressmen and senators, captains of science and industry. - I don't think this is for me.	 
Which does not alter the fact that I wrote it again yesterday.	Was nichts an daran ändert, dass ich es gestern noch einmal schrieb.	"Thou art more lovely and more temperate. - "Rough winds do shake the darling buds of May and summer's lease hath..." - - You wrote that? - - Yesterday, as a matter of fact. - It was written by an Earthman named Shakespeare a long time ago.	 
I thought it was worth a try.	- Es war 'nen Versuch wert.	What would it take... just to forget him and live happily ever after? - Money is shit to me. I would not give up McClane... for all the gold in your Fort Knox. - 72nd Street subway, pay phone, 15 minutes. McClane and the Samaritan. - If you're competent in the least... you've found the briefcase... so you know what I mean by penalty. - I want to thank you for that vote of confidence.	 
How was your interview? -It was great.	- Es lief super.	-Hot dogs? - So, how are the kids? - Yeah, they're fine. - Good. - That 's good.	 
Take a minute to think it over. A minute.	Überleg doch nur mal eine Sekunde, eine Sekunde deines Lebens.	Right? - I want to live it. - I want to choose my life. - I'm going back to the bridge. - Listen, Alex think it over.	 
He made me memorize it before i came back.	Ich musste sie auswendig lernen, bevor ich zurückgeschickt wurde.	You must be stronger than you imagine you can be. - You must survive, or i will never exist. - What is that? - I've heard that before. - John's message to you.	 
I can't get it out of my mind.	Ich habe sie ständig im Kopf.	Oh, yeah. - I know. - Everybody hates it. - Am I the only one who likes this? - I like it too.	 
Okay, what's it about?	Wovon handelt es?	Wait, does it have zombies in it? - Zombies? - No! - Stormtroopers? - No, it's not that kind of a book.	 
Couldn't find it on my map.	Auf meiner Karte finde ich nichts.	Running into trucks, wrapping themselves around axles. What a mess. - Hey... - - Could I have some gas if you don't mind. - - No problem, come on. - Listen, I'm looking for the Ward place out on, erm, River Road.	 
And you all helped cover it up.	Und ihr alle habt geholfen es zu vertuschen.	So it turns out that at the exact same moment that I was accused of stealing government files, someone else was rushing away from the annex. - Well, that doesn't mean -- No! No! - No! - You do not get to lie to me anymore! - Michael burned me.	 
And I can put it in your office?	Und ich kann ihn in dein Büro stellen?	Yes? - It's my office. - Sheldon. - All right, all right. - He can buy his own desk.	 
Well, discussing it openly...	Nun, dies offen zu diskutieren...	Guarding cash registers? - This man here, Alejandro Sosa, a very interesting character. - He's a wealthy landowner, educated in England, very good family. - But this man is the business brain and drug overlord of an empire that stretches across the Andes. - He's not your ordinary drug dealer.	 
You ready to give it a try?	- Sind Sie bereit, es zu versuchen?	I mean, 'cause he gets to use the heated toilet seat. - Right. - Hey, Sarge. - You guys okay over there? - Yeah, we're good.	 
All right, thanks, Scott. We'll take it from here.	Danke, Scott, wir übernehmen jetzt.	Her son's a high school teacher. - Where's he? - I guess he would be working right now. - So you're a high school teacher? Uh, yeah. - A biology teacher.	 
It was great.	Es war sogar sehr schön.	I don't know, maybe... you misunderstood, or I went about it too fast. - In fact I like you a lot. - Nothing to say? - It wasn't good? - Yes.	 
I would have brought it to you.	Ich hätte es dir gebracht.	- What are you guys doing here? - I believe that question should be directed at you, young lady. - - Copy that, motherfucker. - - I left one of my books here. - I needed it. Well, you could have called me.	 
It made me very happy, buying this tie.	Ich habe sie gerne gekauft.	Stop being a Quisling where she is concerned. - Whenever I get happy, you turn perverse. - - Buying this tie made you happy? ! - Yes! - Yes! - I wish you could understand, cos you really don't.	 
Can you switch it out for a new one?	Kannst du sie austauschen?	There's some kind of interference. - I don't like this, Fine. - I'm up for the challenge. - Let's go in. - Shoot, there's something wrong with your camera.	 
Hubert wants to show it on Sunday.	Hubert will ihn unbedingt am Sonntag zeigen.	Listen... - Listen... I watched the film. - Ah... you found the time ? - Cool... - You liked it ?	 
It was great. Just remember, keep one hand on her tits and the other hand on your wallet.	Denk daran, eine Hand auf ihren Titten, eine auf deinem Geldbeutel.	Did you get two? - Look out! - Banzai, motherfucker! - She loves you, right, tiger? - Thanks a lot.	 
It takes great courage to overcome it.	So was erfordert große mentale Stärke.	She is ashamed. - She doesn't wants visitors either. - You know haw many times I asked her to invite you over? A 100 or more. - I understand your situation. - What happened to her is tragic	 
- It will be a pleasure.	- Mit Vergnügen.	- Try to have a Happy New Year. - Yes. - - Happy New Year. - - Very Happy New Year, Selma. - - Good night, David. - Good night. - - Come, we'll say good-bye to the family.	 
- What's it about?	- Worum geht es?	I can't let them sacrifice me. - Don't go anywhere. - I'll be in touch. - Berg's in a meeting. - It's running late.	 
Don't take it personally. Just setting an example.	Nimm es nicht persönlich, ich muss ein Exempel statuieren.	Take it. It's yours. - You regret becoming a yakuza? - No way. - #unrecognized text# - You are a pest	 
- Come on, put it back.	- Stell sie zurück.	How was that? - Ken, what are you doing? - - Hey, where's the ladder? - - Ladder? - What ladder?	 
Do it right, and you have the makings of a very big...	Macht man es richtig, hat man die Zutaten für eine sehr große...	I think we got him. - Let's make sure. - ...Make sure t door is sealed tight... - Now you want to use duct tape. - ...And to save time, just press "popcorn."	 
Yes and it was great.	Ja, und es war toll!	Well I've got news for you as well. - I had sex with Sarah and Vanni. - - What? - - Yes, at the same time. - - At the same time?	 
Yeah, and make a big deal out of it in front of your mom, okay?	Ja, und mach vor deiner Mutter eine große Sache daraus, okay?	Oh. - Oh, great. - That's perfect. - Go out with him. - Seriously?	 
We still have time to make it great.	Wir haben immer noch genug Zeit.	Well, seriously, what did you think? - It was good. - "Good?" - Good is not good enough. - Hanna, relax.	 
I know he means well, but I can't take it anymore.	Ich weiß, er meint es gut, aber ich halte es nicht mehr aus.	And this lamp absolutely cannot be here. Why not? - Blocks my view of the Widow Rodriguez doing her Jane Fonda workouts. - Isn't she a little old, Dad? - Oh, you didn't see her when I was a kid. - In my mind, she'll always be 54.	 
From here on in, I have to go it alone.	Ab jetzt, bin ich auf mich alleine gestellt.	Bruce, these are good detectives. - If anyone can find the truth, it's them. - Thank you. - Sir, what can we do to help you now? - Nothing.	 
- It will take us weeks to inspect it all.	Wir werden Wochen brauchen, alles zu prüfen.	You think I faked this? - You think I invited a psychopath into my house to gut me? This is real. - In less than an hour, a bomb is gonna go off, and people are gonna die. - We've been through five sections and found nothing. - This port is 25 miles long.	 
